Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2,14:23,2,8,IND 31,6,7,Peyton Manning pass complete to Marvin Harrison for 10 yards (tackle by Chris McAlister),0.600,1.660
2,13:44,1,10,IND 41,6,7,Edgerrin James right end for 4 yards (tackle by Ma'ake Kemoeatu),1.660,1.660
2,13:02,2,6,IND 45,6,7,Peyton Manning pass incomplete intended for Qadry Ismail (defended by Alvin Porter),1.660,0.960
2,12:58,3,6,IND 45,6,7,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Gary Baxter),0.960,2.390
2,12:18,1,10,BAL 48,6,7,Peyton Manning pass complete to Qadry Ismail for 14 yards (tackle by Gary Baxter),2.390,3.310
2,11:37,1,10,BAL 34,6,7,Edgerrin James left end for -2 yards (tackle by Adalius Thomas and Gary Baxter),3.310,2.500
2,10:52,2,12,BAL 36,6,7,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Chris McAlister),2.500,2.740
2,10:14,3,5,BAL 29,6,7,"Penalty on Chris McAlister: Delay of Game, 5 yards (no play)",2.740,3.970
2,9:58,1,10,BAL 24,6,7,Peyton Manning sacked by Ma'ake Kemoeatu for -4 yards,3.970,2.890
2,9:29,2,14,BAL 28,6,7,Peyton Manning pass complete to Edgerrin James for -1 yards (tackle by Ed Hartwell),2.890,2.080
2,8:45,3,15,BAL 29,6,7,Peyton Manning pass complete to Marcus Pollard for 8 yards (tackle by Ed Hartwell),2.080,2.060
2,8:04,4,7,BAL 21,6,10,Mike Vanderjagt 39 yard field goal good,2.060,3.000
2,8:04,,,IND 30,6,10,"Mike Vanderjagt kicks off 65 yards, returned by Robert Tate for 22 yards (tackle by David Thornton)",0.000,0.740
2,7:55,1,10,BAL 27,6,10,Jamal Lewis middle for 7 yards (tackle by Jason Doering and Marcus Washington),0.740,1.140
2,7:15,2,3,BAL 34,6,10,"Chris Redman pass incomplete intended for Travis Taylor. Penalty on Travis Taylor: Offensive Pass Interference, 10 yards (no play)",1.140,-0.210
2,7:07,2,13,BAL 24,6,10,Chris Redman pass incomplete intended for Jamal Lewis (defended by Chad Bratzke),-0.210,-0.890
2,7:02,3,13,BAL 24,6,10,Chris Redman pass incomplete intended for Todd Heap (defended by Nick Harper),-0.890,-1.770
2,6:56,4,13,BAL 24,6,10,"Dave Zastudil punts 42 yards, returned by Troy Walters for -2 yards (tackle by James Trapp)",-1.770,-1.070
2,6:45,1,10,IND 32,6,10,Peyton Manning pass complete to Qadry Ismail for 5 yards (tackle by Alvin Porter),1.070,1.200
2,6:07,2,5,IND 37,6,10,Edgerrin James right guard for no gain (tackle by Kelly Gregg),1.200,0.500
2,5:48,2,5,IND 37,,,Timeout #1 by Baltimore Ravens,1.200,0.500
2,5:48,3,5,IND 37,6,10,Peyton Manning pass incomplete intended for Marvin Harrison,0.500,-0.910
2,5:43,4,5,IND 37,6,10,"Hunter Smith punts 44 yards, returned by Chris McAlister for 3 yards (tackle by Sam Sword)",-0.910,-0.410
2,5:33,1,10,BAL 22,6,10,Jamal Lewis middle for 2 yards (tackle by Rob Morris),0.410,0.140
2,4:56,2,8,BAL 24,6,10,Jamal Lewis right end for 5 yards (tackle by Brad Scioli),0.140,0.100
2,4:18,3,3,BAL 29,6,10,Chris Redman pass complete to Ron Johnson for 10 yards (tackle by Walt Harris),0.100,1.530
2,3:37,1,10,BAL 39,6,10,Chris Redman pass incomplete intended for Todd Heap,1.530,0.990
2,3:31,1,10,BAL 39,,,Timeout #2 by Baltimore Ravens,1.530,0.990
2,3:31,2,10,BAL 39,6,10,Jamal Lewis left end for -4 yards (tackle by David Macklin),0.990,-0.230
2,2:46,3,14,BAL 35,6,10,Chris Redman pass complete to Jamal Lewis for 8 yards (tackle by David Thornton),-0.230,-0.520
2,2:17,3,14,BAL 35,,,Timeout #1 by Indianapolis Colts,-0.230,-0.520
2,2:17,4,6,BAL 43,6,10,Dave Zastudil punts 43 yards,-0.520,0.280
2,2:06,1,10,IND 14,6,10,Peyton Manning pass complete to Qadry Ismail for 13 yards (tackle by Gary Baxter),-0.280,0.740
2,1:59,1,10,IND 27,6,10,Peyton Manning for 9 yards (tackle by Ed Hartwell),0.740,1.410
2,1:50,2,1,IND 36,6,10,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",1.410,0.740
2,1:50,2,6,IND 31,6,10,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",0.740,0.060
2,1:50,2,11,IND 26,6,10,Peyton Manning sacked by Ed Reed for -3 yards,0.060,-1.020
2,1:17,3,14,IND 23,6,10,Peyton Manning pass incomplete intended for Marcus Pollard,-1.020,-1.830
2,1:12,4,14,IND 23,6,10,"Hunter Smith punts 58 yards, muffed catch by Chris McAlister, recovered by Alvin Porter and returned for no gain",-1.830,0.140
2,1:01,1,10,BAL 16,6,10,Chris Redman pass incomplete intended for Ron Johnson,-0.140,-0.660
2,0:56,2,10,BAL 16,6,10,Chris Redman pass complete to Jamal Lewis for 2 yards (tackle by Mike Peterson),-0.660,-1.070
2,0:46,2,10,BAL 16,,,Timeout #2 by Indianapolis Colts,-0.660,-1.070
2,0:45,3,8,BAL 18,6,10,Chris Redman pass complete to Travis Taylor for 9 yards (tackle by David Thornton),-1.070,0.740
2,0:37,3,8,BAL 18,,,Timeout #3 by Baltimore Ravens,-1.070,0.740
2,0:37,1,10,BAL 27,6,10,Chris Redman pass incomplete intended for Travis Taylor,0.740,0.200
2,0:33,2,10,BAL 27,6,10,Chris Redman pass incomplete intended for Travis Taylor is intercepted by Mike Peterson at IND-48 and returned for 12 yards,0.200,-2.920
2,0:22,1,10,BAL 40,6,10,Peyton Manning middle for 8 yards (tackle by Will Demps),2.920,3.450
2,0:11,1,10,BAL 40,,,Timeout #3 by Indianapolis Colts,2.920,3.450
2,0:11,2,2,BAL 32,6,13,Mike Vanderjagt 50 yard field goal good,3.450,3.000
2,0:11,,,IND 30,6,13,"Mike Vanderjagt kicks off 62 yards, returned by Robert Tate for 25 yards (tackle by Joe Jefferson). Penalty on BAL: Offensive Holding (Declined)",0.000,0.940
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,6,13,"Mike Vanderjagt kicks off 55 yards, returned by Ron Johnson for 10 yards (tackle by Donnel Thompson)",0.000,0.610
,,,,,,,"BAL challenged the ruling, and the original play was overturned.",,
3,14:55,1,10,BAL 25,6,13,Jamal Lewis left tackle for 3 yards (tackle by Josh Williams),0.610,0.470
3,14:18,2,7,BAL 28,6,13,Chris Redman pass complete to Travis Taylor for 10 yards (tackle by David Macklin),0.470,1.470
3,13:36,1,10,BAL 38,6,13,Jamal Lewis middle for 3 yards (tackle by James Cannida and Chad Bratzke),1.470,1.330
3,13:01,2,7,BAL 41,6,13,Chris Redman pass incomplete intended for Todd Heap,1.330,0.630
3,12:57,3,7,BAL 41,6,13,Chris Redman for 6 yards (tackle by Nick Harper),0.630,-0.260
3,12:35,4,1,BAL 47,6,13,"Dave Zastudil punts 44 yards, fair catch by Troy Walters",-0.260,0.380
3,12:28,1,10,IND 9,6,13,Peyton Manning pass complete to Qadry Ismail for 8 yards (tackle by Gary Baxter),-0.380,-0.020
3,11:54,2,2,IND 17,6,13,Peyton Manning sacked by Kelly Gregg for -5 yards,-0.020,-1.070
3,11:29,3,7,IND 12,6,13,"Peyton Manning pass incomplete intended for Marvin Harrison. Penalty on Chris McAlister: Defensive Holding, 5 yards (no play)",-1.070,-0.060
3,11:25,1,10,IND 17,6,13,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Will Demps),-0.060,0.210
3,10:52,2,5,IND 22,6,13,"Edgerrin James middle for no gain (tackle by Cornell Brown and Ed Hartwell). Penalty on Waverly Jackson: Offensive Holding, 10 yards (no play)",0.210,-1.150
3,10:30,2,15,IND 12,6,13,Peyton Manning pass incomplete intended for Marvin Harrison,-1.150,-2.010
3,10:25,3,15,IND 12,6,13,Peyton Manning pass complete to Marvin Harrison for 11 yards (tackle by Ed Hartwell),-2.010,-1.830
3,9:43,4,4,IND 23,6,13,"Hunter Smith punts 57 yards, returned by Chris McAlister for 7 yards (tackle by Jason Doering). Penalty on Detron Smith: Offensive Holding, 10 yards (no play)",-1.830,-2.490
3,9:32,4,14,IND 13,6,13,"Hunter Smith punts 69 yards, out of bounds",-2.490,-0.040
3,9:23,1,10,BAL 18,6,13,"Javin Hunter left end for 9 yards (tackle by David Macklin). Javin Hunter fumbles (forced by David Macklin), ball out of bounds at BAL-27",0.040,0.820
3,8:58,2,1,BAL 27,6,13,Chris Redman pass complete to Travis Taylor for 17 yards (tackle by Mike Peterson and David Macklin),0.820,1.860
3,8:22,1,10,BAL 44,6,13,Jamal Lewis middle for 6 yards (tackle by Marcus Washington),1.860,2.130
3,7:44,2,4,,6,13,Chris Redman pass complete to Todd Heap for 7 yards (tackle by Mike Peterson),2.130,2.720
3,7:04,1,10,IND 43,6,13,Jamal Lewis right end for 4 yards (tackle by Marcus Washington and Josh Williams),2.720,2.720
3,6:24,2,6,IND 39,6,13,Chris Redman pass incomplete intended for Javin Hunter,2.720,2.010
3,6:15,3,6,IND 39,6,13,"Penalty on Ethan Brooks: False Start (Declined), Penalty on Chad Bratzke: Unnecessary Roughness, 15 yards (no play)",2.010,3.970
3,6:15,1,10,IND 24,6,13,"Chris Redman pass incomplete intended for Javin Hunter. Penalty on David Macklin: Defensive Pass Interference, 10 yards (no play)",3.970,4.650
3,6:12,1,10,IND 14,6,13,Jamal Lewis left tackle for -2 yards (tackle by James Cannida and Chad Bratzke),4.650,3.720
3,5:26,2,12,IND 16,6,13,Chris Redman pass incomplete intended for Todd Heap (defended by David Macklin),3.720,3.000
3,5:20,3,12,IND 16,6,13,Chris Redman pass complete to Jamal Lewis for 11 yards (tackle by Nick Harper),3.000,3.030
3,4:30,3,12,IND 16,,,Timeout #1 by Indianapolis Colts,3.000,3.030
3,4:30,4,1,IND 5,12,13,"Jamal Lewis left tackle for 5 yards, touchdown",3.030,7.000
3,4:30,,,IND 5,13,13,Matt Stover kicks extra point good,0.000,0.000
3,4:30,,,BAL 30,13,13,"J.R. Jenkins kicks off 56 yards, returned by Troy Walters for 9 yards (tackle by James Trapp)",0.000,0.480
3,4:22,1,10,IND 23,13,13,Edgerrin James right tackle for 1 yard (tackle by Ed Hartwell),0.480,0.070
3,3:48,2,9,IND 24,13,13,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Cornell Brown),0.070,0.040
3,3:22,3,4,IND 29,13,13,Peyton Manning pass complete to Reggie Wayne for 4 yards (tackle by Alvin Porter),0.040,1.140
3,2:43,1,10,IND 33,13,13,Peyton Manning pass complete to Reggie Wayne for 27 yards (tackle by Alvin Porter),1.140,2.920
3,2:06,1,10,BAL 40,13,13,Peyton Manning pass complete to Marvin Harrison for 14 yards (tackle by Chris McAlister),2.920,3.840
3,1:20,1,10,BAL 26,13,13,"Peyton Manning sacked by Will Demps for -2 yards. Peyton Manning fumbles (forced by Will Demps), ball out of bounds at BAL-28",3.840,3.030
3,0:50,2,12,BAL 28,13,13,Peyton Manning pass complete to Marcus Pollard for no gain,3.030,2.350
3,0:06,3,12,BAL 28,13,13,Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by James Trapp and Gary Baxter),2.350,1.800
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,BAL 25,13,16,Mike Vanderjagt 43 yard field goal good,1.800,3.000
4,15:00,,,IND 30,13,16,"Mike Vanderjagt kicks off 62 yards, returned by Lamont Brightful for 12 yards (tackle by Detron Smith)",0.000,0.280
4,14:50,1,10,BAL 20,13,16,"Chris Redman sacked by Raheem Brock for -9 yards. Chris Redman fumbles (forced by Raheem Brock), recovered by Raheem Brock at BAL-11 (tackle by Chris Redman)",0.280,-4.840
4,14:41,1,10,BAL 11,13,16,Edgerrin James right tackle for -4 yards (tackle by Anthony Weaver),4.840,3.560
4,14:05,2,14,BAL 15,13,16,Peyton Manning pass complete to Edgerrin James for 8 yards (tackle by Anthony Mitchell and Chris McAlister),3.560,3.980
4,13:35,3,6,BAL 7,13,16,Peyton Manning pass complete to Marcus Pollard for no gain,3.980,2.980
4,12:56,4,6,BAL 7,13,19,Mike Vanderjagt 25 yard field goal good,2.980,3.000
4,12:56,,,IND 30,13,19,"Mike Vanderjagt kicks off 65 yards, returned by Lamont Brightful for 38 yards (tackle by David Gibson). Penalty on Javin Hunter: Illegal Block Above the Waist, 10 yards",0.000,1.140
4,12:44,1,10,BAL 33,13,19,Jamal Lewis middle for 17 yards (tackle by Nick Harper),1.140,2.260
4,12:00,1,10,,13,19,Jamal Lewis left tackle for no gain (tackle by Mike Peterson and Rob Morris),2.260,1.710
4,11:18,2,10,,13,19,Chris Redman pass incomplete intended for Todd Heap,1.710,1.030
4,11:14,3,10,,13,19,"Penalty on Marcus Washington: Encroachment, 5 yards (no play)",1.030,1.690
4,11:14,3,5,IND 45,13,19,Chris Redman pass complete to Jamal Lewis for 9 yards (tackle by Jason Doering and David Thornton),1.690,3.180
4,10:38,1,10,IND 36,13,19,Chris Redman pass complete to Todd Heap for 31 yards (tackle by Jason Doering),3.180,6.060
4,9:52,1,5,IND 5,13,19,Jamal Lewis middle for no gain (tackle by Raheem Brock and James Cannida),6.060,5.150
4,9:08,2,5,IND 5,19,19,"Jamal Lewis left tackle for 5 yards, touchdown",5.150,7.000
4,9:08,,,IND 5,20,19,Matt Stover kicks extra point good,0.000,0.000
4,9:08,,,BAL 30,20,19,"J.R. Jenkins kicks off 61 yards, returned by Troy Walters for 22 yards (tackle by James Trapp)",0.000,1.000
4,8:58,1,10,IND 31,20,19,Peyton Manning pass complete to Marvin Harrison for 14 yards,1.000,1.930
4,8:31,1,10,IND 45,20,19,Edgerrin James left tackle for 3 yards (tackle by Anthony Weaver and Kelly Gregg),1.930,1.790
4,7:59,2,7,IND 48,20,19,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Anthony Mitchell),1.790,2.850
4,7:21,1,10,BAL 41,20,19,Peyton Manning pass incomplete intended for Reggie Wayne is intercepted by Anthony Mitchell at BAL-18 and returned for 32 yards,2.850,-2.260
4,7:10,1,10,,20,19,Jamal Lewis middle for 6 yards (tackle by James Cannida),2.260,2.520
4,6:23,2,4,IND 44,20,19,Jamal Lewis middle for no gain (tackle by Raheem Brock),2.520,1.820
4,5:42,3,4,IND 44,20,19,Chris Redman pass complete to Jamal Lewis for 9 yards (tackle by Brad Scioli),1.820,3.250
4,4:58,1,10,IND 35,20,19,Jamal Lewis left tackle for 1 yard (tackle by Josh Williams),3.250,2.840
4,4:13,2,9,IND 34,20,19,Chester Taylor left tackle for no gain (tackle by Mike Peterson),2.840,2.150
4,3:30,3,9,IND 34,20,19,"Chris Redman sacked by Chad Bratzke for -7 yards. Chris Redman fumbles (forced by Chad Bratzke), recovered by Chris Redman at IND-40",2.150,0.590
4,2:37,4,15,IND 40,20,19,"Dave Zastudil punts 40 yards, touchback",0.590,-0.280
4,2:22,1,10,IND 20,20,19,Peyton Manning pass complete to Marcus Pollard for 9 yards (tackle by Alvin Porter),0.280,0.950
4,2:01,2,1,IND 29,20,19,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Anthony Mitchell),0.950,1.330
4,1:56,1,10,IND 36,20,19,Peyton Manning pass complete to Reggie Wayne for 2 yards,1.330,1.060
4,1:52,2,8,IND 38,20,19,Peyton Manning sacked by Peter Boulware for -13 yards,1.060,-1.350
4,1:24,3,21,IND 25,20,19,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Will Demps),-1.350,-0.650
4,1:14,3,21,IND 25,,,Timeout #2 by Indianapolis Colts,-1.350,-0.650
4,1:14,4,5,IND 41,20,19,"Penalty on Ryan Diem: False Start, 5 yards (no play)",-0.650,-0.980
4,1:14,4,10,IND 36,20,19,"Peyton Manning pass incomplete intended for Qadry Ismail. Penalty on Gary Baxter: Defensive Pass Interference, 22 yards (no play)",-0.980,2.790
4,1:00,1,10,BAL 42,20,19,Edgerrin James middle for -5 yards (tackle by Kelly Gregg and Ed Hartwell),2.790,1.570
4,0:43,2,15,BAL 47,20,19,Peyton Manning pass complete to Marvin Harrison for 15 yards (tackle by Chris McAlister),1.570,3.450
4,0:33,1,10,BAL 32,20,19,Edgerrin James middle for 9 yards (tackle by Ed Hartwell),3.450,4.120
4,0:16,2,1,BAL 23,20,19,Peyton Manning pass incomplete,4.120,3.400
4,0:14,3,1,BAL 23,20,19,Edgerrin James middle for 3 yards (tackle by Peter Boulware),3.400,4.240
4,0:09,3,1,BAL 23,,,Timeout #3 by Indianapolis Colts,3.400,3.400
4,0:09,3,1,BAL 23,,,Timeout #1 by Baltimore Ravens,3.400,4.240
4,0:09,1,10,BAL 20,20,22,Mike Vanderjagt 38 yard field goal good,4.240,3.000
4,0:09,,,IND 30,20,22,"Mike Vanderjagt kicks off 30 yards, returned by Lamont Brightful for no gain. Lamont Brightful fumbles, recovered by Clifton Crosby at BAL-40 and returned for 5 yards. Clifton Crosby fumbles and returned for 5 yards",0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
