#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:10,CIN 20,3,2:03,-11,Punt
2,1,6:58,CIN 37,12,6:20,59,Field Goal
3,2,10:36,CIN 26,8,3:16,74,Touchdown
4,2,3:55,CIN 22,13,3:23,66,Field Goal
5,3,15:00,CIN 31,3,1:25,5,Punt
6,3,12:32,CIN 36,5,2:31,2,Punt
7,3,6:23,CIN 35,6,4:06,2,Punt
8,4,11:32,CIN 18,12,6:53,82,Touchdown
9,4,1:50,CIN 26,10,1:50,71,Field Goal
10,5,11:56,CIN 25,3,1:28,2,Punt
