0,1
Game Info,Game Info
Won Toss,Packers
Roof,outdoors
Surface,grass
Duration,2:57
Attendance,71040
Weather,"33 degrees, relative humidity 61%, wind 15 mph, wind chill 23"
Vegas Line,Green Bay Packers -3.5
Over/Under,43.0 (under)
