Quarter,Time,Tm,Detail,CHI,GNB
1.0,2:28,Packers,Greg Jennings 3 yard pass from Aaron Rodgers (Mason Crosby kick),0,7
2.0,12:12,Bears,Robbie Gould 35 yard field goal,3,7
,1:11,Packers,Ryan Grant 4 yard rush (Mason Crosby kick),3,14
,0:15,Packers,Mason Crosby 53 yard field goal,3,17
3.0,3:01,Packers,Donald Lee 5 yard pass from Aaron Rodgers (Mason Crosby kick),3,24
4.0,9:51,Packers,Mason Crosby 33 yard field goal,3,27
,7:31,Packers,Jason Hunter 53 yard defensive fumble return (Mason Crosby kick),3,34
,1:56,Packers,Mason Crosby 45 yard field goal,3,37
