Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1,7:08,1,10,GNB 27,0,0,Aaron Rodgers pass complete short right to Donald Driver for 16 yards (tackle by Mike Brown),0.740,1.800
1,6:24,1,10,GNB 43,0,0,Aaron Rodgers pass complete short middle to Donald Lee for 7 yards (tackle by Lance Briggs),1.800,2.200
1,6:24,2,3,,0,0,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",2.200,1.520
1,5:23,2,8,GNB 45,0,0,Ryan Grant left end for 7 yards (tackle by Kevin Payne),1.520,1.750
1,4:55,3,1,CHI 48,0,0,John Kuhn left guard for 3 yards (tackle by Tommie Harris),1.750,2.590
1,4:25,1,10,CHI 45,0,0,Aaron Rodgers pass complete short left to Donald Driver for 14 yards (tackle by Lance Briggs),2.590,3.510
1,3:55,1,10,CHI 31,0,0,Aaron Rodgers pass complete deep middle to Jordy Nelson for 19 yards (tackle by Kevin Payne),3.510,4.780
1,3:16,1,10,CHI 12,0,0,Aaron Rodgers pass complete short right to Donald Driver for 9 yards (tackle by Charles Tillman),4.780,5.790
1,2:30,2,1,CHI 3,0,6,"Aaron Rodgers pass complete short left to Greg Jennings for 3 yards, touchdown",5.790,7.000
1,,,,CHI 2,0,7,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,0,7,"Mason Crosby kicks off 65 yards, returned by Devin Hester for 27 yards (tackle by Korey Hall)",0.000,1.070
1,2:23,1,10,CHI 32,0,7,Kyle Orton pass complete short right to Matt Forte for 8 yards (tackle by A.J. Hawk),1.070,1.610
1,1:44,2,2,CHI 40,0,7,Matt Forte left tackle for 6 yards (tackle by Aaron Kampman and Mike Montgomery),1.610,1.990
1,1:10,1,10,CHI 46,0,7,Matt Forte left tackle for 3 yards (tackle by Ryan Pickett and Atari Bigby),1.990,1.860
1,0:32,2,7,CHI 49,0,7,Kyle Orton pass complete short middle to Greg Olsen for 7 yards (tackle by Tramon Williams),1.860,2.650
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 44,0,7,Matt Forte left tackle for 4 yards (tackle by A.J. Hawk),2.650,2.650
2,14:22,2,6,GNB 40,0,7,Matt Forte left end for 1 yard (tackle by Ryan Pickett),2.650,2.080
2,13:36,3,5,GNB 39,0,7,Kyle Orton pass complete short left to Matt Forte for 18 yards (tackle by Nick Collins),2.080,4.170
,,,,,,,"GNB challenged the runner was in bounds ruling, and the original play was overturned.",,
2,13:02,1,10,GNB 21,0,7,Kyle Orton pass incomplete short left intended for Marty Booker,4.170,3.630
2,12:56,2,10,GNB 21,0,7,Matt Forte right tackle for 4 yards (tackle by Johnny Jolly),3.630,3.460
2,12:19,3,6,GNB 17,0,7,Kyle Orton pass incomplete short middle intended for Desmond Clark (defended by Johnny Jolly),3.460,2.340
2,12:16,4,6,GNB 17,3,7,Robbie Gould 35 yard field goal good,2.340,3.000
2,,,,CHI 30,3,7,"Robbie Gould kicks off 57 yards, returned by Will Blackmon for 6 yards (tackle by Craig Steltz)",0.000,0.150
2,12:07,1,10,GNB 19,3,7,Aaron Rodgers pass incomplete short right intended for Tory Humphrey,0.150,-0.390
2,11:59,2,10,GNB 19,3,7,Ryan Grant right tackle for 7 yards (tackle by Mike Brown),-0.390,-0.160
2,11:18,3,3,GNB 26,3,7,Ryan Grant right tackle for 3 yards (tackle by Mike Brown),-0.160,0.870
2,10:31,1,10,GNB 29,3,7,Brandon Jackson left end for 9 yards (tackle by Corey Graham),0.870,1.540
2,9:52,2,1,GNB 38,3,7,Brandon Jackson left tackle for 7 yards (tackle by Brian Urlacher),1.540,1.930
2,9:14,1,10,GNB 45,3,7,Brandon Jackson up the middle for 7 yards (tackle by Lance Briggs and Mike Brown),1.930,2.330
2,8:38,2,3,CHI 48,3,7,Brandon Jackson left tackle for 6 yards (tackle by Brian Urlacher),2.330,2.790
2,8:05,1,10,CHI 42,3,7,Brandon Jackson right tackle for 1 yard (tackle by Mark Anderson and Mike Brown),2.790,2.380
2,7:34,2,9,CHI 41,3,7,Aaron Rodgers pass complete short left to Ryan Grant for 6 yards (tackle by Corey Graham),2.380,2.480
2,6:53,3,3,CHI 35,3,7,"Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards (tackle by Charles Tillman). Penalty on Jordy Nelson: Illegal Touch Pass, 5 yards (no play)",2.480,1.820
2,6:29,3,8,CHI 40,3,7,Aaron Rodgers pass incomplete deep middle intended for Donald Driver is intercepted by Brian Urlacher at CHI-10,1.820,0.380
2,6:21,1,10,CHI 10,3,7,Matt Forte right end for 7 yards (tackle by Nick Collins),-0.380,-0.090
2,5:50,2,3,CHI 17,3,7,Matt Forte up the middle for 2 yards (tackle by Mike Montgomery),-0.090,-0.370
2,5:17,3,1,CHI 19,3,7,Matt Forte right guard for no gain (tackle by A.J. Hawk and Desmond Bishop),-0.370,-2.140
2,4:30,4,1,CHI 19,3,7,Brad Maynard punts 46 yards,-2.140,-1.270
2,4:22,1,10,GNB 35,3,7,Ryan Grant left end for 6 yards (tackle by Israel Idonije),1.270,1.530
2,3:40,2,4,GNB 41,3,7,Ryan Grant left end for no gain (tackle by Brian Urlacher),1.530,0.830
2,3:00,3,4,GNB 41,3,7,Aaron Rodgers pass complete short right to James Jones for 18 yards (tackle by Brian Urlacher),0.830,2.850
2,2:26,1,10,CHI 41,3,7,Ryan Grant up the middle for 4 yards (tackle by Brian Urlacher),2.850,2.850
2,2:00,2,6,CHI 37,3,7,"Aaron Rodgers pass incomplete short right intended for Donald Driver. Penalty on Charles Tillman: Defensive Pass Interference, 7 yards (no play)",2.850,3.580
2,1:57,1,10,CHI 30,3,7,Ryan Grant right end for 8 yards (tackle by Mike Brown and Danieal Manning),3.580,4.110
2,1:22,2,2,CHI 22,3,7,Ryan Grant left end for 18 yards (tackle by Kevin Payne),4.110,6.280
2,1:15,1,4,CHI 4,3,13,"Ryan Grant right tackle for 4 yards, touchdown",6.280,7.000
2,,,,CHI 2,3,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,3,14,"Mason Crosby kicks off 70 yards, returned by Devin Hester for 13 yards (tackle by Danny Lansanah). Penalty on Craig Steltz: Offensive Holding, 6 yards",0.000,-0.380
2,1:06,,,,3,14,Timeout #1 by Green Bay Packers,0.000,-0.380
2,1:06,1,10,CHI 7,3,14,"Kyle Orton pass incomplete deep right intended for Devin Hester. Penalty on John St. Clair: False Start, 4 yards (no play)",-0.380,-0.530
2,1:06,1,14,CHI 3,3,14,Matt Forte right guard for 6 yards (tackle by Aaron Kampman and Mike Montgomery),-0.530,-0.630
2,0:58,,,,3,14,Timeout #2 by Green Bay Packers,0.000,-0.630
2,0:58,2,8,CHI 9,3,14,Kyle Orton pass incomplete deep right intended for Devin Hester,-0.630,-1.190
2,0:53,3,8,CHI 9,3,14,Matt Forte left end for 1 yard (tackle by Aaron Rouse),-1.190,-2.490
2,0:49,,,,3,14,Timeout #3 by Green Bay Packers,0.000,-2.490
2,0:49,4,7,CHI 10,3,14,Brad Maynard punts 30 yards,-2.490,-2.920
2,0:42,1,10,CHI 40,3,14,Aaron Rodgers pass complete short right to Brandon Jackson for 5 yards (tackle by Lance Briggs),2.920,3.050
2,0:25,2,5,CHI 35,3,14,Aaron Rodgers spiked the ball,3.050,2.340
2,0:25,3,5,CHI 35,3,14,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,2.340,0.980
2,0:20,4,5,CHI 35,3,17,Mason Crosby 53 yard field goal good,0.980,3.000
2,,,,GNB 30,3,17,"Mason Crosby kicks off 60 yards, returned by Devin Hester for 22 yards (tackle by Tramon Williams). Penalty on Colin Cole: Unnecessary Roughness, 15 yards",0.000,2.060
2,0:08,1,10,CHI 47,3,17,Kyle Orton pass incomplete deep left intended for Marty Booker (defended by Atari Bigby),2.060,1.520
2,0:08,2,10,CHI 47,3,17,Matt Forte right end for 8 yards (tackle by Johnny Jolly),1.520,1.880
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,3,17,"Mason Crosby kicks off 65 yards, returned by Devin Hester for 48 yards (tackle by Nick Collins). Penalty on Hunter Hillenmeyer: Illegal Block Above the Waist, 10 yards",0.000,0.670
3,14:53,1,10,CHI 26,3,17,Kyle Orton pass incomplete short middle intended for Desmond Clark,0.670,0.130
3,14:50,2,10,CHI 26,3,17,Matt Forte right guard for 4 yards (tackle by Mike Montgomery),0.130,-0.030
3,14:11,3,6,CHI 30,3,17,Kyle Orton pass complete short right to Greg Olsen for 10 yards (tackle by Tramon Williams),-0.030,1.600
3,13:42,1,10,CHI 40,3,17,Kyle Orton pass complete short right to Matt Forte for 5 yards (tackle by Brandon Chillar),1.600,1.730
3,13:11,2,5,CHI 45,3,17,Kyle Orton pass incomplete short right intended for Marty Booker (defended by Ryan Pickett),1.730,1.030
3,13:07,3,5,CHI 45,3,17,Kyle Orton pass incomplete (defended by Brandon Chillar),1.030,-0.390
3,13:02,4,5,CHI 45,3,17,"Brad Maynard punts 37 yards, fair catch by Will Blackmon",-0.390,-0.150
3,12:54,1,10,GNB 19,3,17,Ryan Grant left end for 4 yards (tackle by Kevin Payne),0.150,0.210
3,12:21,2,6,GNB 23,3,17,Aaron Rodgers pass complete short left to Greg Jennings for 17 yards (tackle by Mike Brown),0.210,1.600
3,11:40,1,10,GNB 40,3,17,Brandon Jackson left guard for 1 yard (tackle by Nick Roach),1.600,1.190
3,10:59,2,9,GNB 41,3,17,Aaron Rodgers pass complete short middle to Donald Lee for 6 yards (tackle by Lance Briggs),1.190,1.290
3,10:14,3,3,GNB 47,3,17,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,1.290,-0.260
3,10:10,4,3,GNB 47,3,17,"Derrick Frost punts 40 yards, returned by Devin Hester for 7 yards (tackle by Jason Hunter)",-0.260,-0.280
3,10:00,1,10,CHI 20,3,17,Kyle Orton sacked by Charles Woodson for -8 yards,0.280,-1.360
3,9:26,2,18,CHI 12,3,17,"Kyle Orton pass complete short left to Greg Olsen for 10 yards (tackle by Al Harris). Penalty on Tramon Williams: Illegal Use of Hands (Declined), Penalty on Al Harris: Face Mask (15 Yards), 15 yards",-1.360,1.400
3,9:05,1,10,CHI 37,3,17,Kyle Orton pass incomplete short right intended for Brandon Lloyd,1.400,0.860
3,9:00,2,10,CHI 37,3,17,Kyle Orton pass complete short right to Brandon Lloyd for 8 yards (tackle by Tramon Williams),0.860,1.220
3,8:23,3,2,CHI 45,3,17,Kyle Orton pass incomplete short right intended for Devin Hester (defended by Tramon Williams),1.220,-0.390
3,8:19,4,2,CHI 45,3,17,"Brad Maynard punts 43 yards, fair catch by Will Blackmon",-0.390,0.350
3,8:11,1,10,GNB 12,3,17,Ryan Grant left end for no gain (tackle by Alex Brown and Dusty Dvoracek),-0.350,-0.780
3,7:35,2,10,GNB 12,3,17,Aaron Rodgers pass complete short left to Tory Humphrey for 5 yards (tackle by Brian Urlacher),-0.780,-0.840
3,6:53,3,5,GNB 17,3,17,Aaron Rodgers pass complete deep middle to Greg Jennings for 29 yards (tackle by Kevin Payne),-0.840,1.990
3,6:08,1,10,GNB 46,3,17,Aaron Rodgers pass complete deep left to Donald Driver for 21 yards (tackle by Mike Brown),1.990,3.380
3,5:48,1,10,CHI 33,3,17,Aaron Rodgers pass complete short middle to Donald Lee for 8 yards (tackle by Kevin Payne),3.380,3.920
3,5:11,2,2,CHI 25,3,17,Ryan Grant left tackle for 1 yard (tackle by Lance Briggs),3.920,3.340
3,4:37,3,1,CHI 24,3,17,John Kuhn up the middle for 1 yard (tackle by Mark Anderson),3.340,4.040
3,3:54,1,10,CHI 23,3,17,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,4.040,3.500
3,3:49,2,10,CHI 23,3,17,Ryan Grant left tackle for 22 yards (tackle by Corey Graham and Charles Tillman),3.500,6.970
3,3:41,1,1,CHI 1,3,17,Ryan Grant left end for -4 yards (tackle by Alex Brown),6.970,5.150
3,3:06,2,5,CHI 5,3,23,"Aaron Rodgers pass complete short right to Donald Lee for 5 yards, touchdown",5.150,7.000
3,,,,CHI 2,3,24,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,3,24,"Mason Crosby kicks off 70 yards, returned by Devin Hester for 21 yards (tackle by Kenneth Pettway)",0.000,0.340
3,2:57,1,10,CHI 21,3,24,"Kyle Orton pass incomplete short right intended for Devin Hester. Penalty on Josh Beekman: Offensive Holding, 10 yards (no play)",0.340,-0.720
3,2:51,1,20,CHI 11,3,24,Kyle Orton pass incomplete short left intended for Matt Forte,-0.720,-1.510
3,2:46,2,20,CHI 11,3,24,Kyle Orton pass complete short right to Matt Forte for 9 yards (tackle by Charles Woodson),-1.510,-1.020
3,2:02,3,11,CHI 20,3,24,Kyle Orton pass incomplete short right intended for Desmond Clark,-1.020,-2.030
3,1:57,4,11,CHI 20,3,24,Brad Maynard punts 39 yards,-2.030,-1.660
3,1:46,1,10,GNB 41,3,24,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Nathan Vasher),1.660,2.340
3,1:06,2,1,,3,24,Ryan Grant left end for no gain (tackle by Lance Briggs),2.340,1.620
3,0:26,3,1,,3,24,Aaron Rodgers pass complete short right to Tory Humphrey for 5 yards (tackle by Corey Graham),1.620,2.590
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 45,3,24,Ryan Grant left end for 3 yards (tackle by Adewale Ogunleye and Lance Briggs),2.590,2.450
4,14:20,2,7,CHI 42,3,24,Ryan Grant up the middle for 2 yards (tackle by Dusty Dvoracek),2.450,2.010
4,13:38,3,5,CHI 40,3,24,Aaron Rodgers pass complete short middle to Donald Lee for 4 yards (tackle by Brian Urlacher),2.010,0.890
4,13:19,4,1,CHI 36,3,24,Aaron Rodgers up the middle for 1 yard (tackle by Adewale Ogunleye),0.890,3.250
4,12:39,1,10,CHI 35,3,24,Aaron Rodgers pass complete short right to Jermichael Finley for 4 yards (tackle by Charles Tillman),3.250,3.240
4,12:07,2,6,CHI 31,3,24,Aaron Rodgers pass complete short right to Greg Jennings for 6 yards (tackle by Charles Tillman),3.240,3.910
4,11:23,1,10,CHI 25,3,24,Ryan Grant left tackle for 9 yards (tackle by Mike Brown and Charles Tillman),3.910,4.750
4,10:39,2,1,CHI 16,3,24,Ryan Grant right end for no gain (tackle by Israel Idonije),4.750,4.060
4,10:00,3,1,CHI 16,3,24,Aaron Rodgers pass incomplete deep right intended for Donald Lee,4.060,2.530
4,9:54,4,1,CHI 16,3,27,Mason Crosby 33 yard field goal good,2.530,3.000
4,,,,GNB 30,3,27,"Mason Crosby kicks off 65 yards, returned by Danieal Manning for 23 yards (tackle by Jason Hunter)",0.000,0.810
4,9:44,1,10,CHI 28,3,27,Kyle Orton pass complete short right to Rashied Davis for 36 yards (tackle by Charles Woodson),0.810,3.180
4,9:24,1,10,GNB 36,3,27,Kyle Orton pass incomplete deep right intended for Marty Booker,3.180,2.640
4,9:18,2,10,GNB 36,3,27,Kyle Orton pass complete short left to Matt Forte for -4 yards (tackle by Brandon Chillar),2.640,1.420
4,8:42,3,14,GNB 40,3,27,Kyle Orton pass complete short right to Matt Forte for 4 yards (tackle by Brandon Chillar),1.420,0.880
4,7:56,,,,3,27,Timeout #1 by Chicago Bears,0.000,0.880
4,7:56,4,10,GNB 36,3,27,"Kyle Orton pass incomplete short middle intended for Brandon Lloyd is intercepted by Nick Collins at GNB-21 and returned for 41 yards (tackle by Kyle Orton). Penalty on Mike Montgomery: Defensive Offside (Offsetting), Penalty on Kyle Orton: Tripping (Offsetting) (no play)",0.880,0.880
4,7:43,4,10,GNB 36,3,33,"Kyle Orton for no gain. Kyle Orton fumbles, recovered by Jason Hunter at GNB-46 and returned for 54 yards, touchdown",0.880,-7.000
4,,,,CHI 2,3,34,Mason Crosby kicks extra point good,0.000,0.000
4,,,,GNB 30,3,34,"Mason Crosby kicks off 49 yards, returned by Danieal Manning for 29 yards (tackle by Tramon Williams)",0.000,2.260
4,7:19,1,10,,3,34,"Adrian Peterson up the middle for 7 yards (tackle by Aaron Rouse and Brandon Chillar). Penalty on John Tait: Offensive Holding, 10 yards",2.260,2.060
4,6:53,1,13,CHI 47,3,34,Rex Grossman pass incomplete,2.060,1.310
4,6:42,2,13,CHI 47,3,34,Rex Grossman pass complete short left to Adrian Peterson for 7 yards (tackle by A.J. Hawk),1.310,1.550
4,6:12,3,6,GNB 46,3,34,Rex Grossman pass incomplete short left intended for Devin Hester,1.550,0.200
4,6:08,4,6,GNB 46,3,34,Rex Grossman pass complete short middle to Adrian Peterson for 3 yards (tackle by Brady Poppinga),0.200,-1.800
4,6:02,1,10,GNB 43,3,34,Ryan Grant left tackle for 3 yards (tackle by Mark Anderson and Kevin Payne),1.800,1.660
4,5:21,2,7,GNB 46,3,34,Ryan Grant left end for no gain (tackle by Israel Idonije),1.660,0.960
4,4:36,3,7,GNB 46,3,34,Aaron Rodgers pass complete short left to James Jones for 8 yards (tackle by Corey Graham),0.960,2.520
4,4:30,1,10,CHI 46,3,34,Brandon Jackson left tackle for 19 yards (tackle by Kevin Payne),2.520,3.780
4,3:44,1,10,CHI 27,3,34,Brandon Jackson left tackle for -1 yards (tackle by Tommie Harris),3.780,3.100
4,3:01,2,11,CHI 28,3,34,Brandon Jackson right guard for 3 yards (tackle by Tommie Harris and Mike Brown),3.100,2.810
4,2:19,3,8,CHI 25,3,34,Brandon Jackson up the middle for -2 yards (tackle by Alex Brown and Adewale Ogunleye),2.810,1.670
4,2:00,4,10,CHI 27,3,37,Mason Crosby 45 yard field goal good. Penalty on Charles Tillman: Defensive Offside (Declined),1.670,3.000
4,,,,GNB 30,3,37,"Mason Crosby kicks off 67 yards, returned by Danieal Manning for 30 yards (tackle by Nick Collins)",0.000,1.140
4,1:51,1,10,CHI 33,3,37,Rex Grossman pass incomplete deep middle intended for Devin Hester (defended by Tramon Williams),1.140,0.590
4,1:41,2,10,CHI 33,3,37,Garrett Wolfe up the middle for 10 yards (tackle by Aaron Rouse),0.590,1.800
4,1:14,1,10,CHI 43,3,37,Rex Grossman pass complete short left to Brandon Lloyd for 9 yards (tackle by Nick Collins),1.800,2.470
4,0:53,2,1,GNB 48,3,37,Garrett Wolfe up the middle for 2 yards (tackle by Justin Harrell),2.470,2.520
4,0:32,1,10,GNB 46,3,37,Rex Grossman pass complete short middle to Devin Hester for 7 yards (tackle by Brandon Chillar),2.520,2.920
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
