Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Khalil Herbert,CHI,16,99,1,3,77,4.8,22,1.4,0,
David Montgomery,CHI,15,53,0,5,24,1.6,29,1.9,0,
Justin Fields,CHI,8,60,1,5,39,4.9,21,2.6,0,
Trestan Ebner,CHI,2,-5,0,,-8,-4.0,3,1.5,0,
Velus Jones Jr.,CHI,2,33,0,2,29,14.5,4,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,14,131,3,6,56,4.0,75,5.4,0,
Malik Davis,DAL,8,23,0,0,17,2.1,6,0.8,0,
Dak Prescott,DAL,5,34,1,2,10,2.0,24,4.8,0,
CeeDee Lamb,DAL,1,1,0,0,0,0.0,1,1.0,0,
KaVontae Turpin,DAL,1,11,0,1,11,11.0,0,0.0,0,
