Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
1,5:24,3,9,CHI 21,0,13,"Dak Prescott pass complete deep middle to CeeDee Lamb for 21 yards, touchdown",3.010,7.000
1,5:19,,,CHI 15,0,14,Brett Maher kicks extra point good,0.000,0.000
1,5:19,,,DAL 35,0,14,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,5:19,1,10,CHI 25,0,14,David Montgomery left guard for no gain (tackle by Leighton Vander Esch and Carlos Watkins),0.610,0.060
1,4:45,2,10,CHI 25,0,14,Velus Jones right end for 18 yards (tackle by Anthony Barr),0.060,1.800
1,4:13,1,10,CHI 43,0,14,Justin Fields pass complete short left to Dante Pettis for 4 yards (tackle by Donovan Wilson),1.800,1.930
1,3:44,2,5,CHI 48,0,14,Justin Fields scrambles left end for 15 yards (tackle by Jayron Kearse and DaRon Bland),1.930,3.050
1,3:03,1,10,DAL 38,0,14,David Montgomery right tackle for 6 yards (tackle by Donovan Wilson),3.050,3.320
1,2:20,2,4,DAL 32,0,14,Justin Fields up the middle for no gain (tackle by Jayron Kearse),3.320,2.610
1,1:39,3,4,DAL 32,0,14,Justin Fields scrambles right end for 14 yards (tackle by Donovan Wilson),2.610,4.370
1,1:09,1,10,DAL 18,0,14,David Montgomery up the middle for 4 yards (tackle by Carlos Watkins and Leighton Vander Esch),4.370,4.430
1,0:35,2,6,DAL 14,0,14,David Montgomery left end for 4 yards (tackle by Carlos Watkins),4.430,4.510
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DAL 10,0,14,David Montgomery up the middle for 4 yards (tackle by Anthony Barr and Leighton Vander Esch),4.510,5.830
2,14:23,1,6,DAL 6,0,14,Justin Fields pass complete short right to Darnell Mooney for 3 yards (tackle by Israel Mukuamu),5.830,5.530
2,13:45,2,3,DAL 3,6,14,"Justin Fields left end for 3 yards, touchdown",5.530,7.000
2,13:41,,,DAL 15,7,14,Cairo Santos kicks extra point good,0.000,0.000
2,13:41,,,CHI 35,7,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,13:41,1,10,DAL 25,7,14,Tony Pollard left tackle for 6 yards (tackle by Jaquan Brisker and Trevis Gipson),0.610,0.870
2,13:14,2,4,DAL 31,7,14,Dak Prescott pass complete short right to Michael Gallup for 17 yards (tackle by Eddie Jackson),0.870,2.130
2,12:42,1,10,DAL 48,7,14,Tony Pollard up the middle for 2 yards (tackle by Kyler Gordon),2.130,1.850
2,12:05,2,8,CHI 50,7,14,Dak Prescott pass complete short right to CeeDee Lamb for 7 yards (tackle by Kindle Vildor),1.850,2.080
2,11:30,3,1,CHI 43,7,14,Dak Prescott up the middle for 25 yards (tackle by Eddie Jackson),2.080,4.370
2,10:55,1,10,CHI 18,7,20,"Tony Pollard left tackle for 18 yards, touchdown",4.370,7.000
2,10:50,,,CHI 15,7,21,Brett Maher kicks extra point good,0.000,0.000
2,10:50,,,DAL 35,7,21,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,10:50,1,10,CHI 25,7,21,Khalil Herbert right tackle for 1 yard (tackle by Johnathan Hankins),0.610,0.200
2,10:21,2,9,CHI 26,7,21,Justin Fields sacked by Osa Odighizuwa for -6 yards,0.200,-1.290
2,9:39,3,15,CHI 20,7,21,"to Dante Pettis for no gain Justin Fields pass complete short left. Penalty on Dante Pettis: Illegal Forward Pass, 5 yards (accepted)",-1.290,-2.440
2,9:25,4,20,CHI 15,7,21,"Trenton Gill punts 52 yards, returned by KaVontae Turpin for 13 yards (tackle by Patrick Scales and Jaylon Jones)",-2.440,-1.990
2,9:23,1,10,DAL 46,7,21,Dak Prescott pass incomplete short left intended for CeeDee Lamb,1.990,1.450
2,9:18,2,10,DAL 46,7,21,Malik Davis left tackle for 2 yards (tackle by Justin Jones),1.450,1.030
2,8:44,3,8,DAL 48,7,21,Dak Prescott pass complete short left to CeeDee Lamb for 15 yards (tackle by Kyler Gordon),1.030,3.050
2,8:19,1,10,CHI 38,7,21,Dak Prescott pass incomplete short right,3.050,2.570
2,8:13,2,10,CHI 37,7,21,Dak Prescott pass complete short right to CeeDee Lamb for 22 yards (tackle by Eddie Jackson and Kindle Vildor),2.570,4.580
2,7:37,1,10,CHI 15,7,21,Dak Prescott left end for 4 yards (tackle by Eddie Jackson),4.580,4.640
2,7:00,2,6,CHI 11,7,21,"Dak Prescott pass complete to Malik Davis for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Dak Prescott pass complete short left to Malik Davis for 10 yards (tackle by Jaylon Johnson)",4.640,6.970
2,6:54,1,1,CHI 1,7,27,"Dak Prescott pass complete short right to Jake Ferguson for 1 yard, touchdown",6.970,7.000
2,6:48,,,CHI 15,7,28,Brett Maher kicks extra point good,0.000,0.000
2,6:48,,,DAL 35,7,28,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,6:48,1,10,CHI 25,7,28,Khalil Herbert right guard for 1 yard (tackle by Johnathan Hankins),0.610,0.200
2,6:16,2,9,CHI 26,7,28,Khalil Herbert left end for 6 yards (tackle by Chauncey Golston and Micah Parsons),0.200,0.300
2,5:28,3,3,CHI 32,7,28,"Justin Fields pass incomplete short left intended for Dante Pettis. Penalty on Dante Fowler: Defensive Offside, 5 yards (accepted) (no play)",0.300,1.400
2,5:23,1,10,CHI 37,7,28,Khalil Herbert left end for 4 yards (tackle by Leighton Vander Esch),1.400,1.400
2,4:52,2,6,CHI 41,7,28,Khalil Herbert left end for 1 yard (tackle by Trevon Diggs and Micah Parsons),1.400,0.830
2,4:07,,,,,,Timeout #1 by Dallas Cowboys,,
2,4:07,3,5,CHI 42,7,28,Khalil Herbert up the middle for 3 yards (tackle by DeMarcus Lawrence),0.830,-0.390
2,3:29,4,2,CHI 45,7,28,David Montgomery left end for 2 yards (tackle by Trevon Diggs),-0.390,2.060
2,2:45,1,10,CHI 47,7,28,Justin Fields pass incomplete deep right intended for Velus Jones,2.060,1.520
2,2:37,,,,,,Timeout #2 by Dallas Cowboys,,
2,2:37,2,10,CHI 47,7,28,Justin Fields pass complete short right to Equanimeous St. Brown for 6 yards (tackle by DaRon Bland),1.520,1.620
2,2:03,3,4,DAL 47,7,28,Justin Fields scrambles left end for 9 yards (tackle by Anthony Barr),1.620,3.050
2,1:55,1,10,DAL 38,7,28,Justin Fields pass complete short right to N'Keal Harry for 7 yards (tackle by DaRon Bland and Kelvin Joseph),3.050,3.450
2,1:24,2,3,DAL 31,7,28,David Montgomery up the middle for 4 yards (tackle by Johnathan Hankins),3.450,3.780
2,0:57,1,10,DAL 27,7,28,"Justin Fields pass complete to Darnell Mooney for no gain (tackle by Leighton Vander Esch). Penalty on Dante Pettis: False Start, 5 yards (accepted) (no play)",3.780,3.450
2,0:57,,,,,,Timeout #1 by Chicago Bears,,
2,0:57,1,15,DAL 32,7,28,"Justin Fields pass deep left is intercepted by Trevon Diggs at DAL-11 and returned for no gain (tackle by Michael Schofield). Penalty on Chauncey Golston: Roughing the Passer, 15 yards (accepted) (no play)",3.450,4.440
2,0:45,1,10,DAL 17,13,28,"Justin Fields pass complete deep middle to N'Keal Harry for 17 yards, touchdown",4.440,7.000
2,0:40,,,DAL 15,14,28,Cairo Santos kicks extra point good,0.000,0.000
2,0:40,,,CHI 35,14,28,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,0:40,1,10,DAL 25,14,28,Dak Prescott pass deep middle intended for CeeDee Lamb is intercepted by Eddie Jackson at DAL-45 and returned for 21 yards (tackle by Peyton Hendershot),0.610,-3.970
2,0:28,1,10,DAL 24,14,28,Justin Fields pass incomplete deep left intended for Dante Pettis (defended by DaRon Bland),3.970,3.430
2,0:21,2,10,DAL 24,14,28,"Justin Fields pass incomplete deep right intended for Equanimeous St. Brown (defended by Anthony Brown). Penalty on Dorance Armstrong: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.430,4.120
2,0:15,2,5,DAL 19,14,28,Justin Fields left end for 1 yard (tackle by Donovan Wilson),4.120,3.570
2,0:11,,,,,,Timeout #2 by Chicago Bears,,
2,0:11,3,4,DAL 18,14,28,Justin Fields pass complete short middle to David Montgomery for no gain (tackle by Dorance Armstrong and Osa Odighizuwa),3.570,2.320
2,0:03,,,,,,Timeout #3 by Chicago Bears,,
2,0:03,4,4,DAL 18,17,28,Cairo Santos 36 yard field goal good,2.320,3.000
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,17,28,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,17,28,David Montgomery right tackle for 3 yards (tackle by Jayron Kearse and Damone Clark),0.610,0.470
3,14:23,2,7,CHI 28,17,28,Khalil Herbert left end for 4 yards (tackle by Trevon Diggs),0.470,0.300
3,13:52,3,3,CHI 32,17,28,David Montgomery right guard for no gain (tackle by Quinton Bohanna and Osa Odighizuwa),0.300,-1.240
3,13:25,4,3,CHI 32,17,28,Trenton Gill punts 62 yards downed by Josh Blackwell,-1.240,0.380
3,13:12,1,10,DAL 6,17,28,Tony Pollard right tackle for no gain (tackle by Jaquan Brisker),-0.380,-0.780
3,12:46,2,10,DAL 6,17,28,Dak Prescott pass complete short middle to Dalton Schultz for 6 yards (tackle by Jaquan Brisker),-0.780,-0.720
3,12:15,3,4,DAL 12,17,28,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Jaylon Johnson),-0.720,-2.490
3,12:11,4,4,DAL 12,17,28,"Bryan Anger punts 59 yards, returned by Dante Pettis for 9 yards (tackle by Matt Overton)",-2.490,-1.470
3,12:01,1,10,CHI 38,17,28,"Khalil Herbert up the middle for no gain. David Montgomery fumbles, recovered by Leighton Vander Esch at CHI-38 (tackle by Jayron Kearse) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Khalil Herbert up the middle for 1 yard (tackle by Jayron Kearse)",1.470,1.060
3,11:50,2,9,CHI 39,17,28,Justin Fields pass complete deep left to Darnell Mooney for 36 yards (tackle by Israel Mukuamu),1.060,3.910
3,11:11,1,10,DAL 25,17,28,Justin Fields pass complete short right to Darnell Mooney for 6 yards (tackle by Trevon Diggs),3.910,4.200
3,10:33,2,4,DAL 19,17,28,Khalil Herbert left guard for 7 yards (tackle by Damone Clark and Leighton Vander Esch),4.200,4.780
3,9:47,1,10,DAL 12,23,28,"Khalil Herbert up the middle for 12 yards, touchdown",4.780,7.000
3,9:42,,,DAL 2,23,28,"Two Point Attempt: Justin Fields pass incomplete, sacked by Justin Fields sacked by DeMarcus Lawrence for no gain",1.000,-1.000
3,9:42,,,CHI 35,23,28,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,9:42,1,10,DAL 25,23,28,Tony Pollard left tackle for 1 yard (tackle by Jaquan Brisker),0.610,0.200
3,9:10,2,9,DAL 26,23,28,Dak Prescott pass incomplete short right intended for Dalton Schultz (defended by Dominique Robinson),0.200,-0.490
3,9:06,3,9,DAL 26,23,28,"Dak Prescott pass complete deep middle to Dalton Schultz for 30 yards (tackle by Jaquan Brisker). Penalty on Dominique Robinson: Defensive Offside, 5 yards (declined)",-0.490,2.650
3,8:45,1,10,CHI 44,23,28,Dak Prescott pass complete short right to Dalton Schultz for 14 yards (tackle by Kindle Vildor),2.650,3.580
3,8:09,1,10,CHI 30,23,28,KaVontae Turpin left end for 11 yards (tackle by Roquan Smith),3.580,4.310
3,7:37,1,10,CHI 19,23,28,Dak Prescott pass complete short right to CeeDee Lamb for 12 yards (tackle by Eddie Jackson),4.310,5.600
3,6:55,1,7,CHI 7,23,34,"Tony Pollard right tackle for 7 yards, touchdown",5.600,7.000
3,6:51,,,CHI 15,23,35,Brett Maher kicks extra point good,0.000,0.000
3,6:51,,,DAL 35,23,35,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,6:51,1,10,CHI 25,23,35,Justin Fields sacked by Dante Fowler for -11 yards,0.610,-1.540
3,6:16,2,21,CHI 14,23,35,David Montgomery right tackle for 10 yards (tackle by Damone Clark and Donovan Wilson),-1.540,-0.820
3,5:35,3,12,CHI 24,23,35,"Penalty on Trevon Wesco: False Start, 5 yards (accepted) (no play)",-0.820,-1.580
3,5:17,3,17,CHI 19,23,41,"Justin Fields pass complete short middle to David Montgomery for 13 yards. David Montgomery fumbles (forced by Leighton Vander Esch), recovered by Micah Parsons at CHI-36 and returned for 36 yards, touchdown",-1.580,-7.000
3,5:00,,,CHI 15,23,42,Brett Maher kicks extra point good,0.000,0.000
3,5:00,,,DAL 35,23,42,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
3,5:00,1,10,CHI 25,23,42,"Justin Fields right end for 6 yards (tackle by Damone Clark). Penalty on Cole Kmet: Offensive Holding, 10 yards (accepted)",0.610,0.340
3,4:42,1,14,CHI 21,23,42,Velus Jones left end for 15 yards (tackle by Trevon Diggs),0.340,1.330
3,3:52,1,10,CHI 36,23,42,David Montgomery right tackle for 3 yards (tackle by Neville Gallimore and Damone Clark),1.330,1.200
3,3:15,2,7,CHI 39,23,42,Justin Fields pass incomplete deep left intended for Equanimeous St. Brown (defended by Trevon Diggs),1.200,0.500
3,3:07,3,7,CHI 39,23,42,Justin Fields pass complete deep left to Darnell Mooney for 17 yards (tackle by Trevon Diggs),0.500,2.650
3,2:39,1,10,DAL 44,23,42,Justin Fields pass complete short right to Darnell Mooney for 8 yards (tackle by Israel Mukuamu),2.650,3.190
3,2:04,2,2,DAL 36,23,42,David Montgomery left end for -4 yards (tackle by Jayron Kearse),3.190,1.950
3,1:25,3,6,DAL 40,23,42,David Montgomery up the middle for 10 yards (tackle by Donovan Wilson),1.950,3.580
3,0:52,1,10,DAL 30,23,42,"David Montgomery left end for 10 yards (tackle by Leighton Vander Esch). Penalty on Braxton Jones: Offensive Holding, 10 yards (accepted) (no play)",3.580,2.920
3,0:33,1,20,DAL 40,23,42,Khalil Herbert up the middle for 13 yards (tackle by Jayron Kearse),2.920,3.770
Quarter,Time,Down,ToGo,Location,CHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DAL 22,23,42,Khalil Herbert up the middle for -1 yards (tackle by Donovan Wilson),3.770,2.610
4,14:19,3,8,DAL 28,23,42,Justin Fields right end for 12 yards (tackle by Donovan Wilson),2.610,4.510
4,14:09,1,10,DAL 16,23,42,Khalil Herbert left end for 6 yards (tackle by Trevon Diggs),4.510,4.970
4,13:44,2,4,DAL 10,29,42,"Justin Fields pass complete short right to Cole Kmet for 10 yards, touchdown",4.970,7.000
4,13:40,,,DAL 2,29,42,Two Point Attempt: Justin Fields pass incomplete intended for intended for Darnell Mooney,1.000,-1.000
4,13:40,,,CHI 35,29,42,"Cairo Santos kicks off 65 yards, returned by KaVontae Turpin for 21 yards (tackle by Trestan Ebner)",0.000,0.340
4,13:35,1,10,DAL 21,29,42,Tony Pollard right guard for 2 yards (tackle by Trevis Gipson and Jack Sanborn),0.340,0.070
4,12:56,2,8,DAL 23,29,42,Tony Pollard up the middle for 14 yards (tackle by Eddie Jackson and Jaquan Brisker),0.070,1.400
4,12:10,1,10,DAL 37,29,42,Tony Pollard right tackle for 2 yards (tackle by Armon Watts),1.400,1.130
4,11:29,2,8,DAL 39,29,42,Malik Davis right end for 7 yards (tackle by Roquan Smith),1.130,1.360
4,10:46,3,1,DAL 46,29,48,"Tony Pollard left end for 54 yards, touchdown",1.360,7.000
4,10:35,,,CHI 15,29,49,Brett Maher kicks extra point good,0.000,0.000
4,10:35,,,DAL 35,29,49,"Brett Maher kicks off 63 yards, returned by Velus Jones for 22 yards (tackle by Malik Davis)",0.000,0.540
4,10:29,1,10,CHI 24,29,49,Khalil Herbert up the middle for 36 yards (tackle by Leighton Vander Esch),0.540,2.920
4,9:51,1,10,DAL 40,29,49,Khalil Herbert up the middle for 2 yards (tackle by Dante Fowler),2.920,2.640
4,9:14,2,8,DAL 38,29,49,Khalil Herbert up the middle for 3 yards (tackle by Dante Fowler and Neville Gallimore),2.640,2.340
4,8:45,3,5,DAL 35,29,49,"Justin Fields pass incomplete short right intended for N'Keal Harry. Penalty on Anthony Brown: Defensive Pass Interference, 6 yards (accepted) (no play)",2.340,3.640
4,8:41,1,10,DAL 29,29,49,Justin Fields pass incomplete short right,3.640,3.100
4,8:34,2,10,DAL 29,29,49,Justin Fields sacked by DeMarcus Lawrence for -6 yards,3.100,1.620
4,7:53,3,16,DAL 35,29,49,Justin Fields pass complete short right to Dante Pettis for 12 yards,1.620,2.000
4,7:22,4,4,DAL 23,29,49,David Montgomery up the middle for 6 yards (tackle by Leighton Vander Esch),2.000,4.440
4,6:46,1,10,DAL 17,29,49,Justin Fields pass complete short middle to Cole Kmet for 1 yard (tackle by Micah Parsons),4.440,4.000
4,6:10,2,9,DAL 16,29,49,Justin Fields sacked by Jayron Kearse for -2 yards,4.000,3.000
4,5:22,3,11,DAL 18,29,49,Justin Fields pass incomplete short left intended for Velus Jones (defended by Dante Fowler),3.000,2.250
4,5:20,4,11,DAL 18,29,49,Justin Fields pass complete short right to Dante Pettis for 2 yards (tackle by Jayron Kearse),2.250,0.140
4,5:12,1,10,DAL 16,29,49,Malik Davis up the middle for 3 yards (tackle by Roquan Smith),-0.140,-0.180
4,5:08,,,,,,Timeout #1 by Chicago Bears,,
4,5:08,2,7,DAL 19,29,49,Malik Davis left tackle for no gain (tackle by Angelo Blackson and Joe Thomas),-0.180,-0.950
4,5:03,,,,,,Timeout #2 by Chicago Bears,,
4,5:03,3,7,DAL 19,29,49,Dak Prescott pass complete short left to Malik Davis for 8 yards (tackle by Nicholas Morrow),-0.950,0.740
4,4:58,1,10,DAL 27,29,49,"Penalty on Tyler Smith: False Start, 5 yards (accepted) (no play)",0.740,0.410
4,4:58,1,15,DAL 22,29,49,Malik Davis left tackle for 5 yards (tackle by Dominique Robinson),0.410,0.200
4,4:51,,,,,,Timeout #3 by Chicago Bears,,
4,4:51,2,10,DAL 27,29,49,Malik Davis right tackle for -2 yards (tackle by Angelo Blackson and Roquan Smith),0.200,-0.760
4,4:04,3,12,DAL 25,29,49,Dak Prescott sacked by Jaquan Brisker for -8 yards,-0.760,-2.320
4,3:24,4,20,DAL 17,29,49,"Bryan Anger punts 83 yards, touchback.",-2.320,-0.280
4,3:17,1,10,CHI 20,29,49,Trestan Ebner left tackle for 3 yards (tackle by Micah Parsons),0.280,0.140
4,2:43,2,7,CHI 23,29,49,Trestan Ebner right end for -8 yards (tackle by Dante Fowler),0.140,-1.860
4,2:00,3,15,CHI 15,29,49,Trevor Siemian pass complete short left to Velus Jones for 5 yards (tackle by Trevon Diggs and Luke Gifford),-1.860,-2.030
4,1:31,4,10,CHI 20,29,49,"Trenton Gill punts 45 yards, returned by KaVontae Turpin for 2 yards (tackle by Jaylon Jones)",-2.030,-1.400
4,1:22,1,10,DAL 37,29,49,Dak Prescott kneels for -1 yards,1.400,0.720
4,0:40,2,11,DAL 36,29,49,Dak Prescott kneels for -1 yards,0.720,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
