Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kindle Vildor,CHI,0,4,4,100.0%,39,9.8,9.8,0,107.3,7.3,29,10,0,0,0,0.0,0,5,0,0.0%
Jaquan Brisker,CHI,0,3,3,100.0%,35,11.7,11.7,1,154.9,8.0,24,11,0,0,0,1.0,1,9,0,0.0%
Roquan Smith,CHI,0,3,3,100.0%,40,13.3,13.3,1,158.3,9.7,29,11,1,0,0,0.0,0,5,0,0.0%
Kyler Gordon,CHI,0,3,3,100.0%,44,14.7,14.7,0,118.7,11.3,34,10,0,0,0,0.0,0,3,0,0.0%
Nicholas Morrow,CHI,0,2,2,100.0%,30,15.0,15.0,0,118.7,5.5,11,19,1,0,0,0.0,0,5,0,0.0%
Sterling Weatherford,CHI,0,2,2,100.0%,19,9.5,9.5,0,106.2,2.0,4,15,0,0,0,0.0,0,0,0,
Eddie Jackson,CHI,1,5,2,40.0%,29,14.5,5.8,0,20.0,10.4,21,8,1,0,0,0.0,0,11,0,0.0%
Al-Quadin Muhammad,CHI,0,1,1,100.0%,4,4.0,4.0,0,83.3,0.0,0,4,1,0,0,0.0,0,0,0,
Jaylon Johnson,CHI,0,3,1,33.3%,10,10.0,3.3,0,43.7,3.7,3,7,0,0,0,0.0,0,1,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Dominique Robinson,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Trevon Diggs,DAL,0,6,5,83.3%,41,8.2,6.8,0,95.1,7.5,20,21,0,0,0,0.0,0,8,0,0.0%
DaRon Bland,DAL,0,4,3,75.0%,25,8.3,6.3,0,90.6,9.8,15,10,0,0,0,0.0,0,3,0,0.0%
Dorance Armstrong Jr.,DAL,0,2,2,100.0%,9,4.5,4.5,0,85.4,-3.0,-6,15,0,0,0,0.0,0,1,0,0.0%
Anthony Brown,DAL,0,4,2,50.0%,12,6.0,3.0,1,95.8,26.5,12,0,0,0,0,0.0,0,0,0,
Israel Mukuamu,DAL,0,2,2,100.0%,11,5.5,5.5,0,89.6,-0.5,-1,12,0,0,0,0.0,0,3,0,0.0%
Leighton Vander Esch,DAL,0,1,1,100.0%,36,36.0,36.0,0,118.7,17.0,17,19,0,0,0,0.0,0,8,0,0.0%
Micah Parsons,DAL,0,1,1,100.0%,1,1.0,1.0,0,79.2,-2.0,-2,3,0,0,0,0.0,0,4,0,0.0%
Kelvin Joseph,DAL,0,1,1,100.0%,17,17.0,17.0,1,158.3,16.0,16,1,0,0,0,0.0,0,1,0,0.0%
Donovan Wilson,DAL,0,1,1,100.0%,4,4.0,4.0,0,83.3,-3.0,-3,7,3,0,0,0.0,0,8,0,0.0%
Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Jayron Kearse,DAL,0,0,0,,,,,,,,,,2,0,0,1.0,1,8,0,0.0%
Dante Fowler,DAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%
Damone Clark,DAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,5,0,0.0%
Nahshon Wright,DAL,0,1,0,0.0%,,,0.0,,39.6,-7.0,,,0,0,0,0.0,0,0,0,
