Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Cesar Ruiz,C/G,70,100%,0,0%,5,20%
Nick Easton,C/G,70,100%,0,0%,5,20%
Erik McCoy,C/G,70,100%,0,0%,1,4%
Terron Armstead,T,68,97%,0,0%,0,0%
Drew Brees,QB,67,96%,0,0%,0,0%
Tre'Quan Smith,WR,62,89%,0,0%,0,0%
Emmanuel Sanders,WR,51,73%,0,0%,0,0%
Alvin Kamara,RB,47,67%,0,0%,2,8%
Ryan Ramczyk,T,46,66%,0,0%,4,16%
Josh Hill,TE,40,57%,0,0%,7,28%
Latavius Murray,RB,29,41%,0,0%,0,0%
Ethan Greenidge,OL,26,37%,0,0%,5,20%
Garrett Griffin,TE,22,31%,0,0%,0,0%
Taysom Hill,QB,20,29%,0,0%,7,28%
Michael Burton,FB,20,29%,0,0%,7,28%
Adam Trautman,TE,19,27%,0,0%,7,28%
Marquez Callaway,WR,15,21%,0,0%,4,16%
Deonte Harty,WR/R,14,20%,0,0%,7,28%
Bennie Fowler,WR,10,14%,0,0%,12,48%
Derrick Kelly,OL,4,6%,0,0%,5,20%
Malcolm Jenkins,S,0,0%,61,100%,4,16%
Marcus Williams,S,0,0%,61,100%,1,4%
Demario Davis,LB,0,0%,61,100%,0,0%
C.J. Gardner-Johnson,DB,0,0%,59,97%,10,40%
Alex Anzalone,LB,0,0%,59,97%,5,20%
Patrick Robinson,CB,0,0%,58,95%,0,0%
P.J. Williams,CB,0,0%,54,89%,1,4%
Cameron Jordan,DE,0,0%,46,75%,3,12%
Sheldon Rankins,DT,0,0%,35,57%,0,0%
Trey Hendrickson,DE,0,0%,32,52%,3,12%
David Onyemata,DT,0,0%,30,49%,3,12%
Malcom Brown,DT,0,0%,28,46%,3,12%
Carl Granderson,DE,0,0%,27,44%,16,64%
Margus Hunt,DE,0,0%,18,30%,3,12%
Malcolm Roach,DL,0,0%,18,30%,0,0%
D.J. Swearinger,DB,0,0%,17,28%,6,24%
Ken Crawley,CB,0,0%,6,10%,4,16%
Zack Baun,LB,0,0%,1,2%,14,56%
Craig Robertson,LB,0,0%,0,0%,20,80%
J.T. Gray,DB,0,0%,0,0%,20,80%
Justin Hardee,DB,0,0%,0,0%,18,72%
Dwayne Washington,RB,0,0%,0,0%,17,68%
Kaden Elliss,LB,0,0%,0,0%,16,64%
Wil Lutz,K,0,0%,0,0%,11,44%
Thomas Morstead,P,0,0%,0,0%,7,28%
Zach Wood,LS,0,0%,0,0%,7,28%
Will Clapp,C,0,0%,0,0%,5,20%
