Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,19,83,1,6,51,2.7,32,1.7,4,4.8
Latavius Murray,NOR,14,64,2,6,36,2.6,28,2.0,1,14.0
Drew Brees,NOR,3,-3,0,0,-3,-1.0,0,0.0,0,
Taysom Hill,NOR,3,6,0,,3,1.0,3,1.0,0,
Deonte Harty,NOR,2,10,0,0,4,2.0,6,3.0,1,2.0
Michael Burton,NOR,1,4,0,1,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Adrian Peterson,DET,11,36,1,1,22,2.0,14,1.3,1,11.0
D'Andre Swift,DET,4,22,0,0,19,4.8,3,0.8,0,
Kerryon Johnson,DET,3,9,0,0,4,1.3,5,1.7,0,
Matthew Stafford,DET,3,21,0,1,19,6.3,2,0.7,0,
Jamal Agnew,DET,1,2,0,1,1,1.0,1,1.0,0,
