Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Tyrell Crosby,OL,61,100%,0,0%,3,12%
Jonah Jackson,OL,61,100%,0,0%,3,12%
Halapoulivaati Vaitai,T,61,100%,0,0%,3,12%
Frank Ragnow,OL,61,100%,0,0%,0,0%
Matthew Stafford,QB,61,100%,0,0%,0,0%
Taylor Decker,T,61,100%,0,0%,0,0%
Marvin Jones,WR,54,89%,0,0%,0,0%
Kenny Golladay,WR,50,82%,0,0%,0,0%
T.J. Hockenson,TE,46,75%,0,0%,0,0%
Danny Amendola,WR,34,56%,0,0%,1,4%
Jesse James,TE,30,49%,0,0%,9,36%
Adrian Peterson,RB,27,44%,0,0%,0,0%
D'Andre Swift,RB,23,38%,0,0%,6,24%
Jamal Agnew,RB/W,11,18%,0,0%,14,56%
Kerryon Johnson,RB,11,18%,0,0%,0,0%
Quintez Cephus,WR,6,10%,0,0%,6,24%
Jason Cabinda,LB/F,5,8%,0,0%,16,64%
Marvin Hall,WR,5,8%,0,0%,5,20%
Matt Nelson,T,3,5%,0,0%,3,12%
Tracy Walker,DB,0,0%,70,100%,6,24%
Duron Harmon,S,0,0%,69,99%,9,36%
Jamie Collins,LB,0,0%,63,90%,1,4%
Amani Oruwariye,CB,0,0%,60,86%,5,20%
Trey Flowers,DE,0,0%,53,76%,5,20%
Romeo Okwara,DE,0,0%,52,74%,10,40%
Danny Shelton,DT,0,0%,52,74%,5,20%
Reggie Ragland,LB,0,0%,44,63%,6,24%
Desmond Trufant,CB,0,0%,44,63%,0,0%
Jeff Okudah,CB,0,0%,38,54%,0,0%
Christian Jones,LB,0,0%,37,53%,9,36%
Da'Shawn Hand,DL,0,0%,37,53%,5,20%
Darryl Roberts,CB,0,0%,32,46%,2,8%
Nick Williams,DT,0,0%,26,37%,0,0%
Will Harris,S,0,0%,22,31%,17,68%
John Penisini,DL,0,0%,22,31%,0,0%
Jarrad Davis,LB,0,0%,19,27%,7,28%
Jayron Kearse,DB,0,0%,10,14%,15,60%
Julian Okwara,DE,0,0%,10,14%,11,44%
Jahlani Tavai,LB,0,0%,9,13%,5,20%
Jalen Reeves-Maybin,LB,0,0%,1,1%,22,88%
Miles Killebrew,S,0,0%,0,0%,22,88%
Tony McRae,CB,0,0%,0,0%,16,64%
Jack Fox,P,0,0%,0,0%,11,44%
Don Muhlbach,LS,0,0%,0,0%,7,28%
Matt Prater,K,0,0%,0,0%,4,16%
Kenny Wiggins,G,0,0%,0,0%,3,12%
Oday Aboushi,OL,0,0%,0,0%,3,12%
