Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
2,0:21,1,10,STL 20,7,12,Tony Fisher middle for 1 yard (tackle by Gerard Warren and Demetrin Veal),0.280,-0.130
Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,7,12,"Paul Ernster kicks off 65 yards, returned by J.R. Reed for 29 yards (tackle by Domonique Foxworth)",0.000,1.200
3,14:52,1,10,STL 34,7,12,Marc Bulger pass complete short right to Torry Holt for 17 yards (tackle by Al Wilson),1.200,2.320
3,14:17,1,10,DEN 49,7,12,Steven Jackson right end for 20 yards (tackle by Nick Ferguson),2.320,3.640
3,13:32,1,10,DEN 29,7,12,Steven Jackson right guard for 3 yards (tackle by Patrick Chukwurah and Michael Myers),3.640,3.510
3,12:53,2,7,DEN 26,7,12,Marc Bulger sacked by Ebenezer Ekuban for -9 yards,3.510,1.620
3,12:18,3,16,DEN 35,7,12,Marc Bulger pass complete short right to Steven Jackson for 5 yards (tackle by Champ Bailey),1.620,1.410
3,11:34,4,11,DEN 30,7,15,Jeff Wilkins 48 yard field goal good,1.410,3.000
3,,,,STL 30,7,15,"Jeff Wilkins kicks off 73 yards, returned by David Kircus for 18 yards (tackle by Paul Smith)",0.000,-0.220
3,11:21,1,10,DEN 15,7,15,Tatum Bell left guard for 39 yards (tackle by O.J. Atogwe),-0.220,2.520
3,10:34,1,10,STL 46,7,15,Jake Plummer pass incomplete short left intended for Javon Walker,2.520,1.980
3,10:29,2,10,STL 46,7,15,Tatum Bell left tackle for 3 yards (tackle by Pisa Tinoisamoa),1.980,1.680
3,9:51,3,7,STL 43,7,15,"Penalty on Leonard Little: Defensive Offside, 5 yards (no play)",1.680,2.350
3,9:31,3,2,STL 38,7,15,Tatum Bell middle for 5 yards (tackle by Brandon Chillar),2.350,3.380
3,8:52,1,10,STL 33,7,15,Jake Plummer pass incomplete deep left intended for Javon Walker,3.380,2.840
3,8:44,2,10,STL 33,7,15,Jake Plummer pass incomplete short left intended for Javon Walker,2.840,2.150
3,8:41,3,10,STL 33,7,15,Jake Plummer sacked by Anthony Hargrove and La'Roi Glover for -13 yards,2.150,0.200
3,8:07,4,23,STL 46,7,15,"Paul Ernster punts 46 yards, touchback",0.200,-0.280
3,7:58,1,10,STL 20,7,15,Marc Bulger pass complete deep right to Isaac Bruce for 34 yards (tackle by John Lynch),0.280,2.520
3,7:23,1,10,DEN 46,7,15,"Penalty on Alex Barron: False Start, 5 yards (no play)",2.520,2.190
3,7:09,1,15,STL 49,7,15,Steven Jackson left tackle for -3 yards (tackle by Michael Myers),2.190,0.900
3,6:36,2,18,STL 46,7,15,Marc Bulger pass incomplete short left intended for Torry Holt,0.900,0.230
3,6:29,3,18,STL 46,7,15,Marc Bulger sacked by Patrick Chukwurah for -6 yards. Penalty on Alex Barron: Tripping (Declined),0.230,-0.720
3,6:20,4,24,STL 40,7,15,"Matt Turk punts 44 yards, returned by Darrent Williams for 3 yards (tackle by Pisa Tinoisamoa)",-0.720,-0.150
3,6:07,1,10,DEN 19,7,15,Jake Plummer pass incomplete short left intended for Rod Smith,0.150,-0.390
3,6:03,2,10,DEN 19,7,15,Jake Plummer pass incomplete intended for Rod Smith,-0.390,-1.070
3,5:58,3,10,DEN 19,7,15,Jake Plummer pass complete short left to Mike Bell for 7 yards (tackle by Will Witherspoon),-1.070,-1.630
3,5:21,4,3,DEN 26,7,15,"Paul Ernster punts 39 yards, fair catch by Shaun McDonald",-1.630,-1.270
3,5:11,1,10,STL 35,7,15,Steven Jackson left end for -2 yards (tackle by Darrent Williams),1.270,0.450
3,4:32,2,12,STL 33,7,15,Marc Bulger pass complete deep left to Torry Holt for 17 yards (tackle by Darrent Williams),0.450,2.260
3,3:45,1,10,,7,15,Steven Jackson right tackle for -4 yards (tackle by D.J. Williams),2.260,1.170
3,3:06,2,14,STL 46,7,15,"Penalty on Adam Timmerman: False Start, 5 yards (no play)",1.170,0.500
3,2:47,2,19,STL 41,7,15,Marc Bulger pass incomplete short left intended for Steven Jackson,0.500,-0.160
3,2:41,3,19,STL 41,7,15,Marc Bulger pass incomplete deep left intended for Torry Holt,-0.160,-0.650
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
3,2:36,4,19,STL 41,7,15,"Matt Turk punts 59 yards, touchback. Penalty on J.R. Reed: Personal Foul, 15 yards",-0.650,-1.270
3,2:26,1,10,DEN 35,7,15,Tatum Bell middle for 4 yards (tackle by O.J. Atogwe),1.270,1.260
3,1:51,2,6,DEN 39,7,15,Tatum Bell right tackle for 6 yards (tackle by Jason Fisk),1.260,1.930
3,1:11,1,10,DEN 45,7,15,Jake Plummer pass complete short left to Javon Walker for 18 yards (tackle by Fakhir Brown). Penalty on Fakhir Brown: Defensive Pass Interfere (Declined),1.930,3.120
3,0:53,1,10,STL 37,7,15,Tatum Bell left tackle for no gain (tackle by La'Roi Glover),3.120,2.570
3,0:06,,,,7,15,Timeout #1 by Denver Broncos,0.000,2.570
3,0:06,2,10,STL 37,7,15,Jake Plummer pass incomplete short right intended for Tony Scheffler,2.570,1.880
Quarter,Time,Down,ToGo,Location,DEN,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,STL 37,7,15,Tatum Bell right tackle for 6 yards (tackle by Tye Hill),1.880,1.370
4,14:24,4,4,STL 31,10,15,Jason Elam 49 yard field goal good,1.370,3.000
4,,,,DEN 30,10,15,"Paul Ernster kicks off 74 yards, touchback",0.000,0.280
4,14:18,1,10,STL 20,10,15,Steven Jackson left tackle for -1 yards (tackle by Michael Myers),0.280,-0.460
4,13:43,2,11,STL 19,10,15,Marc Bulger pass complete short left to Isaac Bruce for 7 yards (tackle by Darrent Williams),-0.460,-0.160
4,13:05,3,4,STL 26,10,15,Marc Bulger pass incomplete short left intended for Torry Holt,-0.160,-1.630
4,12:54,4,4,STL 26,10,15,"Matt Turk punts 47 yards, fair catch by Darrent Williams",-1.630,-0.740
4,12:46,1,10,DEN 27,10,15,Mike Bell left tackle for 36 yards (tackle by Travis Fisher and O.J. Atogwe),0.740,3.120
4,12:12,1,10,STL 37,10,15,"Jake Plummer pass incomplete deep middle intended for Todd Devoe is intercepted by Corey Chavous at STL-7 and returned for 17 yards. Penalty on Corey Chavous: Taunting, 12 yards",3.120,0.350
4,12:00,1,10,STL 12,10,15,Steven Jackson left tackle for 3 yards (tackle by Gerard Warren),-0.350,-0.500
4,11:20,2,7,STL 15,10,15,Marc Bulger sacked by Kenard Lang for -7 yards,-0.500,-1.890
4,10:38,3,14,STL 8,10,15,Marc Bulger pass complete short right to Steven Jackson for 3 yards (tackle by Champ Bailey),-1.890,-2.490
4,9:55,4,11,STL 11,10,15,"Matt Turk punts 58 yards. Penalty on Patrick Chukwurah: Roughing the Kicker, 15 yards (no play)",-2.490,0.670
4,9:41,1,10,STL 26,10,15,Marc Bulger pass incomplete short right intended for Kevin Curtis,0.670,0.130
4,9:32,2,10,STL 26,10,15,Marc Bulger pass complete short right to Torry Holt for 4 yards (tackle by Champ Bailey),0.130,-0.030
4,8:48,3,6,STL 30,10,15,Marc Bulger pass complete short right to Tony Fisher for 49 yards (tackle by Karl Paymah),-0.030,4.170
4,7:52,1,10,DEN 21,10,15,Steven Jackson right end for 12 yards (tackle by Nick Ferguson),4.170,5.140
4,7:23,1,9,DEN 9,10,15,Steven Jackson right end for 3 yards (tackle by John Lynch),5.140,4.950
4,6:39,2,6,DEN 6,10,15,Marc Bulger pass incomplete short middle intended for Torry Holt,4.950,4.040
4,6:33,,,,10,15,Timeout #1 by St. Louis Rams,0.000,4.040
4,6:33,3,6,DEN 6,10,15,Marc Bulger pass incomplete short left intended for Isaac Bruce,4.040,2.990
4,6:28,4,6,DEN 6,10,18,Jeff Wilkins 24 yard field goal good,2.990,3.000
4,,,,STL 30,10,18,"Jeff Wilkins kicks off 78 yards, touchback",0.000,0.280
4,6:24,1,10,DEN 20,10,18,Jake Plummer pass incomplete deep right intended for Rod Smith,0.280,-0.270
4,6:19,2,10,DEN 20,10,18,Tatum Bell left tackle for 3 yards (tackle by Will Witherspoon and La'Roi Glover),-0.270,-0.560
4,5:35,,,,10,18,Timeout #2 by Denver Broncos,0.000,-0.560
4,5:35,3,7,DEN 23,10,18,Jake Plummer pass complete short left to Rod Smith for 7 yards (tackle by O.J. Atogwe),-0.560,0.940
4,4:57,1,10,DEN 30,10,18,Jake Plummer pass incomplete short middle intended for Javon Walker,0.940,0.390
4,4:48,2,10,DEN 30,10,18,"Jake Plummer pass incomplete deep left intended for Javon Walker. Penalty on Fakhir Brown: Defensive Pass Interfere, 18 yards (no play)",0.390,2.130
4,4:43,1,10,DEN 48,10,18,Tatum Bell right guard for 14 yards (tackle by O.J. Atogwe),2.130,3.050
4,4:01,1,10,STL 38,10,18,"Penalty on Stephen Alexander: False Start, 5 yards (no play)",3.050,2.720
4,4:00,1,15,STL 43,10,18,Jake Plummer pass incomplete short right intended for Tatum Bell,2.720,1.830
4,3:55,2,15,STL 43,10,18,Jake Plummer pass complete short right to Javon Walker for 12 yards (tackle by Travis Fisher),1.830,2.740
4,3:18,3,3,STL 31,10,18,Tatum Bell right tackle for 3 yards (tackle by Will Witherspoon),2.740,3.710
4,2:40,1,10,STL 28,10,18,Jake Plummer pass incomplete short left intended for Stephen Alexander is intercepted by Fakhir Brown at STL-20 and returned for 20 yards,3.710,-1.600
4,2:26,1,10,STL 40,10,18,Steven Jackson middle for 13 yards (tackle by John Lynch),1.600,2.460
4,2:15,,,,10,18,Timeout #3 by Denver Broncos,0.000,2.460
4,2:15,1,10,DEN 47,10,18,Tony Fisher middle for 4 yards (tackle by Darrent Williams),2.460,2.450
4,2:00,2,6,DEN 43,10,18,Steven Jackson right tackle for 37 yards (tackle by Champ Bailey),2.450,5.830
4,1:51,1,6,DEN 6,10,18,Marc Bulger kneels for -1 yards (tackle by Michael Myers),5.830,4.760
4,1:14,2,7,DEN 7,10,18,Marc Bulger kneels for -1 yards (tackle by Gerard Warren),4.760,3.580
4,0:30,3,8,DEN 8,10,18,Marc Bulger kneels for -1 yards (tackle by Gerard Warren),3.580,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
