Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,LAC 25,0,0,Austin Ekeler left tackle for 2 yards (tackle by Alex Singleton),0.610,0.330
1,14:27,2,8,LAC 27,0,0,Justin Herbert pass incomplete deep right intended for Keenan Allen,0.330,-0.360
1,14:21,3,8,LAC 27,0,0,Justin Herbert pass complete deep right to Keenan Allen for 30 yards (tackle by K'Waun Williams),-0.360,2.720
1,13:44,1,10,DEN 43,0,0,Justin Herbert pass complete short left to DeAndre Carter for 11 yards (tackle by Josey Jewell),2.720,3.450
1,13:10,1,10,DEN 32,0,0,Austin Ekeler right end for 12 yards (tackle by Elijah Garcia),3.450,4.240
1,12:30,1,10,DEN 20,0,0,Austin Ekeler left guard for 3 yards (tackle by Eyioma Uwazurike),4.240,4.120
1,12:08,2,7,DEN 17,0,0,Justin Herbert pass complete short right to Mike Williams for 3 yards (tackle by Josey Jewell),4.120,3.890
1,11:22,3,4,DEN 14,6,0,"Justin Herbert pass complete short right to Keenan Allen for 14 yards, touchdown",3.890,7.000
1,11:17,,,DEN 15,7,0,Cameron Dicker kicks extra point good,0.000,0.000
1,11:17,,,LAC 35,7,0,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
1,11:17,1,10,DEN 25,7,0,Russell Wilson pass complete short right to Courtland Sutton for 7 yards (tackle by Ja'Sir Taylor),0.610,1.010
1,10:51,2,3,DEN 32,7,0,Latavius Murray right guard for 8 yards (tackle by Breiden Fehoko and Ja'Sir Taylor),1.010,1.600
1,10:16,1,10,DEN 40,7,0,Latavius Murray left tackle for 3 yards (tackle by Breiden Fehoko),1.600,1.460
1,9:42,2,7,DEN 43,7,0,"Russell Wilson pass complete to Latavius Murray for no gain. Penalty on Ja'Sir Taylor: Roughing the Passer, 15 yards (accepted) (no play)",1.460,2.790
1,9:20,1,10,LAC 42,7,0,Russell Wilson pass incomplete deep right intended for Albert Okwuegbunam,2.790,2.240
1,9:16,2,10,LAC 42,7,0,Chase Edmonds right guard for 2 yards (tackle by Christopher Hinton),2.240,1.820
1,8:36,3,8,LAC 40,7,0,Russell Wilson pass complete short left to Courtland Sutton for 6 yards (tackle by Michael Davis),1.820,1.210
1,7:53,4,1,LAC 33,7,0,Russell Wilson up the middle for 2 yards (tackle by Kyle Van Noy),1.210,3.450
1,7:13,1,10,LAC 32,7,0,Russell Wilson pass incomplete short right,3.450,2.900
1,7:08,2,10,LAC 32,7,0,Russell Wilson right guard for 6 yards (tackle by Kenneth Murray),2.900,3.010
1,6:27,3,4,LAC 26,7,0,Latavius Murray right guard for 5 yards (tackle by Derwin James and Drue Tranquill),3.010,4.170
1,5:48,1,10,LAC 21,7,0,Jerry Jeudy right end for 13 yards (tackle by Derwin James),4.170,5.370
1,5:01,1,8,LAC 8,7,0,"Russell Wilson pass complete short middle to Chase Edmonds for -2 yards (tackle by Kenneth Murray). Penalty on Joey Bosa: Face Mask (15 Yards), 4 yards (accepted) (no play)",5.370,6.280
1,4:35,1,4,LAC 4,7,0,Latavius Murray left guard for 2 yards (tackle by Breiden Fehoko and Morgan Fox),6.280,5.720
1,3:58,2,2,LAC 2,7,6,"Latavius Murray right tackle for 2 yards, touchdown",5.720,7.000
1,3:55,,,LAC 15,7,7,Brandon McManus kicks extra point good,0.000,0.000
1,3:55,,,DEN 35,7,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,3:55,1,10,LAC 25,7,7,Justin Herbert pass complete short left to Joshua Kelley for 6 yards (tackle by Alex Singleton),0.610,0.870
1,3:23,2,4,LAC 31,7,7,Joshua Kelley right end for no gain (tackle by Ja'Quan McMillian),0.870,0.170
1,2:46,3,4,LAC 31,7,7,Justin Herbert pass incomplete deep left intended for Mike Williams,0.170,-1.310
1,2:41,4,4,LAC 31,7,7,"JK Scott punts 56 yards, returned by Freddie Swain for no gain. Freddie Swain fumbles (forced by Deane Leonard), recovered by Delarrin Turner-Yell at DEN-13",-1.310,0.320
1,2:30,1,10,DEN 13,7,7,Latavius Murray left tackle for 3 yards (tackle by Kenneth Murray and Derwin James),-0.320,-0.440
1,2:01,2,7,DEN 16,7,7,Russell Wilson pass incomplete deep left intended for Jerry Jeudy,-0.440,-1.060
1,1:52,3,7,DEN 16,7,7,Russell Wilson pass incomplete short right,-1.060,-2.390
1,1:46,4,7,DEN 16,7,7,"Corliss Waitman punts 46 yards, returned by DeAndre Carter for 9 yards (tackle by P.J. Locke and Jacob Bobenmoyer)",-2.390,-2.060
1,1:37,1,10,LAC 47,7,7,Justin Herbert pass complete short left to Gerald Everett for -1 yards (tackle by Essang Bassey),2.060,1.380
1,0:54,2,11,LAC 46,7,7,Justin Herbert pass incomplete short middle intended for Keenan Allen (defended by Essang Bassey),1.380,0.700
1,0:51,3,11,LAC 46,7,7,Justin Herbert pass complete short middle to Mike Williams for 18 yards (tackle by Justin Simmons),0.700,3.180
1,0:12,1,10,DEN 36,7,7,"Justin Herbert aborted snap, recovered by Justin Herbert at DEN-37 Justin Herbert for -1 yards",3.180,2.500
Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,DEN 37,7,7,Justin Herbert pass complete short left to Josh Palmer for 9 yards,2.500,3.010
2,14:29,3,2,DEN 28,7,7,Justin Herbert pass complete short right to Keenan Allen for 12 yards (tackle by Alex Singleton),3.010,4.510
2,13:45,1,10,DEN 16,7,7,Austin Ekeler up the middle for 3 yards (tackle by Kareem Jackson),4.510,4.390
2,13:11,2,7,DEN 13,7,7,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Alex Singleton and Justin Simmons),4.390,4.620
2,12:27,3,2,DEN 8,7,7,Austin Ekeler right tackle for 4 yards (tackle by Alex Singleton and Justin Simmons),4.620,6.280
2,11:43,1,4,DEN 4,7,7,Austin Ekeler left guard for 1 yard (tackle by Josey Jewell),6.280,5.530
2,11:09,2,3,DEN 3,7,7,Justin Herbert pass incomplete short right intended for Tre' McKitty,5.530,4.720
2,11:01,3,3,DEN 3,13,7,"Justin Herbert pass complete short middle to Gerald Everett for 3 yards, touchdown",4.720,7.000
2,10:57,,,DEN 15,14,7,Cameron Dicker kicks extra point good,0.000,0.000
2,10:57,,,LAC 35,14,7,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,10:57,1,10,DEN 25,14,7,Russell Wilson scrambles right end for 2 yards (tackle by Derwin James),0.610,0.330
2,10:14,2,8,DEN 27,14,7,Chase Edmonds right tackle for -1 yards (tackle by Drue Tranquill),0.330,-0.490
2,9:28,3,9,DEN 26,14,7,"Russell Wilson pass complete to Jerry Jeudy for no gain. Penalty on Khalil Mack: Defensive Offside, 5 yards (accepted) (no play)",-0.490,0.170
2,9:08,3,4,DEN 31,14,7,Russell Wilson sacked by Joey Bosa for -10 yards,0.170,-1.960
2,8:19,4,14,DEN 21,14,7,"Corliss Waitman punts 52 yards, fair catch by DeAndre Carter at LAC-27",-1.960,-0.740
2,8:11,1,10,LAC 27,14,7,Joshua Kelley right guard for 4 yards (tackle by Justin Simmons),0.740,0.740
2,7:38,2,6,LAC 31,14,7,Joshua Kelley right guard for 6 yards (tackle by Baron Browning and Essang Bassey),0.740,1.400
2,7:02,1,10,LAC 37,14,7,Justin Herbert pass complete short right to Keenan Allen for 15 yards (tackle by Ja'Quan McMillian),1.400,2.390
2,6:22,1,10,DEN 48,14,7,"Austin Ekeler right guard for no gain. Austin Ekeler fumbles (forced by Justin Simmons), recovered by Josey Jewell at DEN-46 and returned for 5 yards (tackle by Austin Ekeler)",2.390,-2.320
2,6:12,1,10,LAC 49,14,7,Chase Edmonds right tackle for 3 yards (tackle by David Moa),2.320,2.190
2,5:37,2,7,LAC 46,14,7,Chase Edmonds right tackle for 1 yard (tackle by Sebastian Joseph-Day and Drue Tranquill),2.190,1.620
2,4:57,3,6,LAC 45,14,7,Latavius Murray left end for 25 yards (tackle by Asante Samuel),1.620,4.240
2,4:12,1,10,LAC 20,14,7,Chase Edmonds left guard for 6 yards (tackle by Kyle Van Noy and Derwin James),4.240,4.640
2,3:36,2,4,LAC 14,14,7,Russell Wilson left end for -1 yards (tackle by Khalil Mack),4.640,3.700
2,2:52,,,,,,Timeout #1 by Los Angeles Chargers,,
2,2:52,3,5,LAC 15,14,7,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Derwin James),3.700,2.490
2,2:46,4,5,LAC 15,14,10,Brandon McManus 33 yard field goal good,2.490,3.000
2,2:43,,,DEN 35,14,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,2:43,1,10,LAC 25,14,10,Justin Herbert pass complete short right to Mike Williams for 6 yards (tackle by Essang Bassey and Alex Singleton),0.610,0.870
2,2:11,2,4,LAC 31,14,10,Justin Herbert pass complete short right to Gerald Everett for 6 yards (tackle by Justin Simmons),0.870,1.400
2,2:00,1,10,LAC 37,14,10,Justin Herbert pass complete short right to Donald Parham for 8 yards,1.400,1.940
2,1:55,2,2,LAC 45,14,10,Justin Herbert sacked by Baron Browning for -5 yards,1.940,0.560
2,1:48,,,,,,Timeout #1 by Denver Broncos,,
2,1:48,3,7,LAC 40,14,10,Justin Herbert pass incomplete short left intended for Gerald Everett,0.560,-0.720
2,1:44,4,7,LAC 40,14,10,"JK Scott punts 60 yards, touchback.",-0.720,-0.280
2,1:35,1,10,DEN 20,14,10,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Michael Davis),0.280,-0.270
2,1:30,2,10,DEN 20,14,10,Russell Wilson scrambles left end for 5 yards (tackle by Alohi Gilman),-0.270,-0.300
2,1:24,3,5,DEN 25,14,10,Russell Wilson pass incomplete deep left intended for Courtland Sutton,-0.300,-1.700
2,1:18,4,5,DEN 25,14,10,Corliss Waitman punts 38 yards downed by Delarrin Turner-Yell,-1.700,-1.400
2,1:08,1,10,LAC 37,14,10,"Justin Herbert pass complete short left to Austin Ekeler for 2 yards (tackle by Josey Jewell). Penalty on DeShawn Williams: Roughing the Passer, 15 yards (accepted)",1.400,2.520
2,1:03,1,10,DEN 46,14,10,Justin Herbert pass complete short middle to Keenan Allen for 10 yards (tackle by Alex Singleton),2.520,3.180
2,0:50,1,10,DEN 36,14,10,Justin Herbert pass complete short middle to Austin Ekeler for 6 yards (tackle by Alex Singleton),3.180,3.450
2,0:39,,,,,,Timeout #2 by Los Angeles Chargers,,
2,0:39,2,4,DEN 30,14,10,Justin Herbert pass incomplete short left intended for Josh Palmer,3.450,2.740
2,0:35,3,4,DEN 30,14,10,Justin Herbert pass incomplete short left intended for Keenan Allen,2.740,1.460
2,0:31,4,4,DEN 30,17,10,Cameron Dicker 48 yard field goal good,1.460,3.000
2,0:26,,,LAC 35,17,10,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
2,0:26,1,10,DEN 25,17,10,Russell Wilson pass complete short left to Latavius Murray for 15 yards (tackle by Alohi Gilman),0.610,1.600
2,0:19,,,,,,Timeout #2 by Denver Broncos,,
2,0:19,1,10,DEN 40,17,10,"Russell Wilson pass complete deep left to Jerry Jeudy for 57 yards (tackle by Alohi Gilman). Penalty on Alohi Gilman: Defensive Holding, 5 yards (declined)",1.600,6.510
2,0:10,1,3,LAC 3,17,16,"Russell Wilson pass complete short left to Eric Tomlinson for 3 yards, touchdown",6.510,7.000
2,0:06,,,LAC 15,17,17,Brandon McManus kicks extra point good,0.000,0.000
2,0:06,,,DEN 35,17,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:06,1,10,LAC 25,17,17,Justin Herbert kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,17,17,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DEN 25,17,17,Latavius Murray right end for 5 yards (tackle by Troy Reeder),0.610,0.740
3,14:24,2,5,DEN 30,17,17,Russell Wilson pass complete short middle to Jerry Jeudy for 3 yards (tackle by Khalil Mack),0.740,0.430
3,13:44,3,2,DEN 33,17,17,Chase Edmonds left guard for 23 yards (tackle by Asante Samuel),0.430,2.650
3,13:07,1,10,LAC 44,17,17,Jerry Jeudy for 14 yards (tackle by Nasir Adderley),2.650,3.580
3,12:34,1,10,LAC 30,17,17,Chase Edmonds right tackle for 6 yards (tackle by Drue Tranquill),3.580,3.840
3,11:51,2,4,LAC 24,17,23,"Russell Wilson pass complete short left to Tyler Badie for 24 yards, touchdown",3.840,7.000
3,11:42,,,LAC 15,17,24,Brandon McManus kicks extra point good,0.000,0.000
3,11:42,,,DEN 35,17,24,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,11:42,1,10,LAC 25,17,24,Justin Herbert pass complete short right to Josh Palmer for 18 yards (tackle by Jonathon Cooper and Justin Simmons),0.610,1.800
3,11:04,1,10,LAC 43,17,24,"Penalty on Tre' McKitty: False Start, 5 yards (accepted) (no play)",1.800,1.470
3,10:53,1,15,LAC 38,17,24,Joshua Kelley left end for 4 yards (tackle by Kareem Jackson),1.470,1.120
3,10:18,2,11,LAC 42,17,24,Justin Herbert pass incomplete short left intended for Joshua Kelley,1.120,0.430
3,10:13,3,11,LAC 42,17,24,Justin Herbert pass incomplete short right intended for Gerald Everett,0.430,-0.590
3,10:08,4,11,LAC 42,17,24,"JK Scott punts 58 yards, touchback.. Penalty on Lamar Jackson: Illegal Block Above the Waist, 15 yards (accepted)",-0.590,0.380
3,9:57,1,10,DEN 5,17,24,Russell Wilson pass complete to Jerry Jeudy for 50 yards (tackle by Ja'Sir Taylor),-0.380,2.590
3,9:29,1,10,LAC 45,17,24,Latavius Murray right guard for 2 yards (tackle by Breiden Fehoko and Kyle Van Noy),2.590,2.310
3,8:59,2,8,LAC 43,17,24,Russell Wilson pass (defended by Kyle Van Noy) intended for Andrew Beck is intercepted by Sebastian Joseph-Day at 50 and returned for 4 yards (tackle by Quinn Meinerz),2.310,-2.520
3,8:50,1,10,DEN 46,17,24,Justin Herbert pass complete deep left to Donald Parham for 23 yards (tackle by Ja'Quan McMillian),2.520,4.040
3,8:11,1,10,DEN 23,17,24,Austin Ekeler left tackle for 5 yards (tackle by Ja'Quan McMillian),4.040,4.210
