Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 68 yards, returned by Reche Caldwell for 60 yards (tackle by Renaldo Hill)",0.000,3.050
1,14:51,1,10,OAK 38,0,0,"Penalty on Eric Parker: False Start, 5 yards (no play)",3.050,2.720
1,14:51,1,15,OAK 43,0,0,Drew Brees pass incomplete intended for LaDainian Tomlinson (defended by Danny Clark),2.720,1.830
1,14:47,2,15,OAK 43,0,0,LaDainian Tomlinson right end for 2 yards (tackle by Fabian Washington),1.830,1.420
1,14:12,3,13,OAK 41,0,0,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.420,0.530
1,14:08,4,13,OAK 41,0,0,Mike Scifres punts 36 yards,0.530,0.380
1,13:58,1,10,OAK 5,0,0,Zack Crockett up the middle for 3 yards (tackle by Donnie Edwards),-0.380,-0.560
1,13:26,2,7,OAK 8,0,0,LaMont Jordan up the middle for 2 yards (tackle by Luis Castillo),-0.560,-0.840
1,12:46,3,5,OAK 10,0,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Clinton Hart),-0.840,-2.490
1,12:42,4,5,OAK 10,0,0,"Shane Lechler punts 55 yards, returned by Eric Parker for no gain. Eric Parker fumbles, recovered by Eric Parker at SDG-30",-2.490,-0.940
1,12:30,1,10,SDG 30,0,0,LaDainian Tomlinson up the middle for 1 yard (tackle by Ted Washington),0.940,0.530
1,11:47,2,9,SDG 31,0,0,Drew Brees pass complete to Justin Peelle for 10 yards (tackle by Charles Woodson),0.530,1.660
1,11:29,1,10,SDG 41,0,0,LaDainian Tomlinson up the middle for -1 yards (tackle by Kirk Morrison),1.660,0.990
1,10:50,2,11,SDG 40,0,0,Drew Brees pass complete to Justin Peelle for 6 yards (tackle by Kirk Morrison),0.990,1.090
1,10:17,3,5,SDG 46,0,0,"Drew Brees pass incomplete intended for Eric Parker. Penalty on Nnamdi Asomugha: Defensive Holding, 5 yards (no play)",1.090,2.320
1,10:09,1,10,OAK 49,0,0,LaDainian Tomlinson left tackle for 14 yards (tackle by Stanford Routt),2.320,3.250
1,9:30,1,10,OAK 35,0,0,LaDainian Tomlinson right guard for no gain (tackle by Derrick Gibson),3.250,2.700
1,8:50,2,10,OAK 35,6,0,"Drew Brees pass complete to LaDainian Tomlinson for 35 yards, touchdown",2.700,7.000
1,,,,OAK 2,7,0,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,7,0,"Nate Kaeding kicks off 45 yards, returned by Chris Carr for 3 yards (tackle by Matt Wilhelm)",0.000,0.810
1,8:39,1,10,OAK 28,7,0,Kerry Collins pass incomplete intended for Randy Moss is intercepted by Bhawoh Jue at SDG-25 and returned for 20 yards,0.810,-1.930
1,8:21,1,10,SDG 45,7,0,LaDainian Tomlinson up the middle for 3 yards (tackle by Danny Clark and Charles Woodson),1.930,1.790
1,7:42,2,7,SDG 48,7,0,LaDainian Tomlinson up the middle for 5 yards (tackle by Tyler Brayton),1.790,1.750
1,7:02,3,2,OAK 47,7,0,LaDainian Tomlinson left end for 18 yards (tackle by Danny Clark and Charles Woodson),1.750,3.640
1,6:15,1,10,OAK 29,7,0,Michael Turner left end for 15 yards (tackle by Danny Clark),3.640,4.650
1,5:30,1,10,OAK 14,7,0,"Michael Turner up the middle for -1 yards (tackle by Danny Clark). Penalty on Antonio Gates: Offensive Holding, 10 yards (no play)",4.650,3.970
1,5:04,1,20,OAK 24,7,0,Drew Brees pass complete to Lorenzo Neal for 7 yards (tackle by Kirk Morrison),3.970,3.590
1,4:15,2,13,OAK 17,7,0,"Drew Brees pass incomplete intended for Keenan McCardell (defended by Fabian Washington). Penalty on Derrick Burgess: Roughing the Passer, 10 yards (no play)",3.590,5.600
1,4:08,,,,7,0,Timeout #1 by San Diego Chargers,0.000,5.600
1,4:08,1,7,OAK 7,13,0,"LaDainian Tomlinson left tackle for 7 yards, touchdown",5.600,7.000
1,,,,OAK 2,14,0,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,14,0,"Nate Kaeding kicks off 65 yards, returned by Chris Carr for 29 yards (tackle by Kassim Osgood)",0.000,1.200
1,3:54,1,10,OAK 34,14,0,LaMont Jordan up the middle for 2 yards (tackle by Ben Leber),1.200,0.930
1,3:23,2,8,OAK 36,14,0,Kerry Collins pass incomplete intended for Jerry Porter,0.930,0.230
1,3:19,3,8,OAK 36,14,0,Kerry Collins pass complete to Jerry Porter for 11 yards (tackle by Clinton Hart and Terrence Kiel),0.230,2.060
1,2:43,1,10,OAK 47,14,0,Kerry Collins pass incomplete intended for Randy Moss (defended by Terrence Kiel),2.060,1.520
1,2:36,2,10,OAK 47,14,0,Kerry Collins sacked by Igor Olshansky for -4 yards,1.520,0.300
1,2:05,3,14,OAK 43,14,0,Kerry Collins pass complete to Doug Gabriel for 32 yards (tackle by Bhawoh Jue),0.300,3.910
1,1:34,1,10,SDG 25,14,0,Kerry Collins pass complete to Randal Williams for 21 yards (tackle by Donnie Edwards),3.910,6.280
1,1:02,1,4,SDG 4,14,6,"LaMont Jordan up the middle for 4 yards, touchdown",6.280,7.000
1,,,,SDG 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,,,"Sebastian Janikowski kicks off 61 yards, returned by Reche Caldwell for 18 yards (tackle by Justin Fargas)",,
1,0:57,1,10,SDG 27,14,7,Drew Brees pass complete to Lorenzo Neal for 8 yards (tackle by Nnamdi Asomugha and Derrick Gibson),0.740,1.280
1,0:05,2,2,SDG 35,14,7,LaDainian Tomlinson left guard for 4 yards (tackle by Derrick Gibson),1.280,1.530
Quarter,Time,Down,ToGo,Location,SDG,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SDG 39,14,7,Drew Brees pass complete to Keenan McCardell for 11 yards (tackle by Fabian Washington),1.530,2.260
2,14:22,1,10,OAK 50,14,7,LaDainian Tomlinson left guard for 6 yards (tackle by Nnamdi Asomugha),2.260,2.520
2,13:47,2,4,OAK 44,14,7,Michael Turner up the middle for 9 yards (tackle by Nnamdi Asomugha and Danny Clark),2.520,3.250
2,13:10,1,10,OAK 35,14,7,Michael Turner up the middle for 2 yards (tackle by Warren Sapp),3.250,2.970
2,12:26,2,8,OAK 33,14,7,Drew Brees pass complete to Antonio Gates for 16 yards (tackle by Derrick Gibson),2.970,4.440
2,11:45,1,10,OAK 17,14,7,LaDainian Tomlinson up the middle for 3 yards (tackle by Ted Washington),4.440,4.320
2,11:08,2,7,OAK 14,14,7,Drew Brees pass incomplete intended for Antonio Gates,4.320,3.500
2,11:02,3,7,OAK 14,14,7,LaDainian Tomlinson up the middle for no gain (tackle by Derrick Burgess),3.500,2.510
2,10:30,4,7,OAK 14,17,7,Nate Kaeding 32 yard field goal good,2.510,3.000
2,,,,SDG 30,17,7,"Nate Kaeding kicks off 65 yards, returned by Chris Carr for 33 yards (tackle by Matt Wilhelm)",0.000,1.470
2,10:17,1,10,OAK 38,17,7,Kerry Collins pass incomplete intended for LaMont Jordan,1.470,0.920
2,10:13,2,10,OAK 38,17,7,LaMont Jordan right tackle for no gain (tackle by Donnie Edwards and Shawne Merriman),0.920,0.230
2,9:33,3,10,OAK 38,17,7,"Penalty on Alvis Whitted: False Start, 5 yards (no play)",0.230,-0.430
2,9:16,3,15,OAK 33,17,7,Kerry Collins pass complete to Courtney Anderson for 6 yards (tackle by Terrence Kiel),-0.430,-0.780
2,9:06,4,9,OAK 39,17,7,"Shane Lechler punts 48 yards, returned by Eric Parker for 3 yards (tackle by Randal Williams)",-0.780,0.140
2,8:56,1,10,SDG 16,17,7,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by Derrick Gibson),-0.140,0.690
2,8:18,2,1,SDG 25,17,7,Lorenzo Neal up the middle for 2 yards (tackle by Bobby Hamilton),0.690,0.740
2,7:37,1,10,SDG 27,17,7,Drew Brees pass complete to Lorenzo Neal for 1 yard (tackle by Kirk Morrison and Danny Clark),0.740,0.330
