Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
1,3:46,1,1,ATL 1,6,0,"Adrian Peterson right tackle for 1 yard, touchdown",6.970,7.000
1,3:46,,,ATL 1,7,0,Blair Walsh kicks extra point good,0.000,0.000
1,3:46,,,MIN 35,7,0,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
1,3:41,1,10,ATL 20,7,0,"Tevin Coleman right end for 46 yards (tackle by Anthony Barr). Tevin Coleman fumbles (forced by Anthony Barr), recovered by Antone Exum at MIN-21 (tackle by Tevin Coleman)",0.280,-0.340
1,3:28,1,10,MIN 21,7,0,Adrian Peterson right end for 10 yards (tackle by Ricardo Allen and Kroy Biermann),0.340,1.000
1,2:48,1,10,MIN 31,7,0,Adrian Peterson left end for 3 yards (tackle by William Moore and Kroy Biermann),1.000,0.870
1,2:04,2,7,MIN 34,7,0,Teddy Bridgewater pass complete short left to Rhett Ellison for 23 yards (tackle by Kroy Biermann and Robert Alford),0.870,2.720
1,1:17,1,10,ATL 43,7,0,Jerick McKinnon right guard for 9 yards (tackle by Adrian Clayborn),2.720,3.390
1,0:35,2,1,ATL 34,7,0,Jerick McKinnon right tackle for 10 yards (tackle by Nathan Stupar and Paul Worrilow),3.390,3.970
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 24,7,0,Jerick McKinnon right guard for 2 yards (tackle by Ra'Shede Hageman),3.970,3.700
2,14:23,2,8,ATL 22,7,0,Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph is intercepted by Ricardo Allen at ATL-0,3.700,-0.280
2,14:16,1,10,ATL 20,7,0,"Penalty on Chris Chester: False Start, 5 yards (no play)",0.280,-0.310
2,14:16,1,15,ATL 15,7,0,Matt Ryan pass complete short right to Roddy White for -1 yards (tackle by Anthony Barr),-0.310,-1.180
2,13:31,2,16,ATL 14,7,0,Matt Ryan pass complete short left to Justin Hardy for 11 yards,-1.180,-0.300
2,12:54,3,5,ATL 25,7,0,Matt Ryan pass complete short middle to Jacob Tamme for 12 yards (tackle by Terence Newman and Andrew Sendejo),-0.300,1.400
2,12:31,1,10,ATL 37,7,0,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Xavier Rhodes),1.400,0.860
2,12:26,2,10,ATL 37,7,0,Tevin Coleman left end for 8 yards (tackle by Anthony Barr),0.860,1.220
2,11:45,3,2,ATL 45,7,0,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Robert Blanton),1.220,2.390
2,10:59,1,10,MIN 48,7,0,Tevin Coleman right end for -1 yards (tackle by Eric Kendricks),2.390,1.710
2,10:16,2,11,MIN 49,7,0,Matt Ryan pass complete short right to Julio Jones for 11 yards (tackle by Xavier Rhodes),1.710,3.050
2,9:43,1,10,MIN 38,7,0,"Matt Ryan pass complete short middle to Tevin Coleman for 5 yards. Penalty on Tom Johnson: Illegal Use of Hands, 5 yards (no play)",3.050,3.380
2,9:18,1,10,MIN 33,7,0,Tevin Coleman left end for 2 yards (tackle by Linval Joseph),3.380,3.110
2,8:40,2,8,MIN 31,7,0,"Matt Ryan pass incomplete short left intended for Roddy White. Penalty on Captain Munnerlyn: Defensive Holding, 4 yards (no play)",3.110,3.780
2,8:34,1,10,MIN 27,7,0,Tevin Coleman left end for 3 yards (tackle by Tom Johnson),3.780,3.640
2,7:53,2,7,MIN 24,7,0,Matt Ryan pass complete short right to Justin Hardy for 10 yards (tackle by Robert Blanton),3.640,4.650
2,7:22,1,10,MIN 14,7,0,"Terron Ward right end for 5 yards (tackle by Eric Kendricks). Penalty on Terron Ward: Unnecessary Roughness, 15 yards",4.650,2.740
2,6:57,2,20,MIN 24,7,0,Matt Ryan pass complete short left to Nick Williams for 11 yards (tackle by Captain Munnerlyn),2.740,3.260
2,6:21,3,9,MIN 13,7,0,Matt Ryan pass incomplete short middle intended for Terron Ward (defended by Terence Newman),3.260,2.570
2,6:18,4,9,MIN 13,7,3,Shayne Graham 31 yard field goal good,2.570,3.000
2,6:18,,,ATL 35,7,3,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,6:13,1,10,MIN 20,7,3,Adrian Peterson left guard for no gain (tackle by Philip Wheeler and Grady Jarrett),0.280,-0.270
2,5:38,2,10,MIN 20,7,3,"Teddy Bridgewater pass incomplete short right intended for Mike Wallace (defended by Desmond Trufant). Penalty on Robert Alford: Defensive Holding, 5 yards (no play)",-0.270,0.610
2,5:31,1,10,MIN 25,7,3,Adrian Peterson right guard for 10 yards (tackle by Philip Wheeler and Ricardo Allen),0.610,1.270
2,4:53,1,10,MIN 35,7,3,Adrian Peterson left guard for 5 yards (tackle by Ricardo Allen and Paul Soliai),1.270,1.400
2,4:13,2,5,MIN 40,7,3,Teddy Bridgewater pass incomplete short right intended for Adrian Peterson,1.400,0.700
2,4:06,3,5,MIN 40,7,3,Teddy Bridgewater pass incomplete,0.700,-0.720
2,3:58,4,5,MIN 40,7,3,"Jeff Locke punts 52 yards, returned by Eric Weems for 7 yards (tackle by Jason Trusnik)",-0.720,0.220
2,3:45,1,10,ATL 15,7,3,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Robert Blanton),-0.220,-0.710
2,3:39,2,10,ATL 15,7,3,Tevin Coleman left end for 4 yards (tackle by Chad Greenway),-0.710,-0.880
2,3:10,3,6,ATL 19,7,3,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Terence Newman),-0.880,0.810
2,2:25,1,10,ATL 28,7,3,"Matt Ryan pass incomplete deep middle intended for Justin Hardy. Penalty on Terence Newman: Illegal Contact, 5 yards (no play)",0.810,1.140
2,2:20,1,10,ATL 33,7,3,Tevin Coleman left end for 5 yards (tackle by Chad Greenway),1.140,1.270
2,2:00,2,5,ATL 38,7,3,Matt Ryan pass incomplete deep middle intended for Roddy White,1.270,0.560
2,1:56,3,5,ATL 38,7,3,Matt Ryan pass complete short middle to Roddy White for 12 yards (tackle by Antone Exum),0.560,2.260
2,1:37,1,10,,7,3,Matt Ryan pass complete short left to Jacob Tamme for 7 yards (tackle by Xavier Rhodes),2.260,2.660
2,1:33,2,3,MIN 43,7,3,Matt Ryan pass incomplete deep middle intended for Nick Williams is intercepted by Captain Munnerlyn at MIN-27 and returned for -2 yards,2.660,-0.610
2,1:24,1,10,MIN 25,7,3,Jerick McKinnon left guard for 5 yards (tackle by Jonathan Babineaux),0.610,0.740
2,1:01,2,5,MIN 30,7,3,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph (defended by Vic Beasley),0.740,0.040
2,0:58,3,5,MIN 30,7,3,Jerick McKinnon right guard for 7 yards (tackle by Jonathan Babineaux),0.040,0.040
2,0:54,3,5,MIN 30,7,3,Timeout #1 by Minnesota Vikings,0.040,1.400
2,0:54,1,10,MIN 37,7,3,Teddy Bridgewater pass complete short left to Kyle Rudolph for no gain,1.400,0.860
2,0:46,2,10,MIN 37,7,3,Teddy Bridgewater pass complete short left to Matt Asiata for 8 yards (tackle by Ricardo Allen),0.860,0.860
2,0:46,2,10,MIN 37,7,3,Timeout #1 by Atlanta Falcons,0.860,1.220
2,0:36,3,2,MIN 45,7,3,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 7 yards (tackle by Philip Wheeler),1.220,1.220
2,0:28,3,2,MIN 45,7,3,Timeout #2 by Minnesota Vikings,1.220,2.390
2,0:28,1,10,ATL 48,7,3,Teddy Bridgewater pass complete short left to Kyle Rudolph for 9 yards (tackle by Robenson Therezie),2.390,3.060
2,0:22,2,1,ATL 39,7,3,Teddy Bridgewater pass complete short right to Jarius Wright for 5 yards (tackle by Desmond Trufant),3.060,3.310
2,0:18,1,10,ATL 34,7,3,Teddy Bridgewater pass complete short right to Matt Asiata for 1 yard (tackle by Paul Worrilow),3.310,2.910
2,0:12,2,9,ATL 33,7,3,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,2.910,2.210
2,0:06,3,9,ATL 33,7,3,Blair Walsh 51 yard field goal no good,2.210,-1.660
2,0:02,1,10,ATL 41,7,3,Matt Ryan kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,3,"Blair Walsh kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,7,3,Tevin Coleman left tackle for 1 yard (tackle by Chad Greenway),0.280,-0.130
3,14:33,2,9,ATL 21,7,3,Matt Ryan pass complete deep middle to Julio Jones for 19 yards (tackle by Robert Blanton). Penalty on Captain Munnerlyn: Illegal Contact (Declined),-0.130,1.600
3,14:11,1,10,ATL 40,7,3,Tevin Coleman right tackle for 3 yards (tackle by Eric Kendricks and Chad Greenway),1.600,1.460
3,13:46,2,7,ATL 43,7,3,Matt Ryan pass complete short left to Roddy White for 20 yards (tackle by Robert Blanton),1.460,3.120
3,13:12,1,10,MIN 37,7,3,"Matt Ryan pass incomplete short right intended for Levine Toilolo. Penalty on Robert Blanton: Defensive Pass Interference, 3 yards (no play)",3.120,3.310
3,13:05,1,10,MIN 34,7,3,Terron Ward right guard for 6 yards (tackle by Linval Joseph),3.310,3.580
3,12:25,2,4,MIN 28,7,3,Tevin Coleman right guard for 3 yards (tackle by Anthony Barr),3.580,3.270
3,11:44,3,1,MIN 25,7,3,Tevin Coleman left guard for 3 yards (tackle by Brian Robison),3.270,4.110
3,11:05,1,10,MIN 22,7,3,Tevin Coleman left guard for 5 yards (tackle by Chad Greenway),4.110,4.290
3,10:22,2,5,MIN 17,7,3,Tevin Coleman left guard for 16 yards (tackle by Robert Blanton),4.290,6.970
3,9:43,1,1,MIN 1,7,3,Tevin Coleman left guard for no gain (tackle by Anthony Barr and Sharrif Floyd),6.970,5.910
3,9:06,2,1,MIN 1,7,3,"Tevin Coleman left end for 1 yard. Penalty on Tony Moeaki: Clipping, 14 yards (no play)",5.910,3.460
3,9:01,2,15,MIN 15,7,3,"Matt Ryan pass incomplete short right intended for Justin Hardy. Penalty on Tom Johnson: Illegal Use of Hands, 5 yards (no play)",3.460,4.910
3,8:53,1,10,MIN 10,7,3,Matt Ryan pass incomplete short right intended for Tevin Coleman,4.910,4.190
3,8:49,2,10,MIN 10,7,3,Terron Ward left end for -4 yards (tackle by Antone Exum),4.190,3.000
3,8:07,3,14,MIN 14,7,3,Matt Ryan pass incomplete short left intended for Jacob Tamme is intercepted by Terence Newman at MIN-0,3.000,-0.280
3,7:59,1,10,MIN 20,7,3,Adrian Peterson right guard for 1 yard (tackle by William Moore),0.280,-0.130
3,7:18,2,9,MIN 21,7,3,"Teddy Bridgewater pass incomplete deep left intended for Mike Wallace. Penalty on Jalen Collins: Defensive Pass Interference, 24 yards (no play)",-0.130,1.930
3,7:11,1,10,MIN 45,7,3,Adrian Peterson right end for 5 yards (tackle by O'Brien Schofield and Paul Worrilow),1.930,2.060
3,6:32,2,5,,7,3,Adrian Peterson left tackle for 4 yards (tackle by Paul Worrilow),2.060,1.880
3,5:48,3,1,ATL 46,7,3,Adrian Peterson left end for 17 yards (tackle by William Moore),1.880,3.640
3,5:09,1,10,ATL 29,7,3,Adrian Peterson left guard for 3 yards (tackle by Tyson Jackson),3.640,3.510
3,4:30,2,7,ATL 26,7,3,Adrian Peterson right end for 7 yards (tackle by Desmond Trufant),3.510,4.310
3,3:53,1,10,ATL 19,7,3,Adrian Peterson right end for no gain (tackle by Philip Wheeler),4.310,3.750
3,3:15,2,10,ATL 19,7,3,Teddy Bridgewater pass complete short left to Stefon Diggs for 5 yards (tackle by Philip Wheeler),3.750,3.760
3,2:32,3,5,ATL 14,7,3,Matt Asiata right guard for 3 yards (tackle by Jonathan Babineaux and Philip Wheeler),3.760,2.820
3,1:53,4,2,ATL 11,10,3,Blair Walsh 29 yard field goal good,2.820,3.000
3,1:53,,,MIN 35,10,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,1:49,1,10,ATL 20,10,3,Matt Ryan pass complete short middle to Julio Jones for 14 yards (tackle by Captain Munnerlyn and Robert Blanton),0.280,1.200
3,1:10,1,10,ATL 34,10,3,Tevin Coleman right end for 3 yards (tackle by Eric Kendricks and Linval Joseph),1.200,1.060
3,0:30,2,7,ATL 37,10,3,Matt Ryan pass incomplete deep left intended for Roddy White,1.060,0.370
3,0:22,3,7,ATL 37,10,3,Matt Ryan sacked by Everson Griffen for -12 yards,0.370,-1.700
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,19,ATL 25,10,3,"Matthew Bosher punts 53 yards, returned by Marcus Sherels for 3 yards (tackle by Eric Weems). Penalty on Jason Trusnik: Offensive Holding, 10 yards",-1.700,0.350
4,14:50,1,10,MIN 12,10,3,Adrian Peterson right guard for 2 yards (tackle by Tyson Jackson and Philip Wheeler),-0.350,-0.610
4,14:11,2,8,MIN 14,10,3,Adrian Peterson left guard for 16 yards (tackle by O'Brien Schofield),-0.610,0.940
4,13:27,1,10,MIN 30,10,3,Adrian Peterson right guard for 1 yard (tackle by William Moore and Kroy Biermann),0.940,0.530
4,12:51,2,9,MIN 31,10,3,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 5 yards (tackle by Philip Wheeler and Jalen Collins),0.530,0.500
4,12:05,3,4,MIN 36,10,3,Teddy Bridgewater pass complete short middle to Jarius Wright for 8 yards (tackle by Jalen Collins),0.500,1.860
4,11:20,1,10,MIN 44,10,3,Adrian Peterson left end for 1 yard (tackle by Kroy Biermann),1.860,1.450
4,10:39,2,9,MIN 45,10,3,Teddy Bridgewater pass complete short right to Kyle Rudolph for 7 yards (tackle by William Moore),1.450,1.450
4,9:51,2,9,MIN 45,10,3,Timeout #1 by Minnesota Vikings,1.450,1.690
4,9:51,3,2,ATL 48,10,3,Adrian Peterson left guard for 11 yards (tackle by Ricardo Allen and Jonathan Babineaux),1.690,1.690
4,9:25,3,2,ATL 48,10,3,Timeout #1 by Atlanta Falcons,1.690,3.120
4,9:24,1,10,ATL 37,10,3,Adrian Peterson left tackle for 2 yards (tackle by Tyson Jackson),3.120,2.840
4,8:48,2,8,ATL 35,10,3,Teddy Bridgewater pass complete short middle to Adrian Peterson for 11 yards (tackle by Paul Worrilow and William Moore),2.840,3.970
4,8:00,1,10,ATL 24,10,3,Adrian Peterson left guard for no gain (tackle by William Moore and Philip Wheeler),3.970,3.430
4,7:16,2,10,ATL 24,10,3,Teddy Bridgewater pass incomplete short right intended for Zach Line,3.430,2.740
4,7:09,3,10,ATL 24,10,3,"Penalty on T.J. Clemmings: False Start, 5 yards (no play)",2.740,2.080
4,7:09,3,15,ATL 29,10,3,Teddy Bridgewater pass complete short left to Matt Asiata for 8 yards (tackle by Philip Wheeler),2.080,2.060
4,6:29,4,7,ATL 21,13,3,Blair Walsh 39 yard field goal good,2.060,3.000
4,6:29,,,MIN 35,13,3,"Blair Walsh kicks off 70 yards, returned by Eric Weems for 44 yards (tackle by Josh Robinson)",0.000,-1.530
4,6:16,1,10,ATL 39,13,3,Matt Ryan pass incomplete deep right intended for Tevin Coleman (defended by Anthony Barr),1.530,0.990
4,6:09,2,10,ATL 39,13,3,Matt Ryan pass complete short middle to Julio Jones for 5 yards (tackle by Captain Munnerlyn),0.990,0.960
4,5:25,3,5,ATL 44,13,3,Matt Ryan pass complete short right to Nick Williams for 4 yards (tackle by Antone Exum),0.960,-0.190
4,4:39,4,1,ATL 48,13,3,"Matt Ryan sacked by Anthony Barr for -8 yards. Matt Ryan fumbles (forced by Anthony Barr), recovered by Ryan Schraeder at ATL-43. Ryan Schraeder fumbles (forced by Anthony Barr), recovered by Ryan Schraeder at ATL-43",-0.190,-2.920
4,4:34,1,10,ATL 40,13,3,Adrian Peterson right end for 4 yards (tackle by Kroy Biermann and Ricardo Allen),2.920,2.920
4,4:28,1,10,ATL 40,13,3,Timeout #2 by Atlanta Falcons,2.920,2.910
4,4:28,2,6,ATL 36,13,3,Adrian Peterson right guard for 1 yard (tackle by Philip Wheeler),2.910,2.910
4,4:23,2,6,ATL 36,13,3,Timeout #3 by Atlanta Falcons,2.910,2.340
4,4:23,3,5,ATL 35,19,3,"Adrian Peterson left end for 35 yards, touchdown",2.340,7.000
4,4:23,,,ATL 35,20,3,Blair Walsh kicks extra point good,0.000,0.000
4,4:23,,,MIN 35,20,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,4:14,1,10,ATL 20,20,3,Matt Ryan pass complete short middle to Roddy White for 7 yards (tackle by Robert Blanton),0.280,0.680
4,3:52,2,3,ATL 27,20,3,Matt Ryan pass complete short middle to Jacob Tamme for 15 yards (tackle by Anthony Barr),0.680,1.730
4,3:35,1,10,ATL 42,20,3,Matt Ryan pass complete short left to Jacob Tamme for 13 yards (tackle by Eric Kendricks),1.730,2.590
4,3:14,1,10,MIN 45,20,3,Matt Ryan pass complete deep middle to Jacob Tamme for 22 yards (tackle by Robert Blanton),2.590,4.040
4,2:52,1,10,MIN 23,20,3,Matt Ryan pass complete short left to Roddy White for 13 yards (tackle by Robert Blanton),4.040,4.910
4,2:28,1,10,MIN 10,20,3,Matt Ryan pass complete short right to Terron Ward for 8 yards (tackle by Eric Kendricks),4.910,5.720
4,2:06,2,2,MIN 2,20,3,Terron Ward right guard for 1 yard (tackle by Anthony Barr),5.720,5.170
4,2:00,3,1,MIN 1,20,3,Terron Ward left guard for -1 yards (tackle by Danielle Hunter and Kenrick Ellis),5.170,3.250
4,1:38,4,2,MIN 2,20,3,"Matt Ryan pass incomplete short middle intended for Jacob Tamme. Penalty on Antone Exum: Defensive Holding, 1 yards (no play)",3.250,3.250
4,1:38,4,2,MIN 2,20,3,Timeout #2 by Minnesota Vikings,3.250,6.970
4,1:33,1,1,MIN 1,20,9,"Matt Ryan pass complete short right to Nick Williams for 1 yard, touchdown",6.970,7.000
4,1:33,,,MIN 1,20,10,Shayne Graham kicks extra point good,0.000,0.000
4,1:33,,,ATL 35,20,10,"Matthew Bosher kicks onside 8 yards, recovered by Adam Thielen",0.000,-2.720
4,1:27,1,10,ATL 43,20,10,Teddy Bridgewater kneels for -2 yards,2.720,1.910
4,0:45,2,12,ATL 45,20,10,Teddy Bridgewater kneels for -1 yards,1.910,1.090
4,0:23,3,13,ATL 46,20,10,Teddy Bridgewater kneels for -1 yards,1.090,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
