Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
1,0:53,3,7,HOU 32,0,3,Kerry Collins pass incomplete intended for Jerry Rice,2.410,1.240
1,0:47,4,7,HOU 32,3,3,Sebastian Janikowski 50 yard field goal good,1.240,3.000
1,,,,OAK 30,3,3,"Sebastian Janikowski kicks off 65 yards, returned by J.J. Moses for 24 yards (tackle by David Terrell). Penalty on Stuart Schweigert: Offside on Free Kick, 5 yards",0.000,1.200
1,0:35,1,10,HOU 34,3,3,Tony Hollings left end for 7 yards (tackle by Charles Woodson and Tyler Brayton),1.200,1.600
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,HOU 41,3,3,Jonathan Wells up the middle for 12 yards (tackle by Charles Woodson),1.600,2.460
2,14:21,1,10,OAK 47,3,3,David Carr pass complete to Billy Miller for 27 yards (tackle by Marques Anderson),2.460,4.240
2,13:37,1,10,OAK 20,3,3,"Jonathan Wells right tackle for 7 yards (tackle by Ray Buchanan). Jonathan Wells fumbles (forced by Ray Buchanan), recovered by Phillip Buchanon at OAK-3 (tackle by Jonathan Wells)",4.240,0.380
2,13:30,1,10,OAK 3,3,3,Tyrone Wheatley up the middle for 24 yards (tackle by Jamie Sharper),-0.380,0.740
2,12:51,1,10,OAK 27,3,3,Doug Gabriel right end for 4 yards (tackle by Aaron Glenn and Robaire Smith),0.740,0.740
2,12:12,2,6,OAK 31,3,3,Kerry Collins pass complete to Tyrone Wheatley for -2 yards (tackle by Jason Babin),0.740,-0.230
2,11:56,3,8,OAK 29,3,9,"Kerry Collins sacked by Jamie Sharper for -13 yards. Kerry Collins fumbles (forced by Jamie Sharper), recovered by Jamie Sharper at OAK-16 and returned for 16 yards, touchdown",-0.230,-7.000
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
2,,,,OAK 2,3,10,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,3,10,"Kris Brown kicks off 70 yards, returned by Doug Gabriel for 25 yards (tackle by Antwan Peek). Penalty on Danny Clark: Offensive Holding, 10 yards",0.000,-0.220
2,11:35,1,10,OAK 15,3,10,Amos Zereoue right guard for 7 yards (tackle by Corey Sears),-0.220,0.350
2,11:02,2,3,OAK 22,3,10,"Penalty on Ron Stone: False Start, 5 yards (no play)",0.350,-0.440
2,10:57,2,8,OAK 17,3,10,Amos Zereoue up the middle for 2 yards (tackle by Jason Babin),-0.440,-0.880
2,10:14,3,6,OAK 19,3,10,"Penalty on Barry Sims: False Start, 5 yards (no play)",-0.880,-1.510
2,9:56,3,11,OAK 14,3,10,Kerry Collins pass complete to Doug Jolley for 10 yards (tackle by Dunta Robinson),-1.510,-1.770
2,9:11,4,1,OAK 24,3,10,"Shane Lechler punts 53 yards, returned by J.J. Moses for 24 yards (tackle by Adam Treu)",-1.770,-2.060
2,8:59,1,10,HOU 47,3,10,Jonathan Wells left tackle for 5 yards (tackle by Marques Anderson and Bobby Hamilton),2.060,2.190
2,8:17,2,5,OAK 48,3,10,David Carr pass incomplete intended for Jabar Gaffney (defended by Charles Woodson),2.190,1.490
2,8:12,3,5,OAK 48,3,10,David Carr left end for 4 yards (tackle by Travian Smith),1.490,0.330
2,7:24,4,1,OAK 44,3,10,Jonathan Wells up the middle for -1 yards (tackle by Travian Smith),0.330,-1.930
2,7:17,1,10,OAK 45,9,10,"Amos Zereoue left guard for 55 yards, touchdown",1.930,7.000
2,,,,HOU 2,10,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,10,10,"Sebastian Janikowski kicks off 60 yards, returned by Moran Norris for 15 yards (tackle by Tim Johnson). Penalty on J.R. Redmond: Offside on Free Kick, 5 yards",0.000,0.940
2,7:02,1,10,HOU 30,10,10,David Carr pass complete to Jabar Gaffney for 1 yard (tackle by Charles Woodson),0.940,0.530
2,6:19,2,9,HOU 31,10,10,David Carr pass complete to Andre Johnson for 33 yards (tackle by Phillip Buchanon),0.530,3.180
2,5:29,1,10,OAK 36,10,10,Tony Hollings for 3 yards (tackle by Ted Washington),3.180,3.040
2,4:50,2,7,OAK 33,10,10,David Carr pass complete to Tony Hollings for 3 yards (tackle by Danny Clark),3.040,2.740
2,4:15,3,4,OAK 30,10,10,David Carr pass complete to Jabar Gaffney for 29 yards (tackle by Charles Woodson),2.740,6.970
2,3:25,1,1,OAK 1,10,16,"Jonathan Wells right guard for 1 yard, touchdown",6.970,7.000
2,,,,OAK 2,10,17,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,10,17,"Kris Brown kicks off 62 yards, returned by Doug Gabriel for 31 yards (tackle by DaShon Polk)",,
2,3:18,1,10,OAK 39,10,17,Kerry Collins pass incomplete intended for Jerry Porter (defended by Marcus Coleman),1.530,0.990
2,3:10,2,10,OAK 39,10,17,Kerry Collins pass complete to Ronald Curry for 9 yards (tackle by Jay Foreman),0.990,1.490
2,2:32,3,1,OAK 48,10,17,"Penalty on Robert Gallery: False Start, 5 yards (no play)",1.490,0.830
2,2:09,3,6,OAK 43,10,17,Kerry Collins pass complete to Ronald Curry for 26 yards (tackle by Aaron Glenn),0.830,3.510
2,2:00,1,10,HOU 31,10,17,Amos Zereoue right tackle for 18 yards (tackle by Marcus Coleman),3.510,4.710
2,1:19,1,10,HOU 13,10,17,Amos Zereoue up the middle for 3 yards (tackle by Robaire Smith and Jay Foreman),4.710,4.580
2,1:10,,,,10,17,Timeout #2 by Oakland Raiders,0.000,4.580
2,1:10,2,7,HOU 10,10,17,Kerry Collins pass incomplete intended for Doug Jolley (defended by Robaire Smith),4.580,3.650
2,1:05,3,7,HOU 10,10,17,Kerry Collins pass complete to Jerry Porter for 7 yards (tackle by Jamie Sharper),3.650,6.510
2,0:56,,,,10,17,Timeout #3 by Oakland Raiders,0.000,6.510
2,0:56,1,3,HOU 3,10,17,Kerry Collins pass incomplete intended for Zack Crockett,6.510,5.530
2,0:51,2,3,HOU 3,16,17,"Amos Zereoue up the middle for 3 yards, touchdown",5.530,7.000
2,,,,HOU 2,17,17,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,17,17,"Sebastian Janikowski kicks off 71 yards, returned by J.J. Moses for 21 yards (tackle by Travian Smith)",0.000,0.280
2,0:41,1,10,HOU 20,17,17,"David Carr for no gain. David Carr fumbles, recovered by Tony Hollings at HOU-19",0.280,-0.460
2,0:32,,,,17,17,Timeout #1 by Houston Texans,0.000,-0.460
2,0:32,2,11,HOU 19,17,17,Tony Hollings right end for 10 yards (tackle by Stuart Schweigert),-0.460,0.230
2,0:24,,,,17,17,Timeout #2 by Houston Texans,0.000,0.230
2,0:24,3,1,HOU 29,17,17,Jonathan Wells up the middle for 8 yards (tackle by Charles Woodson and Nnamdi Asomugha),0.230,1.400
2,0:17,,,,17,17,Timeout #3 by Houston Texans,0.000,1.400
2,0:17,1,10,HOU 37,17,17,David Carr for 9 yards (tackle by Tyler Brayton),1.400,2.070
2,0:09,2,1,HOU 46,17,17,David Carr for 16 yards (tackle by Danny Clark),2.070,3.050
2,0:03,1,10,OAK 38,17,17,Kris Brown 57 yard field goal no good,3.050,1.930
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,17,17,"Sebastian Janikowski kicks off 68 yards, returned by J.J. Moses for 17 yards (tackle by Stuart Schweigert)",0.000,0.150
3,14:55,1,10,HOU 19,17,17,Jonathan Wells up the middle for 5 yards (tackle by Ted Washington),0.150,0.340
3,14:13,2,5,HOU 24,17,17,Jonathan Wells right guard for 3 yards (tackle by Bobby Hamilton and Ted Washington),0.340,-0.030
3,13:33,3,2,HOU 27,17,17,David Carr pass complete to Jabar Gaffney for 11 yards (tackle by Phillip Buchanon),-0.030,1.470
3,12:51,1,10,HOU 38,17,17,"David Carr pass complete to Jonathan Wells for 28 yards. Penalty on Jabar Gaffney: Offensive Holding, 10 yards",1.470,2.650
3,12:40,1,10,OAK 44,17,17,Tony Hollings right end for -5 yards (tackle by Phillip Buchanon),2.650,1.440
3,11:57,2,15,OAK 49,17,17,Tony Hollings up the middle for 3 yards (tackle by Warren Sapp),1.440,1.160
3,11:22,3,12,OAK 46,17,17,David Carr pass incomplete intended for Jabar Gaffney,1.160,0.200
3,11:18,4,12,OAK 46,17,17,"Chad Stanley punts 36 yards, returned by Charles Woodson for 4 yards (tackle by Antwan Peek)",0.200,0.280
3,11:07,1,10,OAK 14,17,17,Amos Zereoue up the middle for 4 yards (tackle by Aaron Glenn and Jay Foreman),-0.280,-0.210
3,10:29,2,6,OAK 18,17,17,Kerry Collins pass incomplete intended for Jerry Rice (defended by Jamie Sharper),-0.210,-0.920
3,10:23,3,6,OAK 18,17,17,"Penalty on Barry Sims: False Start, 5 yards (no play)",-0.920,-1.530
3,10:23,3,11,OAK 13,17,17,Kerry Collins pass incomplete intended for Jerry Rice (defended by Demarcus Faggins),-1.530,-2.490
3,10:15,4,11,OAK 13,17,17,"Shane Lechler punts 48 yards, returned by J.J. Moses for 8 yards (tackle by Ronald Curry)",-2.490,-2.060
3,10:04,1,10,HOU 47,17,17,David Carr pass incomplete intended for Andre Johnson (defended by DeLawrence Grant),2.060,1.520
3,9:59,2,10,HOU 47,17,17,Jonathan Wells right end for no gain (tackle by Tyler Brayton),1.520,0.830
3,9:17,3,10,HOU 47,17,17,"Penalty on Zach Wiegert: False Start, 5 yards (no play)",0.830,0.170
3,9:01,3,15,HOU 42,17,17,David Carr pass incomplete intended for Andre Johnson (defended by Charles Woodson),0.170,-0.590
3,8:56,4,15,HOU 42,17,17,"Chad Stanley punts 45 yards, returned by Phillip Buchanon for 7 yards (tackle by Jonathan Wells). Penalty on Charles Woodson: Low Block, 10 yards",-0.590,0.380
3,8:44,1,10,OAK 10,17,17,Kerry Collins pass incomplete intended for Jerry Porter (defended by Aaron Glenn),-0.380,-0.780
3,8:38,2,10,OAK 10,17,17,Kerry Collins pass complete to Doug Gabriel for 3 yards (tackle by Kailee Wong),-0.780,-1.070
3,8:05,3,7,OAK 13,17,17,Kerry Collins pass complete to Ronald Curry for 11 yards (tackle by Jamie Sharper),-1.070,0.540
3,7:25,1,10,OAK 24,17,17,Amos Zereoue left end for 2 yards (tackle by Dunta Robinson),0.540,0.270
3,6:46,2,8,OAK 26,17,17,Kerry Collins pass incomplete intended for Alvis Whitted is intercepted by Dunta Robinson at OAK-44 and returned for 25 yards (tackle by Courtney Anderson),0.270,-4.310
3,6:35,1,10,OAK 19,17,17,David Carr pass complete to Jabar Gaffney for 7 yards (tackle by Denard Walker),4.310,4.920
3,5:57,2,3,OAK 12,17,17,Jonathan Wells right tackle for 5 yards (tackle by Phillip Buchanon),4.920,5.600
3,5:15,1,7,OAK 7,17,17,Jonathan Wells right guard for no gain (tackle by Travian Smith and Napoleon Harris),5.600,4.760
3,4:36,2,7,OAK 7,17,17,Jonathan Wells right guard for no gain (tackle by Ray Buchanan),4.760,3.810
3,3:52,3,7,OAK 7,17,17,Jonathan Wells right guard for 4 yards (tackle by Danny Clark and Travian Smith),3.810,3.040
3,3:06,4,3,OAK 3,17,20,Kris Brown 21 yard field goal good,3.040,3.000
3,,,,HOU 30,17,20,"Kris Brown kicks off 71 yards, returned by Doug Gabriel for 23 yards (tackle by Jason Simmons)",0.000,0.410
3,2:57,1,10,OAK 22,17,20,Amos Zereoue right end for -3 yards (tackle by Kailee Wong),0.410,-0.600
3,2:12,2,13,OAK 19,17,20,Kerry Collins pass complete to Doug Gabriel for 17 yards (tackle by Aaron Glenn),-0.600,1.330
3,1:31,1,10,OAK 36,17,20,Amos Zereoue right guard for 2 yards (tackle by Jason Simmons and Kailee Wong),1.330,1.060
3,0:52,2,8,OAK 38,17,20,Kerry Collins pass incomplete intended for Jerry Porter,1.060,0.370
3,0:29,3,8,OAK 38,17,20,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Jay Foreman at OAK-33 and returned for 3 yards (tackle by Adam Treu)",0.370,-3.580
3,0:29,1,10,OAK 30,17,20,David Carr for 11 yards (tackle by Charles Woodson),3.580,4.310
3,0:01,1,10,OAK 19,17,20,Tony Hollings up the middle for 4 yards (tackle by John Parrella and DeLawrence Grant),4.310,4.350
Quarter,Time,Down,ToGo,Location,OAK,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,OAK 15,17,20,David Carr pass incomplete intended for Andre Johnson (defended by Ted Washington),4.350,3.580
4,14:56,,,,17,20,Timeout #1 by Houston Texans,0.000,3.580
4,14:56,3,6,OAK 15,17,26,"David Carr pass complete to Andre Johnson for 15 yards, touchdown",3.580,7.000
4,,,,OAK 2,17,27,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,17,27,"Kris Brown kicks off 65 yards, returned by Doug Gabriel for 26 yards (tackle by Troy Evans)",0.000,1.000
4,14:42,1,10,OAK 31,17,27,Kerry Collins pass complete to Courtney Anderson for 9 yards (tackle by Jay Foreman),1.000,1.680
4,14:18,2,1,OAK 40,17,27,Amos Zereoue left end for 5 yards (tackle by Marcus Coleman),1.680,1.930
4,13:43,1,10,OAK 45,17,27,Kerry Collins pass complete to Amos Zereoue for 6 yards (tackle by Jay Foreman),1.930,2.190
4,13:00,2,4,HOU 49,17,27,Amos Zereoue left end for 3 yards (tackle by Jay Foreman),2.190,1.880
4,12:16,3,1,HOU 46,17,27,Justin Fargas up the middle for 3 yards (tackle by Kailee Wong and Marcus Coleman),1.880,2.720
4,11:39,1,10,HOU 43,17,27,Kerry Collins pass incomplete intended for Justin Fargas (defended by Jerry DeLoach),2.720,2.180
4,11:34,2,10,HOU 43,17,27,Kerry Collins pass complete to Alvis Whitted for 19 yards (tackle by Glenn Earl),2.180,3.970
4,11:08,1,10,HOU 24,17,27,Kerry Collins pass incomplete intended for Alvis Whitted,3.970,3.430
4,11:01,2,10,HOU 24,17,27,Kerry Collins pass incomplete intended for Doug Gabriel is intercepted by Demarcus Faggins at HOU-1,3.430,0.380
4,10:52,1,10,HOU 1,17,27,Jonathan Wells right guard for 4 yards (tackle by Travian Smith),-0.380,-0.490
4,10:12,2,6,HOU 5,17,27,Jonathan Wells left tackle for 3 yards (tackle by Warren Sapp),-0.490,-0.600
4,9:27,3,3,HOU 8,17,27,Jonathan Wells right tackle for 5 yards (tackle by Danny Clark and Marques Anderson),-0.600,-0.320
4,8:45,1,10,HOU 13,17,27,Jonathan Wells left tackle for 5 yards (tackle by Ray Buchanan),-0.320,-0.140
4,8:02,2,5,HOU 18,17,27,David Carr pass complete to Andre Johnson for 10 yards (tackle by Phillip Buchanon),-0.140,0.810
4,7:19,1,10,HOU 28,17,27,David Carr pass incomplete intended for Tony Hollings (defended by Terdell Sands),0.810,0.260
4,7:13,2,10,HOU 28,17,27,"Jonathan Wells right guard for 3 yards (tackle by Terdell Sands). Penalty on Terdell Sands: Defensive Holding, 5 yards",0.260,1.330
4,6:44,1,10,HOU 36,17,27,David Carr pass complete to Andre Johnson for 27 yards (tackle by Ray Buchanan),1.330,3.120
4,6:09,1,10,OAK 37,17,27,"Penalty on David Carr: Delay of Game, 5 yards (no play)",3.120,2.790
4,5:49,1,15,OAK 42,17,27,David Carr pass complete to Andre Johnson for 14 yards (tackle by Ray Buchanan),2.790,3.790
4,5:00,2,1,OAK 28,17,27,Jonathan Wells right tackle for 2 yards (tackle by Ted Washington),3.790,3.840
4,4:18,1,10,OAK 26,17,27,Jonathan Wells up the middle for 3 yards (tackle by Warren Sapp),3.840,3.700
4,3:37,2,7,OAK 23,17,27,David Carr for -4 yards (tackle by DeLawrence Grant and Phillip Buchanon),3.700,2.480
4,3:29,,,,17,27,Timeout #1 by Oakland Raiders,0.000,2.480
4,3:29,3,11,OAK 27,17,27,Jonathan Wells right tackle for 1 yard (tackle by Ray Buchanan and Nnamdi Asomugha),2.480,1.740
4,3:23,,,,17,27,Timeout #2 by Oakland Raiders,0.000,1.740
4,3:23,4,10,OAK 26,17,30,Kris Brown 44 yard field goal good,1.740,3.000
4,,,,HOU 30,17,30,"Kris Brown kicks off 62 yards, returned by Doug Gabriel for 42 yards (tackle by Jarrod Baxter)",0.000,2.260
4,3:07,1,10,HOU 50,17,30,Kerry Collins pass complete to Amos Zereoue for 11 yards (tackle by Antwan Peek),2.260,2.980
4,2:40,1,10,HOU 39,17,30,"Penalty on Doug Jolley: False Start, 5 yards (no play)",2.980,2.650
4,2:39,1,15,HOU 44,17,30,Kerry Collins pass complete to Jerry Rice for 18 yards (tackle by Jamie Sharper),2.650,3.840
4,2:17,1,10,HOU 26,17,30,Kerry Collins pass complete to Doug Jolley for 2 yards (tackle by Aaron Glenn),3.840,3.570
4,2:11,2,8,HOU 24,17,30,Kerry Collins pass incomplete intended for Jerry Porter is intercepted by Dunta Robinson at HOU-6 and returned for 61 yards (tackle by J.R. Redmond),3.570,-3.380
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
4,1:48,1,10,OAK 33,17,30,David Carr kneels for -2 yards,3.380,2.570
4,1:06,2,12,OAK 35,17,30,David Carr kneels for -1 yards,2.570,1.750
4,0:25,3,13,OAK 36,17,30,David Carr kneels for -2 yards,1.750,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
