Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,DET 30,0,0,"Jason Hanson kicks off 60 yards, returned by Allen Rossum for 9 yards (tackle by Donte Curry)",0.000,0.150
1,14:53,1,10,ATL 19,0,0,Warrick Dunn up the middle for 2 yards (tackle by Dan Wilkinson),0.150,-0.060
1,14:21,2,8,ATL 21,0,0,Michael Vick pass complete to Peerless Price for 16 yards (tackle by Fernando Bryant),-0.060,1.400
1,13:46,1,10,ATL 37,0,0,Michael Vick pass complete to Warrick Dunn for 5 yards (tackle by Cory Redding),1.400,1.530
1,12:55,2,5,ATL 42,0,0,Michael Vick pass complete to Peerless Price for 1 yard,1.530,0.960
1,12:28,3,4,ATL 43,0,0,Michael Vick left end for 5 yards (tackle by Chris Cash),0.960,2.130
1,12:02,1,10,ATL 48,0,0,Warrick Dunn right tackle for no gain (tackle by Cory Redding),2.130,1.580
1,11:35,2,10,ATL 48,0,0,Michael Vick pass incomplete intended for Alge Crumpler (defended by Teddy Lehman),1.580,0.890
1,11:28,3,10,ATL 48,0,0,Michael Vick pass incomplete intended for Alge Crumpler,0.890,-0.190
1,11:22,4,10,ATL 48,0,0,Chris Mohr punts 49 yards,-0.190,0.380
1,11:09,1,10,DET 3,0,0,Artose Pinner up the middle for 6 yards (tackle by Chris Draft and Bryan Scott),-0.380,-0.340
1,10:30,2,4,DET 9,0,0,Artose Pinner up the middle for 3 yards (tackle by Keith Brooking),-0.340,-0.370
1,9:47,3,1,DET 12,0,0,Artose Pinner left tackle for 14 yards (tackle by Kevin Mathis and Bryan Scott),-0.370,0.670
1,9:04,1,10,DET 26,0,0,"Penalty on Damien Woody: False Start, 5 yards (no play)",0.670,0.340
1,8:48,1,15,DET 21,0,0,Joey Harrington pass complete to Artose Pinner for 11 yards (tackle by Cory Hall),0.340,0.940
1,8:04,2,4,DET 32,0,0,Joey Harrington pass complete to Tai Streets for 6 yards (tackle by Kevin Mathis),0.940,1.470
1,7:26,1,10,DET 38,0,0,Artose Pinner right tackle for no gain (tackle by Keith Brooking),1.470,0.920
1,6:47,2,10,DET 38,0,0,Joey Harrington pass complete to Roy E. Williams for 3 yards (tackle by Kevin Mathis),0.920,0.630
1,6:06,3,7,DET 41,0,0,Joey Harrington pass complete to Stephen Alexander for 6 yards (tackle by Bryan Scott),0.630,-0.260
1,5:33,4,1,DET 47,0,0,"Nick Harris punts 39 yards, fair catch by Allen Rossum",-0.260,0.280
1,5:23,1,10,ATL 14,0,0,Warrick Dunn up the middle for 1 yard (tackle by Shaun Rogers),-0.280,-0.640
1,4:48,2,9,ATL 15,0,0,Michael Vick pass incomplete intended for Peerless Price,-0.640,-1.280
1,4:42,3,9,ATL 15,0,0,"Michael Vick sacked by Kalimba Edwards for -8 yards. Michael Vick fumbles (forced by Kalimba Edwards), recovered by Todd Weiner at ATL-7",-1.280,-2.490
1,4:02,4,17,ATL 7,0,0,"Chris Mohr punts 45 yards, returned by Eddie Drummond for -1 yards (tackle by Michael Jenkins)",-2.490,-2.060
1,3:53,1,10,DET 47,0,0,Joey Harrington pass complete to Shawn Bryson for 4 yards,2.060,2.060
1,3:24,2,6,ATL 49,0,0,Artose Pinner up the middle for 1 yard (tackle by Keith Brooking),2.060,1.490
1,2:47,3,5,ATL 48,0,0,Joey Harrington sacked by Roderick Coleman for -10 yards,1.490,-0.590
1,2:43,4,15,DET 42,0,0,"Nick Harris punts 58 yards, touchback",-0.590,-0.280
1,2:34,1,10,ATL 20,0,0,Warrick Dunn left tackle for 5 yards (tackle by Chris Cash),0.280,0.410
1,1:59,2,5,ATL 25,0,0,Michael Vick pass complete to Peerless Price for 6 yards (tackle by Keith Smith),0.410,1.000
1,1:37,1,10,ATL 31,0,0,Allen Rossum left end for no gain (tackle by Chris Cash),1.000,0.460
1,1:15,2,10,ATL 31,0,0,Warrick Dunn up the middle for 7 yards (tackle by Brock Marion),0.460,0.700
1,0:41,3,3,ATL 38,0,0,Michael Vick pass incomplete intended for Warrick Dunn,0.700,-0.850
1,0:36,4,3,ATL 38,0,0,"Chris Mohr punts 39 yards, returned by Eddie Drummond for 3 yards (tackle by Eric Johnson)",-0.850,-0.670
1,0:26,1,10,DET 26,0,0,Joey Harrington pass complete to Casey Fitzsimmons for 7 yards (tackle by Aaron Beasley),0.670,1.070
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,DET 33,0,0,Artose Pinner up the middle for 3 yards (tackle by Chad Lavalais),1.070,1.330
2,14:14,1,10,DET 36,0,0,Artose Pinner up the middle for 8 yards (tackle by Chris Draft),1.330,1.870
2,13:35,2,2,DET 44,0,0,Joey Harrington pass complete to Tai Streets for 1 yard (tackle by Cory Hall),1.870,1.290
2,12:57,3,1,DET 45,0,0,Artose Pinner up the middle for no gain (tackle by Chad Lavalais and Keith Brooking),1.290,-0.390
2,12:08,4,1,DET 45,0,0,"Penalty on Terrence Holt: Delay of Game, 5 yards (no play)",-0.390,-0.720
2,12:01,4,6,DET 40,0,0,"Nick Harris punts 44 yards, returned by Allen Rossum for 16 yards (tackle by Casey Fitzsimmons)",-0.720,-1.070
2,11:47,1,10,ATL 32,0,0,Michael Vick sacked by Shaun Rogers for -9 yards,1.070,-0.690
2,11:25,2,19,ATL 23,0,0,Warrick Dunn right tackle for 2 yards (tackle by Marcus Bell),-0.690,-1.090
2,10:50,3,17,ATL 25,0,0,Michael Vick pass complete to Dez White for 11 yards (tackle by Teddy Lehman),-1.090,-0.980
2,10:30,4,6,ATL 36,0,0,"Chris Mohr punts 41 yards, fair catch by Eddie Drummond. Penalty on Matt Stewart: Illegal Formation (Offsetting), Penalty on Brock Marion: Offensive Holding (Offsetting) (no play)",-0.980,-0.980
2,10:21,4,6,ATL 36,0,0,Chris Mohr pass complete to Brian Finneran for 26 yards (tackle by Terrence Holt),-0.980,3.050
2,10:05,1,10,DET 38,0,0,Michael Vick left tackle for 6 yards (tackle by James Davis),3.050,3.320
2,9:24,2,4,DET 32,0,0,Michael Vick pass incomplete intended for Peerless Price (defended by Fernando Bryant),3.320,2.610
