Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2022-09-08,8:20PM,Buffalo Bills,@,Los Angeles Rams,boxscore,31,10,413,4,243,3,https://www.pro-football-reference.com/boxscores/202209080ram.htm,LAR,BUF,2022_Week1_LAR_vs_BUF
Week1,Sun,2022-09-11,1:00PM,New Orleans Saints,@,Atlanta Falcons,boxscore,27,26,385,1,416,2,https://www.pro-football-reference.com/boxscores/202209110atl.htm,ATL,NO,2022_Week1_ATL_vs_NO
Week1,Sun,2022-09-11,1:00PM,Cleveland Browns,@,Carolina Panthers,boxscore,26,24,355,0,261,1,https://www.pro-football-reference.com/boxscores/202209110car.htm,CAR,CLE,2022_Week1_CAR_vs_CLE
Week1,Sun,2022-09-11,1:00PM,Chicago Bears,,San Francisco 49ers,boxscore,19,10,204,1,331,2,https://www.pro-football-reference.com/boxscores/202209110chi.htm,CHI,SF,2022_Week1_CHI_vs_SF
Week1,Sun,2022-09-11,1:00PM,Pittsburgh Steelers,@,Cincinnati Bengals,boxscore,23,20,267,0,432,5,https://www.pro-football-reference.com/boxscores/202209110cin.htm,CIN,PIT,2022_Week1_CIN_vs_PIT
Week1,Sun,2022-09-11,1:00PM,Houston Texans,,Indianapolis Colts,boxscore,20,20,299,1,517,2,https://www.pro-football-reference.com/boxscores/202209110htx.htm,HOU,IND,2022_Week1_HOU_vs_IND
Week1,Sun,2022-09-11,1:00PM,Philadelphia Eagles,@,Detroit Lions,boxscore,38,35,455,0,386,1,https://www.pro-football-reference.com/boxscores/202209110det.htm,DET,PHI,2022_Week1_DET_vs_PHI
Week1,Sun,2022-09-11,1:00PM,Washington Commanders,,Jacksonville Jaguars,boxscore,28,22,390,3,383,1,https://www.pro-football-reference.com/boxscores/202209110was.htm,WAS,JAX,2022_Week1_WAS_vs_JAX
Week1,Sun,2022-09-11,1:00PM,Miami Dolphins,,New England Patriots,boxscore,20,7,307,0,271,3,https://www.pro-football-reference.com/boxscores/202209110mia.htm,MIA,NE,2022_Week1_MIA_vs_NE
Week1,Sun,2022-09-11,1:00PM,Baltimore Ravens,@,New York Jets,boxscore,24,9,274,1,380,2,https://www.pro-football-reference.com/boxscores/202209110nyj.htm,NYJ,BAL,2022_Week1_NYJ_vs_BAL
Week1,Sun,2022-09-11,4:25PM,Kansas City Chiefs,@,Arizona Cardinals,boxscore,44,21,488,1,282,0,https://www.pro-football-reference.com/boxscores/202209110crd.htm,ARI,KC,2022_Week1_ARI_vs_KC
Week1,Sun,2022-09-11,4:25PM,Minnesota Vikings,,Green Bay Packers,boxscore,23,7,395,0,338,2,https://www.pro-football-reference.com/boxscores/202209110min.htm,MIN,GB,2022_Week1_MIN_vs_GB
Week1,Sun,2022-09-11,4:25PM,New York Giants,@,Tennessee Titans,boxscore,21,20,394,2,359,1,https://www.pro-football-reference.com/boxscores/202209110oti.htm,TEN,NYG,2022_Week1_TEN_vs_NYG
Week1,Sun,2022-09-11,4:25PM,Los Angeles Chargers,,Las Vegas Raiders,boxscore,24,19,355,0,320,3,https://www.pro-football-reference.com/boxscores/202209110sdg.htm,LAC,LVR,2022_Week1_LAC_vs_LVR
Week1,Sun,2022-09-11,8:20PM,Tampa Bay Buccaneers,@,Dallas Cowboys,boxscore,19,3,347,1,244,1,https://www.pro-football-reference.com/boxscores/202209110dal.htm,DAL,TB,2022_Week1_DAL_vs_TB
Week1,Mon,2022-09-12,8:20PM,Seattle Seahawks,,Denver Broncos,boxscore,17,16,253,1,433,2,https://www.pro-football-reference.com/boxscores/202209120sea.htm,SEA,DEN,2022_Week1_SEA_vs_DEN
Week2,Thu,2022-09-15,8:15PM,Kansas City Chiefs,,Los Angeles Chargers,boxscore,27,24,319,0,401,1,https://www.pro-football-reference.com/boxscores/202209150kan.htm,KC,LAC,2022_Week2_KC_vs_LAC
Week2,Sun,2022-09-18,1:00PM,New York Giants,,Carolina Panthers,boxscore,19,16,265,0,275,2,https://www.pro-football-reference.com/boxscores/202209180nyg.htm,NYG,CAR,2022_Week2_NYG_vs_CAR
Week2,Sun,2022-09-18,1:00PM,New York Jets,@,Cleveland Browns,boxscore,31,30,402,1,405,1,https://www.pro-football-reference.com/boxscores/202209180cle.htm,CLE,NYJ,2022_Week2_CLE_vs_NYJ
Week2,Sun,2022-09-18,1:00PM,Jacksonville Jaguars,,Indianapolis Colts,boxscore,24,0,331,0,218,3,https://www.pro-football-reference.com/boxscores/202209180jax.htm,JAX,IND,2022_Week2_JAX_vs_IND
Week2,Sun,2022-09-18,1:00PM,Detroit Lions,,Washington Commanders,boxscore,36,27,425,0,396,1,https://www.pro-football-reference.com/boxscores/202209180det.htm,DET,WAS,2022_Week2_DET_vs_WAS
Week2,Sun,2022-09-18,1:00PM,Miami Dolphins,@,Baltimore Ravens,boxscore,42,38,547,2,473,0,https://www.pro-football-reference.com/boxscores/202209180rav.htm,BAL,MIA,2022_Week2_BAL_vs_MIA
Week2,Sun,2022-09-18,1:00PM,Tampa Bay Buccaneers,@,New Orleans Saints,boxscore,20,10,260,1,308,5,https://www.pro-football-reference.com/boxscores/202209180nor.htm,NO,TB,2022_Week2_NO_vs_TB
Week2,Sun,2022-09-18,1:00PM,New England Patriots,@,Pittsburgh Steelers,boxscore,17,14,376,1,243,2,https://www.pro-football-reference.com/boxscores/202209180pit.htm,PIT,NE,2022_Week2_PIT_vs_NE
Week2,Sun,2022-09-18,4:05PM,Los Angeles Rams,,Atlanta Falcons,boxscore,31,27,337,3,261,3,https://www.pro-football-reference.com/boxscores/202209180ram.htm,LAR,ATL,2022_Week2_LAR_vs_ATL
Week2,Sun,2022-09-18,4:05PM,San Francisco 49ers,,Seattle Seahawks,boxscore,27,7,373,0,216,3,https://www.pro-football-reference.com/boxscores/202209180sfo.htm,SF,SEA,2022_Week2_SF_vs_SEA
Week2,Sun,2022-09-18,4:25PM,Dallas Cowboys,,Cincinnati Bengals,boxscore,20,17,337,1,254,0,https://www.pro-football-reference.com/boxscores/202209180dal.htm,DAL,CIN,2022_Week2_DAL_vs_CIN
Week2,Sun,2022-09-18,4:25PM,Arizona Cardinals,@,Las Vegas Raiders,boxscore,29,23,413,1,324,1,https://www.pro-football-reference.com/boxscores/202209180rai.htm,LVR,ARI,2022_Week2_LVR_vs_ARI
Week2,Sun,2022-09-18,4:25PM,Denver Broncos,,Houston Texans,boxscore,16,9,350,1,234,0,https://www.pro-football-reference.com/boxscores/202209180den.htm,DEN,HOU,2022_Week2_DEN_vs_HOU
Week2,Sun,2022-09-18,8:20PM,Green Bay Packers,,Chicago Bears,boxscore,27,10,414,1,228,1,https://www.pro-football-reference.com/boxscores/202209180gnb.htm,GB,CHI,2022_Week2_GB_vs_CHI
Week2,Mon,2022-09-19,7:15PM,Buffalo Bills,,Tennessee Titans,boxscore,41,7,414,0,187,4,https://www.pro-football-reference.com/boxscores/202209190buf.htm,BUF,TEN,2022_Week2_BUF_vs_TEN
Week2,Mon,2022-09-19,8:30PM,Philadelphia Eagles,,Minnesota Vikings,boxscore,24,7,486,1,264,3,https://www.pro-football-reference.com/boxscores/202209190phi.htm,PHI,MIN,2022_Week2_PHI_vs_MIN
