Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nyheim Hines,IND,12,70,1,6,27,2.3,43,3.6,3,4.0
Jordan Wilkins,IND,8,28,0,1,14,1.8,14,1.8,1,8.0
Jonathan Taylor,IND,7,12,0,2,1,0.1,11,1.6,0,
Jacoby Brissett,IND,1,2,1,1,1,1.0,1,1.0,0,
Michael Pittman Jr.,IND,1,21,0,1,18,18.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,19,103,0,6,35,1.8,68,3.6,2,9.5
D'Onta Foreman,TEN,7,18,0,1,5,0.7,13,1.9,1,7.0
Jeremy McNichols,TEN,3,26,0,1,12,4.0,14,4.7,0,
Ryan Tannehill,TEN,2,9,0,0,2,1.0,7,3.5,0,
Jonnu Smith,TEN,1,1,1,1,1,1.0,0,0.0,0,
