Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Pittman Jr.,IND,8,7,101,0,2,44,6.3,57,8.1,6.8,0,,0,0.0,0,118.7
Nyheim Hines,IND,6,5,45,1,3,-5,-1.0,50,10.0,0.0,0,,0,0.0,0,137.5
Zach Pascal,IND,5,4,33,0,2,2,0.5,31,7.8,3.0,0,,0,0.0,0,94.2
T.Y. Hilton,IND,5,4,40,0,3,22,5.5,18,4.5,8.8,1,4.0,0,0.0,0,100.0
Mo Alie-Cox,IND,4,3,19,0,,12,4.0,7,2.3,3.0,0,,0,0.0,0,84.4
Trey Burton,IND,3,3,24,0,1,16,5.3,8,2.7,5.3,0,,0,0.0,0,100.0
Jonathan Taylor,IND,2,2,25,0,2,-6,-3.0,31,15.5,-3.0,1,2.0,0,0.0,0,118.7
DeMichael Harris,IND,1,1,21,0,,,,,,0.0,,,,0.0,,118.7
Jordan Wilkins,IND,1,0,0,0,0,0,,0,,2.0,0,,1,100.0,0,39.6
Marcus Johnson,IND,1,0,0,0,,0,,0,,36.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Corey Davis,TEN,6,5,67,0,4,50,10.0,17,3.4,10.3,0,,0,0.0,0,113.2
Jonnu Smith,TEN,6,2,14,0,0,10,5.0,4,2.0,9.0,0,,0,0.0,0,42.4
Cameron Batson,TEN,2,2,8,0,1,5,2.5,3,1.5,2.5,0,,0,0.0,0,83.3
Derrick Henry,TEN,2,1,6,0,0,-5,-5.0,11,11.0,-3.0,0,,0,0.0,0,56.2
D'Onta Foreman,TEN,1,1,5,1,1,2,2.0,3,3.0,2.0,0,,0,0.0,0,127.1
Anthony Firkser,TEN,3,1,5,0,1,1,1.0,4,4.0,7.3,0,,0,0.0,0,42.4
Jeremy McNichols,TEN,1,1,8,0,0,-4,-4.0,12,12.0,-4.0,0,,0,0.0,0,100.0
A.J. Brown,TEN,4,1,21,0,1,11,11.0,10,10.0,14.3,0,,1,25.0,0,49.0
Khari Blasingame,TEN,1,1,13,0,1,1,1.0,12,12.0,1.0,0,,0,0.0,0,118.7
Nick Westbrook-Ikhine,TEN,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
