Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
1,9:03,2,5,CHI 30,0,6,Mitchell Trubisky pass complete short right to Allen Robinson for 7 yards (tackle by Deion Jones and Keanu Neal),0.740,1.400
1,8:23,1,10,CHI 37,0,6,Mitchell Trubisky pass complete short right to Demetrius Harris for 5 yards (tackle by Deion Jones),1.400,1.530
1,7:38,2,5,CHI 42,0,6,Anthony Miller left end for 9 yards (tackle by Isaiah Oliver),1.530,2.320
1,7:04,1,10,ATL 49,0,6,Mitchell Trubisky pass complete short middle to Allen Robinson for 19 yards (tackle by Isaiah Oliver),2.320,3.580
1,6:18,1,10,ATL 30,0,6,"Cordarrelle Patterson left end for 11 yards (tackle by Keanu Neal). Penalty on Charles Leno: Offensive Holding, 10 yards (no play)",3.580,2.920
1,5:57,1,20,ATL 40,0,6,Mitchell Trubisky pass complete short right to Anthony Miller for 13 yards (tackle by Darqueze Dennard),2.920,3.440
1,5:15,2,7,ATL 27,0,6,Cordarrelle Patterson right guard for 6 yards (tackle by Keanu Neal and Deion Jones),3.440,3.530
1,4:54,3,1,ATL 21,0,6,Cordarrelle Patterson right guard for 3 yards (tackle by Deion Jones and Tyeler Davison),3.530,4.370
1,4:15,1,10,ATL 18,0,6,David Montgomery left tackle for -5 yards (tackle by Grady Jarrett),4.370,3.150
1,3:32,2,15,ATL 23,0,6,David Montgomery right tackle for 6 yards (tackle by Grady Jarrett and Marlon Davidson),3.150,3.170
1,2:53,3,9,ATL 17,0,6,Mitchell Trubisky pass incomplete short middle intended for Anthony Miller (defended by Blidi Wreh-Wilson),3.170,2.310
1,2:47,4,9,ATL 17,3,6,Cairo Santos 35 yard field goal good,2.310,3.000
1,2:43,,,CHI 35,3,6,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
1,2:43,1,10,ATL 25,3,6,Matt Ryan pass complete short left to Calvin Ridley for 16 yards (tackle by Danny Trevathan),0.610,1.660
1,2:05,1,10,ATL 41,3,6,"Matt Ryan pass complete short left to Todd Gurley for 2 yards (tackle by Roquan Smith). Todd Gurley fumbles, ball out of bounds at ATL-43 (forced by Roquan Smith)",1.660,1.390
1,1:35,2,8,ATL 43,3,6,Todd Gurley right guard for 3 yards (tackle by Tashaun Gipson),1.390,1.090
1,1:00,3,5,ATL 46,3,6,Matt Ryan pass incomplete short middle intended for Russell Gage,1.090,-0.320
1,0:57,4,5,ATL 46,3,6,Sterling Hofrichter punts 35 yards out of bounds,-0.320,-0.150
1,0:49,1,10,CHI 19,3,6,Mitchell Trubisky pass incomplete deep right intended for Ted Ginn,0.150,-0.390
1,0:42,2,10,CHI 19,3,6,David Montgomery left tackle for 3 yards (tackle by Marlon Davidson),-0.390,-0.680
1,0:04,3,7,CHI 22,3,6,Mitchell Trubisky pass incomplete deep left intended for Tarik Cohen,-0.680,-1.900
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,7,CHI 22,3,6,"Pat O'Donnell punts 49 yards, returned by Brandon Powell for 7 yards (tackle by Sherrick McManis)",-1.900,-1.330
2,14:49,1,10,ATL 36,3,6,Brian Hill left tackle for 2 yards (tackle by Akiem Hicks),1.330,1.060
2,14:15,2,8,ATL 38,3,6,Matt Ryan pass complete short left to Olamide Zaccheaus for 9 yards (tackle by Jaylon Johnson and Tashaun Gipson),1.060,2.060
2,13:39,1,10,ATL 47,3,6,Matt Ryan pass complete short left to Russell Gage for 14 yards (tackle by Danny Trevathan),2.060,2.980
2,13:04,1,10,CHI 39,3,6,Brian Hill right tackle for 5 yards (tackle by Roquan Smith),2.980,3.120
2,12:33,2,5,CHI 34,3,6,Calvin Ridley left end for 7 yards (tackle by Jaylon Johnson),3.120,3.780
2,11:54,1,10,CHI 27,3,6,Matt Ryan pass complete short middle to Luke Stocker for 6 yards (tackle by Danny Trevathan),3.780,4.040
2,11:16,2,4,CHI 21,3,6,Brian Hill right guard for 1 yard (tackle by Brent Urban),4.040,3.470
2,10:42,3,3,CHI 20,3,6,Matt Ryan pass complete short right to Russell Gage for 12 yards (tackle by Buster Skrine and Eddie Jackson),3.470,5.370
2,9:55,1,8,CHI 8,3,6,Todd Gurley right guard for 4 yards (tackle by Khalil Mack),5.370,5.340
2,9:19,2,4,CHI 4,3,6,Matt Ryan pass incomplete short right intended for Calvin Ridley (defended by Kyle Fuller),5.340,4.490
2,9:14,3,4,CHI 4,3,6,Matt Ryan sacked by and Akiem Hicks for -7 yards and Khalil Mack for -7 yards,4.490,2.700
2,8:36,4,11,CHI 11,3,9,Younghoe Koo 29 yard field goal good,2.700,3.000
2,8:31,,,ATL 35,3,9,"Sterling Hofrichter kicks off 65 yards, touchback.",0.000,0.610
2,8:31,1,10,CHI 25,3,9,David Montgomery right guard for -7 yards (tackle by Mykal Walker),0.610,-0.980
2,7:49,2,17,CHI 18,3,9,Mitchell Trubisky pass complete short left to Darnell Mooney for 12 yards (tackle by Isaiah Oliver),-0.980,0.040
2,7:02,3,5,CHI 30,3,9,Mitchell Trubisky sacked by Grady Jarrett for -6 yards,0.040,-1.770
2,6:10,4,11,CHI 24,3,9,"Penalty on Josh Woods: False Start, 5 yards (no play)",-1.770,-2.140
2,6:06,4,16,CHI 19,3,9,"Pat O'Donnell punts 54 yards, returned by Brandon Powell for 11 yards (tackle by Cordarrelle Patterson)",-2.140,-1.470
2,5:54,1,10,ATL 38,3,9,Matt Ryan pass incomplete deep left intended for Calvin Ridley,1.470,0.920
2,5:48,2,10,ATL 38,3,9,Todd Gurley right end for 7 yards (tackle by Kyle Fuller),0.920,1.160
2,5:13,3,3,ATL 45,3,9,"Matt Ryan sacked by Khalil Mack for no gain. Matt Ryan fumbles (forced by Khalil Mack), recovered by Bilal Nichols at ATL-38, lateral to Buster Skrine for 1 yard. Buster Skrine fumbles out of bounds. Penalty on Mario Edwards: Roughing the Passer, 15 yards. Penalty on Buster Skrine: Illegal Forward Pass, 15 yards (no play)",1.160,2.920
2,5:03,1,10,CHI 40,3,9,Matt Ryan pass incomplete short middle intended for Hayden Hurst (defended by Bilal Nichols),2.920,2.370
2,4:59,2,10,CHI 40,3,9,Matt Ryan pass incomplete deep middle intended for Calvin Ridley (defended by Roquan Smith),2.370,1.680
2,4:52,3,10,CHI 40,3,9,"Matt Ryan pass incomplete short left intended for Calvin Ridley (defended by Jaylon Johnson). Penalty on Khalil Mack: Defensive Offside, 5 yards (no play)",1.680,2.340
2,4:48,3,5,CHI 35,3,15,"Brian Hill left tackle for 35 yards, touchdown",2.340,7.000
2,4:37,,,CHI 15,3,16,Younghoe Koo kicks extra point good,0.000,0.000
2,4:37,,,ATL 35,3,16,"Sterling Hofrichter kicks off 65 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Jaylinn Hawkins)",0.000,0.610
2,4:32,1,10,CHI 25,3,16,Mitchell Trubisky sacked by Charles Harris for -3 yards,0.610,-0.340
2,3:53,2,13,CHI 22,3,16,Mitchell Trubisky pass complete short right to Allen Robinson for 17 yards (tackle by Darqueze Dennard),-0.340,1.530
2,3:12,1,10,CHI 39,3,16,Mitchell Trubisky pass incomplete short left intended for Tarik Cohen,1.530,0.990
2,3:07,2,10,CHI 39,3,16,"Penalty on James Daniels: False Start, 5 yards (no play)",0.990,0.310
2,3:07,2,15,CHI 34,3,16,Mitchell Trubisky pass complete short left to Allen Robinson for 16 yards (tackle by Isaiah Oliver),0.310,2.260
2,2:29,1,10,CHI 50,3,16,Mitchell Trubisky left tackle for 45 yards (tackle by Damontae Kazee),2.260,6.060
2,2:00,1,5,ATL 5,3,16,David Montgomery right tackle for 3 yards (tackle by Tyeler Davison),6.060,5.720
2,1:55,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:55,2,2,ATL 2,9,16,"Mitchell Trubisky pass complete short right to Jimmy Graham for 2 yards, touchdown",5.720,7.000
2,1:50,,,ATL 15,10,16,Cairo Santos kicks extra point good,0.000,0.000
2,1:50,,,CHI 35,10,16,"Cairo Santos kicks off 65 yards, returned by Brandon Powell for 14 yards (tackle by Sherrick McManis)",0.000,-0.280
2,1:44,1,10,ATL 14,10,16,Matt Ryan pass complete short right to Calvin Ridley for 5 yards (tackle by Kyle Fuller),-0.280,-0.040
2,1:26,2,5,ATL 19,10,16,Matt Ryan pass incomplete short middle intended for Ito Smith,-0.040,-0.800
2,1:23,3,5,ATL 19,10,16,Matt Ryan pass complete short middle to Calvin Ridley for 2 yards (tackle by Eddie Jackson),-0.800,-1.960
2,1:17,,,,,,Timeout #1 by Chicago Bears,,
2,1:17,4,3,ATL 21,10,16,Sterling Hofrichter punts 44 yards out of bounds,-1.960,-1.270
2,1:10,1,10,CHI 35,10,16,Mitchell Trubisky pass incomplete deep left intended for Darnell Mooney,1.270,0.720
2,1:06,2,10,CHI 35,10,16,Mitchell Trubisky pass complete short right to Tarik Cohen for 8 yards (tackle by Jacob Tuioti-Mariner),0.720,1.090
2,1:00,3,2,CHI 43,10,16,Mitchell Trubisky pass incomplete deep right intended for Anthony Miller,1.090,-0.520
2,0:54,4,2,CHI 43,10,16,"Penalty on J.P. Holtz: False Start, 5 yards (no play)",-0.520,-0.850
2,0:54,4,7,CHI 38,10,16,"Pat O'Donnell punts 48 yards, fair catch by Brandon Powell at ATL-14",-0.850,0.280
2,0:46,1,10,ATL 14,10,16,Todd Gurley left tackle for 11 yards (tackle by Tashaun Gipson),-0.280,0.610
2,0:27,1,10,ATL 25,10,16,Matt Ryan pass complete short left to Olamide Zaccheaus for 13 yards (tackle by Jaylon Johnson),0.610,1.470
2,0:22,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:22,1,10,ATL 38,10,16,Matt Ryan pass incomplete deep left intended for Calvin Ridley,1.470,0.920
2,0:17,2,10,ATL 38,10,16,"Matt Ryan right tackle for 4 yards (tackle by Khalil Mack). Penalty on Alex Mack: Offensive Holding, 10 yards (no play)",0.920,-0.430
2,0:10,2,20,ATL 28,10,16,"Todd Gurley right end for 1 yard (tackle by Roy Robertson-Harris). Penalty on Bilal Nichols: Defensive Holding, 5 yards",-0.430,1.200
2,0:03,1,10,ATL 34,10,16,Matt Ryan kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,16,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,10,16,Brian Hill left guard for 6 yards (tackle by Danny Trevathan),0.610,0.870
3,14:42,2,4,ATL 31,10,16,Brian Hill left end for 2 yards (tackle by Akiem Hicks),0.870,0.430
3,14:01,3,2,ATL 33,10,16,"Matt Ryan pass complete short middle to Brandon Powell for 2 yards (tackle by Buster Skrine). Penalty on Akiem Hicks: Roughing the Passer, 15 yards",0.430,2.260
3,13:49,1,10,ATL 50,10,16,Matt Ryan pass incomplete short left intended for Todd Gurley,2.260,1.710
3,13:45,2,10,ATL 50,10,16,Todd Gurley left guard for 16 yards (tackle by Buster Skrine and Eddie Jackson),1.710,3.310
3,13:09,1,10,CHI 34,10,16,Matt Ryan pass complete deep right to Calvin Ridley for 24 yards (tackle by Kyle Fuller),3.310,4.910
3,12:40,1,10,CHI 10,10,22,"Todd Gurley left end for 10 yards, touchdown",4.910,7.000
3,12:34,,,CHI 15,10,23,Younghoe Koo kicks extra point good,0.000,0.000
3,12:34,,,ATL 35,10,23,"Sterling Hofrichter kicks off 67 yards, returned by Cordarrelle Patterson for 40 yards (tackle by Jacob Tuioti-Mariner)",0.000,1.470
3,12:22,1,10,CHI 38,10,23,Mitchell Trubisky pass complete short left to Allen Robinson for 5 yards (tackle by Deion Jones),1.470,1.600
3,11:47,2,5,CHI 43,10,23,David Montgomery left end for -3 yards (tackle by Isaiah Oliver),1.600,0.500
3,11:02,3,8,CHI 40,10,23,Mitchell Trubisky pass short right intended for Jimmy Graham is intercepted by Blidi Wreh-Wilson at CHI-42 and returned for 23 yards,0.500,-4.310
3,10:53,1,10,CHI 19,10,23,Todd Gurley right tackle for 1 yard (tackle by Eddie Jackson),4.310,3.880
3,10:12,2,9,CHI 18,10,23,Matt Ryan pass incomplete deep left intended for Calvin Ridley,3.880,3.140
3,10:06,3,9,CHI 18,10,23,Matt Ryan pass incomplete deep left intended for Brandon Powell,3.140,2.250
3,10:02,4,9,CHI 18,10,26,Younghoe Koo 36 yard field goal good,2.250,3.000
3,9:58,,,ATL 35,10,26,"Sterling Hofrichter kicks off 25 yards, out of bounds",0.000,1.600
3,9:58,1,10,CHI 40,10,26,Cordarrelle Patterson right tackle for 4 yards (tackle by Deion Jones and Marlon Davidson),1.600,1.590
3,9:18,2,6,CHI 44,10,26,Nick Foles pass complete short middle to Jimmy Graham for 11 yards (tackle by Mykal Walker and Charles Harris),1.590,2.590
3,8:39,1,10,ATL 45,10,26,Nick Foles pass incomplete short left,2.590,2.040
3,8:34,2,10,ATL 45,10,26,Nick Foles pass complete short left to Tarik Cohen for 20 yards (tackle by Isaiah Oliver),2.040,3.910
3,7:53,1,10,ATL 25,10,26,Tarik Cohen right tackle for 4 yards (tackle by Mykal Walker and Deion Jones),3.910,3.900
3,7:08,2,6,ATL 21,10,26,David Montgomery left tackle for no gain (tackle by Jacob Tuioti-Mariner),3.900,3.200
3,6:29,3,6,ATL 21,10,26,Nick Foles pass deep right intended for Allen Robinson is intercepted by Darqueze Dennard at ATL-0 and returned for no gain,3.200,-0.280
3,6:23,1,10,ATL 20,10,26,Matt Ryan pass complete short middle to Olamide Zaccheaus for 13 yards (tackle by Eddie Jackson),0.280,1.140
3,5:45,1,10,ATL 33,10,26,Matt Ryan pass complete short right to Brian Hill for 22 yards (tackle by Tashaun Gipson),1.140,2.590
3,5:10,1,10,CHI 45,10,26,Matt Ryan pass complete short left to Keith Smith for 3 yards (tackle by James Vaughters),2.590,2.450
3,4:35,2,7,CHI 42,10,26,Brian Hill left end for 2 yards (tackle by Roquan Smith),2.450,2.010
3,3:56,3,5,CHI 40,10,26,Matt Ryan pass incomplete short left intended for Brian Hill,2.010,0.590
3,3:53,4,5,CHI 40,10,26,"Sterling Hofrichter punts 30 yards, fair catch by Tarik Cohen at CHI-10",0.590,0.380
3,3:45,1,10,CHI 10,10,26,David Montgomery left tackle for -1 yards (tackle by Tyeler Davison and Allen Bailey),-0.380,-0.850
3,3:01,2,11,CHI 9,10,26,Nick Foles pass complete short left to David Montgomery for 3 yards (tackle by Mykal Walker and Isaiah Oliver),-0.850,-1.190
3,2:14,3,8,CHI 12,10,26,Nick Foles pass incomplete short left intended for Darnell Mooney,-1.190,-2.490
3,2:10,4,8,CHI 12,10,26,"Pat O'Donnell punts 64 yards, returned by Brandon Powell for 14 yards (tackle by Deon Bush). Penalty on Josh Woods: Offensive Holding, 10 yards",-2.490,-2.130
3,1:57,1,10,ATL 48,10,26,Todd Gurley right tackle for 4 yards (tackle by James Vaughters and Roquan Smith),2.130,2.120
3,1:26,2,6,CHI 48,10,26,Todd Gurley left tackle for 3 yards (tackle by Tashaun Gipson and Roquan Smith),2.120,1.820
3,0:48,3,3,CHI 45,10,26,Todd Gurley left end for 16 yards (tackle by Eddie Jackson and Buster Skrine),1.820,3.640
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 29,10,26,Todd Gurley left tackle for 3 yards (tackle by Jaylon Johnson and Khalil Mack),3.640,3.510
4,14:23,2,7,CHI 26,10,26,Matt Ryan pass incomplete short left intended for Calvin Ridley (defended by Brent Urban),3.510,2.810
4,14:20,,,,,,Timeout #1 by Atlanta Falcons,,
4,14:20,3,7,CHI 26,10,26,Matt Ryan sacked by Akiem Hicks for -4 yards,2.810,1.410
4,13:41,4,11,CHI 30,10,26,Younghoe Koo 48 yard field goal no good,1.410,-1.470
4,13:35,1,10,CHI 38,10,26,Nick Foles pass incomplete short right intended for Tarik Cohen,1.470,0.920
4,13:32,2,10,CHI 38,10,26,"Nick Foles pass complete short right to Allen Robinson for 7 yards (tackle by LaRoy Reynolds). Penalty on LaRoy Reynolds: Face Mask (15 Yards), 15 yards",0.920,2.920
4,13:13,1,10,ATL 40,10,26,Nick Foles pass complete short left to Darnell Mooney for 7 yards (tackle by Mykal Walker),2.920,3.320
4,12:48,2,3,ATL 33,10,26,Nick Foles pass incomplete short right intended for Jimmy Graham (defended by LaRoy Reynolds),3.320,2.610
4,12:44,3,3,ATL 33,10,26,"Nick Foles pass incomplete deep right intended for Darnell Mooney (defended by Darqueze Dennard) Penalty on CHI: Illegal Shift, 5 yards (no play)",2.610,1.950
4,12:37,3,8,ATL 38,10,26,"Nick Foles pass complete deep left to Jimmy Graham for 29 yards (tackle by Mykal Walker). Jimmy Graham fumbles (forced by Mykal Walker), recovered by Anthony Miller at ATL-9 (tackle by Damontae Kazee). Anthony Miller fumbles (forced by Damontae Kazee), recovered by Anthony Miller at ATL-9",1.950,5.140
4,11:41,1,9,ATL 9,10,26,Nick Foles pass incomplete short left,5.140,4.380
4,11:37,2,9,ATL 9,10,26,Nick Foles pass complete short left to Tarik Cohen for -8 yards (tackle by Keanu Neal),4.380,2.740
4,10:54,3,17,ATL 17,10,26,Nick Foles pass incomplete deep left intended for Jimmy Graham (defended by Isaiah Oliver),2.740,2.310
4,10:49,4,17,ATL 17,10,26,Nick Foles pass incomplete deep middle intended for Anthony Miller,2.310,0.060
4,10:46,1,10,ATL 17,10,26,Brian Hill left guard for 4 yards (tackle by Danny Trevathan and Roy Robertson-Harris),-0.060,0.080
4,10:04,2,6,ATL 21,10,26,Brian Hill right tackle for 1 yard (tackle by Bilal Nichols and Khalil Mack),0.080,-0.620
4,9:24,3,5,ATL 22,10,26,Matt Ryan pass incomplete deep right intended for Olamide Zaccheaus,-0.620,-1.900
4,9:19,4,5,ATL 22,10,26,"Sterling Hofrichter punts 40 yards, fair catch by Tarik Cohen at CHI-38",-1.900,-1.470
4,9:10,1,10,CHI 38,10,26,Nick Foles pass incomplete deep right intended for Darnell Mooney,1.470,0.920
4,9:05,2,10,CHI 38,10,26,Nick Foles pass complete short left to Allen Robinson for 4 yards (tackle by Allen Bailey),0.920,0.760
4,8:28,3,6,CHI 42,10,26,Nick Foles pass incomplete deep left intended for Allen Robinson (defended by Isaiah Oliver),0.760,-0.590
4,8:23,4,6,CHI 42,10,26,Nick Foles pass complete deep right to Ted Ginn for 29 yards (tackle by Jaylinn Hawkins),-0.590,3.640
4,7:54,1,10,ATL 29,10,26,Nick Foles pass incomplete deep right intended for Javon Wims,3.640,3.100
4,7:50,2,10,ATL 29,10,26,David Montgomery right guard for 10 yards (tackle by Jaylinn Hawkins and Darqueze Dennard),3.100,4.310
4,7:15,1,10,ATL 19,10,26,"Nick Foles pass incomplete short right intended for David Montgomery. Penalty on Jaylinn Hawkins: Illegal Contact, 5 yards (no play)",4.310,5.140
4,7:12,1,9,ATL 9,10,26,Nick Foles pass complete short right to David Montgomery for 6 yards (tackle by John Cominsky and Darqueze Dennard),5.140,5.530
4,6:27,2,3,ATL 3,10,26,Nick Foles pass incomplete short right intended for Jimmy Graham,5.530,4.720
4,6:24,3,3,ATL 3,16,26,"Nick Foles pass complete short right to Jimmy Graham for 3 yards, touchdown",4.720,7.000
4,6:20,,,ATL 2,16,26,"Two Point Attempt: Nick Foles pass incomplete intended for Cole Kmet, conversion fails. Interception by Mykal Walker",1.000,-1.000
4,6:20,,,CHI 35,16,26,"Cairo Santos kicks off 62 yards, returned by Brandon Powell for 12 yards (tackle by Joel Iyiegbuniwe)",0.000,-0.220
4,6:15,1,10,ATL 15,16,26,Todd Gurley right end for 1 yard (tackle by Kyle Fuller and Khalil Mack),-0.220,-0.580
4,5:37,2,9,ATL 16,16,26,Matt Ryan pass incomplete deep middle intended for Calvin Ridley,-0.580,-1.250
4,5:32,3,9,ATL 16,16,26,Matt Ryan pass incomplete short middle intended for Hayden Hurst Penalty on ATL: Illegal Shift (Declined),-1.250,-2.390
4,5:26,4,9,ATL 16,16,26,"Sterling Hofrichter punts 39 yards, fair catch by Anthony Miller at CHI-45",-2.390,-1.930
4,5:20,1,10,CHI 45,16,26,"Penalty on Steven Means: Neutral Zone Infraction, 5 yards (no play)",1.930,2.660
4,5:20,1,5,CHI 50,16,26,David Montgomery left tackle for 9 yards (tackle by John Cominsky),2.660,2.850
4,4:53,1,10,ATL 41,16,26,Nick Foles pass complete short right to Jimmy Graham for 4 yards (tackle by Mykal Walker),2.850,2.850
4,4:29,2,6,ATL 37,22,26,"Nick Foles pass complete short left to Allen Robinson for 37 yards, touchdown, touchdown",2.850,7.000
4,4:21,,,ATL 15,23,26,Cairo Santos kicks extra point good,0.000,0.000
4,4:21,,,CHI 35,23,26,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,4:21,1,10,ATL 25,23,26,Matt Ryan pass incomplete short middle intended for Brian Hill,0.610,0.060
4,4:18,2,10,ATL 25,23,26,Matt Ryan pass incomplete short right intended for Ito Smith,0.060,-0.620
4,4:15,3,10,ATL 25,23,26,"Penalty on Calvin Ridley: False Start, 5 yards (no play)",-0.620,-1.290
4,4:15,3,15,ATL 20,23,26,Matt Ryan pass incomplete deep left intended for Olamide Zaccheaus,-1.290,-2.030
4,4:10,4,15,ATL 20,23,26,"Sterling Hofrichter punts 45 yards, returned by Anthony Miller for 6 yards (tackle by Jacob Tuioti-Mariner). Penalty on Keith Smith: Unnecessary Roughness, 15 yards",-2.030,-2.650
4,3:59,1,10,ATL 44,23,26,Nick Foles pass complete short middle to Allen Robinson for 6 yards (tackle by Keanu Neal),2.650,2.920
4,3:19,2,4,ATL 38,23,26,David Montgomery right guard for 8 yards (tackle by Keanu Neal),2.920,3.580
4,2:32,1,10,ATL 30,23,26,Nick Foles pass incomplete deep right intended for David Montgomery,3.580,3.030
4,2:26,2,10,ATL 30,23,26,Nick Foles pass complete short right to Demetrius Harris for 2 yards (tackle by Steven Means and Darqueze Dennard),3.030,2.610
4,2:00,3,8,ATL 28,29,26,"Nick Foles pass complete deep right to Anthony Miller for 28 yards, touchdown, touchdown",2.610,7.000
4,1:53,,,ATL 15,30,26,Cairo Santos kicks extra point good,0.000,0.000
4,1:53,,,CHI 35,30,26,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,1:53,1,10,ATL 25,30,26,Matt Ryan pass complete short right to Brandon Powell for 12 yards (tackle by Buster Skrine),0.610,1.400
4,1:37,1,10,ATL 37,30,26,Matt Ryan pass complete short left to Brandon Powell for 13 yards (tackle by Buster Skrine),1.400,2.260
4,1:30,1,10,ATL 50,30,26,Matt Ryan pass complete short right to Olamide Zaccheaus for 6 yards (tackle by Buster Skrine),2.260,2.520
4,1:14,2,4,CHI 44,30,26,"Matt Ryan pass deep right intended for Calvin Ridley is intercepted by Tashaun Gipson at CHI-24 and returned for 1 yard. Penalty on Damontae Kazee: Unsportsmanlike Conduct, 15 yards",2.520,-1.600
4,1:06,1,10,CHI 40,30,26,David Montgomery right end for 11 yards (tackle by Damontae Kazee),1.600,2.320
4,0:59,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:59,1,10,ATL 49,30,26,Nick Foles kneels for -1 yards,2.320,1.650
4,0:56,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:56,2,11,CHI 50,30,26,Nick Foles kneels for -1 yards,1.650,0.830
4,0:30,3,12,CHI 49,30,26,Nick Foles kneels for -1 yards,0.830,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
