Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Nick Martin,C,76,100%,0,0%,4,15%
Laremy Tunsil,T,76,100%,0,0%,4,15%
Max Scharping,G,76,100%,0,0%,4,15%
Deshaun Watson,QB,76,100%,0,0%,0,0%
DeAndre Hopkins,WR,76,100%,0,0%,0,0%
Kenny Stills,WR,73,96%,0,0%,0,0%
Keke Coutee,WR,55,72%,0,0%,0,0%
Jordan Akins,TE,48,63%,0,0%,11,41%
Zach Fulton,G,46,61%,0,0%,4,15%
Chris Clark,T,46,61%,0,0%,0,0%
Darren Fells,TE,42,55%,0,0%,4,15%
Carlos Hyde,RB,40,53%,0,0%,0,0%
Duke Johnson,RB,39,51%,0,0%,0,0%
Roderick Johnson,T,30,39%,0,0%,4,15%
Greg Mancz,C,30,39%,0,0%,4,15%
Jordan Thomas,TE,7,9%,0,0%,0,0%
Tashaun Gipson,FS,0,0%,59,100%,0,0%
Zach Cunningham,LB,0,0%,58,98%,8,30%
Benardrick McKinney,LB,0,0%,58,98%,0,0%
Justin Reid,SS,0,0%,56,95%,2,7%
Whitney Mercilus,LB,0,0%,52,88%,0,0%
D.J. Reader,NT,0,0%,46,78%,6,22%
Bradley Roby,CB,0,0%,45,76%,0,0%
Brennan Scarlett,LB,0,0%,37,63%,15,56%
Angelo Blackson,DE,0,0%,34,58%,6,22%
Brandon Dunn,NT,0,0%,32,54%,6,22%
Johnathan Joseph,CB,0,0%,30,51%,0,0%
Gareon Conley,CB,0,0%,30,51%,0,0%
Vernon Hargreaves III,CB,0,0%,28,47%,0,0%
Charles Omenihu,DE,0,0%,22,37%,6,22%
Joel Heath,DE,0,0%,20,34%,6,22%
Lonnie Johnson Jr.,CB,0,0%,14,24%,14,52%
Jacob Martin,LB,0,0%,13,22%,15,56%
Jahleel Addae,FS,0,0%,8,14%,15,56%
Barkevious Mingo,LB,0,0%,5,8%,23,85%
Peter Kalambayi,LB,0,0%,1,2%,17,63%
Tyrell Adams,LB,0,0%,1,2%,15,56%
A.J. Moore,FS,0,0%,0,0%,23,85%
Buddy Howell,RB,0,0%,0,0%,17,63%
Cullen Gillaspia,RB,0,0%,0,0%,17,63%
Keion Crossen,CB,0,0%,0,0%,16,59%
DeAndre Carter,WR,0,0%,0,0%,10,37%
Ka'imi Fairbairn,K,0,0%,0,0%,9,33%
Bryan Anger,P,0,0%,0,0%,6,22%
Jon Weeks,LS,0,0%,0,0%,6,22%
