Quarter,Time,Down,ToGo,Location,DEN,HOU,Detail,EPB,EPA
1,4:37,2,10,DEN 48,7,0,Deshaun Watson pass complete short right to Keke Coutee for 11 yards (tackle by Will Parks),1.850,3.120
1,3:52,1,10,DEN 37,13,0,"Deshaun Watson pass complete short middle to Keke Coutee for 8 yards (tackle by Alexander Johnson). Keke Coutee fumbles (forced by Alexander Johnson), recovered by Jeremiah Attaochu at DEN-29 and returned for 1 yard, lateral to Kareem Jackson for 70 yards, touchdown",3.120,-7.000
1,3:33,,,DEN 15,14,0,"Brandon McManus kicks extra point good. Penalty on Barkevious Mingo: Defensive Offside, 5 yards",0.000,0.000
1,3:33,,,DEN 40,14,0,"Brandon McManus kicks off 61 yards, returned by DeAndre Carter for 26 yards (tackle by Josey Jewell and Will Parks)",0.000,0.610
1,3:28,1,10,HOU 25,14,0,Deshaun Watson pass incomplete short left intended for Carlos Hyde,0.610,0.060
1,3:22,2,10,HOU 25,14,0,Carlos Hyde left tackle for 6 yards (tackle by Alexander Johnson and Todd Davis),0.060,0.170
1,2:42,3,4,HOU 31,14,0,Deshaun Watson pass complete short middle to DeAndre Hopkins for 14 yards (tackle by Chris Harris and Todd Davis),0.170,1.930
1,2:11,1,10,HOU 45,14,0,Duke Johnson up the middle for 5 yards (tackle by Todd Davis and Mike Purcell),1.930,2.060
1,1:37,2,5,HOU 50,14,0,Deshaun Watson sacked by Jeremiah Attaochu for -9 yards,2.060,0.170
1,0:50,3,14,HOU 41,14,0,Deshaun Watson pass incomplete deep middle intended for DeAndre Hopkins (defended by Kareem Jackson),0.170,-0.650
1,0:40,4,14,HOU 41,14,0,"Bryan Anger punts 41 yards, returned by Diontae Spencer for 2 yards (tackle by Zach Cunningham and Buddy Howell)",-0.650,-0.280
1,0:28,1,10,DEN 20,14,0,Drew Lock pass incomplete deep right intended for Tim Patrick (defended by Tashaun Gipson),0.280,-0.270
1,0:23,2,10,DEN 20,14,0,Royce Freeman up the middle for 1 yard (tackle by Zach Cunningham),-0.270,-0.820
Quarter,Time,Down,ToGo,Location,DEN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,DEN 21,14,0,Drew Lock pass complete deep left to Tim Patrick for 37 yards (tackle by Vernon Hargreaves and Justin Reid),-0.820,2.790
2,14:17,1,10,HOU 42,14,0,Phillip Lindsay up the middle for 2 yards (tackle by Zach Cunningham),2.790,2.510
2,13:35,2,8,HOU 40,14,0,Drew Lock pass complete short middle to Devontae Booker for 25 yards (tackle by Benardrick McKinney and Johnathan Joseph),2.510,4.580
2,12:49,1,10,HOU 15,14,0,Drew Lock pass complete short right to Courtland Sutton for 2 yards (tackle by Johnathan Joseph),4.580,4.280
2,12:10,2,8,HOU 13,14,0,Drew Lock pass complete short left to Royce Freeman for 5 yards (tackle by Benardrick McKinney and Brennan Scarlett),4.280,4.450
2,11:31,3,3,HOU 8,20,0,"Drew Lock pass complete short right to Jeff Heuerman for 8 yards, touchdown",4.450,7.000
2,11:24,,,HOU 15,21,0,Brandon McManus kicks extra point good,0.000,0.000
2,11:24,,,DEN 35,21,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,11:24,1,10,HOU 25,21,0,Deshaun Watson pass complete short right to Kenny Stills for 5 yards (tackle by Isaac Yiadom),0.610,0.740
2,10:52,2,5,HOU 30,21,0,Carlos Hyde left guard for 13 yards (tackle by Kareem Jackson and Todd Davis),0.740,1.800
2,10:21,1,10,HOU 43,21,0,Carlos Hyde up the middle for 4 yards (tackle by Alexander Johnson),1.800,1.790
2,9:45,2,6,HOU 47,21,0,Deshaun Watson pass complete short middle to Keke Coutee for 22 yards (tackle by Todd Davis and Kareem Jackson),1.790,3.510
2,9:10,1,10,DEN 31,21,0,Deshaun Watson pass incomplete short right intended for Darren Fells,3.510,2.970
2,9:03,2,10,DEN 31,21,0,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",2.970,2.290
2,9:03,2,15,DEN 36,21,0,Deshaun Watson pass incomplete short left intended for Duke Johnson (defended by Kareem Jackson),2.290,1.620
2,9:00,3,15,DEN 36,21,0,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins,1.620,0.880
2,8:53,4,15,DEN 36,21,3,Ka'imi Fairbairn 54 yard field goal good,0.880,3.000
2,8:49,,,HOU 35,21,3,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,8:49,1,10,DEN 25,21,3,Drew Lock pass complete short right to Phillip Lindsay for -1 yards (tackle by Zach Cunningham),0.610,-0.070
2,8:11,2,11,DEN 24,21,3,Drew Lock pass complete short right to Tim Patrick for 13 yards (tackle by Gareon Conley),-0.070,1.400
2,7:36,1,10,DEN 37,21,3,Phillip Lindsay up the middle for 8 yards (tackle by Tashaun Gipson),1.400,1.940
2,6:54,2,2,DEN 45,21,3,Royce Freeman up the middle for 6 yards (tackle by Whitney Mercilus),1.940,2.320
2,6:12,1,10,HOU 49,21,3,Drew Lock pass complete short middle to Noah Fant for 28 yards (tackle by Justin Reid and Gareon Conley),2.320,4.170
2,5:26,1,10,HOU 21,21,3,Phillip Lindsay right guard for 2 yards (tackle by Brennan Scarlett and Benardrick McKinney),4.170,3.900
2,4:45,2,8,HOU 19,21,3,Phillip Lindsay up the middle for 2 yards (tackle by Zach Cunningham and Benardrick McKinney),3.900,3.460
2,3:59,3,6,HOU 17,21,3,Drew Lock pass complete short right to Devontae Booker for -1 yards (tackle by Zach Cunningham),3.460,2.250
2,3:07,4,7,HOU 18,24,3,Brandon McManus 36 yard field goal good,2.250,3.000
2,3:04,,,DEN 35,24,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,3:04,1,10,HOU 25,24,3,Deshaun Watson pass incomplete deep right intended for Jordan Akins,0.610,0.060
2,2:58,2,10,HOU 25,24,3,Carlos Hyde right guard for 9 yards (tackle by Von Miller and Justin Simmons),0.060,0.560
2,2:23,3,1,HOU 34,24,3,Deshaun Watson pass complete short left to Darren Fells for no gain (tackle by Kareem Jackson),0.560,-1.110
2,2:00,4,1,HOU 34,24,3,Deshaun Watson pass incomplete short left intended for Keke Coutee (defended by Shelby Harris),-1.110,-3.310
2,1:56,1,10,HOU 34,24,3,Drew Lock pass incomplete deep middle intended for DaeSean Hamilton,3.310,2.770
2,1:52,2,10,HOU 34,24,3,Drew Lock pass complete short left to Courtland Sutton for 11 yards (tackle by Vernon Hargreaves),2.770,4.040
2,1:43,,,,,,Timeout #1 by Houston Texans,,
2,1:43,1,10,HOU 23,24,3,Phillip Lindsay left guard for 4 yards (tackle by Zach Cunningham),4.040,4.050
2,1:40,,,,,,Timeout #2 by Houston Texans,,
2,1:40,,,,,,Timeout #2 by Denver Broncos,,
2,1:40,2,6,HOU 19,24,3,"Drew Lock pass incomplete short right intended for Tim Patrick. Penalty on Lonnie Johnson: Defensive Holding, 5 yards (no play)",4.050,4.650
2,1:33,1,10,HOU 14,24,3,Phillip Lindsay right tackle for -2 yards (tackle by Angelo Blackson and D.J. Reader),4.650,3.720
2,1:30,,,,,,Timeout #3 by Houston Texans,,
2,1:30,2,12,HOU 16,24,3,Drew Lock pass complete short right to DaeSean Hamilton for 9 yards (tackle by Benardrick McKinney),3.720,4.500
2,0:48,3,3,HOU 7,24,3,"Drew Lock pass incomplete short left intended for Tim Patrick. Penalty on Lonnie Johnson: Defensive Holding, 4 yards (no play)",4.500,6.510
2,0:41,1,3,HOU 3,30,3,"Drew Lock pass complete short right to Royce Freeman for 3 yards, touchdown",6.510,7.000
2,0:37,,,HOU 15,31,3,Brandon McManus kicks extra point good,0.000,0.000
2,0:37,,,DEN 35,31,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,0:37,1,10,HOU 25,31,3,"Deshaun Watson sacked by Von Miller for no gain. Penalty on Von Miller: Defensive Offside, 5 yards (no play)",0.610,1.340
2,0:32,1,5,HOU 30,31,3,"Penalty on Laremy Tunsil: False Start, 5 yards (no play)",1.340,0.610
2,0:32,1,10,HOU 25,31,3,Deshaun Watson pass complete short middle to Jordan Akins for 11 yards (tackle by Todd Davis and Justin Simmons),0.610,1.330
2,0:16,1,10,HOU 36,31,3,Deshaun Watson spiked the ball,1.330,0.790
2,0:15,2,10,HOU 36,31,3,Deshaun Watson pass complete short left to Duke Johnson for 11 yards (tackle by Todd Davis),0.790,2.060
Quarter,Time,Down,ToGo,Location,DEN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,31,3,"Ka'imi Fairbairn kicks off 60 yards, returned by Diontae Spencer for 33 yards (tackle by Ka'imi Fairbairn and Jahleel Addae). Penalty on Lonnie Johnson: Illegal Formation, 5 yards",0.000,1.800
3,14:55,1,10,DEN 43,31,3,"Drew Lock sacked by Whitney Mercilus for no gain. Penalty on Bradley Roby: Defensive Holding, 5 yards (no play)",1.800,2.130
3,14:23,1,10,DEN 48,31,3,Phillip Lindsay left tackle for 1 yard (tackle by Bradley Roby),2.130,1.720
3,13:40,2,9,DEN 49,31,3,Drew Lock pass complete short right to Courtland Sutton for 3 yards (tackle by Johnathan Joseph),1.720,1.420
3,12:55,3,6,HOU 48,31,3,Drew Lock pass complete short left to Noah Fant for 23 yards (tackle by Justin Reid and Jahleel Addae),1.420,3.910
3,12:10,1,10,HOU 25,31,3,Royce Freeman left tackle for 1 yard (tackle by Zach Cunningham and Brandon Dunn),3.910,3.500
3,11:28,2,9,HOU 24,31,3,Drew Lock pass complete short right to Courtland Sutton for 10 yards (tackle by Zach Cunningham),3.500,4.650
3,10:49,1,10,HOU 14,31,3,Phillip Lindsay up the middle for 5 yards (tackle by Zach Cunningham),4.650,4.900
3,10:05,2,5,HOU 9,31,3,Drew Lock pass complete short middle to Courtland Sutton for 8 yards (tackle by Bradley Roby and Justin Reid),4.900,6.970
3,9:18,1,1,HOU 1,37,3,"Phillip Lindsay up the middle for 1 yard, touchdown",6.970,7.000
3,9:15,,,HOU 15,38,3,Brandon McManus kicks extra point good,0.000,0.000
3,9:15,,,DEN 35,38,3,"Brandon McManus kicks off 65 yards, touchback.. Penalty on Joseph Jones: Illegal Formation, 5 yards",0.000,0.940
3,9:15,1,10,HOU 30,38,3,Carlos Hyde up the middle for 4 yards (tackle by Mike Purcell),0.940,0.930
3,8:47,2,6,HOU 34,38,3,Deshaun Watson pass complete short middle to Keke Coutee for 20 yards (tackle by Kareem Jackson),0.930,2.520
3,8:17,1,10,DEN 46,38,3,Deshaun Watson pass complete short right to Kenny Stills for 3 yards (tackle by Isaac Yiadom),2.520,2.380
3,7:46,2,7,DEN 43,38,9,"Deshaun Watson pass complete deep left to DeAndre Hopkins for 43 yards, touchdown",2.380,7.000
3,7:36,,,DEN 15,38,10,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,7:36,,,HOU 35,38,10,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,7:36,1,10,DEN 25,38,10,Drew Lock pass complete deep left to DaeSean Hamilton for 27 yards (tackle by Johnathan Joseph and Benardrick McKinney),0.610,2.390
3,6:49,1,10,HOU 48,38,10,Royce Freeman right end for 1 yard (tackle by Gareon Conley and Brennan Scarlett),2.390,1.980
3,6:19,2,9,HOU 47,38,10,Drew Lock up the middle for 11 yards (tackle by Bradley Roby),1.980,3.180
3,5:34,1,10,HOU 36,38,10,Phillip Lindsay up the middle for 3 yards (tackle by Whitney Mercilus),3.180,3.040
3,4:54,2,7,HOU 33,38,10,Phillip Lindsay up the middle for 3 yards (tackle by Zach Cunningham),3.040,2.740
3,4:12,3,4,HOU 30,38,10,Drew Lock right end for 5 yards (tackle by Zach Cunningham),2.740,3.910
3,3:32,1,10,HOU 25,38,10,Royce Freeman right guard for no gain (tackle by D.J. Reader and Benardrick McKinney),3.910,3.360
3,2:47,2,10,HOU 25,38,10,Drew Lock pass deep right intended for Courtland Sutton is intercepted by Tashaun Gipson at HOU-3 and returned for 26 yards,3.360,-0.870
3,2:37,1,10,HOU 29,38,10,"Deshaun Watson right end for 16 yards (tackle by Todd Davis). Penalty on Chris Harris: Defensive Holding, 5 yards",0.870,2.260
3,2:10,1,10,HOU 50,38,10,Deshaun Watson pass incomplete short left intended for Darren Fells (defended by Justin Hollins),2.260,1.710
3,2:07,2,10,HOU 50,38,10,Carlos Hyde up the middle for 9 yards (tackle by Justin Simmons and Todd Davis),1.710,2.210
3,1:31,3,1,DEN 41,38,10,Carlos Hyde up the middle for 3 yards (tackle by Justin Hollins and Alexander Johnson),2.210,3.050
3,0:55,1,10,DEN 38,38,10,Deshaun Watson pass incomplete deep left intended for Jordan Akins,3.050,2.510
3,0:48,2,10,DEN 38,38,10,Deshaun Watson pass incomplete deep right intended for DeAndre Hopkins,2.510,1.820
3,0:43,3,10,DEN 38,38,10,Deshaun Watson pass complete short middle to Jordan Akins for 15 yards (tackle by Justin Simmons),1.820,4.040
3,0:02,1,10,DEN 23,38,10,Deshaun Watson pass complete short middle to Carlos Hyde for 3 yards (tackle by DeMarcus Walker),4.040,3.900
Quarter,Time,Down,ToGo,Location,DEN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 20,38,10,DeAndre Hopkins right end for 12 yards (tackle by Todd Davis),3.900,5.370
4,14:28,1,8,DEN 8,38,10,Deshaun Watson pass incomplete short middle intended for Duke Johnson,5.370,4.570
4,14:23,,,,,,Timeout #1 by Houston Texans,,
4,14:23,2,8,DEN 8,38,10,Carlos Hyde up the middle for 2 yards (tackle by Mike Purcell and Will Parks),4.570,4.040
4,13:45,3,6,DEN 6,38,16,"Deshaun Watson left end for 6 yards, touchdown",4.040,7.000
4,13:34,,,DEN 15,38,17,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,13:34,,,HOU 35,38,17,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,13:34,1,10,DEN 25,38,17,"Phillip Lindsay right end for 8 yards (tackle by Benardrick McKinney). Penalty on Elijah Wilkinson: Offensive Holding, 10 yards (no play)",0.610,-0.410
4,13:10,1,20,DEN 15,38,17,"Phillip Lindsay up the middle for 4 yards (tackle by Zach Cunningham). Penalty on DaeSean Hamilton: Offensive Holding, 10 yards",-0.410,-0.990
4,12:45,1,26,DEN 9,38,17,Phillip Lindsay right guard for 7 yards (tackle by D.J. Reader),-0.990,-1.290
4,12:00,2,19,DEN 16,38,17,Drew Lock pass complete short right to Troy Fumagalli for 3 yards (tackle by Gareon Conley),-1.290,-1.510
4,11:18,3,16,DEN 19,38,17,Drew Lock sacked by Jacob Martin for -8 yards,-1.510,-2.490
4,10:34,4,24,DEN 11,38,17,"Colby Wadman punts 39 yards, fair catch by DeAndre Carter at 50",-2.490,-2.260
4,10:25,1,10,HOU 50,38,17,Deshaun Watson pass incomplete deep left,2.260,1.710
4,10:17,2,10,HOU 50,38,17,Carlos Hyde right tackle for no gain (tackle by Von Miller and Mike Purcell),1.710,1.030
4,9:44,3,10,HOU 50,38,17,"Penalty on Darren Fells: False Start, 5 yards (no play)",1.030,0.370
4,9:21,3,15,HOU 45,38,17,Deshaun Watson sacked by Josey Jewell for -3 yards,0.370,-0.590
4,8:35,4,18,HOU 42,38,17,Deshaun Watson pass complete deep right to DeAndre Hopkins for 19 yards (tackle by Chris Harris),-0.590,2.980
4,8:00,1,10,DEN 39,38,17,Deshaun Watson pass complete short left to Keke Coutee for 7 yards (tackle by Justin Hollins),2.980,3.390
4,7:22,2,3,DEN 32,38,17,Deshaun Watson pass incomplete short middle intended for Keke Coutee,3.390,2.680
4,7:19,3,3,DEN 32,38,17,Deshaun Watson pass incomplete short middle intended for Keke Coutee (defended by Justin Simmons),2.680,1.290
4,7:15,4,3,DEN 32,38,17,Deshaun Watson pass short middle (defended by Justin Simmons) intended for Jordan Akins is intercepted by Kareem Jackson at DEN-21 and returned for 4 yards,1.290,-0.610
4,7:05,1,10,DEN 25,38,17,Phillip Lindsay up the middle for 4 yards (tackle by Vernon Hargreaves),0.610,0.600
4,6:24,2,6,DEN 29,38,17,Royce Freeman right tackle for 11 yards (tackle by Zach Cunningham),0.600,1.600
4,5:41,1,10,DEN 40,38,17,Drew Lock pass incomplete short left intended for DaeSean Hamilton,1.600,1.050
4,5:37,2,10,DEN 40,38,17,Phillip Lindsay up the middle for 4 yards (tackle by Zach Cunningham and Gareon Conley),1.050,0.890
4,4:52,3,6,DEN 44,38,17,Royce Freeman right guard for 1 yard (tackle by Zach Cunningham and Justin Reid),0.890,-0.390
4,4:51,4,5,DEN 45,38,17,"Penalty on DEN: Delay of Game, 5 yards (no play)",-0.390,-0.720
4,4:04,4,10,DEN 40,38,17,"Colby Wadman punts 47 yards, returned by DeAndre Carter for 8 yards (tackle by Troy Fumagalli)",-0.720,-0.340
4,3:52,1,10,HOU 21,38,17,Deshaun Watson pass complete short left to Duke Johnson for -1 yards (tackle by Kareem Jackson),0.340,-0.340
4,3:41,2,11,HOU 20,38,17,Deshaun Watson right end for 12 yards (tackle by Todd Davis),-0.340,1.070
4,3:34,1,10,HOU 32,38,17,Deshaun Watson up the middle for 2 yards (tackle by Adam Gotsis),1.070,0.800
4,3:03,2,8,HOU 34,38,17,Deshaun Watson pass complete short middle to Jordan Akins for 11 yards (tackle by Todd Davis and Josey Jewell),0.800,1.930
4,2:29,1,10,HOU 45,38,17,Deshaun Watson pass complete short left to Carlos Hyde for 2 yards (tackle by Kareem Jackson),1.930,1.650
4,2:02,2,8,HOU 47,38,17,Deshaun Watson pass complete deep left to DeAndre Hopkins for 18 yards (tackle by Kareem Jackson),1.650,3.250
4,1:56,1,10,DEN 35,38,17,Deshaun Watson pass complete short left to Duke Johnson for 9 yards (tackle by Alexander Johnson and Chris Harris),3.250,3.920
4,1:29,2,1,DEN 26,38,17,Deshaun Watson pass complete short left to Duke Johnson for 4 yards (tackle by Chris Harris),3.920,4.110
4,1:22,1,10,DEN 22,38,17,Deshaun Watson pass complete short left to Duke Johnson for 9 yards (tackle by Chris Harris),4.110,5.060
4,1:14,2,1,DEN 13,38,17,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,5.060,4.390
4,1:10,3,1,DEN 13,38,17,Deshaun Watson pass incomplete short middle intended for Jordan Akins,4.390,2.720
4,1:01,4,1,DEN 13,38,17,Deshaun Watson pass complete short left to DeAndre Hopkins for 10 yards (tackle by Chris Harris and Kareem Jackson),2.720,6.510
4,0:40,1,3,DEN 3,38,17,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins (defended by Justin Simmons),6.510,5.530
4,0:32,2,3,DEN 3,38,23,"Deshaun Watson right end for 3 yards, touchdown",5.530,7.000
4,0:25,,,DEN 15,38,24,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,0:25,,,HOU 35,38,24,"Ka'imi Fairbairn kicks onside 3 yards, recovered by A.J. Moore",0.000,-1.470
4,0:23,1,10,HOU 38,38,24,Deshaun Watson pass deep middle intended for Jordan Akins is intercepted by Will Parks at DEN-39 and returned for 11 yards,1.470,-2.260
4,0:12,1,10,DEN 50,38,24,Drew Lock kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
