Player,Pos
Eli Manning,QB
Tiki Barber,RB
Jim Finn,FB
Plaxico Burress,WR
Amani Toomer,WR
Jeremy Shockey,TE
Luke Petitgout,LT
David Diehl,LG
Shaun O'Hara,C
Chris Snee,RG
Kareem McKenzie,RT
Michael Strahan,LDE
Fred Robbins,DT
Barry Cofield,NT
Osi Umenyiora,RDE
LaVar Arrington,SLB
Antonio Pierce,MLB
Carlos Emmons,WLB
Corey Webster,LCB
Sam Madison,RCB
Gibril Wilson,SS
Will Demps,FS
