Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
2,11:21,3,5,,7,0,David Garrard pass complete short middle to Matt Jones for 8 yards (tackle by Brian Dawkins),1.360,2.790
2,10:35,1,10,PHI 42,7,0,David Garrard pass incomplete short right intended for Reggie Williams (defended by Matt McCoy),2.790,2.240
2,10:30,,,,7,0,Timeout #1 by Jacksonville Jaguars,0.000,2.240
2,10:30,2,10,PHI 42,7,0,David Garrard pass incomplete short left intended for Reggie Williams (defended by Joselio Hanson),2.240,1.550
2,10:27,3,10,PHI 42,7,0,David Garrard pass incomplete short middle intended for Maurice Jones-Drew (defended by Brian Dawkins),1.550,0.460
2,10:22,4,10,PHI 42,7,0,"Chris Hanson punts 32 yards, returned by Reno Mahe for 12 yards (tackle by Scott Starks)",0.460,-0.410
2,10:15,1,10,PHI 22,7,0,Donovan McNabb pass complete short right to Brian Westbrook for 7 yards (tackle by Rashean Mathis),0.410,0.810
2,9:39,2,3,PHI 29,7,0,Brian Westbrook middle for 2 yards (tackle by Paul Spicer and Daryl Smith),0.810,0.370
2,9:02,3,1,PHI 31,7,0,Brian Westbrook right end for 6 yards (tackle by Deon Grant),0.370,1.400
2,8:26,1,10,PHI 37,7,0,Donovan McNabb pass complete short right to L.J. Smith for 11 yards (tackle by Donovin Darius),1.400,2.130
2,7:45,1,10,PHI 48,7,0,Brian Westbrook right end for 2 yards (tackle by Marcellus Wiley),2.130,1.850
2,7:05,2,8,,7,0,Donovan McNabb pass complete short right to Correll Buckhalter for -6 yards (tackle by Nick Greisen),1.850,0.370
2,6:20,3,14,PHI 44,7,0,Donovan McNabb for 15 yards (tackle by Rashean Mathis),0.370,2.850
2,5:45,1,10,JAX 41,7,0,Donovan McNabb pass incomplete deep middle intended for Reggie Brown (defended by Donovin Darius),2.850,2.310
2,5:37,2,10,JAX 41,7,0,Brian Westbrook middle for 5 yards (tackle by Nick Greisen),2.310,2.280
2,5:00,3,5,JAX 36,7,0,Donovan McNabb pass incomplete short right intended for Donte' Stallworth (defended by Brian Williams),2.280,0.880
2,4:52,4,5,JAX 36,7,0,Donovan McNabb sacked by Rob Meier and Bobby McCray for -10 yards,0.880,-1.990
2,4:40,1,10,JAX 46,7,0,"Fred Taylor middle for 3 yards. Penalty on Maurice Williams: Offensive Holding, 10 yards",1.990,1.530
2,4:31,1,17,JAX 39,7,0,Maurice Jones-Drew right end for 2 yards (tackle by Dhani Jones),1.530,0.780
2,3:49,2,15,JAX 41,7,0,Fred Taylor left end for 4 yards (tackle by Dhani Jones),0.780,0.630
2,3:07,3,11,JAX 45,7,0,David Garrard pass complete short left to Maurice Jones-Drew for 10 yards (tackle by Brian Dawkins and Sheldon Brown),0.630,0.270
2,2:51,4,1,PHI 45,7,0,"Chris Hanson punts 45 yards, touchback. Penalty on Mike Patterson: Offensive Holding, 10 yards",0.270,0.380
2,2:38,1,10,PHI 10,7,0,Correll Buckhalter middle for 4 yards (tackle by Rob Meier),-0.380,-0.460
2,2:04,2,6,PHI 14,7,0,Donovan McNabb right end for 1 yard (tackle by Clint Ingram and Donovin Darius),-0.460,-0.840
2,1:56,3,5,PHI 15,7,0,Donovan McNabb pass complete short left to Brian Westbrook for 3 yards (tackle by Daryl Smith),-0.840,-2.240
2,1:03,4,2,PHI 18,7,0,"Dirk Johnson punts 52 yards, returned by Alvin Pearman for 29 yards (tackle by Dirk Johnson)",-2.240,-2.850
2,0:49,1,10,PHI 41,7,0,David Garrard left end for 2 yards (tackle by Sean Considine),2.850,2.580
2,0:41,,,,7,0,Timeout #2 by Jacksonville Jaguars,0.000,2.580
2,0:41,2,8,PHI 39,7,0,David Garrard pass complete short middle to Maurice Jones-Drew for 4 yards (tackle by Jerome McDougle),2.580,2.410
2,0:18,3,4,PHI 35,7,0,David Garrard pass incomplete short middle intended for Maurice Jones-Drew,2.410,0.980
2,0:10,4,4,PHI 35,7,0,David Garrard pass incomplete short right intended for George Wrighster (defended by Lito Sheppard),0.980,-1.270
2,0:06,1,10,PHI 35,7,0,Donovan McNabb pass complete short right to Brian Westbrook for 26 yards (tackle by Daryl Smith),1.270,2.980
Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,7,0,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,7,0,"Penalty on Darren Howard: Encroachment, 5 yards (no play)",0.280,1.010
3,15:00,1,5,JAX 25,7,0,Fred Taylor middle for 7 yards (tackle by Matt McCoy),1.010,1.070
3,14:25,1,10,JAX 32,7,0,"Reggie Williams left end for -7 yards. Reggie Williams fumbles, recovered by Reggie Williams at JAX-25",1.070,-0.420
3,13:42,2,17,JAX 25,7,0,David Garrard pass incomplete deep right intended for Cortez Hankton (defended by Lito Sheppard),-0.420,-1.090
3,13:35,3,17,JAX 25,7,0,David Garrard pass complete deep middle to Ernest Wilford for 16 yards (tackle by Brian Dawkins),-1.090,-0.650
3,12:51,4,1,JAX 41,7,0,"Chris Hanson punts 42 yards, fair catch by Reno Mahe",-0.650,0.060
3,12:41,1,10,PHI 17,7,0,Brian Westbrook middle for 2 yards (tackle by Scott Starks),-0.060,-0.250
3,12:41,2,8,PHI 19,7,0,"Penalty on Jason Avant: Illegal Substitution, 5 yards (no play)",-0.250,-0.970
3,11:59,2,13,PHI 14,7,0,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by Clint Ingram),-0.970,-1.720
3,11:55,3,13,PHI 14,7,0,"Penalty on Jon Runyan: False Start, 5 yards (no play)",-1.720,-2.360
3,11:55,3,18,PHI 9,7,0,Brian Westbrook middle for 3 yards (tackle by Brent Hawkins),-2.360,-2.490
3,11:28,4,15,PHI 12,7,0,"Dirk Johnson punts 44 yards, returned by Alvin Pearman for 10 yards (tackle by Quintin Mikell)",-2.490,-2.520
3,11:17,1,10,PHI 46,7,0,Fred Taylor middle for 16 yards (tackle by Sean Considine and Brian Dawkins),2.520,3.580
3,10:51,1,10,PHI 30,7,0,Maurice Jones-Drew left guard for 5 yards (tackle by Matt McCoy),3.580,3.710
3,10:16,2,5,PHI 25,7,0,Maurice Jones-Drew middle for 3 yards (tackle by Jerome McDougle),3.710,3.400
3,9:29,3,2,PHI 22,7,0,Maurice Jones-Drew right end for 1 yard (tackle by Michael Lewis and Dhani Jones),3.400,2.210
3,8:44,4,1,PHI 21,7,0,Maurice Jones-Drew right tackle for 3 yards (tackle by Michael Lewis and Brian Dawkins),2.210,4.370
3,8:00,1,10,PHI 18,7,0,Maurice Jones-Drew middle for 4 yards (tackle by Dhani Jones),4.370,4.430
3,7:24,2,6,PHI 14,7,0,Maurice Jones-Drew middle for 3 yards (tackle by Jeremiah Trotter),4.430,4.260
3,6:42,3,3,PHI 11,7,0,David Garrard sacked by Dhani Jones and Trent Cole for -11 yards,4.260,1.990
3,6:13,4,14,PHI 22,10,0,Josh Scobee 40 yard field goal good,1.990,3.000
3,,,,JAX 30,10,0,"Josh Scobee kicks off 54 yards, returned by Reno Mahe for 18 yards (tackle by Brian Iwuh)",0.000,1.200
3,6:04,1,10,PHI 34,10,0,"Penalty on Jamaal Jackson: False Start, 5 yards (no play)",1.200,0.870
3,6:04,1,15,PHI 29,10,0,Donovan McNabb for 12 yards (tackle by Daryl Smith),0.870,1.600
3,5:37,2,3,PHI 41,10,0,Brian Westbrook right tackle for 3 yards (tackle by Daryl Smith),1.600,1.860
3,4:55,1,10,PHI 44,10,0,Donovan McNabb pass incomplete short left intended for L.J. Smith (defended by Bobby McCray),1.860,1.320
3,4:48,2,10,PHI 44,10,0,Donovan McNabb pass complete short right to Reggie Brown for 13 yards (tackle by Rashean Mathis),1.320,2.720
3,4:20,1,10,JAX 43,10,0,Donovan McNabb pass incomplete short right intended for Reggie Brown (defended by John Henderson),2.720,2.180
3,4:17,2,10,JAX 43,10,0,Correll Buckhalter middle for 6 yards (tackle by John Henderson),2.180,2.280
3,3:36,3,4,JAX 37,10,0,Donovan McNabb pass complete short right to Greg Lewis for 4 yards (tackle by Clint Ingram). Penalty on Clint Ingram: Defensive Pass Interfere (Declined),2.280,3.380
3,3:07,1,10,JAX 33,10,0,Brian Westbrook right guard for 3 yards (tackle by Jorge Cordova and John Henderson),3.380,3.240
3,2:28,2,7,JAX 30,10,0,"Donovan McNabb for 2 yards (tackle by Donovin Darius). Penalty on Bobby McCray: Face Mask (15 Yards), 14 yards",3.240,4.650
3,2:06,1,10,JAX 14,10,0,Donovan McNabb pass incomplete short middle intended for Reggie Brown (defended by Donovin Darius),4.650,4.000
3,2:00,2,10,JAX 14,10,0,Brian Westbrook middle for 4 yards (tackle by Bobby McCray),4.000,3.820
3,1:21,3,6,JAX 10,10,0,Donovan McNabb pass complete short right to Brian Westbrook for 3 yards (tackle by Rob Meier and Daryl Smith). Penalty on Jon Runyan: Offensive Holding (Declined),3.820,2.990
3,1:13,4,3,JAX 7,10,3,David Akers 25 yard field goal good,2.990,3.000
3,,,,PHI 30,10,3,"David Akers kicks off 71 yards, returned by Maurice Jones-Drew for 30 yards (tackle by Juqua Parker)",0.000,0.870
3,1:03,1,10,JAX 29,10,3,Maurice Jones-Drew middle for 3 yards (tackle by Brian Dawkins),0.870,0.730
3,0:20,2,7,JAX 32,10,3,Maurice Jones-Drew right tackle for 11 yards (tackle by Trent Cole),0.730,1.800
Quarter,Time,Down,ToGo,Location,JAX,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 43,10,3,Maurice Jones-Drew left end for 4 yards (tackle by Brian Dawkins),1.800,1.790
4,14:17,2,6,JAX 47,10,3,Maurice Jones-Drew right end for 3 yards (tackle by Dhani Jones),1.790,1.490
4,13:37,3,3,,10,3,David Garrard pass complete short middle to Matt Jones for 24 yards (tackle by Sean Considine),1.490,3.840
4,12:53,1,10,PHI 26,10,3,Fred Taylor middle for -1 yards (tackle by Trent Cole and Matt McCoy),3.840,3.160
4,12:11,2,11,PHI 27,10,3,Maurice Jones-Drew left tackle for 13 yards (tackle by Matt McCoy),3.160,4.650
4,11:24,1,10,PHI 14,10,3,Maurice Jones-Drew right guard for 1 yard (tackle by Darren Howard),4.650,4.160
4,10:39,2,9,PHI 13,10,3,Alvin Pearman middle for no gain (tackle by Trent Cole),4.160,3.260
4,9:52,3,9,PHI 13,10,3,David Garrard pass complete short right to George Wrighster for 4 yards (tackle by Juqua Parker),3.260,2.880
4,9:32,4,5,PHI 9,13,3,Josh Scobee 27 yard field goal good,2.880,3.000
4,,,,JAX 30,13,3,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
4,9:28,1,10,PHI 20,13,3,Donovan McNabb pass complete short middle to Donte' Stallworth for 17 yards (tackle by Gerald Sensabaugh),0.280,1.400
4,8:54,1,10,PHI 37,13,3,Donovan McNabb pass complete short left to Brian Westbrook for 6 yards (tackle by Clint Ingram),1.400,1.670
4,8:46,2,4,PHI 43,13,3,Donovan McNabb pass complete short left to Donte' Stallworth for 10 yards (tackle by Brian Williams),1.670,2.460
4,8:28,1,10,JAX 47,13,3,Donovan McNabb pass incomplete deep left intended for Hank Baskett,2.460,1.910
4,8:21,2,10,JAX 47,13,3,Donovan McNabb pass complete short right to Correll Buckhalter for 4 yards (tackle by Daryl Smith and Rashean Mathis),1.910,1.750
4,7:44,3,6,JAX 43,13,3,Donovan McNabb sacked by Brent Hawkins for -3 yards,1.750,0.200
4,7:36,4,9,JAX 46,13,3,"Dirk Johnson punts 46 yards, touchback. Penalty on Shawn Barber: Tripping, 10 yards",0.200,-0.940
4,7:27,1,10,JAX 30,13,3,"Maurice Jones-Drew right tackle for 3 yards (tackle by Jeremiah Trotter). Penalty on Kyle Brady: Offensive Holding, 10 yards (no play)",0.940,0.280
4,7:02,1,20,JAX 20,13,3,Maurice Jones-Drew left end for 12 yards (tackle by Brian Dawkins),0.280,0.660
4,6:13,2,8,JAX 32,13,3,Maurice Jones-Drew left tackle for 4 yards (tackle by Juqua Parker),0.660,0.500
4,5:26,3,4,JAX 36,13,3,David Garrard left end for 5 yards (tackle by Brian Dawkins),0.500,1.660
4,4:40,1,10,JAX 41,13,3,Fred Taylor left end for 9 yards (tackle by Sheldon Brown and Darwin Walker),1.660,2.340
4,4:30,,,,13,3,Timeout #1 by Philadelphia Eagles,0.000,2.340
4,4:30,2,1,,13,3,David Garrard middle for 3 yards (tackle by Darwin Walker),2.340,2.460
4,4:26,,,,13,3,Timeout #2 by Philadelphia Eagles,0.000,2.460
4,4:26,1,10,PHI 47,13,3,Maurice Jones-Drew middle for no gain (tackle by Trent Cole),2.460,1.910
4,4:22,,,,13,3,Timeout #3 by Philadelphia Eagles,0.000,1.910
4,4:22,2,10,PHI 47,13,3,Maurice Jones-Drew left end for -2 yards (tackle by Michael Lewis),1.910,0.960
4,4:22,3,12,PHI 49,13,3,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",0.960,0.300
4,3:33,3,17,JAX 46,13,3,David Garrard right end for 3 yards (tackle by Darren Howard),0.300,-0.130
4,2:45,,,,13,3,Timeout #1 by Jacksonville Jaguars,0.000,-0.130
4,2:45,4,14,JAX 49,13,3,"Chris Hanson punts 37 yards, returned by Reno Mahe for 12 yards (tackle by Scott Starks)",-0.130,-0.670
4,2:35,1,10,PHI 26,13,3,Donovan McNabb pass complete deep middle to Donte' Stallworth for 29 yards (tackle by Brian Williams),0.670,2.590
4,2:09,1,10,JAX 45,13,3,Donovan McNabb pass complete short right to Brian Westbrook for 7 yards (tackle by Donovin Darius),2.590,2.990
4,2:02,2,3,JAX 38,13,3,Donovan McNabb pass complete short right to Matt Schobel for 4 yards (tackle by Clint Ingram),2.990,3.310
4,1:54,1,10,JAX 34,13,3,Donovan McNabb pass incomplete short left intended for Brian Westbrook,3.310,2.770
4,1:48,2,10,JAX 34,13,3,Donovan McNabb pass complete short left to Brian Westbrook for 6 yards (tackle by Brian Williams),2.770,2.870
4,1:39,3,4,JAX 28,13,3,Donovan McNabb left end for 7 yards (tackle by Clint Ingram),2.870,4.170
4,1:10,1,10,JAX 21,13,3,Donovan McNabb pass complete short right to Brian Westbrook for 10 yards (tackle by Rashean Mathis),4.170,4.840
4,0:46,1,10,JAX 11,13,3,Donovan McNabb pass incomplete short right intended for Jason Avant,4.840,4.140
4,0:41,2,10,JAX 11,13,3,Donovan McNabb pass incomplete short right intended for Brian Westbrook,4.140,3.130
4,0:38,3,10,JAX 11,13,3,Donovan McNabb pass incomplete (defended by John Henderson),3.130,2.700
4,0:34,4,10,JAX 11,13,6,David Akers 28 yard field goal good,2.700,3.000
4,,,,PHI 30,13,6,David Akers kicks onside 10 yards and returned for 1 yard,0.000,2.980
4,0:29,1,10,PHI 39,13,6,David Garrard kneels for -1 yards,2.980,2.300
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
