Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Jets,22.2,19.9,17.44,2.76,-4.65,-0.77,-8.06,7.29,3.79,-1.77,-2.93,2.37,1.23,0.32,-2.76
Titans,-22.2,0.77,8.06,-7.29,-3.79,-19.9,-17.44,-2.76,4.65,1.77,-2.37,2.93,-0.32,-1.23,2.76
