Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Lawrence Tynes kicks off 65 yards, returned by Bethel Johnson for 24 yards (tackle by Greg Wesley)",0.000,0.870
1,14:52,1,10,NWE 29,0,0,Tom Brady sacked by Jared Allen for -6 yards,0.870,-0.480
1,14:17,2,16,NWE 23,0,0,Tom Brady pass complete to Patrick Pass for 7 yards (tackle by Eric Warfield),-0.480,-0.230
1,13:46,3,9,NWE 30,0,0,"Tom Brady pass complete to Daniel Graham for 27 yards (tackle by Quinton Caver). Penalty on Quinton Caver: Face Mask (5 Yards), 5 yards",-0.230,3.050
1,13:24,1,10,KAN 38,0,0,Tom Brady pass incomplete intended for David Givens (defended by Eric Warfield),3.050,2.510
1,13:21,2,10,KAN 38,0,0,Corey Dillon up the middle for 7 yards (tackle by Jared Allen),2.510,2.740
1,12:35,3,3,KAN 31,0,0,Corey Dillon left end for 14 yards (tackle by Jerome Woods),2.740,4.440
1,11:57,1,10,KAN 17,0,0,Corey Dillon left end for no gain (tackle by Kawika Mitchell),4.440,3.850
1,11:20,2,10,KAN 17,0,0,Tom Brady pass incomplete intended for David Givens,3.850,3.070
1,11:14,3,10,KAN 17,0,0,"Penalty on Daniel Graham: False Start, 5 yards (no play)",3.070,2.540
1,11:14,3,15,KAN 22,0,0,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Julian Battle),2.540,6.060
1,10:33,1,5,KAN 5,6,0,"Corey Dillon left end for 5 yards, touchdown",6.060,7.000
1,,,,KAN 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,NWE 30,7,0,"Adam Vinatieri kicks off 59 yards, returned by Dante Hall for 33 yards (tackle by Adam Vinatieri)",0.000,1.860
1,10:23,1,10,KAN 44,7,0,Trent Green pass complete to Tony Gonzalez for 22 yards (tackle by Eugene Wilson),1.860,3.310
1,9:47,1,10,NWE 34,7,0,Derrick Blaylock right tackle for no gain (tackle by Willie McGinest and Keith Traylor),3.310,2.770
1,9:12,2,10,NWE 34,7,0,Trent Green sacked by Ty Warren for -9 yards,2.770,0.890
1,8:37,3,19,NWE 43,7,0,Trent Green pass complete to Johnnie Morton for 17 yards (tackle by Asante Samuel),0.890,1.860
1,7:53,4,2,NWE 26,7,3,Lawrence Tynes 44 yard field goal good,1.860,3.000
1,,,,KAN 30,7,3,"Lawrence Tynes kicks off 57 yards, returned by Bethel Johnson for 15 yards (tackle by Greg Wesley)",0.000,0.810
1,7:42,1,10,NWE 28,7,3,Corey Dillon left end for 5 yards (tackle by Kawika Mitchell),0.810,0.940
1,7:04,2,5,NWE 33,7,3,Tom Brady pass complete to David Givens for 3 yards (tackle by Eric Warfield),0.940,0.630
1,6:27,3,2,NWE 36,7,3,Tom Brady pass incomplete intended for Deion Branch,0.630,-0.980
1,6:23,4,2,NWE 36,7,3,"Josh Miller punts 48 yards, returned by Dante Hall for no gain",-0.980,0.140
1,6:15,1,10,KAN 16,7,3,Derrick Blaylock up the middle for 3 yards (tackle by Vince Wilfork),-0.140,-0.180
1,5:43,2,7,KAN 19,7,3,Trent Green pass complete to Jason Dunn for 3 yards (tackle by Tedy Bruschi),-0.180,-0.570
1,5:05,3,4,KAN 22,7,3,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Rodney Harrison),-0.570,1.200
1,4:26,1,10,KAN 34,7,3,Derrick Blaylock up the middle for 1 yard (tackle by Ty Warren),1.200,0.790
1,3:50,2,9,KAN 35,7,9,"Trent Green pass complete to Eddie Kennison for 65 yards, touchdown",0.790,7.000
1,,,,NWE 2,7,10,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,7,10,"Lawrence Tynes kicks off 44 yards, returned by Tully Banta-Cain for 21 yards (tackle by Gary Stills)",0.000,2.060
1,3:35,1,10,NWE 47,7,10,"Corey Dillon up the middle for 5 yards (tackle by Kawika Mitchell). Penalty on Brandon Gorin: Offensive Holding, 10 yards (no play)",2.060,1.400
1,3:09,1,20,NWE 37,7,10,Tom Brady pass complete to Daniel Graham for 8 yards (tackle by Eric Warfield),1.400,1.250
1,2:29,2,12,NWE 45,7,10,Corey Dillon up the middle for -2 yards (tackle by Jared Allen). Penalty on Joe Andruzzi: Offensive Holding (Declined),1.250,0.300
1,2:02,,,,7,10,Timeout #1 by New England Patriots,0.000,0.300
1,2:02,3,14,NWE 43,7,10,Tom Brady pass complete to Troy Brown for 5 yards (tackle by Jerome Woods),0.300,-0.190
1,1:23,4,9,NWE 48,7,10,Josh Miller punts 39 yards,-0.190,0.320
1,1:17,1,10,KAN 13,7,10,Derrick Blaylock up the middle for 2 yards (tackle by Ted Johnson),-0.320,-0.570
1,0:39,2,8,KAN 15,7,10,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Asante Samuel). Penalty on Asante Samuel: Defensive Pass Interference (Declined),-0.570,0.480
1,0:19,1,10,KAN 23,7,10,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Eugene Wilson),0.480,1.470
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 38,7,10,Derrick Blaylock left end for 3 yards (tackle by Ted Johnson),1.470,1.330
2,14:21,2,7,KAN 41,7,10,Trent Green pass complete to Derrick Blaylock for -1 yards (tackle by Keith Traylor),1.330,0.500
2,13:35,3,8,KAN 40,7,10,Trent Green sacked by Rosevelt Colvin for -3 yards,0.500,-0.910
2,13:08,4,11,KAN 37,7,10,"Stephen Cheek punts 42 yards, returned by Kevin Faulk for 4 yards (tackle by Benny Sapp)",-0.910,-0.610
2,13:02,1,10,NWE 25,7,10,Tom Brady pass incomplete intended for Deion Branch,0.610,0.060
2,12:56,2,10,NWE 25,7,10,Tom Brady pass complete to Deion Branch for 17 yards (tackle by Eric Warfield),0.060,1.730
2,12:10,1,10,NWE 42,7,10,Corey Dillon right tackle for 7 yards (tackle by Quinton Caver),1.730,2.130
2,11:39,2,3,NWE 49,7,10,Kevin Faulk left end for 1 yard (tackle by Lional Dalton),2.130,1.550
2,11:02,3,2,KAN 50,7,10,Tom Brady pass complete to Troy Brown for 22 yards (tackle by Scott Fujita). Penalty on Julian Battle: Illegal Use of Hands (Declined),1.550,3.710
2,10:35,1,10,KAN 28,7,10,Tom Brady pass complete to Deion Branch for 14 yards (tackle by Jerome Woods). Penalty on Eric Warfield: Defensive Holding (Declined),3.710,4.650
2,10:12,1,10,KAN 14,7,10,Corey Dillon right end for 5 yards (tackle by Benny Sapp),4.650,4.900
2,9:35,2,5,KAN 9,7,10,Corey Dillon left end for 8 yards (tackle by Julian Battle),4.900,6.970
2,9:05,1,1,KAN 1,7,10,Corey Dillon up the middle for no gain (tackle by John Browning and Greg Wesley),6.970,5.910
2,8:30,2,1,KAN 1,13,10,"Corey Dillon up the middle for 1 yard, touchdown. Penalty on Ryan Sims: Defensive Offside (Declined)",5.910,7.000
2,,,,KAN 2,14,10,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,NWE 30,14,10,"Adam Vinatieri kicks off 64 yards, returned by Dante Hall for 28 yards (tackle by Patrick Pass)",0.000,1.200
2,8:21,1,10,KAN 34,14,10,Trent Green pass complete to Jason Dunn for 7 yards (tackle by Rodney Harrison),1.200,1.600
2,7:44,2,3,KAN 41,14,10,Derrick Blaylock left tackle for 3 yards (tackle by Vince Wilfork),1.600,1.860
2,7:17,1,10,KAN 44,14,10,Trent Green pass incomplete intended for Eddie Kennison (defended by Asante Samuel),1.860,1.320
2,7:12,2,10,KAN 44,14,10,Derrick Blaylock up the middle for 1 yard (tackle by Willie McGinest),1.320,0.760
2,6:34,3,9,KAN 45,14,10,Trent Green pass incomplete intended for Eddie Kennison,0.760,-0.390
2,6:20,4,9,KAN 45,14,10,"Stephen Cheek punts 48 yards, returned by Kevin Faulk for 12 yards (tackle by Gary Stills). Penalty on Chris Horn: Unsportsmanlike Conduct, 15 yards (no play)",-0.390,-1.370
2,6:14,4,24,KAN 30,14,10,Stephen Cheek punts 26 yards,-1.370,-1.860
2,6:11,1,10,NWE 44,14,10,Corey Dillon up the middle for -1 yards (tackle by Kawika Mitchell),1.860,1.180
2,5:36,2,11,NWE 43,14,10,Tom Brady pass complete to Daniel Graham for 48 yards (tackle by Shaunard Harts),1.180,5.140
2,4:47,1,9,KAN 9,14,10,Corey Dillon left end for -5 yards (tackle by Kawika Mitchell),5.140,3.580
2,4:20,2,14,KAN 14,14,10,"Penalty on Matt Light: False Start, 5 yards (no play)",3.580,3.070
2,4:07,2,19,KAN 19,14,10,Tom Brady pass incomplete intended for David Givens (defended by William Bartee),3.070,2.490
2,4:01,3,19,KAN 19,14,10,Tom Brady pass incomplete intended for David Givens,2.490,2.180
2,3:55,4,19,KAN 19,17,10,Adam Vinatieri 37 yard field goal good,2.180,3.000
2,,,,NWE 30,17,10,"Adam Vinatieri kicks off 63 yards, returned by Dante Hall for 25 yards (tackle by Dexter Reid)",0.000,1.070
2,3:44,1,10,KAN 32,17,10,Trent Green pass incomplete intended for Eddie Kennison,1.070,0.530
2,3:38,2,10,KAN 32,17,10,Trent Green pass complete to Johnnie Morton for 36 yards (tackle by Asante Samuel). Penalty on Rodney Harrison: Illegal Contact (Declined),0.530,3.450
2,3:15,1,10,NWE 32,17,10,Trent Green pass incomplete intended for Eddie Kennison,3.450,2.900
,,,,,,,"NWE challenged the ruling, and the original play was overturned.",,
2,2:51,2,10,NWE 32,17,10,Trent Green pass incomplete intended for Eddie Kennison,2.900,2.210
