Quarter,Time,Tm,Detail,PHI,DAL
1.0,10:35,Cowboys,Jason Witten 10 yard pass from Tony Romo (Shaun Suisham kick),0,7
2.0,6:18,Cowboys,Patrick Crayton 14 yard pass from Tony Romo (Shaun Suisham kick),0,14
,1:04,Cowboys,Shaun Suisham 44 yard field goal,0,17
3.0,5:46,Cowboys,Felix Jones 49 yard rush (Shaun Suisham kick),0,24
