Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
2,12:59,3,9,DEN 10,0,3,Mark Sanchez pass complete short right to Bilal Powell for 7 yards (tackle by Wesley Woodyard),3.300,3.050
2,12:08,,,,0,3,Timeout #1 by New York Jets,0.000,3.050
2,12:08,4,2,DEN 3,3,3,Nick Folk 21 yard field goal good,3.050,3.000
2,,,,NYJ 35,3,3,"Nick Folk kicks off 71 yards, returned by Cassius Vaughn for 67 yards (tackle by Donald Strickland)",0.000,2.980
2,11:51,1,10,NYJ 39,3,3,Willis McGahee right tackle for -1 yards (tackle by Jim Leonhard),2.980,2.300
2,11:10,2,11,NYJ 40,3,3,Lance Ball left tackle for no gain (tackle by Sione Pouha),2.300,1.620
2,10:29,3,11,NYJ 40,3,3,Tim Tebow pass complete short right to Eddie Royal for 2 yards (tackle by Jim Leonhard),1.620,0.720
2,9:47,4,9,NYJ 38,3,3,"Britton Colquitt punts 29 yards, fair catch by Jim Leonhard",0.720,0.380
2,9:38,1,10,NYJ 9,3,3,Joe McKnight up the middle for -2 yards (tackle by Brodrick Bunkley),-0.380,-0.930
2,8:58,2,12,NYJ 7,3,3,Mark Sanchez pass complete short right to Joe McKnight for 3 yards (tackle by Brian Dawkins),-0.930,-1.300
2,8:14,3,9,NYJ 10,3,3,Mark Sanchez pass incomplete short middle intended for Patrick Turner,-1.300,-2.490
2,8:10,4,9,NYJ 10,3,3,"T.J. Conley punts 43 yards, returned by Eric Decker for 5 yards (tackle by Josh Baker)",-2.490,-2.390
2,8:00,1,10,NYJ 48,3,3,Tim Tebow up the middle for 7 yards (tackle by Bart Scott),2.390,2.790
2,7:27,2,3,NYJ 41,3,3,Jeremiah Johnson left end for -7 yards (tackle by Bart Scott),2.790,1.160
2,6:42,3,10,NYJ 48,3,3,Tim Tebow pass incomplete short left intended for Daniel Fells,1.160,0.070
2,6:37,4,10,NYJ 48,3,3,"Britton Colquitt punts 48 yards, touchback",0.070,-0.280
2,6:27,1,10,NYJ 20,3,3,Mark Sanchez pass complete short right to Dustin Keller for 6 yards (tackle by Chris Harris),0.280,0.540
2,5:44,2,4,NYJ 26,3,3,Joe McKnight left tackle for -1 yards (tackle by Ryan McBean),0.540,-0.300
2,5:01,3,5,NYJ 25,3,3,"Penalty on Elvis Dumervil: Neutral Zone Infraction, 5 yards (no play)",-0.300,0.940
2,4:41,1,10,NYJ 30,3,3,Bilal Powell right guard for 2 yards (tackle by Brodrick Bunkley),0.940,0.660
2,4:04,2,8,NYJ 32,3,3,Mark Sanchez pass complete short left to Plaxico Burress for 12 yards,0.660,1.860
,,,,,,,"DEN challenged the pass completion ruling, and the play was upheld.",,
2,3:57,1,10,NYJ 44,3,3,Bilal Powell up the middle for -2 yards (tackle by Von Miller),1.860,1.050
2,3:18,2,12,NYJ 42,3,3,Mark Sanchez pass complete short left to Patrick Turner for 7 yards (tackle by Chris Harris),1.050,1.290
2,2:35,3,5,NYJ 49,3,3,"Mark Sanchez for no gain. Mark Sanchez fumbles, recovered by Mark Sanchez at NYJ-NYJ",1.290,-1.570
2,2:22,,,,3,3,Timeout #2 by Denver Broncos,0.000,-1.570
2,2:22,4,27,NYJ 27,3,3,"T.J. Conley punts 42 yards, returned by Eddie Royal for 7 yards (tackle by Nick Bellore)",-1.570,-1.470
2,2:12,1,10,DEN 38,3,3,Tim Tebow left guard for 4 yards (tackle by Bart Scott),1.470,1.460
2,2:00,2,6,DEN 42,3,3,Tim Tebow sacked by Calvin Pace for 0 yards,1.460,0.760
2,1:52,3,6,DEN 42,3,3,Tim Tebow pass complete short left to Eddie Royal for 5 yards (tackle by Kyle Wilson),0.760,-0.260
2,1:10,4,1,DEN 47,3,3,"Britton Colquitt punts 53 yards, touchback",-0.260,-0.280
2,0:59,1,10,NYJ 20,3,3,Joe McKnight up the middle for 9 yards (tackle by Ryan McBean),0.280,0.950
2,0:39,2,1,NYJ 29,3,3,Mark Sanchez pass complete short left to Santonio Holmes for 8 yards,0.950,1.400
2,0:36,1,10,NYJ 37,3,3,Mark Sanchez pass complete short left to Dustin Keller for 6 yards (tackle by Wesley Woodyard),1.400,1.670
2,0:27,,,,3,3,Timeout #2 by New York Jets,0.000,1.670
2,0:27,2,4,NYJ 43,3,3,Mark Sanchez pass complete short middle to Joe McKnight for 14 yards (tackle by Wesley Woodyard),1.670,2.720
2,0:06,1,10,DEN 43,3,3,Mark Sanchez pass complete short right to Dustin Keller for no gain,2.720,2.180
2,0:05,,,,3,3,Timeout #3 by New York Jets,0.000,2.180
2,0:05,2,10,DEN 43,3,3,Nick Folk 61 yard field goal no good,2.180,2.260
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,3,3,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,3,3,Mark Sanchez pass complete short middle to Plaxico Burress for 30 yards (tackle by Von Miller),0.280,2.260
3,14:31,1,10,,3,3,Joe McKnight right guard for 7 yards (tackle by D.J. Williams),2.260,2.660
3,13:54,2,3,DEN 43,3,3,Joe McKnight up the middle for 3 yards (tackle by Robert Ayers),2.660,2.920
3,13:15,1,10,DEN 40,3,3,"Mark Sanchez pass incomplete deep left intended for Plaxico Burress. Penalty on Andre' Goodman: Illegal Contact, 5 yards (no play)",2.920,3.250
3,13:10,1,10,DEN 35,3,3,Mark Sanchez pass complete short left to Plaxico Burress for 9 yards (tackle by Andre' Goodman),3.250,3.920
3,12:31,2,1,DEN 26,3,3,Mark Sanchez pass complete short left to Plaxico Burress for 13 yards (tackle by Andre' Goodman),3.920,4.710
3,11:48,,,,3,3,Timeout #1 by New York Jets,0.000,4.710
3,11:48,1,10,DEN 13,3,3,Mark Sanchez pass complete short right to Joe McKnight for 12 yards (tackle by Von Miller),4.710,6.970
3,11:12,1,1,DEN 1,3,3,Mark Sanchez pass incomplete short left intended for Dustin Keller,6.970,5.910
3,11:06,2,1,DEN 1,9,3,"Bilal Powell up the middle for no gain (tackle by D.J. Williams). Bilal Powell fumbles (forced by D.J. Williams), recovered by Matt Slauson at DEN-1 and returned for 1 yards, touchdown",5.910,7.000
,,,,,,,"Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",,
3,,,,DEN 2,10,3,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 35,10,3,"Nick Folk kicks off 70 yards, returned by Cassius Vaughn for 17 yards (tackle by Emanuel Cook)",0.000,-0.350
3,10:53,1,10,DEN 12,10,3,Willis McGahee up the middle for 1 yard (tackle by Sione Pouha),-0.350,-0.700
3,10:08,,,,10,3,Timeout #1 by Denver Broncos,0.000,-0.700
3,10:08,2,9,DEN 13,10,3,Tim Tebow pass complete short left to Lance Ball for 19 yards (tackle by Kyle Wilson),-0.700,1.070
3,9:27,1,10,DEN 32,10,3,Lance Ball right end for 11 yards (tackle by Eric Smith),1.070,1.800
3,8:42,1,10,DEN 43,10,3,Tim Tebow pass incomplete short left intended for Eric Decker,1.800,1.250
3,8:36,2,10,DEN 43,10,3,Willis McGahee right guard for 3 yards (tackle by Ropati Pitoitua),1.250,0.960
3,7:57,3,7,DEN 46,10,3,Tim Tebow pass incomplete deep middle intended for Eric Decker,0.960,-0.320
3,7:50,4,7,DEN 46,10,3,Britton Colquitt punts 53 yards,-0.320,0.380
3,7:40,1,10,NYJ 1,10,3,John Conner up the middle for 3 yards (tackle by D.J. Williams),-0.380,-0.560
3,7:03,2,7,NYJ 4,10,3,Mark Sanchez pass incomplete short left intended for Dustin Keller,-0.560,-1.070
3,6:58,3,7,NYJ 4,10,3,Bilal Powell right tackle for 1 yard (tackle by Elvis Dumervil),-1.070,-2.490
3,6:29,4,6,NYJ 5,10,3,"T.J. Conley punts 44 yards, fair catch by Eddie Royal",-2.490,-2.320
3,6:21,1,10,NYJ 49,10,3,Lance Ball right tackle for no gain (tackle by Ropati Pitoitua),2.320,1.780
3,5:47,2,10,NYJ 49,10,3,Tim Tebow pass incomplete short left intended for Eric Decker,1.780,1.090
3,5:39,3,10,NYJ 49,10,3,Tim Tebow pass incomplete short right intended for Demaryius Thomas,1.090,0.000
3,5:32,4,10,NYJ 49,10,3,"Britton Colquitt punts 43 yards, returned by Jim Leonhard for 15 yards (tackle by Quinton Carter)",0.000,-0.340
3,5:19,1,10,NYJ 21,10,3,Joe McKnight right tackle for 4 yards (tackle by Robert Ayers),0.340,0.340
3,4:37,2,6,NYJ 25,10,3,Mark Sanchez pass incomplete short right intended for Plaxico Burress,0.340,-0.360
3,4:32,3,6,NYJ 25,10,9,"Mark Sanchez pass incomplete short right intended for Plaxico Burress is intercepted by Andre' Goodman at NYJ-26 and returned for 26 yards, touchdown. Penalty on Andre' Goodman: Taunting, 15 yards",-0.360,-7.000
3,,,,NYJ 2,10,10,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 20,10,10,"Matt Prater kicks off 78 yards, returned by Joe McKnight for 39 yards (tackle by Wesley Woodyard). Joe McKnight fumbles (forced by Wesley Woodyard), recovered by Cassius Vaughn at NYJ-42 (tackle by Joe McKnight)",0.000,-2.790
3,4:15,1,10,NYJ 42,10,10,Willis McGahee up the middle for -1 yards (tackle by Muhammad Wilkerson),2.790,2.110
3,3:37,2,11,NYJ 43,10,10,Tim Tebow pass incomplete short right intended for Eddie Royal,2.110,1.420
3,3:29,3,11,NYJ 43,10,10,Tim Tebow pass incomplete deep right intended for Lance Ball,1.420,0.400
3,3:22,4,11,NYJ 43,10,10,"Britton Colquitt punts 25 yards, fair catch by Jim Leonhard",0.400,-0.150
3,3:14,1,10,NYJ 19,10,10,Mark Sanchez pass complete short left to Dustin Keller for 15 yards (tackle by Chris Harris),0.150,1.200
3,2:33,1,10,NYJ 34,10,10,Mark Sanchez pass incomplete deep left intended for Plaxico Burress,1.200,0.660
3,2:26,2,10,NYJ 34,10,10,Joe McKnight right guard for no gain (tackle by Marcus Thomas and Robert Ayers),0.660,-0.030
3,1:44,3,10,NYJ 34,10,10,Mark Sanchez pass incomplete short left intended for Santonio Holmes,-0.030,-1.110
3,1:37,4,10,NYJ 34,10,10,T.J. Conley punts 48 yards,-1.110,-0.040
3,1:29,1,10,DEN 18,10,10,Spencer Larsen up the middle for 5 yards (tackle by Sione Pouha),0.040,0.280
3,0:51,2,5,DEN 23,10,10,Willis McGahee up the middle for 3 yards (tackle by David Harris),0.280,-0.140
3,0:03,,,,10,10,Timeout #2 by Denver Broncos,0.000,-0.140
3,0:03,3,2,DEN 26,10,10,"Penalty on Eric Decker: False Start, 5 yards (no play)",-0.140,-0.790
3,0:03,3,7,DEN 21,10,10,Tim Tebow pass incomplete short left intended for Eric Decker,-0.790,-1.960
Quarter,Time,Down,ToGo,Location,NYJ,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,DEN 21,10,10,"Britton Colquitt punts 56 yards, returned by Jim Leonhard for 8 yards (tackle by Lance Ball)",-1.960,-1.000
4,14:48,1,10,NYJ 31,10,10,Joe McKnight right end for 11 yards (tackle by D.J. Williams),1.000,1.730
4,14:19,1,10,NYJ 42,10,10,Joe McKnight right tackle for 8 yards (tackle by D.J. Williams),1.730,2.270
4,13:39,2,2,,10,10,Bilal Powell up the middle for no gain (tackle by Von Miller),2.270,1.550
4,12:56,3,2,,10,10,Mark Sanchez pass complete short left to Patrick Turner for 4 yards (tackle by Quinton Carter),1.550,2.520
4,12:17,1,10,DEN 46,10,10,Mark Sanchez sacked by Elvis Dumervil for -2 yards,2.520,1.710
4,11:41,2,12,DEN 48,10,10,Joe McKnight right guard for 3 yards (tackle by Von Miller),1.710,1.420
4,10:55,3,9,DEN 45,10,10,Mark Sanchez pass complete short right to Joe McKnight for 14 yards (tackle by Ryan McBean),1.420,3.510
4,10:07,1,10,DEN 31,10,10,Mark Sanchez pass incomplete short left intended for Santonio Holmes,3.510,2.970
4,10:04,2,10,DEN 31,10,10,Bilal Powell right tackle for 4 yards (tackle by Brodrick Bunkley and D.J. Williams),2.970,2.810
4,9:24,3,6,DEN 27,10,10,Mark Sanchez pass incomplete short middle intended for Santonio Holmes,2.810,1.700
4,9:19,4,6,DEN 27,13,10,Nick Folk 45 yard field goal good,1.700,3.000
4,,,,NYJ 35,13,10,"Nick Folk kicks off 72 yards, returned by Cassius Vaughn for 15 yards (tackle by Nick Bellore)",0.000,-0.380
4,9:08,1,10,DEN 8,13,10,Spencer Larsen up the middle for 3 yards (tackle by Muhammad Wilkerson),-0.380,-0.560
4,8:38,2,7,DEN 11,13,10,Jeremiah Johnson up the middle for 5 yards (tackle by Sione Pouha),-0.560,-0.480
4,8:08,3,2,DEN 16,13,10,Spencer Larsen up the middle for no gain (tackle by David Harris),-0.480,-2.390
4,7:38,4,2,DEN 16,13,10,"Britton Colquitt punts 43 yards, returned by Jim Leonhard for 12 yards (tackle by Spencer Larsen)",-2.390,-2.460
4,7:26,1,10,DEN 47,13,10,Joe McKnight left guard for 2 yards (tackle by Brodrick Bunkley),2.460,2.180
4,6:46,2,8,DEN 45,13,10,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Andre' Goodman),2.180,1.490
4,6:41,3,8,DEN 45,13,10,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",1.490,0.830
4,6:41,3,13,,13,10,Bilal Powell up the middle for 6 yards (tackle by Wesley Woodyard),0.830,0.330
4,6:01,4,7,DEN 44,13,10,"T.J. Conley punts 40 yards, fair catch by Eddie Royal",0.330,0.380
4,5:54,1,10,DEN 5,13,10,Tim Tebow pass complete short right to Eddie Royal for 8 yards (tackle by Darrelle Revis),-0.380,-0.190
4,5:25,2,2,DEN 13,13,10,Tim Tebow right tackle for 15 yards (tackle by Eric Smith),-0.190,0.810
4,4:43,1,10,DEN 28,13,10,Tim Tebow pass complete short left to Demaryius Thomas for 9 yards (tackle by Antonio Cromartie),0.810,1.480
4,4:36,2,1,DEN 37,13,10,Tim Tebow pass incomplete deep left intended for Demaryius Thomas,1.480,0.760
4,4:32,3,1,DEN 37,13,10,Tim Tebow right guard for 7 yards (tackle by Darrelle Revis and Eric Smith),0.760,1.860
4,3:53,1,10,DEN 44,13,10,Tim Tebow right end for 9 yards (tackle by Marcus Dixon),1.860,2.530
4,3:45,2,1,NYJ 47,13,10,Tim Tebow up the middle for 3 yards (tackle by Josh Mauga),2.530,2.650
4,3:02,1,10,NYJ 44,13,10,Tim Tebow pass incomplete short left intended for Demaryius Thomas,2.650,2.110
4,2:57,2,10,NYJ 44,13,10,Tim Tebow pass complete deep left to Dante Rosario for 18 yards (tackle by Eric Smith),2.110,3.840
4,2:31,1,10,NYJ 26,13,10,Lance Ball up the middle for 3 yards (tackle by David Harris),3.840,3.700
4,2:00,2,7,NYJ 23,13,10,Tim Tebow up the middle for 3 yards (tackle by Sione Pouha),3.700,3.400
4,1:06,3,4,NYJ 20,13,16,"Tim Tebow left end for 20 yards, touchdown",3.400,7.000
4,,,,NYJ 2,13,17,Matt Prater kicks extra point good,0.000,0.000
4,,,,DEN 35,13,17,"Matt Prater kicks off 74 yards, returned by Antonio Cromartie for 23 yards (tackle by Nate Irving)",0.000,-0.280
4,0:54,1,10,NYJ 14,13,17,Mark Sanchez pass complete short right to Dustin Keller for 13 yards,-0.280,0.740
4,0:48,1,10,NYJ 27,13,17,Mark Sanchez pass incomplete short left intended for Joe McKnight,0.740,0.200
4,0:44,2,10,NYJ 27,13,17,Mark Sanchez pass incomplete deep left intended for Plaxico Burress,0.200,-0.490
4,0:38,3,10,NYJ 27,13,17,Mark Sanchez sacked by Von Miller for -9 yards,-0.490,-2.240
4,0:34,,,,13,17,Timeout #2 by New York Jets,0.000,-2.240
4,0:34,4,19,NYJ 18,13,17,Mark Sanchez pass complete deep middle to Patrick Turner for 25 yards (tackle by David Bruton),-2.240,1.800
4,0:27,,,,13,17,Timeout #3 by New York Jets,0.000,1.800
4,0:27,1,10,NYJ 43,13,17,Mark Sanchez pass complete short left to Joe McKnight for 13 yards (tackle by Wesley Woodyard),1.800,2.650
4,0:08,1,10,DEN 44,13,17,Mark Sanchez spiked the ball,2.650,2.110
4,0:07,2,10,DEN 44,13,17,Mark Sanchez pass incomplete deep right intended for Plaxico Burress (defended by Champ Bailey),2.110,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
