#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:09,IND 25,5,2:45,23,Field Goal
2,1,6:59,NYG 20,3,1:23,6,Punt
3,1,3:18,NYG 15,3,1:04,1,Punt
4,1,2:05,NYG 37,9,4:23,63,Touchdown
5,2,11:24,NYG 30,3,1:42,9,Punt
6,2,6:52,NYG 10,8,4:27,79,Fumble
7,2,1:25,NYG 5,1,0:07,1,Fumble
8,2,0:05,,0,0:05,0,End of Half
9,3,15:00,NYG 18,1,0:19,82,Touchdown
10,3,12:17,IND 47,5,1:54,47,Touchdown
11,3,5:18,NYG 31,10,5:07,69,Touchdown
12,4,13:34,NYG 42,10,6:49,58,Touchdown
13,4,4:44,IND 42,4,0:44,42,Touchdown
14,4,2:25,IND 43,4,1:47,-4,Downs
