#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 28,5,2:51,18,Blocked Punt
2,1,9:24,IND 37,3,2:25,6,Punt
3,1,5:36,IND 41,4,2:18,12,Punt
4,1,2:14,,1,0:09,0,Interception
5,2,12:42,IND 29,3,1:18,5,Punt
6,2,9:42,IND 12,5,2:50,49,Punt
7,2,2:25,IND 24,5,1:00,24,Punt
8,2,1:18,NYG 6,4,1:13,4,Field Goal
9,3,14:41,IND 28,6,2:24,20,Downs
10,3,10:23,IND 42,14,5:05,49,Field Goal
11,3,0:11,IND 38,5,1:37,62,Touchdown
12,4,6:45,IND 23,6,1:54,77,Touchdown
13,4,4:51,NYG 40,1,0:07,40,Touchdown
14,4,4:00,IND 32,6,1:35,30,Interception
15,4,0:38,IND 47,1,0:38,9,End of Game
