Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Godwin,TAM,7,6,55,0,2,25,4.2,30,5.0,5.7,0,,0,0.0,0,99.4
Deven Thompkins,TAM,9,4,25,0,1,-4,-1.0,29,7.3,8.3,2,2.0,1,11.1,0,51.6
Russell Gage,TAM,6,3,15,1,2,6,2.0,9,3.0,5.3,1,3.0,0,0.0,0,95.8
Giovani Bernard,TAM,2,2,-1,0,,-8,-4.0,7,3.5,-4.0,0,,0,0.0,0,79.2
Ke'Shawn Vaughn,TAM,2,2,8,0,0,-9,-4.5,17,8.5,-4.5,0,,0,0.0,0,83.3
Kyle Rudolph,TAM,1,1,8,1,1,8,8.0,0,0.0,8.0,0,,0,0.0,0,139.6
Leonard Fournette,TAM,1,1,4,0,,-3,-3.0,7,7.0,-3.0,0,,0,0.0,0,83.3
Breshad Perriman,TAM,2,1,9,0,1,2,2.0,7,7.0,20.0,0,,0,0.0,0,62.5
Cade Otton,TAM,1,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Scott Miller,TAM,2,1,8,0,,2,2.0,6,6.0,3.5,0,,0,0.0,0,60.4
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Drake London,ATL,8,6,120,0,5,86,14.3,34,5.7,17.4,0,,0,0.0,0,116.7
Olamide Zaccheaus,ATL,7,4,37,1,2,23,5.8,14,3.5,10.7,0,,0,0.0,0,111.3
MyCole Pruitt,ATL,5,3,34,1,2,27,9.0,7,2.3,8.8,0,,0,0.0,0,120.0
Cordarrelle Patterson,ATL,3,2,1,0,0,-9,-4.5,10,5.0,0.3,0,,0,0.0,0,70.1
Parker Hesse,ATL,1,1,6,0,,-2,-2.0,8,8.0,-2.0,0,,0,0.0,0,91.7
Anthony Firkser,ATL,1,1,11,0,1,11,11.0,0,0.0,11.0,0,,0,0.0,0,112.5
Frank Darby,ATL,1,1,15,0,1,14,14.0,1,1.0,14.0,0,,0,0.0,0,118.7
Damiere Byrd,ATL,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2
Josh Ali,ATL,1,0,0,0,,0,,0,,45.0,0,,0,0.0,0,39.6
