Quarter,Time,Tm,Detail,TAM,CAR
1.0,4:04,Buccaneers,Cadillac Williams 14 yard rush (Matt Bryant kick),7,0
2.0,0:00,Buccaneers,Matt Bryant 34 yard field goal,10,0
3.0,4:29,Buccaneers,Matt Bryant 36 yard field goal,13,0
,1:20,Panthers,John Kasay 39 yard field goal,13,3
4.0,5:39,Buccaneers,Cadillac Williams 10 yard rush (Matt Bryant kick),20,3
,0:23,Panthers,Ricky Proehl 10 yard pass from Jake Delhomme (John Kasay kick),20,10
