Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
1,7:02,,,,0,0,Timeout #2 by Carolina Panthers,0.000,5.830
1,7:02,1,6,PHI 6,0,0,"Penalty on Jeff Otah: False Start, 5 yards (no play)",5.830,4.770
1,7:02,1,11,PHI 11,0,6,"DeAngelo Williams left end for 11 yards, touchdown",4.770,7.000
1,,,,PHI 2,0,7,John Kasay kicks extra point good,0.000,0.000
1,,,,CAR 30,0,7,"Rhys Lloyd kicks off 72 yards, returned by Ellis Hobbs for 28 yards (tackle by Gary Barnidge)",0.000,0.670
1,6:48,1,10,PHI 26,0,7,Donovan McNabb right end for 4 yards (tackle by Thomas Davis),0.670,0.670
1,6:18,2,6,PHI 30,0,7,Brian Westbrook middle for 2 yards (tackle by Tyler Brayton and Julius Peppers),0.670,0.230
1,5:41,3,4,PHI 32,0,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",0.230,-0.430
1,5:17,3,9,PHI 27,0,7,Donovan McNabb pass complete short middle to Jason Avant for 18 yards (tackle by Thomas Davis),-0.430,1.930
1,4:35,1,10,PHI 45,0,7,Donovan McNabb pass incomplete short left intended for DeSean Jackson,1.930,1.380
1,4:27,2,10,PHI 45,0,7,DeSean Jackson left end for 8 yards (tackle by Thomas Davis),1.380,1.750
1,3:49,3,2,CAR 47,0,7,Donovan McNabb pass incomplete short right intended for Brent Celek,1.750,0.130
1,3:43,4,2,CAR 47,0,7,"Saverio Rocca punts 37 yards, fair catch by Captain Munnerlyn. Penalty on Quintin Demps: Fair Catch Interference, 15 yards",0.130,-0.610
1,3:35,1,10,CAR 25,0,7,Jonathan Stewart left tackle for 4 yards (tackle by Victor Abiamiri),0.610,0.600
1,2:53,2,6,CAR 29,0,7,Jake Delhomme pass incomplete deep middle intended for Steve Smith is intercepted by Sheldon Brown at PHI-49 and returned for 19 yards,0.600,-3.450
1,2:41,1,10,CAR 32,0,7,Brian Westbrook middle for 1 yard (tackle by Julius Peppers),3.450,3.040
1,2:12,2,9,CAR 31,0,7,"Penalty on Jason Peters: False Start, 5 yards (no play)",3.040,2.360
1,1:50,2,14,CAR 36,0,7,Donovan McNabb pass incomplete deep middle intended for Kevin Curtis,2.360,1.690
1,1:44,3,14,CAR 36,0,7,Donovan McNabb pass complete short right to Brent Celek for 5 yards (tackle by Damione Lewis),1.690,1.320
1,0:53,4,9,CAR 31,3,7,David Akers 49 yard field goal good,1.320,3.000
1,,,,PHI 30,3,7,"David Akers kicks off 71 yards, returned by Mike Goodson for 26 yards (tackle by Joselio Hanson)",0.000,0.610
1,0:45,1,10,CAR 25,3,7,Jake Delhomme pass incomplete short left intended for Muhsin Muhammad,0.610,0.060
1,0:41,2,10,CAR 25,3,7,DeAngelo Williams middle for no gain (tackle by Mike Patterson),0.060,-0.620
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,CAR 25,9,7,"Jake Delhomme sacked by Trent Cole for -10 yards. Jake Delhomme fumbles (forced by Trent Cole), recovered by Victor Abiamiri at CAR-2 and returned for 2 yards, touchdown",-0.620,-7.000
2,,,,CAR 2,10,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,10,7,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,14:52,1,10,CAR 20,10,7,Jonathan Stewart right guard for 3 yards (tackle by Chris Gocong),0.280,0.140
2,14:16,2,7,CAR 23,10,7,Jonathan Stewart right end for 6 yards (tackle by Mike Patterson),0.140,0.230
2,13:31,3,1,CAR 29,10,7,Jake Delhomme pass complete short right to Muhsin Muhammad for 4 yards (tackle by Akeem Jordan and Joselio Hanson),0.230,1.140
2,12:51,1,10,CAR 33,10,7,DeAngelo Williams middle for -4 yards (tackle by Quintin Mikell and Victor Abiamiri),1.140,0.050
2,12:06,2,14,CAR 29,10,7,DeAngelo Williams left end for -1 yards (tackle by Trevor Laws),0.050,-0.760
2,11:20,3,15,CAR 28,10,7,Jake Delhomme pass incomplete short left intended for Steve Smith,-0.760,-1.500
2,11:14,4,15,CAR 28,16,7,"Jason Baker punts 57 yards, returned by DeSean Jackson for 85 yards, touchdown",-1.500,-7.000
2,,,,CAR 2,17,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,17,7,"David Akers kicks off 65 yards, returned by Mike Goodson for 25 yards (tackle by Moise Fokou)",0.000,0.940
2,10:51,1,10,CAR 30,17,7,DeAngelo Williams middle for 3 yards (tackle by Victor Abiamiri),0.940,0.800
2,10:19,2,7,CAR 33,17,7,Jake Delhomme pass incomplete deep right intended for Muhsin Muhammad,0.800,0.100
2,10:12,3,7,CAR 33,17,7,Jake Delhomme pass incomplete short left intended for Steve Smith is intercepted by Sheldon Brown at CAR-46 and returned for 37 yards,0.100,-5.140
2,10:01,1,9,CAR 9,23,7,"Donovan McNabb pass complete short right to Brent Celek for 9 yards, touchdown. Penalty on DeSean Jackson: Unsportsmanlike Conduct, 15 yards",5.140,7.000
2,,,,CAR 2,24,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 15,24,7,"David Akers kicks off 66 yards, returned by Mike Goodson for 16 yards (tackle by Leonard Weaver)",0.000,1.270
2,9:49,1,10,CAR 35,24,7,Jonathan Stewart middle for 2 yards (tackle by Trent Cole and Mike Patterson),1.270,0.990
2,9:10,2,8,CAR 37,24,7,Jonathan Stewart right end for 3 yards (tackle by Juqua Parker),0.990,0.700
2,8:28,3,5,CAR 40,24,7,Jake Delhomme sacked by Akeem Jordan for -6 yards,0.700,-1.110
2,7:56,4,11,CAR 34,24,7,"Jason Baker punts 61 yards, returned by DeSean Jackson for 21 yards (tackle by J.J. Jansen)",-1.110,-0.670
2,7:43,1,10,PHI 26,24,7,Donovan McNabb pass incomplete short left intended for Brian Westbrook (defended by Julius Peppers),0.670,0.130
2,7:39,2,10,PHI 26,24,7,Brian Westbrook left end for 17 yards (tackle by Quinton Teal),0.130,1.800
2,7:09,1,10,PHI 43,24,7,Brian Westbrook middle for 2 yards (tackle by Charles Johnson),1.800,1.520
2,6:36,2,8,PHI 45,24,7,Donovan McNabb pass complete short left to Kevin Curtis for 15 yards (tackle by Thomas Davis),1.520,2.920
2,6:06,1,10,CAR 40,24,7,Donovan McNabb pass complete short middle to DeSean Jackson for 6 yards (tackle by Thomas Davis),2.920,3.180
2,5:36,2,4,CAR 34,24,7,Brian Westbrook right end for 16 yards (tackle by Charles Godfrey),3.180,4.370
2,4:54,1,10,CAR 18,24,7,Donovan McNabb pass incomplete short right intended for LeSean McCoy,4.370,3.800
2,4:48,2,10,CAR 18,24,7,LeSean McCoy right end for 6 yards (tackle by Richard Marshall),3.800,4.030
,,,,,,,"PHI challenged the fumble ruling, and the original play was overturned.",,
2,4:22,3,4,CAR 12,24,7,"Donovan McNabb pass complete short right to Brent Celek for 2 yards (tackle by Charles Godfrey). Penalty on Tyler Brayton: Defensive Offside, 5 yards (no play)",4.030,5.600
2,3:59,1,7,CAR 7,24,7,Brian Westbrook left end for 3 yards (tackle by Louis Leonard),5.600,5.340
2,3:22,2,4,CAR 4,30,7,"Donovan McNabb pass complete short middle to Brian Westbrook for 4 yards, touchdown",5.340,7.000
2,,,,CAR 2,31,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,31,7,David Akers kicks off 30 yards,0.000,1.600
2,3:11,1,10,CAR 40,31,7,Jake Delhomme pass incomplete short left intended for Muhsin Muhammad,1.600,1.050
2,2:41,2,10,CAR 40,31,7,Jake Delhomme pass complete short middle to DeAngelo Williams for 20 yards (tackle by Chris Gocong),1.050,2.920
2,2:41,1,10,PHI 40,31,7,Jake Delhomme pass complete short right to Jonathan Stewart for 13 yards (tackle by Asante Samuel),2.920,3.780
2,2:25,1,10,PHI 27,31,7,Jake Delhomme pass complete short middle to Muhsin Muhammad for 17 yards (tackle by Quintin Mikell),3.780,4.910
2,2:00,1,10,PHI 10,31,7,DeAngelo Williams middle for 2 yards (tackle by Juqua Parker),4.910,4.570
2,1:53,,,,31,7,Timeout #1 by Philadelphia Eagles,0.000,4.570
2,1:53,2,8,PHI 8,31,7,Jake Delhomme pass complete short left to Steve Smith for 4 yards,4.570,4.490
2,1:48,,,,31,7,Timeout #2 by Philadelphia Eagles,0.000,4.490
2,1:48,3,4,PHI 4,31,7,Jake Delhomme pass incomplete short middle intended for Muhsin Muhammad (defended by Chris Gocong),4.490,3.030
2,1:45,4,4,PHI 4,31,10,John Kasay 22 yard field goal good,3.030,3.000
2,,,,CAR 30,31,10,"Rhys Lloyd kicks off 72 yards, returned by Ellis Hobbs for 17 yards (tackle by Gary Barnidge)",0.000,-0.220
2,1:37,1,10,PHI 15,31,10,Donovan McNabb pass complete short left to Kevin Curtis for 11 yards (tackle by Quinton Teal),-0.220,0.670
2,1:18,1,10,PHI 26,31,10,Brian Westbrook middle for 4 yards (tackle by Jon Beason),0.670,0.670
2,0:56,2,6,PHI 30,31,10,Donovan McNabb left end for 15 yards (tackle by Julius Peppers),0.670,1.930
2,0:47,1,10,PHI 45,31,10,Donovan McNabb pass incomplete short left intended for DeSean Jackson,1.930,1.380
2,0:42,2,10,PHI 45,31,10,Donovan McNabb pass complete short left to Brian Westbrook for 3 yards (tackle by Thomas Davis and Quinton Teal),1.380,1.090
2,0:36,,,,31,10,Timeout #3 by Philadelphia Eagles,0.000,1.090
2,0:36,3,7,PHI 48,31,10,Donovan McNabb pass incomplete deep right intended for DeSean Jackson,1.090,-0.190
2,0:30,,,,31,10,Timeout #3 by Carolina Panthers,0.000,-0.190
2,0:30,4,7,PHI 48,31,10,"Saverio Rocca punts 37 yards, fair catch by Captain Munnerlyn",-0.190,0.220
2,0:24,1,10,CAR 15,31,10,Jake Delhomme kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,31,10,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,31,10,Donovan McNabb pass complete short right to Brent Celek for 7 yards (tackle by Jon Beason),0.280,0.680
3,14:24,2,3,PHI 27,31,10,Brian Westbrook left tackle for 2 yards (tackle by Thomas Davis),0.680,0.230
3,13:44,3,1,PHI 29,31,10,Brian Westbrook right end for 2 yards (tackle by Na'il Diggs),0.230,1.000
3,13:03,1,10,PHI 31,31,10,DeSean Jackson for 25 yards (tackle by Charles Godfrey),1.000,2.650
3,12:32,1,10,CAR 44,31,10,Brian Westbrook left tackle for 5 yards (tackle by Jon Beason and Thomas Davis),2.650,2.780
3,11:53,2,5,CAR 39,31,10,Brian Westbrook middle for no gain (tackle by Julius Peppers),2.780,2.080
3,11:09,3,5,CAR 39,31,10,Donovan McNabb left end for 5 yards (tackle by Thomas Davis),2.080,3.310
3,10:31,1,10,CAR 34,31,10,Brian Westbrook right end for 4 yards (tackle by Chris Gamble),3.310,3.310
3,9:53,2,6,CAR 30,31,10,Donovan McNabb pass incomplete short middle intended for Kevin Curtis is intercepted by Jon Beason at CAR-25 and returned for 10 yards,3.310,-1.270
3,9:40,1,10,CAR 35,31,10,DeAngelo Williams middle for 2 yards (tackle by Trent Cole),1.270,0.990
3,9:01,2,8,CAR 37,31,10,Jake Delhomme sacked by Mike Patterson and Omar Gaither for -10 yards,0.990,-1.020
3,8:27,,,,31,10,Timeout #1 by Carolina Panthers,0.000,-1.020
3,8:27,3,18,CAR 27,31,10,Jake Delhomme pass incomplete short left intended for DeAngelo Williams is intercepted by Akeem Jordan at CAR-21 and returned for 11 yards,-1.020,-4.910
3,8:21,1,10,CAR 10,31,10,Donovan McNabb pass complete short right to Brian Westbrook for 1 yard (tackle by Chris Gamble),4.910,4.380
3,7:46,2,9,CAR 9,31,10,Brian Westbrook middle for 6 yards (tackle by Quinton Teal),4.380,4.720
3,7:07,3,3,CAR 3,37,10,"Donovan McNabb right end for 3 yards, touchdown",4.720,7.000
3,,,,CAR 2,38,10,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,38,10,"David Akers kicks off 66 yards, returned by Mike Goodson for 20 yards (tackle by Chris Gocong)",0.000,0.540
3,6:51,1,10,CAR 24,38,10,Jake Delhomme pass incomplete deep right intended for Steve Smith is intercepted by Asante Samuel at PHI-28,0.540,-0.810
3,6:43,1,10,PHI 28,38,10,LeSean McCoy right end for 11 yards (tackle by Tyler Brayton),0.810,1.530
3,5:57,1,10,PHI 39,38,10,"Kevin Kolb for no gain. Kevin Kolb fumbles, ball out of bounds at PHI-39",1.530,0.990
3,5:36,2,10,PHI 39,38,10,"Kevin Kolb pass complete short left to Kevin Curtis for 8 yards (tackle by Captain Munnerlyn). Penalty on Winston Justice: Illegal Formation, 5 yards (no play)",0.990,0.310
3,5:15,2,15,PHI 34,38,10,Kevin Kolb pass incomplete short right intended for DeSean Jackson (defended by Chris Gamble),0.310,-0.360
3,5:09,3,15,PHI 34,38,10,LeSean McCoy left end for 10 yards (tackle by Thomas Davis),-0.360,-0.460
3,4:38,4,5,PHI 44,38,10,"Saverio Rocca punts 49 yards, returned by Captain Munnerlyn for 26 yards (tackle by Dimitri Patterson)",-0.460,-1.140
3,4:24,1,10,CAR 33,38,10,Jonathan Stewart middle for 5 yards (tackle by Darren Howard),1.140,1.270
3,3:58,2,5,CAR 38,38,10,Josh McCown pass incomplete short right intended for Dante Rosario (defended by Asante Samuel),1.270,0.560
3,3:53,3,5,CAR 38,38,10,Josh McCown pass incomplete short right intended for Steve Smith (defended by Joselio Hanson),0.560,-0.850
3,3:46,4,5,CAR 38,38,10,"Penalty on Chris Clemons: Defensive Offside, 6 yards (no play)",-0.850,1.860
3,3:46,1,10,CAR 44,38,10,Josh McCown pass complete short right to Jeff King for 2 yards (tackle by Asante Samuel),1.860,1.590
3,3:21,2,8,CAR 46,38,10,Josh McCown pass incomplete short left intended for Jeff King,1.590,0.890
3,3:15,3,8,CAR 46,38,10,Josh McCown pass incomplete short left intended for Steve Smith (defended by Joselio Hanson),0.890,-0.320
3,3:09,4,8,CAR 46,38,10,"Jason Baker punts 54 yards, touchback",-0.320,-0.280
3,3:01,1,10,PHI 20,38,10,Kevin Kolb pass complete short right to DeSean Jackson for 3 yards (tackle by Thomas Davis),0.280,0.140
3,2:32,2,7,PHI 23,38,10,Leonard Weaver middle for 11 yards (tackle by Charles Godfrey),0.140,1.200
3,1:52,1,10,PHI 34,38,10,Kevin Kolb pass complete short right to LeSean McCoy for 1 yard (tackle by Thomas Davis),1.200,0.790
3,1:09,2,9,PHI 35,38,10,LeSean McCoy right end for 6 yards (tackle by Captain Munnerlyn),0.790,0.890
3,0:35,3,3,PHI 41,38,10,Kevin Kolb pass complete short middle to Brent Celek for 5 yards (tackle by Richard Marshall and Thomas Davis),0.890,1.990
Quarter,Time,Down,ToGo,Location,PHI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 46,38,10,"Kevin Kolb sacked by Julius Peppers for -8 yards. Kevin Kolb fumbles (forced by Julius Peppers), recovered by Damione Lewis at PHI-35 (tackle by Jason Peters)",1.990,-3.250
4,14:52,1,10,PHI 35,38,10,Josh McCown pass incomplete short left intended for Steve Smith,3.250,2.700
4,14:46,2,10,PHI 35,38,10,Josh McCown sacked by Darren Howard for -6 yards,2.700,1.220
4,14:29,3,16,PHI 41,38,10,"Matt Moore pass complete deep middle to Muhsin Muhammad for 21 yards. Penalty on Dante Rosario: Offensive Holding, 10 yards (no play)",1.220,-0.100
4,13:57,3,26,CAR 49,38,10,Matt Moore pass incomplete short middle intended for Steve Smith,-0.100,-0.130
4,13:51,4,26,CAR 49,38,10,"Jason Baker punts 51 yards, touchback",-0.130,-0.280
4,13:42,1,10,PHI 20,38,10,LeSean McCoy right end for -1 yards (tackle by Charles Godfrey),0.280,-0.460
4,13:02,2,11,PHI 19,38,10,Kevin Kolb pass complete short right to Brent Celek for 5 yards (tackle by Thomas Davis and Chris Gamble),-0.460,-0.430
4,12:17,3,6,PHI 24,38,10,Kevin Kolb pass incomplete short middle intended for LeSean McCoy (defended by Julius Peppers),-0.430,-1.770
4,12:12,4,6,PHI 24,38,10,"Saverio Rocca punts 48 yards, returned by Captain Munnerlyn for 7 yards (tackle by Jon Dorenbos)",-1.770,-1.270
4,12:00,1,10,CAR 35,38,10,DeAngelo Williams right tackle for 3 yards (tackle by Quintin Mikell),1.270,1.130
4,11:31,2,7,CAR 38,38,10,Matt Moore pass incomplete short left intended for Steve Smith is intercepted by Joselio Hanson at CAR-44 and returned for 2 yards,1.130,-2.790
4,11:28,1,10,CAR 42,38,10,Kevin Kolb pass incomplete deep left intended for DeSean Jackson (defended by Charles Godfrey),2.790,2.240
4,11:21,2,10,CAR 42,38,10,LeSean McCoy right end for 7 yards (tackle by Jon Beason),2.240,2.480
4,10:47,3,3,CAR 35,38,10,Kevin Kolb pass incomplete short right intended for Hank Baskett,2.480,0.990
4,10:44,4,3,CAR 35,38,10,Kevin Kolb pass complete short right to Brent Celek for 6 yards,0.990,3.640
4,10:44,1,10,CAR 29,38,10,"Penalty on Nick Cole: False Start, 5 yards (no play)",3.640,3.310
4,10:02,1,15,CAR 34,38,10,LeSean McCoy right tackle for 2 yards (tackle by Thomas Davis),3.310,2.700
4,9:21,2,13,CAR 32,38,10,Kevin Kolb pass complete short left to Leonard Weaver for -3 yards (tackle by Thomas Davis),2.700,1.620
4,8:37,3,16,CAR 35,38,10,LeSean McCoy left end for 2 yards (tackle by Richard Marshall),1.620,1.150
4,7:57,4,14,CAR 33,38,10,"David Akers 51 yard field goal no good, blocked by Julius Peppers",1.150,-1.660
4,7:48,1,10,CAR 41,38,10,Mike Goodson middle for 4 yards (tackle by Trent Cole),1.660,1.660
4,7:22,2,6,CAR 45,38,10,Matt Moore pass complete short right to Muhsin Muhammad for 5 yards (tackle by Ellis Hobbs),1.660,1.620
4,6:57,3,1,,38,10,"Mike Goodson middle for -3 yards (tackle by Darren Howard). Mike Goodson fumbles (forced by Darren Howard), recovered by Omar Gaither at CAR-47 (tackle by Jordan Gross)",1.620,-2.460
4,6:50,1,10,CAR 47,38,10,LeSean McCoy right tackle for 3 yards (tackle by Quinton Teal),2.460,2.320
4,6:08,2,7,CAR 44,38,10,Kevin Kolb pass complete short right to Hank Baskett for 6 yards (tackle by Chris Gamble),2.320,2.410
4,6:08,3,1,CAR 38,38,10,"Penalty on Stacy Andrews: False Start, 5 yards (no play)",2.410,1.750
4,5:09,,,,38,10,Timeout #1 by Philadelphia Eagles,0.000,1.750
4,5:09,3,6,CAR 43,38,10,Kevin Kolb middle for 5 yards (tackle by Damione Lewis),1.750,0.720
4,4:24,4,1,CAR 38,38,10,Kevin Kolb sacked by Louis Leonard for -9 yards,0.720,-2.060
4,4:17,1,10,CAR 47,38,10,Jonathan Stewart middle for 2 yards (tackle by Darren Howard),2.060,1.790
4,3:50,2,8,CAR 49,38,10,Matt Moore pass incomplete short right intended for Jonathan Stewart (defended by Victor Harris),1.790,1.090
4,3:46,3,8,CAR 49,38,10,Matt Moore pass complete short middle to Muhsin Muhammad for 15 yards (tackle by Quintin Mikell),1.090,3.180
4,3:09,1,10,PHI 36,38,10,Matt Moore pass incomplete short left intended for Steve Smith,3.180,2.640
4,3:05,2,10,PHI 36,38,10,Matt Moore sacked by Darren Howard for -10 yards,2.640,0.630
4,2:17,3,20,PHI 46,38,10,Matt Moore pass complete deep right to Jonathan Stewart for 19 yards (tackle by Joselio Hanson),0.630,1.820
4,2:00,4,1,PHI 27,38,10,Matt Moore pass complete short left to Steve Smith for 9 yards (tackle by Ellis Hobbs),1.820,4.370
4,1:55,1,10,PHI 18,38,10,Matt Moore pass complete short right to DeAngelo Williams for 5 yards (tackle by Victor Harris),4.370,4.610
4,1:49,2,5,PHI 13,38,10,Matt Moore pass complete short middle to DeAngelo Williams for 10 yards (tackle by Quintin Mikell),4.610,6.510
4,1:05,1,3,PHI 3,38,10,Matt Moore pass incomplete right intended for Kenny Moore,6.510,5.530
4,1:01,2,3,PHI 3,38,10,DeAngelo Williams middle for no gain (tackle by Akeem Jordan),5.530,4.720
4,0:51,,,,38,10,Timeout #2 by Carolina Panthers,0.000,0.000
4,0:51,,,,38,10,Timeout #2 by Philadelphia Eagles,0.000,4.720
4,0:51,3,3,PHI 3,38,10,DeAngelo Williams middle for 2 yards (tackle by Akeem Jordan and Tracy White),4.720,3.550
4,0:39,4,1,PHI 1,38,10,DeAngelo Williams right end for -1 yards (tackle by Juqua Parker and Brodrick Bunkley),3.550,0.380
4,0:34,1,10,PHI 2,38,10,Kevin Kolb kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
