Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,13,70,1,2,59,4.5,11,0.8,0,
Daniel Jones,NYG,10,37,0,3,34,3.4,3,0.3,0,
Matt Breida,NYG,4,14,0,1,5,1.3,9,2.3,0,
Gary Brightwell,NYG,2,5,1,1,3,1.5,2,1.0,0,
Daniel Bellinger,NYG,1,2,1,1,0,0.0,2,2.0,0,
Jamie Gillan,NYG,1,-3,0,,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,13,63,0,3,42,3.2,21,1.6,0,
AJ Dillon,GNB,6,34,0,2,31,5.2,3,0.5,0,
Christian Watson,GNB,1,-3,0,,-3,-3.0,0,0.0,0,
