Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Packers to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Graham Gano kicks off 59 yards, returned by Christian Watson for 18 yards (tackle by Carter Coughlin and Cam Brown)",0.000,0.540
1,14:55,1,10,GNB 24,0,0,Aaron Jones right end for 2 yards (tackle by Adoree' Jackson and Dexter Lawrence),0.540,0.270
1,14:20,2,8,GNB 26,0,0,Aaron Rodgers pass incomplete short right intended for Randall Cobb (defended by Kayvon Thibodeaux),0.270,-0.430
1,14:16,3,8,GNB 26,0,0,Aaron Rodgers pass complete deep middle to Randall Cobb for 35 yards (tackle by Julian Love),-0.430,2.980
1,13:32,1,10,NYG 39,0,0,AJ Dillon right tackle for 7 yards (tackle by Adoree' Jackson),2.980,3.390
1,12:48,2,3,NYG 32,0,0,AJ Dillon right guard for 5 yards (tackle by Dexter Lawrence and Nick Williams),3.390,3.780
1,12:07,1,10,NYG 27,0,0,Aaron Rodgers pass incomplete deep left intended for Tyler Davis,3.780,3.230
1,12:00,2,10,NYG 27,0,0,Aaron Jones right tackle for 5 yards (tackle by Adoree' Jackson and Jaylon Smith),3.230,3.200
1,11:14,3,5,NYG 22,0,0,Aaron Rodgers pass incomplete short right intended for Aaron Jones,3.200,2.040
1,11:10,4,5,NYG 22,0,0,"Penalty on GNB: Delay of Game, 5 yards (accepted) (no play)",2.040,1.670
1,11:06,4,10,NYG 27,0,3,Mason Crosby 46 yard field goal good,1.670,3.000
1,11:05,,,GNB 35,0,3,"Mason Crosby kicks off 62 yards, returned by Gary Brightwell for 21 yards (tackle by Rasul Douglas)",0.000,0.540
1,11:00,1,10,NYG 24,0,3,Saquon Barkley right tackle for 5 yards (tackle by Kenny Clark),0.540,0.540
1,10:24,2,6,NYG 28,0,3,Saquon Barkley up the middle for 1 yard (tackle by Kenny Clark and Preston Smith),0.540,0.100
1,9:40,3,4,NYG 30,0,3,Daniel Jones pass incomplete short right intended for Saquon Barkley,0.100,-1.370
1,9:36,4,4,NYG 30,0,3,"Jamie Gillan punts 42 yards, fair catch by Amari Rodgers at GB-28",-1.370,-0.810
1,9:28,1,10,GNB 28,0,3,Aaron Rodgers pass complete short right to Tyler Davis for -3 yards (tackle by Tae Crowder),0.810,-0.140
1,8:46,2,13,GNB 25,0,3,Aaron Rodgers pass complete short left to Randall Cobb for 3 yards (tackle by Darnay Holmes),-0.140,-0.430
1,8:00,3,10,GNB 28,0,3,Aaron Rodgers pass complete short right to Romeo Doubs for -1 yards (tackle by Jihad Ward and Kayvon Thibodeaux),-0.430,-1.570
1,7:24,4,11,GNB 27,0,3,Pat O'Donnell punts 50 yards downed by Rudy Ford,-1.570,-0.480
1,7:13,1,10,NYG 23,0,3,Saquon Barkley up the middle for 2 yards (tackle by Rashan Gary),0.480,0.200
1,6:32,2,8,NYG 25,0,3,Daniel Jones pass incomplete deep left intended for Saquon Barkley,0.200,-0.490
1,6:26,3,8,NYG 25,0,3,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",-0.490,-1.150
1,6:26,3,13,NYG 20,0,3,Daniel Jones pass complete short left to Saquon Barkley for -4 yards (tackle by Jaire Alexander),-1.150,-2.390
1,5:46,4,17,NYG 16,0,3,"Jamie Gillan punts 58 yards, returned by Amari Rodgers for 11 yards. Amari Rodgers fumbles (forced by Julian Love), recovered by Isaiah McDuffie at GB-40",-2.390,-1.600
1,5:34,1,10,GNB 40,0,3,AJ Dillon left tackle for 4 yards (tackle by Kayvon Thibodeaux and Justin Ellis),1.600,1.590
1,5:00,2,6,GNB 44,0,3,Aaron Rodgers pass complete deep middle to Romeo Doubs for 22 yards (tackle by Adoree' Jackson),1.590,3.310
1,4:17,1,10,NYG 34,0,3,Christian Watson right end for -3 yards (tackle by Adoree' Jackson),3.310,2.370
1,3:35,2,13,NYG 37,0,3,"Aaron Rodgers pass incomplete intended for Robert Tonyan. Penalty on Xavier McKinney: Defensive Pass Interference, 33 yards (accepted) (no play)",2.370,6.280
1,3:26,1,4,NYG 4,0,3,Aaron Rodgers pass incomplete short left intended for Randall Cobb,6.280,5.340
1,3:22,2,4,NYG 4,0,9,"Aaron Rodgers pass complete short right to Allen Lazard for 4 yards, touchdown",5.340,7.000
1,3:19,,,NYG 15,0,10,Mason Crosby kicks extra point good,0.000,0.000
1,3:19,,,GNB 35,0,10,"Mason Crosby kicks off 64 yards, returned by Gary Brightwell for 23 yards (tackle by Tipa Galeai)",0.000,0.540
1,3:14,1,10,NYG 24,0,10,Daniel Jones pass complete short left to Darius Slayton for 26 yards (tackle by Eric Stokes),0.540,2.260
1,2:40,1,10,NYG 50,0,10,Saquon Barkley right guard for 5 yards (tackle by Tedarrell Slaton),2.260,2.390
1,2:03,2,5,GNB 45,0,10,Daniel Jones pass complete short right to Daniel Bellinger for 11 yards (tackle by Quay Walker),2.390,3.310
1,1:25,1,10,GNB 34,0,10,"Saquon Barkley for 1 yard (tackle by Jaire Alexander). Penalty on Daniel Bellinger: Offensive Holding, 10 yards (accepted)",3.310,2.650
1,0:56,1,20,GNB 44,0,10,Daniel Jones pass incomplete deep left intended for Darius Slayton,2.650,1.550
1,0:52,2,19,GNB 43,0,10,Daniel Jones pass complete short left to Marcus Johnson for 12 yards (tackle by Jaire Alexander),1.550,2.480
1,0:16,3,7,GNB 31,0,10,Daniel Jones pass incomplete short left intended for Saquon Barkley,2.480,1.320
1,0:14,4,7,GNB 31,3,10,Graham Gano 48 yard field goal good,1.320,3.000
1,0:09,,,NYG 35,3,10,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,0:09,1,10,GNB 25,3,10,Aaron Jones up the middle for 3 yards (tackle by Micah McFadden and Justin Ellis),0.610,0.470
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,GNB 28,3,10,Aaron Rodgers pass complete short left to Aaron Jones for 8 yards (tackle by Micah McFadden),0.470,1.330
2,14:27,1,10,GNB 36,3,10,Aaron Jones right end for 2 yards (tackle by Julian Love),1.330,1.060
2,13:41,2,8,GNB 38,3,10,Aaron Rodgers pass complete short right to Josiah Deguara for 12 yards (tackle by Xavier McKinney),1.060,2.190
2,13:02,1,10,GNB 49,3,10,Aaron Rodgers pass complete to Josiah Deguara for 7 yards (tackle by Jaylon Smith and Fabian Moreau),2.190,2.730
2,12:18,2,2,NYG 43,3,10,Aaron Jones left tackle for 4 yards (tackle by Nick Williams and Tomon Fox),2.730,2.980
2,11:38,1,10,NYG 39,3,10,AJ Dillon up the middle for 5 yards (tackle by Dexter Lawrence),2.980,3.120
2,10:56,2,5,NYG 34,3,10,Aaron Rodgers pass complete short right to Aaron Jones for 9 yards (tackle by Tae Crowder),3.120,3.910
2,10:13,1,10,NYG 25,3,10,Aaron Rodgers pass complete short left to Allen Lazard for 5 yards (tackle by Adoree' Jackson),3.910,4.040
2,9:25,2,5,NYG 20,3,10,Aaron Rodgers pass complete short middle to Christian Watson for 1 yard (tackle by Jaylon Smith),4.040,3.490
2,8:39,3,4,NYG 19,3,10,Aaron Jones up the middle for 8 yards (tackle by Tony Jefferson),3.490,4.840
2,7:58,1,10,NYG 11,3,10,Aaron Rodgers pass complete short left to Randall Cobb for 9 yards (tackle by Dane Belton and Tony Jefferson),4.840,5.850
2,7:29,2,1,NYG 2,3,16,"Aaron Rodgers pass complete short left to Marcedes Lewis for 2 yards, touchdown",5.850,7.000
2,7:25,,,NYG 15,3,17,Mason Crosby kicks extra point good,0.000,0.000
2,7:25,,,GNB 35,3,17,"Mason Crosby kicks off 63 yards, returned by Gary Brightwell for 12 yards (tackle by Shemar Jean-Charles and Rudy Ford)",0.000,-0.280
2,7:19,1,10,NYG 14,3,17,"Daniel Jones sacked by Jarran Reed for no gain. Daniel Jones fumbles (forced by Jarran Reed), recovered by Daniel Jones at NYG-7. Penalty on Rasul Douglas: Defensive Holding, 5 yards (accepted) (no play)",-0.280,0.150
2,7:00,1,10,NYG 19,3,17,Daniel Jones scrambles right end for 3 yards (tackle by De'Vondre Campbell),0.150,0.070
2,6:28,2,7,NYG 22,3,17,Saquon Barkley left tackle for 40 yards (tackle by Eric Stokes),0.070,3.050
2,6:04,1,10,GNB 38,3,17,Daniel Jones pass complete short right to Darius Slayton for 10 yards (tackle by Eric Stokes),3.050,3.710
2,5:31,1,10,GNB 28,3,17,Daniel Jones sacked by Preston Smith for -4 yards,3.710,2.630
2,4:45,2,14,GNB 32,3,17,Daniel Jones pass complete short left to Richie James for 1 yard (tackle by Kingsley Enagbare),2.630,2.080
2,4:07,3,13,GNB 31,3,17,Daniel Jones pass complete short middle to Richie James for 15 yards (tackle by Darnell Savage),2.080,4.510
2,3:28,1,10,GNB 16,3,17,Saquon Barkley left guard for 1 yard (tackle by Dean Lowry),4.510,4.050
2,2:48,2,9,GNB 15,3,17,Daniel Jones pass incomplete short left intended for Daniel Bellinger (defended by Jonathan Garvin),4.050,3.220
2,2:45,3,9,GNB 15,3,17,Daniel Jones pass complete short right to Darius Slayton for 10 yards (tackle by Eric Stokes and Quay Walker),3.220,5.830
2,2:00,1,6,GNB 6,3,17,Matt Breida left guard for 3 yards (tackle by Kenny Clark),5.830,5.720
2,1:22,2,2,GNB 2,9,17,"Daniel Bellinger right end for 2 yards, touchdown",5.720,7.000
2,1:15,,,GNB 15,10,17,Graham Gano kicks extra point good,0.000,0.000
2,1:15,,,NYG 35,10,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,1:15,1,10,GNB 25,10,17,Aaron Jones left guard for 11 yards (tackle by Julian Love),0.610,1.330
2,0:52,1,10,GNB 36,10,17,Aaron Rodgers pass complete short right to Randall Cobb for 9 yards (tackle by Darnay Holmes and Adoree' Jackson),1.330,1.870
2,0:46,,,,,,Timeout #1 by Green Bay Packers,,
2,0:46,2,2,GNB 44,10,17,Aaron Rodgers pass complete short right to Robert Tonyan for 6 yards (tackle by Tony Jefferson),1.870,2.320
2,0:43,,,,,,Timeout #2 by Green Bay Packers,,
2,0:43,1,10,NYG 49,10,17,Aaron Rodgers pass complete short middle to Randall Cobb for 20 yards (tackle by Xavier McKinney),2.320,3.640
2,0:38,,,,,,Timeout #3 by Green Bay Packers,,
2,0:38,1,10,NYG 29,10,17,Aaron Rodgers pass incomplete deep left intended for Randall Cobb (defended by Darnay Holmes),3.640,3.100
2,0:34,2,10,NYG 29,10,17,Aaron Rodgers pass incomplete short right intended for Romeo Doubs,3.100,2.410
2,0:31,3,10,NYG 29,10,17,Aaron Rodgers pass complete short right to Robert Tonyan for -1 yards (tackle by Julian Love),2.410,1.320
2,0:04,4,12,NYG 31,10,20,Mason Crosby 48 yard field goal good,1.320,3.000
Quarter,Time,Down,ToGo,Location,NYG,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,10,20,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,14:50,1,10,NYG 25,10,20,"Daniel Jones sacked by Rashan Gary for no gain. Penalty on Darnell Savage: Defensive Holding, 5 yards (accepted) (no play)",0.610,0.940
3,14:34,1,10,NYG 30,10,20,Saquon Barkley up the middle for 5 yards (tackle by Jarran Reed),0.940,1.070
3,14:01,2,5,NYG 35,10,20,Saquon Barkley left tackle for 2 yards (tackle by Dean Lowry),1.070,0.630
3,13:16,3,3,NYG 37,10,20,Daniel Jones pass complete to Darius Slayton for 14 yards (tackle by De'Vondre Campbell),0.630,2.320
3,12:36,1,10,GNB 49,10,20,Daniel Jones pass complete short left to Darius Slayton for 13 yards (tackle by Darnell Savage),2.320,3.180
3,11:58,1,10,GNB 36,10,20,Saquon Barkley up the middle for 5 yards (tackle by Darnell Savage),3.180,3.310
3,11:23,2,5,GNB 31,10,20,Saquon Barkley up the middle for 1 yard (tackle by Tedarrell Slaton),3.310,2.740
3,10:48,3,4,GNB 30,10,20,Daniel Jones up the middle for 6 yards (tackle by Quay Walker),2.740,3.970
3,10:19,1,10,GNB 24,10,20,Saquon Barkley left guard for no gain (tackle by Preston Smith),3.970,3.430
3,9:37,2,10,GNB 24,10,20,Daniel Jones pass complete short right to David Sills for 7 yards (tackle by Adrian Amos),3.430,3.750
3,8:57,3,3,GNB 17,10,20,"Penalty on Ben Bredeson: False Start, 5 yards (accepted) (no play)",3.750,3.010
3,8:35,3,8,GNB 22,10,20,Daniel Jones up the middle for 3 yards (tackle by Rashan Gary),3.010,2.240
3,8:02,4,5,GNB 19,13,20,Graham Gano 37 yard field goal good,2.240,3.000
3,7:57,,,NYG 35,13,20,"Graham Gano kicks off 60 yards, returned by Christian Watson for 17 yards (tackle by Justin Layne). Penalty on Isaiah McDuffie: Offensive Holding, 10 yards (accepted)",0.000,1.070
3,7:50,1,10,GNB 32,13,20,Aaron Rodgers pass complete to Allen Lazard for 17 yards (tackle by Nick McCloud),1.070,0.870
3,7:05,1,10,GNB 29,13,20,Aaron Jones left guard for 3 yards (tackle by Dexter Lawrence and Nick Williams),0.870,0.730
3,6:12,2,7,GNB 32,13,20,"Aaron Rodgers pass incomplete intended for Romeo Doubs. Penalty on Nick McCloud: Illegal Contact, 5 yards (accepted) (no play)",0.730,1.400
3,6:12,1,10,GNB 37,13,20,AJ Dillon right tackle for 11 yards (tackle by Jaylon Smith),1.400,2.130
3,5:31,1,10,GNB 48,13,20,"Aaron Rodgers pass incomplete short right intended for Randall Cobb GNB challenged the pass completion ruling, and the original play was overturned. Aaron Rodgers pass complete to Randall Cobb for 14 yards",2.130,3.050
3,5:02,1,10,NYG 38,13,20,Aaron Jones left guard for 2 yards (tackle by Oshane Ximines),3.050,2.780
3,4:15,2,8,NYG 36,13,20,Aaron Rodgers pass incomplete deep left intended for Romeo Doubs,2.780,2.080
3,4:09,,,,,,Timeout #1 by Green Bay Packers,,
3,4:09,3,8,NYG 36,13,20,Aaron Rodgers sacked by Dexter Lawrence for -6 yards,2.080,0.460
