Quarter,Time,Tm,Detail,HOU,IND
1.0,6:20,Colts,Joseph Addai 7 yard pass from Peyton Manning (Matt Stover kick),0,7
,3:57,Colts,Matt Stover 22 yard field goal,0,10
2.0,12:50,Colts,Matt Stover 37 yard field goal,0,13
,0:00,Texans,Kris Brown 56 yard field goal,3,13
3.0,8:31,Texans,Ryan Moats 1 yard pass from Matt Schaub (Kris Brown kick),10,13
4.0,14:58,Texans,Steve Slaton 1 yard rush (Kris Brown kick),17,13
,7:11,Colts,Joseph Addai 2 yard rush (Matt Stover kick),17,20
