Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Michael Carter,NYJ,9,19,0,1,9,1.0,10,1.1,1,9.0
Tevin Coleman,NYJ,5,6,0,,3,0.6,3,0.6,0,
Zach Wilson,NYJ,2,24,0,0,22,11.0,2,1.0,0,
Ty Johnson,NYJ,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devin Singletary,BUF,19,88,1,4,61,3.2,27,1.4,0,
Josh Allen,BUF,5,63,0,3,50,10.0,13,2.6,0,
Zack Moss,BUF,5,8,0,,1,0.2,7,1.4,0,
Mitchell Trubisky,BUF,3,-3,0,0,-3,-1.0,0,0.0,0,
Isaiah McKenzie,BUF,1,10,0,0,9,9.0,1,1.0,0,
Dawson Knox,BUF,0,4,0,0,4,,0,,0,
