Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jakorian Bennett,LVR,0,8,8,100.0%,107,13.4,13.4,1,158.3,7.5,60,47,0,0,0,0.0,0,9,0,0.0%
Marcus Peters,LVR,0,7,5,71.4%,44,8.8,6.3,0,87.8,9.0,31,13,0,0,0,0.0,0,3,1,25.0%
Nate Hobbs,LVR,0,5,4,80.0%,32,8.0,6.4,1,132.9,0.8,3,29,0,0,0,0.0,0,7,1,12.5%
Robert Spillane,LVR,0,3,3,100.0%,36,12.0,12.0,0,116.7,3.3,10,26,7,0,1,1.0,2,14,4,22.2%
Marcus Epps,LVR,0,3,3,100.0%,15,5.0,5.0,0,87.5,2.3,7,8,0,0,0,0.0,0,6,1,14.3%
Tre'von Moehrig,LVR,0,3,2,66.7%,12,6.0,4.0,1,113.9,6.0,7,5,1,0,0,0.0,0,5,1,16.7%
David Long,LVR,0,2,2,100.0%,10,5.0,5.0,0,87.5,3.5,7,3,0,0,0,0.0,0,2,0,0.0%
Maxx Crosby,LVR,0,1,1,100.0%,10,10.0,10.0,0,108.3,2.0,2,8,0,1,0,0.0,1,7,0,0.0%
Divine Deablo,LVR,0,1,1,100.0%,3,3.0,3.0,0,79.2,-2.0,-2,5,8,0,0,1.0,1,10,1,9.1%
Isaac Rochell,LVR,0,2,1,50.0%,-4,-4.0,-2.0,0,56.2,-4.0,-6,2,0,0,0,0.0,0,1,0,0.0%
Bilal Nichols,LVR,0,1,1,100.0%,9,9.0,9.0,0,104.2,2.0,2,7,0,0,0,0.0,0,3,0,0.0%
Tyree Wilson,LVR,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,2,50.0%
Adam Butler,LVR,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Terrel Bernard,BUF,1,4,3,75.0%,35,11.7,8.8,0,61.5,1.0,6,29,0,0,0,0.0,0,6,0,0.0%
Tre'Davious White,BUF,0,4,3,75.0%,28,9.3,7.0,1,133.3,5.3,12,16,0,0,0,0.0,0,3,0,0.0%
Taron Johnson,BUF,0,3,2,66.7%,27,13.5,9.0,0,95.1,6.0,18,9,0,0,0,0.0,0,4,0,0.0%
Matt Milano,BUF,1,3,2,66.7%,17,8.5,5.7,0,41.7,5.3,13,4,0,0,0,0.0,0,4,0,0.0%
Jordan Poyer,BUF,0,3,2,66.7%,26,13.0,8.7,0,93.7,12.0,22,4,0,0,0,0.0,0,3,0,0.0%
Micah Hyde,BUF,0,2,1,50.0%,6,6.0,3.0,0,56.2,11.0,5,1,1,0,0,0.0,0,5,1,16.7%
Leonard Floyd,BUF,0,1,1,100.0%,5,5.0,5.0,0,87.5,4.0,4,1,0,0,0,0.0,0,2,0,0.0%
Taylor Rapp,BUF,0,1,1,100.0%,23,23.0,23.0,0,118.7,23.0,23,0,0,0,0,0.0,0,1,0,0.0%
Christian Benford,BUF,0,3,1,33.3%,18,18.0,6.0,0,54.9,25.7,18,0,0,0,0,0.0,0,2,0,0.0%
DaQuan Jones,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
A.J. Epenesa,BUF,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
