Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
1,8:07,2,12,NWE 46,0,7,Blake Bortles pass incomplete short middle intended for Marcedes Lewis,1.840,1.160
1,8:04,3,12,NWE 46,0,7,Blake Bortles sacked by Jabaal Sheard for -6 yards,1.160,-0.190
1,7:27,4,18,JAX 48,0,7,"Bryan Anger punts 42 yards, fair catch by Danny Amendola",-0.190,0.380
1,7:19,1,10,NWE 10,0,7,Tom Brady pass complete short left to Julian Edelman for 16 yards (tackle by Sergio Brown),-0.380,0.670
1,6:54,1,10,NWE 26,0,7,Tom Brady pass complete short left to Dion Lewis for 4 yards (tackle by Paul Posluszny),0.670,0.670
1,6:25,2,6,NWE 30,0,7,Dion Lewis middle for 3 yards (tackle by Tyson Alualu and Roy Miller),0.670,0.370
1,5:52,3,3,NWE 33,0,7,Tom Brady pass complete deep left to Julian Edelman for 19 yards (tackle by Josh Evans),0.370,2.390
1,5:26,1,10,JAX 48,0,7,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Davon House),2.390,2.660
1,5:00,2,4,JAX 42,0,7,Dion Lewis right tackle for 10 yards (tackle by Davon House),2.660,3.450
1,4:35,1,10,JAX 32,0,7,Tom Brady pass incomplete short left intended for Aaron Dobson,3.450,2.900
1,4:29,2,10,JAX 32,0,7,"Tom Brady pass complete short middle to Danny Amendola for 13 yards (tackle by Paul Posluszny). Penalty on Rob Gronkowski: Offensive Pass Interference, 10 yards (no play)",2.900,1.550
1,4:09,2,20,JAX 42,0,7,Dion Lewis right guard for 3 yards (tackle by Paul Posluszny),1.550,1.290
1,3:33,3,17,JAX 39,0,7,Tom Brady pass complete short middle to Danny Amendola for 11 yards (tackle by Josh Evans),1.290,1.610
1,3:00,4,6,JAX 28,0,10,Stephen Gostkowski 46 yard field goal good,1.610,3.000
1,3:00,,,NWE 35,0,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,2:56,1,10,JAX 20,0,10,Bernard Pierce right guard for 1 yard (tackle by Jamie Collins),0.280,-0.130
1,2:18,2,9,JAX 21,0,10,Blake Bortles right end for 2 yards (tackle by Malcolm Butler),-0.130,-0.560
1,1:35,3,7,JAX 23,0,10,"Blake Bortles pass incomplete deep right intended for Allen Hurns. Penalty on Logan Ryan: Illegal Contact, 5 yards (no play)",-0.560,0.810
1,1:30,1,10,JAX 28,0,10,T.J. Yeldon right end for 5 yards (tackle by Malcolm Butler),0.810,0.940
1,1:01,2,5,JAX 33,0,10,T.J. Yeldon right tackle for 4 yards (tackle by Sealver Siliga and Dominique Easley),0.940,0.760
1,0:36,3,1,JAX 37,0,10,Blake Bortles middle for 3 yards (tackle by Malcom Brown),0.760,1.600
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 40,0,10,Blake Bortles pass complete short right to Corey Grant for 8 yards (tackle by Jordan Richards),1.600,2.130
2,14:16,2,2,JAX 48,0,10,Blake Bortles pass complete short right to Marqise Lee for 13 yards,2.130,2.980
2,13:43,1,10,NWE 39,0,10,T.J. Yeldon middle for no gain (tackle by Jabaal Sheard),2.980,2.440
2,13:00,2,10,NWE 39,0,10,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Jordan Richards),2.440,1.750
2,12:54,3,10,NWE 39,0,10,Blake Bortles pass complete short middle to Allen Hurns for 11 yards (tackle by Logan Ryan),1.750,3.710
2,12:17,1,10,NWE 28,0,10,Toby Gerhart middle for 3 yards (tackle by Rob Ninkovich),3.710,3.570
2,11:37,2,7,NWE 25,0,10,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Malcolm Butler),3.570,2.870
2,11:33,3,7,NWE 25,0,10,"Blake Bortles sacked by Jamie Collins for -6 yards. Blake Bortles fumbles (forced by Jamie Collins), recovered by Toby Gerhart at NWE-18 and returned for 1 yards",2.870,4.440
,,,,,,,"NWE challenged the fumble ruling, and the play was upheld.",,
2,11:01,1,10,NWE 17,0,10,Blake Bortles pass incomplete deep right intended for Corey Grant,4.440,3.850
2,10:57,2,10,NWE 17,0,10,T.J. Yeldon left guard for no gain (tackle by Alan Branch),3.850,3.070
2,10:13,3,10,NWE 17,0,10,"Blake Bortles pass complete short right to Marcedes Lewis for 14 yards (tackle by Duron Harmon). Penalty on JAX: Illegal Formation, 5 yards (no play)",3.070,2.540
2,9:42,3,15,NWE 22,0,10,Blake Bortles pass incomplete deep left intended for Allen Hurns. Penalty on Brandon Linder: Offensive Holding (Declined),2.540,1.990
2,9:37,4,15,NWE 22,3,10,Jason Myers 40 yard field goal good,1.990,3.000
2,9:37,,,JAX 35,3,10,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
2,9:32,1,10,NWE 20,3,10,Tom Brady pass incomplete,0.280,-0.270
2,9:26,2,10,NWE 20,3,10,Tom Brady pass complete short left to Keshawn Martin for 13 yards (tackle by Paul Posluszny),-0.270,1.140
2,8:49,1,10,NWE 33,3,10,LeGarrette Blount right guard for 3 yards (tackle by Telvin Smith),1.140,1.000
2,8:13,2,7,NWE 36,3,10,Tom Brady pass complete short middle to Dion Lewis for 6 yards (tackle by Telvin Smith and Paul Posluszny),1.000,1.090
2,7:37,3,1,NWE 42,3,10,Tom Brady middle for 2 yards (tackle by Roy Miller),1.090,1.860
2,6:59,1,10,NWE 44,3,10,Tom Brady pass complete short left to LeGarrette Blount for 14 yards (tackle by Sergio Brown),1.860,2.790
2,6:33,1,10,JAX 42,3,10,LeGarrette Blount left end for 22 yards (tackle by Josh Evans),2.790,4.240
2,6:15,1,10,JAX 20,3,10,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Telvin Smith),4.240,4.280
2,5:31,2,6,JAX 16,3,10,Dion Lewis left end for 2 yards (tackle by Telvin Smith),4.280,3.890
2,4:53,3,4,JAX 14,3,10,Tom Brady pass complete short left to Danny Amendola for 8 yards (tackle by Aaron Colvin),3.890,5.830
2,4:31,1,6,JAX 6,3,10,Dion Lewis right tackle for 4 yards (tackle by Josh Evans),5.830,5.720
2,3:51,2,2,JAX 2,3,10,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Sergio Brown),5.720,4.950
2,3:49,3,2,JAX 2,3,10,Tom Brady pass incomplete short right intended for Rob Gronkowski (defended by Davon House),4.950,3.250
2,3:45,4,2,JAX 2,3,13,Stephen Gostkowski 20 yard field goal good,3.250,3.000
2,3:45,,,NWE 35,3,13,"Stephen Gostkowski kicks off 67 yards, returned by Corey Grant for 24 yards (tackle by Patrick Chung)",0.000,-0.410
2,3:37,1,10,JAX 22,3,13,Blake Bortles pass complete deep left to Bryan Walters for 23 yards (tackle by Devin McCourty),0.410,1.930
2,3:11,1,10,JAX 45,3,13,T.J. Yeldon left guard for 5 yards (tackle by Logan Ryan),1.930,2.060
2,2:29,2,5,,3,13,Blake Bortles pass complete short right to Bryan Walters for 5 yards (tackle by Dont'a Hightower),2.060,2.590
2,2:00,1,10,NWE 45,3,13,Blake Bortles pass incomplete deep middle intended for Marcedes Lewis is intercepted by Devin McCourty at NWE-16 and returned for 27 yards,2.590,-1.800
2,1:47,1,10,NWE 43,3,13,Tom Brady pass complete short left to Dion Lewis for 8 yards,1.800,2.330
2,1:41,2,2,JAX 49,3,13,Dion Lewis middle for 5 yards (tackle by Telvin Smith),2.330,2.650
2,1:22,1,10,JAX 44,3,13,Tom Brady pass complete short left to Dion Lewis for 9 yards (tackle by Telvin Smith),2.650,3.330
2,1:01,2,1,JAX 35,3,13,Tom Brady pass incomplete short right intended for Julian Edelman,3.330,2.610
2,0:56,3,1,JAX 35,3,13,Tom Brady middle for 2 yards (tackle by Paul Posluszny),2.610,3.380
2,0:36,1,10,JAX 33,3,13,"Tom Brady pass complete deep middle to Rob Gronkowski for 27 yards (tackle by Sergio Brown). Penalty on Jared Odrick: Roughing the Passer, 3 yards",3.380,6.510
2,0:30,1,3,JAX 3,3,13,Dion Lewis left tackle for 2 yards (tackle by Josh Evans and Paul Posluszny),6.510,6.510
2,0:22,1,3,JAX 3,3,13,Timeout #3 by New England Patriots,6.510,5.910
2,0:22,2,1,JAX 1,3,19,"Tom Brady pass complete short middle to Danny Amendola for 1 yard, touchdown",5.910,7.000
2,0:22,,,JAX 1,3,20,Stephen Gostkowski kicks extra point good,0.000,0.000
2,0:22,,,NWE 35,3,20,Stephen Gostkowski kicks off 45 yards,0.000,-0.280
2,0:16,1,10,JAX 20,3,20,Blake Bortles pass complete short left to Bernard Pierce for -3 yards (tackle by Dominique Easley),0.280,-0.790
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,3,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,3,20,Tom Brady pass complete short left to Keshawn Martin for 7 yards (tackle by Davon House),0.280,0.680
3,14:26,2,3,NWE 27,3,20,Tom Brady pass complete short right to Julian Edelman for 16 yards,0.680,1.800
3,13:59,1,10,NWE 43,3,20,Tom Brady pass complete short middle to Rob Gronkowski for 21 yards (tackle by Peyton Thompson),1.800,3.180
3,13:29,1,10,JAX 36,3,20,Tom Brady pass incomplete short left intended for Julian Edelman (defended by Abry Jones),3.180,2.640
3,13:25,2,10,JAX 36,3,20,Tom Brady pass complete short middle to Julian Edelman for 9 yards (tackle by Telvin Smith and Paul Posluszny),2.640,3.140
3,12:46,3,1,JAX 27,3,20,LeGarrette Blount right tackle for 9 yards (tackle by James Sample),3.140,4.370
3,12:12,1,10,JAX 18,3,20,LeGarrette Blount left tackle for -3 yards (tackle by Jared Odrick),4.370,3.420
3,11:38,2,13,JAX 21,3,20,Tom Brady pass incomplete deep right intended for Rob Gronkowski (defended by James Sample),3.420,2.740
3,11:33,3,13,JAX 21,3,20,Tom Brady sacked by Ryan Davis for -7 yards,2.740,1.590
3,10:55,4,20,JAX 28,3,23,Stephen Gostkowski 46 yard field goal good,1.590,3.000
3,10:55,,,NWE 35,3,23,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,10:50,1,10,JAX 20,3,23,Blake Bortles pass incomplete deep right intended for Allen Robinson (defended by Malcolm Butler),0.280,-0.270
3,10:45,2,10,JAX 20,3,23,T.J. Yeldon left tackle for 3 yards (tackle by Patrick Chung),-0.270,-0.560
3,10:09,3,7,JAX 23,3,23,Blake Bortles pass incomplete short right intended for Allen Robinson,-0.560,-1.830
3,10:02,4,7,JAX 23,3,23,"Penalty on Bryan Anger: Delay of Game, 5 yards (no play)",-1.830,-2.240
3,10:02,4,12,JAX 18,3,23,"Bryan Anger punts 57 yards, returned by Julian Edelman for 8 yards (tackle by Clay Harbor)",-2.240,-1.140
3,9:51,1,10,NWE 33,3,23,"Tom Brady pass complete short left to James White for 5 yards (tackle by Dan Skuta). Penalty on Rob Gronkowski: Offensive Pass Interference, 10 yards (no play)",1.140,0.480
3,9:36,1,20,NWE 23,3,23,"Tom Brady pass incomplete deep middle intended for Aaron Dobson. Penalty on Peyton Thompson: Defensive Pass Interference, 52 yards (no play)",0.480,3.910
3,9:28,1,10,JAX 25,3,23,"Tom Brady pass incomplete deep left intended for Rob Gronkowski is intercepted by Davon House at JAX--8 and returned for 82 yards. Penalty on James Sample: Defensive Pass Interference, 24 yards (no play)",3.910,6.970
3,9:07,1,1,JAX 1,3,29,"LeGarrette Blount middle for 1 yard, touchdown",6.970,7.000
3,9:07,,,JAX 1,3,30,Stephen Gostkowski kicks extra point good,0.000,0.000
3,9:07,,,NWE 35,3,30,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,9:04,1,10,JAX 20,3,30,Blake Bortles pass complete short left to Allen Robinson for 4 yards (tackle by Logan Ryan),0.280,0.270
3,8:27,2,6,JAX 24,3,30,Corey Grant right end for 4 yards (tackle by Jamie Collins),0.270,0.100
3,7:46,3,2,JAX 28,3,30,Blake Bortles pass complete short right to T.J. Yeldon for 9 yards,0.100,1.400
3,7:17,1,10,JAX 37,3,30,Blake Bortles pass incomplete deep right intended for Bernard Pierce,1.400,0.860
3,7:12,2,10,JAX 37,3,30,T.J. Yeldon left tackle for 4 yards (tackle by Sealver Siliga and Jamie Collins),0.860,0.860
3,6:25,2,10,JAX 37,3,30,Timeout #1 by Jacksonville Jaguars,0.860,0.700
3,6:25,3,6,JAX 41,9,30,"Blake Bortles pass complete deep right to Allen Hurns for 59 yards, touchdown",0.700,7.000
3,6:25,,,NWE 41,10,30,Jason Myers kicks extra point good,0.000,0.000
3,6:25,,,JAX 35,10,30,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
3,6:15,1,10,NWE 20,10,30,Tom Brady pass complete short left to James White for 11 yards (tackle by Paul Posluszny),0.280,1.000
3,5:53,1,10,NWE 31,10,30,Tom Brady pass complete short right to Julian Edelman for 4 yards (tackle by Jared Odrick),1.000,1.000
3,5:19,2,6,NWE 35,10,30,Tom Brady pass complete short left to Julian Edelman for 11 yards (tackle by Paul Posluszny),1.000,1.990
3,4:43,1,10,NWE 46,10,30,LeGarrette Blount middle for 7 yards (tackle by Paul Posluszny),1.990,2.400
3,4:20,2,3,JAX 47,10,30,"LeGarrette Blount right guard for 17 yards (tackle by Peyton Thompson). Penalty on Peyton Thompson: Horse Collar Tackle, 15 yards",2.400,4.580
3,3:56,1,10,JAX 15,10,30,LeGarrette Blount middle for 2 yards (tackle by Telvin Smith),4.580,4.280
3,3:25,2,8,JAX 13,10,36,"Tom Brady pass complete short left to Keshawn Martin for 13 yards, touchdown",4.280,7.000
3,3:25,,,JAX 13,10,37,Stephen Gostkowski kicks extra point good,0.000,0.000
3,3:25,,,NWE 35,10,37,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,3:18,1,10,JAX 20,10,37,Blake Bortles pass complete short left to T.J. Yeldon for no gain,0.280,-0.270
3,2:32,2,10,JAX 20,10,37,Blake Bortles pass incomplete short left intended for T.J. Yeldon,-0.270,-0.960
3,2:27,3,10,JAX 20,10,37,Blake Bortles for 2 yards,-0.960,-1.900
3,2:01,4,8,JAX 22,10,37,Corey Grant right end for 2 yards (tackle by Matt Slater),-1.900,-3.970
3,1:56,1,10,JAX 24,10,37,LeGarrette Blount left guard for 1 yard (tackle by Paul Posluszny),3.970,3.570
3,1:17,2,9,JAX 23,10,37,Tom Brady pass complete short left to Aaron Dobson for 5 yards (tackle by Demetrius McCray),3.570,3.570
3,0:40,3,4,JAX 18,10,37,Tom Brady pass complete short middle to Scott Chandler for 17 yards (tackle by Demetrius McCray),3.570,6.970
3,0:02,1,1,JAX 1,10,37,LeGarrette Blount left guard for no gain (tackle by Aaron Colvin),6.970,5.910
Quarter,Time,Down,ToGo,Location,JAX,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,JAX 1,10,43,"LeGarrette Blount middle for 1 yard, touchdown",5.910,7.000
4,15:00,,,JAX 1,10,44,Stephen Gostkowski kicks extra point good,0.000,0.000
4,15:00,,,NWE 35,10,44,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,14:57,1,10,JAX 20,10,44,Toby Gerhart right end for 5 yards (tackle by Malcolm Butler),0.280,0.410
4,14:18,2,5,JAX 25,10,44,Toby Gerhart right guard for 2 yards (tackle by Jordan Richards),0.410,-0.030
4,13:31,3,3,JAX 27,10,44,Blake Bortles pass incomplete short left intended for Clay Harbor,-0.030,-1.570
4,13:27,4,3,JAX 27,10,44,"Bryan Anger punts 40 yards, returned by Danny Amendola for 9 yards (tackle by Tony Washington)",-1.570,-1.730
4,13:18,1,10,NWE 42,10,44,Tom Brady pass complete short right to James White for -2 yards (tackle by James Sample),1.730,0.920
4,12:46,2,12,NWE 40,10,44,Tom Brady pass complete short left to James White for 8 yards (tackle by Paul Posluszny),0.920,1.290
4,12:04,3,4,NWE 48,10,44,Tom Brady pass complete short middle to Danny Amendola for 7 yards (tackle by Paul Posluszny),1.290,2.590
4,11:29,1,10,JAX 45,10,44,LeGarrette Blount middle for 8 yards (tackle by Telvin Smith and James Sample),2.590,3.120
4,10:52,2,2,JAX 37,10,44,LeGarrette Blount left guard for 1 yard (tackle by Paul Posluszny),3.120,2.540
4,10:15,3,1,JAX 36,10,44,LeGarrette Blount left tackle for 1 yard (tackle by Dan Skuta),2.540,3.250
4,9:38,1,10,JAX 35,10,44,James White middle for 3 yards (tackle by Paul Posluszny),3.250,3.110
4,9:04,2,7,JAX 32,10,44,Tom Brady pass complete short left to James White for 9 yards (tackle by Demetrius McCray),3.110,4.040
4,8:22,1,10,JAX 23,10,44,Tom Brady sacked by Chris Smith and Roy Miller for -5 yards,4.040,2.820
4,7:43,2,15,JAX 28,10,44,James White for 5 yards,2.820,2.810
4,7:08,3,10,JAX 23,10,44,Tom Brady pass complete short right to Danny Amendola for 12 yards (tackle by Paul Posluszny),2.810,4.840
4,6:32,1,10,JAX 11,10,44,LeGarrette Blount right guard for 2 yards (tackle by James Sample and Abry Jones),4.840,4.510
4,5:54,2,8,JAX 9,10,44,Tom Brady pass incomplete short left intended for Aaron Dobson,4.510,3.530
4,5:50,3,8,JAX 9,10,44,Tom Brady pass complete short right to Scott Chandler for 8 yards (tackle by Telvin Smith and Paul Posluszny),3.530,6.970
4,4:59,1,1,JAX 1,10,44,--,6.970,5.830
4,4:58,1,6,JAX 6,10,44,LeGarrette Blount right tackle for 3 yards (tackle by Davon House),5.830,5.530
4,4:16,2,3,JAX 3,10,44,LeGarrette Blount left guard for 2 yards (tackle by Dan Skuta),5.530,5.170
4,3:34,3,1,JAX 1,10,50,"LeGarrette Blount right tackle for 1 yard, touchdown",5.170,7.000
4,3:34,,,JAX 1,10,51,Stephen Gostkowski kicks extra point good,0.000,0.000
4,3:34,,,NWE 35,10,51,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,3:31,1,10,JAX 20,10,51,Blake Bortles pass incomplete short left intended for Bryan Walters,0.280,-0.270
4,3:28,2,10,JAX 20,10,51,Blake Bortles pass complete deep left to Allen Robinson for 37 yards (tackle by Justin Coleman),-0.270,2.720
4,3:00,1,10,NWE 43,10,51,Blake Bortles pass complete short left to Bernard Pierce for 6 yards (tackle by Jonathan Freeny and Justin Coleman),2.720,2.990
4,2:30,2,4,NWE 37,10,51,Blake Bortles pass complete short left to Allen Robinson for 20 yards (tackle by Jerod Mayo),2.990,4.440
4,2:00,1,10,NWE 17,10,51,Blake Bortles pass incomplete short left intended for Clay Harbor,4.440,3.850
4,1:57,2,10,NWE 17,10,51,Blake Bortles pass complete short middle to Clay Harbor for 11 yards (tackle by Logan Ryan),3.850,5.830
4,1:27,1,6,NWE 6,16,51,"Blake Bortles pass complete short middle to Clay Harbor for 6 yards, touchdown",5.830,7.000
4,1:27,,,NWE 6,17,51,Jason Myers kicks extra point good,0.000,0.000
4,1:27,,,JAX 35,17,51,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,1:22,1,10,NWE 20,17,51,Jimmy Garoppolo kneels for -1 yards,0.280,-0.460
4,0:41,2,11,NWE 19,17,51,Jimmy Garoppolo kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
