Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
1,8:21,4,1,ATL 42,10,0,"Matt Bosher punts 53 yards. Penalty on Stewart Bradley: Offensive Holding, 2 yards",-0.590,0.380
1,8:07,1,10,ARI 3,10,0,LaRod Stephens-Howling right guard for -1 yards (tackle by Stephen Nicholas),-0.380,-0.850
1,7:27,2,11,ARI 2,10,0,LaRod Stephens-Howling left tackle for 1 yard (tackle by Jonathan Babineaux),-0.850,-1.420
1,6:43,3,10,ARI 3,10,0,John Skelton pass incomplete short right intended for Andre Roberts,-1.420,-2.490
1,6:39,4,10,ARI 3,10,0,"Dave Zastudil punts 60 yards, returned by Dominique Franks for 11 yards (tackle by Quentin Groves)",-2.490,-2.130
1,6:27,1,10,ATL 48,10,0,Michael Turner right tackle for 2 yards (tackle by Paris Lenon and Quentin Groves),2.130,1.850
1,5:51,2,8,,10,0,Matt Ryan sacked by Ronald Talley for -5 yards,1.850,0.500
1,5:18,3,13,ATL 45,10,0,"Matt Ryan pass complete deep right to Roddy White for 26 yards (tackle by William Gay). Roddy White fumbles (forced by William Gay), ball out of bounds at ARI-29",0.500,3.640
1,4:52,1,10,ARI 29,10,0,Matt Ryan pass incomplete deep left intended for Roddy White,3.640,3.100
1,4:46,2,10,ARI 29,10,0,Matt Ryan pass incomplete short right intended for Julio Jones is intercepted by William Gay at ARI-25 and returned for 1 yard (tackle by Harry Douglas),3.100,-0.670
1,4:41,1,10,ARI 26,10,0,John Skelton pass incomplete short right intended for Michael Floyd (defended by Asante Samuel),0.670,0.130
1,4:35,2,10,ARI 26,10,0,LaRod Stephens-Howling right guard for 5 yards (tackle by Kroy Biermann),0.130,0.100
1,3:55,3,5,ARI 31,10,0,John Skelton pass incomplete short middle intended for Larry Fitzgerald (defended by Asante Samuel),0.100,-1.310
1,3:51,4,5,ARI 31,10,0,Dave Zastudil punts 62 yards,-1.310,0.380
1,3:34,1,10,ATL 7,10,0,Michael Turner right end for 4 yards (tackle by Patrick Peterson),-0.380,-0.490
1,2:51,2,6,ATL 11,10,0,Matt Ryan pass incomplete deep right intended for Tony Gonzalez,-0.490,-0.950
1,2:46,3,6,ATL 11,10,0,Matt Ryan pass incomplete short right intended for Tony Gonzalez is intercepted by Kerry Rhodes at ATL-20 and returned for 2 yards (tackle by Tony Gonzalez),-0.950,-4.370
1,2:40,1,10,ATL 18,10,0,John Skelton pass incomplete deep right intended for Larry Fitzgerald,4.370,3.800
1,2:34,2,10,ATL 18,10,0,LaRod Stephens-Howling left guard for 4 yards (tackle by William Moore),3.800,3.630
1,1:58,3,6,ATL 14,10,0,John Skelton pass complete short right to LaRod Stephens-Howling for 5 yards (tackle by Vance Walker),3.630,2.980
1,1:06,4,1,ATL 9,13,0,Jay Feely 28 yard field goal good,2.980,3.000
1,1:02,,,ARI 35,13,0,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
1,1:02,1,10,ATL 20,13,0,Matt Ryan pass complete short middle to Jacquizz Rodgers for 5 yards (tackle by Daryl Washington),0.280,0.410
1,0:30,2,5,ATL 25,13,0,"Jacquizz Rodgers left end for 1 yard (tackle by Daryl Washington and William Gay). Penalty on Harry Douglas: Illegal Motion, 5 yards (no play)",0.410,-0.270
1,0:14,2,10,ATL 20,13,0,Jacquizz Rodgers left guard for 4 yards (tackle by Daryl Washington),-0.270,-0.430
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,ATL 24,13,0,Matt Ryan pass complete short right to Roddy White for 9 yards (tackle by Patrick Peterson),-0.430,1.140
2,14:26,1,10,ATL 33,13,0,Jacquizz Rodgers right tackle for 2 yards (tackle by Dan Williams),1.140,0.860
2,13:51,2,8,ATL 35,13,0,Matt Ryan pass incomplete deep right intended for Julio Jones,0.860,0.170
2,13:46,3,8,ATL 35,13,0,Matt Ryan pass complete short right to Tony Gonzalez for 12 yards (tackle by Daryl Washington),0.170,2.060
2,13:11,1,10,ATL 47,13,0,Matt Ryan pass complete short left to Jacquizz Rodgers for 3 yards (tackle by Sam Acho),2.060,1.920
2,12:27,2,7,,13,0,Matt Ryan pass incomplete short left intended for Tony Gonzalez,1.920,1.220
2,12:22,3,7,,13,0,Matt Ryan pass complete short middle to Jacquizz Rodgers for 9 yards (tackle by Sam Acho),1.220,2.850
2,11:39,1,10,ARI 41,13,0,Michael Turner left tackle for 6 yards (tackle by Ronald Talley and Vonnie Holliday),2.850,3.120
2,11:06,2,4,ARI 35,13,0,Michael Turner right tackle for 3 yards (tackle by Reggie Walker),3.120,2.810
2,10:23,3,1,ARI 32,13,0,Jason Snelling right guard for -1 yards (tackle by Daryl Washington),2.810,1.200
2,9:44,4,2,ARI 33,13,3,Matt Bryant 51 yard field goal good,1.200,3.000
2,9:39,,,ATL 35,13,3,"Matt Bryant kicks off 69 yards, returned by William Powell for 18 yards (tackle by Robert James)",0.000,-0.280
2,9:32,1,10,ARI 14,13,3,Ryan Lindley pass incomplete deep middle intended for Andre Roberts,-0.280,-0.750
2,9:21,2,10,ARI 14,13,3,LaRod Stephens-Howling left guard for 7 yards (tackle by William Moore),-0.750,-0.560
2,8:46,3,3,ARI 21,13,9,"Ryan Lindley sacked by John Abraham for -7 yards. Ryan Lindley fumbles (forced by John Abraham), recovered by Jonathan Babineaux at ARI-15 and returned for 15 yards, touchdown",-0.560,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,,,,ARI 2,13,10,Matt Bryant kicks extra point good,0.000,0.000
2,8:37,,,ATL 35,13,10,"Matt Bryant kicks off 65 yards, returned by William Powell for 65 yards (tackle by Robert McClain)",0.000,3.250
2,8:27,1,10,ATL 35,13,10,LaRod Stephens-Howling up the middle for -4 yards (tackle by William Moore),3.250,2.160
2,7:44,2,14,ATL 39,13,10,Ryan Lindley pass complete short right to LaRod Stephens-Howling for 1 yard (tackle by Robert McClain),2.160,1.620
2,7:02,3,13,ATL 38,13,10,Ryan Lindley pass incomplete short left intended for Michael Floyd,1.620,0.720
2,6:56,4,13,ATL 38,13,10,"Dave Zastudil punts 29 yards, fair catch by Dominique Franks",0.720,0.380
2,6:48,1,10,ATL 9,13,10,Matt Ryan pass complete deep left to Roddy White for 37 yards (tackle by Gregory Toler),-0.380,1.990
2,6:04,1,10,ATL 46,13,10,Matt Ryan pass complete short right to Jason Snelling for 5 yards (tackle by Quentin Groves),1.990,2.130
2,5:22,2,5,ARI 49,13,10,Michael Turner right tackle for 10 yards (tackle by Paris Lenon),2.130,2.980
2,4:39,1,10,ARI 39,13,10,Matt Ryan pass complete short right to Roddy White for 19 yards (tackle by Adrian Wilson),2.980,4.240
2,3:55,1,10,ARI 20,13,10,Matt Ryan pass complete short left to Roddy White for 7 yards (tackle by Kerry Rhodes),4.240,4.830
2,3:26,2,3,ARI 13,13,10,Michael Turner right tackle for 3 yards (tackle by Daryl Washington),4.830,4.910
2,2:48,1,10,ARI 10,13,10,Jacquizz Rodgers right end for no gain (tackle by Quentin Groves),4.910,4.190
2,2:16,2,10,ARI 10,13,10,Matt Ryan pass complete short right to Harry Douglas for no gain,4.190,3.130
2,2:00,3,10,ARI 10,13,10,Matt Ryan pass incomplete short left intended for Roddy White (defended by Gregory Toler),3.130,2.760
2,1:56,4,10,ARI 10,13,13,Matt Bryant 28 yard field goal good,2.760,3.000
2,1:52,,,ATL 35,13,13,"Matt Bryant kicks off 69 yards, returned by William Powell for 27 yards (tackle by Robert James). Penalty on Sam Acho: Offensive Holding, 6 yards",0.000,-0.380
2,1:45,1,10,ARI 6,13,13,LaRod Stephens-Howling right guard for 52 yards (tackle by Mike Peterson),-0.380,0.000
2,1:24,,,,13,13,Timeout #1 by Arizona Cardinals,0.000,2.790
2,1:24,1,10,ATL 42,13,13,Ryan Lindley pass complete short left to Michael Floyd for 17 yards (tackle by William Moore),2.790,3.910
2,0:57,1,10,ATL 25,13,13,Ryan Lindley pass incomplete short left intended for Larry Fitzgerald (defended by Robert McClain),3.910,3.360
2,0:52,2,10,ATL 25,13,13,"Ryan Lindley sacked by John Abraham for -6 yards. Penalty on John Abraham: Defensive Offside, 5 yards (no play)",3.360,4.040
2,0:46,2,5,ATL 20,13,13,Ryan Lindley pass incomplete short right intended for LaRod Stephens-Howling,4.040,3.340
2,0:42,3,5,ATL 20,13,13,Ryan Lindley pass incomplete short left intended for Early Doucet (defended by Dunta Robinson),3.340,0.000
2,0:37,,,,13,13,Timeout #2 by Arizona Cardinals,0.000,2.170
2,0:37,4,5,ATL 20,16,13,Jay Feely 38 yard field goal good,2.170,3.000
2,0:32,,,ARI 35,16,13,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,0:32,1,10,ATL 20,16,13,Matt Ryan pass complete short left to Jason Snelling for 13 yards (tackle by Kerry Rhodes),0.280,0.000
2,0:23,,,,16,13,Timeout #1 by Atlanta Falcons,0.000,1.140
2,0:23,1,10,ATL 33,16,13,Matt Ryan pass complete short middle to Jacquizz Rodgers for 17 yards (tackle by Paris Lenon),1.140,0.000
2,0:16,,,,16,13,Timeout #1 by Atlanta Falcons,0.000,2.260
2,0:16,1,10,,16,13,Matt Ryan pass incomplete short right intended for Julio Jones,2.260,1.710
2,0:08,2,10,,16,13,Matt Ryan pass complete deep right to Julio Jones for 20 yards (tackle by Patrick Peterson),1.710,0.000
2,0:02,,,,16,13,Timeout #3 by Atlanta Falcons,0.000,3.580
2,0:02,1,10,ARI 30,16,16,Matt Bryant 48 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,16,16,"Matt Bryant kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,16,16,LaRod Stephens-Howling right end for -1 yards (tackle by Akeem Dent),0.280,-0.460
3,14:20,2,11,ARI 19,16,16,Ryan Lindley pass complete short middle to Larry Fitzgerald for 11 yards (tackle by Robert McClain),-0.460,0.940
3,13:45,1,10,ARI 30,16,16,LaRod Stephens-Howling right guard for 5 yards (tackle by Stephen Nicholas and Christopher Owens),0.940,1.070
3,13:12,2,5,ARI 35,16,16,Ryan Lindley pass incomplete deep right intended for Larry Fitzgerald,1.070,0.000
3,13:06,,,,16,16,Timeout #1 by Arizona Cardinals,0.000,0.370
3,13:06,3,5,ARI 35,16,16,Ryan Lindley pass complete short right to Early Doucet for 6 yards (tackle by Robert McClain),0.370,1.660
3,12:34,1,10,ARI 41,16,16,LaRod Stephens-Howling left guard for 2 yards (tackle by Mike Peterson and Akeem Dent),1.660,1.390
3,11:58,2,8,ARI 43,16,16,William Powell up the middle for 6 yards (tackle by Stephen Nicholas),1.390,1.490
3,11:15,3,2,ARI 49,16,16,William Powell right end for 2 yards (tackle by Robert McClain),1.490,2.320
3,10:45,1,10,ATL 49,16,16,William Powell left guard for 3 yards (tackle by John Abraham and Robert McClain),2.320,2.190
3,10:07,2,7,ATL 46,16,16,Ryan Lindley sacked by Stephen Nicholas for -14 yards,2.190,-0.360
3,9:27,3,21,ARI 40,16,16,Ryan Lindley pass incomplete short right intended for LaRod Stephens-Howling,-0.360,-0.720
3,9:21,4,21,ARI 40,16,16,"Dave Zastudil punts 47 yards, returned by Dominique Franks for 28 yards (tackle by Anthony Sherman)",-0.720,-1.660
3,9:07,1,10,ATL 41,16,16,Michael Turner left end for no gain (tackle by Paris Lenon and Dan Williams),1.660,1.120
3,8:25,2,10,ATL 41,16,16,Matt Ryan pass incomplete short right intended for Julio Jones,1.120,0.430
3,8:21,3,10,ATL 41,16,16,"Penalty on Todd McClure: False Start, 5 yards (no play)",0.430,-0.230
3,8:21,3,15,ATL 36,16,16,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on Daryl Washington: Roughing the Passer, 15 yards (no play)",-0.230,2.320
3,8:15,1,10,ARI 49,16,16,Matt Ryan pass incomplete deep left intended for Roddy White,2.320,1.780
3,8:09,2,10,ARI 49,16,16,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Patrick Peterson),1.780,1.620
3,7:15,3,6,ARI 45,16,16,"Matt Ryan pass complete short left to Jason Snelling for 7 yards (tackle by Sam Acho). Jason Snelling fumbles (forced by Sam Acho), recovered by Rashad Johnson at ARI-28. Penalty on ATL: Unsportsmanlike Conduct, 15 yards",1.620,-1.730
3,7:02,1,10,ARI 42,16,16,LaRod Stephens-Howling left end for -1 yards (tackle by John Abraham),1.730,1.050
3,6:38,2,11,ARI 41,16,16,Ryan Lindley pass complete short right to Andre Roberts for 7 yards (tackle by Mike Peterson),1.050,1.290
3,5:53,3,4,ARI 48,16,16,"Ryan Lindley pass complete short middle to Early Doucet for 2 yards (tackle by Christopher Owens and Mike Peterson). Penalty on Rob Housler: Offensive Pass Interference, 10 yards (no play)",1.290,-0.030
3,5:22,3,14,ARI 38,16,16,Ryan Lindley pass incomplete short left intended for Larry Fitzgerald,-0.030,-0.850
3,5:17,4,14,ARI 38,16,16,"Dave Zastudil punts 54 yards, returned by Dominique Franks for 2 yards (tackle by Reggie Walker). Penalty on Thomas DeCoud: Illegal Block Above the Waist, 5 yards",-0.850,0.380
3,5:04,1,10,ATL 5,16,16,Matt Ryan pass complete short left to Harry Douglas for -1 yards (tackle by William Gay),-0.380,-0.850
3,4:27,2,11,ATL 4,16,16,Matt Ryan pass incomplete short middle intended for Michael Turner,-0.850,-1.540
3,4:22,3,11,ATL 4,16,16,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Gregory Toler),-1.540,-2.490
3,3:43,4,6,ATL 9,16,16,Matt Bosher punts 53 yards,-2.490,-1.470
3,3:30,1,10,ARI 38,16,16,Ryan Lindley pass complete short left to Early Doucet for 5 yards (tackle by Christopher Owens),1.470,1.600
3,3:12,2,5,ARI 43,16,16,LaRod Stephens-Howling right end for -3 yards (tackle by Vance Walker),1.600,0.500
3,2:31,3,8,ARI 40,16,16,Ryan Lindley pass complete short middle to Early Doucet for 5 yards (tackle by Christopher Owens),0.500,-0.390
3,1:59,4,3,ARI 45,16,16,"Dave Zastudil punts 55 yards, touchback",-0.390,-0.280
3,1:49,1,10,ATL 20,16,16,Matt Ryan pass incomplete short right intended for Roddy White is intercepted by Daryl Washington at ATL-23 and returned for 7 yards (tackle by Matt Ryan),0.280,-4.510
3,1:43,1,10,ATL 16,16,16,LaRod Stephens-Howling left guard for 2 yards (tackle by Peria Jerry),4.510,4.210
3,1:05,2,8,ATL 14,16,16,LaRod Stephens-Howling right end for 1 yard (tackle by Jonathan Babineaux),4.210,3.540
3,0:20,3,7,ATL 13,16,16,Ryan Lindley pass complete short right to Early Doucet for 4 yards (tackle by Akeem Dent),3.540,2.930
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,ATL 9,19,16,Jay Feely 27 yard field goal good,2.930,3.000
4,14:56,,,ARI 35,19,16,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,14:56,1,10,ATL 20,19,16,Jacquizz Rodgers right tackle for 4 yards (tackle by Paris Lenon and Daryl Washington),0.280,0.270
4,14:19,2,6,ATL 24,19,16,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Paris Lenon),0.270,-0.430
4,14:09,3,6,ATL 24,19,16,Matt Ryan pass complete short middle to Harry Douglas for 12 yards (tackle by Rashad Johnson),-0.430,1.330
4,13:33,1,10,ATL 36,19,16,Michael Turner left guard for 1 yard (tackle by Daryl Washington),1.330,0.930
4,12:52,2,9,ATL 37,19,16,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by William Gay),0.930,0.630
4,12:10,3,6,ATL 40,19,16,Matt Ryan pass complete short middle to Drew Davis for 4 yards (tackle by Daryl Washington and Sam Acho). Penalty on Jacquizz Rodgers: Offensive Holding (Declined),0.630,-0.460
4,11:52,4,2,ATL 44,19,16,"Matt Bosher punts 52 yards, returned by Andre Roberts for 10 yards (tackle by Christopher Owens)",-0.460,0.280
4,11:40,1,10,ARI 14,19,16,Ryan Lindley pass complete short left to Early Doucet for 8 yards (tackle by Dunta Robinson),-0.280,0.420
4,11:05,2,2,ARI 22,19,16,LaRod Stephens-Howling left guard for 1 yard (tackle by Kroy Biermann and John Abraham),0.420,-0.320
4,10:23,3,1,ARI 23,19,16,LaRod Stephens-Howling left guard for no gain (tackle by Peria Jerry),-0.320,-1.830
4,9:52,4,1,ARI 23,19,16,"Dave Zastudil punts 47 yards, out of bounds",-1.830,-0.940
4,9:44,1,10,ATL 30,19,16,Matt Ryan pass complete short right to Harry Douglas for 11 yards (tackle by Daryl Washington),0.940,1.660
4,9:16,1,10,ATL 41,19,16,Matt Ryan pass complete deep left to Harry Douglas for 26 yards (tackle by Kerry Rhodes),1.660,3.380
4,8:35,1,10,ARI 33,19,16,Matt Ryan pass complete deep left to Roddy White for 18 yards (tackle by Kerry Rhodes),3.380,4.580
4,7:59,1,10,ARI 15,19,16,Michael Turner right tackle for 5 yards (tackle by Gregory Toler),4.580,4.840
4,7:20,2,5,ARI 10,19,16,Matt Ryan pass incomplete short right intended for Harry Douglas,4.840,4.000
4,7:14,3,5,ARI 10,19,16,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Gregory Toler),4.000,6.970
4,6:42,1,1,ARI 1,19,22,"Michael Turner left tackle for 1 yard, touchdown",6.970,7.000
4,6:42,,,ARI 2,19,23,Matt Bryant kicks extra point good,0.000,0.000
4,6:40,,,ATL 35,19,23,"Matt Bryant kicks off 68 yards, returned by William Powell for 26 yards (tackle by Robert James)",0.000,0.480
4,6:34,1,10,ARI 23,19,23,Ryan Lindley pass incomplete deep right intended for Andre Roberts (defended by Asante Samuel),0.480,-0.070
4,6:26,2,10,ARI 23,19,23,LaRod Stephens-Howling left guard for no gain (tackle by Kroy Biermann),-0.070,-0.760
4,5:47,3,10,ARI 23,19,23,Ryan Lindley sacked by John Abraham for -9 yards,-0.760,-2.470
4,5:13,4,19,ARI 14,19,23,"Dave Zastudil punts 53 yards, returned by Dominique Franks for 3 yards (tackle by Reggie Walker)",-2.470,-1.330
4,5:01,1,10,ATL 36,19,23,Michael Turner right guard for 3 yards (tackle by Quentin Groves),1.330,1.200
4,4:16,2,7,ATL 39,19,23,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers is intercepted by Sam Acho at ATL-34 and returned for 2 yards (tackle by Sam Baker),1.200,-3.450
4,4:08,1,10,ATL 32,19,23,Ryan Lindley pass incomplete deep right intended for Andre Roberts,3.450,2.900
4,4:03,2,10,ATL 32,19,23,LaRod Stephens-Howling left guard for 8 yards (tackle by Christopher Owens),2.900,3.270
4,3:19,3,2,ATL 24,19,23,LaRod Stephens-Howling right end for no gain (tackle by William Moore),3.270,0.000
4,3:13,,,,19,23,Timeout #1 by Atlanta Falcons,0.000,1.990
4,3:13,4,2,ATL 24,19,23,Ryan Lindley pass incomplete deep left intended for Larry Fitzgerald,1.990,-0.540
4,3:06,1,10,ATL 24,19,23,Michael Turner left tackle for 1 yard (tackle by Darnell Dockett),0.540,0.130
4,2:20,2,9,ATL 25,19,23,Michael Turner right end for 7 yards (tackle by Daryl Washington),0.130,0.000
4,2:07,,,,19,23,Timeout #2 by Atlanta Falcons,0.000,0.370
4,2:06,3,2,ATL 32,19,23,Jacquizz Rodgers left end for 6 yards (tackle by Quentin Groves),0.370,1.470
4,2:00,1,10,ATL 38,19,23,Matt Ryan kneels for -1 yards,1.470,0.790
4,1:17,2,11,ATL 37,19,23,Matt Ryan kneels for -1 yards,0.790,-0.030
4,0:38,3,12,ATL 36,19,23,Matt Ryan kneels for -1 yards,-0.030,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
