#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:41,ATL 9,2,0:47,9,Touchdown
2,1,12:59,ARI 30,5,2:00,40,Field Goal
3,1,8:07,ARI 3,3,1:40,0,Punt
4,1,4:41,ARI 26,3,1:07,5,Punt
5,1,2:40,ATL 18,4,1:38,9,Field Goal
6,2,9:39,ARI 14,3,1:02,1,Fumble
7,2,8:37,ATL 35,3,1:49,-3,Punt
8,2,1:52,ARI 6,6,1:20,74,Field Goal
9,3,15:00,ARI 20,11,5:53,20,Punt
10,3,7:02,ARI 42,3,1:58,-4,Punt
11,3,3:30,ARI 38,3,1:41,7,Punt
12,3,1:43,ATL 16,4,1:47,7,Field Goal
13,4,11:40,ARI 14,3,1:56,9,Punt
14,4,6:40,ARI 23,3,1:39,-9,Punt
15,4,4:08,ATL 32,4,1:02,8,Downs
