Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tae Crowder,NYG,0,5,4,80.0%,76,19.0,15.2,1,158.3,6.6,29,47,3,1,0,0.0,1,7,1,12.5%
Darnay Holmes,NYG,0,6,4,66.7%,53,13.3,8.8,0,94.4,8.5,43,10,3,0,0,0.0,0,6,0,0.0%
Julian Love,NYG,0,3,3,100.0%,38,12.7,12.7,0,118.7,12.7,38,0,0,0,0,0.0,0,5,0,0.0%
Tomon Fox,NYG,0,2,2,100.0%,10,5.0,5.0,0,87.5,-2.0,-4,14,1,0,0,1.0,1,1,0,0.0%
Austin Calitro,NYG,0,2,2,100.0%,15,7.5,7.5,1,137.5,4.0,8,7,1,0,0,0.0,0,4,0,0.0%
Aaron Robinson,NYG,0,5,2,40.0%,28,14.0,5.6,0,58.7,20.0,19,9,0,0,0,0.0,0,5,0,0.0%
Adoree' Jackson,NYG,0,6,2,33.3%,40,20.0,6.7,0,57.6,8.8,26,14,0,0,0,0.0,0,6,0,0.0%
Oshane Ximines,NYG,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,0,0,2,0.0,2,6,0,0.0%
Leonard Williams,NYG,0,0,0,,,,,,,,,,0,2,0,0.0,2,5,0,0.0%
Xavier McKinney,NYG,0,2,0,0.0%,,,0.0,,39.6,37.0,,,4,2,0,0.0,2,5,0,0.0%
Dexter Lawrence,NYG,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,1,50.0%
Nick Williams,NYG,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Tony Jefferson,NYG,0,0,0,,,,,,,,,,2,0,0,0.0,0,0,0,
Jihad Ward,NYG,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,6,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Amani Hooker,TEN,1,5,4,80.0%,28,7.0,5.6,0,50.4,4.8,16,12,2,0,0,0.0,0,4,0,0.0%
Kristian Fulton,TEN,0,4,4,100.0%,84,21.0,21.0,1,158.3,10.8,43,41,0,0,0,0.0,0,6,1,14.3%
Ugo Amadi,TEN,0,2,2,100.0%,13,6.5,6.5,0,93.7,1.0,2,11,1,0,0,0.0,0,5,0,0.0%
Kevin Byard,TEN,0,3,2,66.7%,30,15.0,10.0,0,99.3,4.3,19,11,1,0,0,0.0,0,12,0,0.0%
David Long,TEN,0,1,1,100.0%,4,4.0,4.0,0,83.3,2.0,2,2,5,1,1,0.0,2,8,0,0.0%
Roger McCreary,TEN,0,1,1,100.0%,15,15.0,15.0,0,118.7,7.0,7,8,2,0,0,0.0,0,2,0,0.0%
Caleb Farley,TEN,0,2,1,50.0%,6,6.0,3.0,0,56.2,11.5,6,0,0,0,0,0.0,0,1,0,0.0%
Zach Cunningham,TEN,0,2,1,50.0%,7,7.0,3.5,0,58.3,2.5,0,7,2,0,0,0.0,0,7,0,0.0%
Dylan Cole,TEN,0,1,1,100.0%,1,1.0,1.0,1,118.7,1.0,1,0,0,0,0,0.0,0,1,0,0.0%
Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,2,1,2.0,5,6,0,0.0%
Bud Dupree,TEN,0,0,0,,,,,,,,,,0,1,0,1.0,2,1,0,0.0%
Kevin Strong,TEN,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,0,0.0%
Teair Tart,TEN,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%
Rashad Weaver,TEN,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,0,0.0%
Denico Autry,TEN,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
