Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
1,9:10,3,4,NYG 31,0,7,Daniel Jones pass complete short middle to Wan'Dale Robinson for 5 yards (tackle by Amani Hooker),0.170,1.330
1,8:30,1,10,NYG 36,0,7,Richie James right end for 2 yards (tackle by Kevin Strong),1.330,1.060
1,7:49,2,8,NYG 38,0,7,"Daniel Jones sacked by Bud Dupree for -6 yards. Penalty on Chris Myarick: Offensive Holding, 10 yards (declined)",1.060,-0.430
1,7:17,3,14,NYG 32,0,7,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",-0.430,-1.090
1,6:57,3,19,NYG 27,0,7,Daniel Jones pass complete short middle to Richie James for 14 yards (tackle by Kevin Byard and Roger McCreary),-1.090,-0.650
1,6:19,4,5,NYG 41,0,7,"Jamie Gillan punts 46 yards, returned by Kyle Philips for 5 yards (tackle by Nick McCloud)",-0.650,-0.040
1,6:10,1,10,TEN 18,0,7,Derrick Henry left tackle for 5 yards (tackle by Leonard Williams),0.040,0.280
1,5:34,2,5,TEN 23,0,7,Derrick Henry right tackle for no gain (tackle by Jihad Ward),0.280,-0.530
1,4:48,3,5,TEN 23,0,7,Ryan Tannehill pass incomplete deep right intended for Robert Woods,-0.530,-1.830
1,4:44,4,5,TEN 23,0,7,"Ryan Stonehouse punts 54 yards, returned by Richie James for 17 yards (tackle by Dontrell Hilliard)",-1.830,-1.600
1,4:30,1,10,NYG 40,0,7,Daniel Jones sacked by Rashad Weaver for -5 yards,1.600,0.380
1,3:48,2,15,NYG 35,0,7,Daniel Jones sacked by Jeffery Simmons for -5 yards,0.380,-0.960
1,3:02,3,20,NYG 30,0,7,Daniel Jones pass complete short middle to Richie James for 16 yards (tackle by Kevin Byard),-0.960,-0.320
1,2:16,4,4,NYG 46,0,7,"Jamie Gillan punts 47 yards, fair catch by Kyle Philips at TEN-7",-0.320,0.380
1,2:09,1,10,TEN 7,0,7,Derrick Henry right end for 3 yards (tackle by Leonard Williams and Jihad Ward),-0.380,-0.560
1,1:23,2,7,TEN 10,0,7,Ryan Tannehill pass complete short middle to Geoff Swaim for 9 yards (tackle by Tae Crowder and Adoree' Jackson),-0.560,0.150
1,0:48,1,10,TEN 19,0,7,Ryan Tannehill pass incomplete deep left intended for Treylon Burks,0.150,-0.390
1,0:41,2,10,TEN 19,0,7,Derrick Henry right guard for 7 yards (tackle by Tae Crowder and Xavier McKinney),-0.390,-0.160
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TEN 26,0,7,Ryan Tannehill pass complete short right to Dontrell Hilliard for 31 yards (tackle by Tae Crowder),-0.160,2.720
2,14:14,1,10,NYG 43,0,7,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 13 yards (tackle by Xavier McKinney),2.720,3.580
2,13:36,1,10,NYG 30,0,7,Derrick Henry left tackle for 2 yards (tackle by Leonard Williams),3.580,3.300
2,12:51,2,8,NYG 28,0,7,Ryan Tannehill pass incomplete short left,3.300,2.610
2,12:44,3,8,NYG 28,0,7,Ryan Tannehill pass incomplete deep left intended for Treylon Burks,2.610,1.590
2,12:39,4,8,NYG 28,0,10,Randy Bullock 46 yard field goal good,1.590,3.000
2,12:35,,,TEN 35,0,10,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,12:35,1,10,NYG 25,0,10,Saquon Barkley right tackle for 4 yards (tackle by Denico Autry),0.610,0.600
2,12:08,2,6,NYG 29,0,10,Saquon Barkley right end for 15 yards (tackle by Kevin Byard),0.600,1.860
2,11:41,1,10,NYG 44,0,10,Matt Breida left tackle for 5 yards (tackle by David Long),1.860,1.990
2,11:11,2,5,NYG 49,0,10,Daniel Jones pass complete short middle to Kenny Golladay for 7 yards (tackle by Kristian Fulton and Zach Cunningham),1.990,2.650
2,10:38,1,10,TEN 44,0,10,Saquon Barkley right tackle for 2 yards (tackle by David Long and Rashad Weaver),2.650,2.380
2,10:06,2,8,TEN 42,0,10,"Daniel Jones sacked by Jeffery Simmons for -14 yards. Daniel Jones fumbles (forced by Jeffery Simmons), recovered by Bud Dupree at NYG-44 and returned for 2 yards (tackle by Andrew Thomas)",2.380,-2.790
2,10:00,1,10,NYG 42,0,10,Derrick Henry left tackle for 4 yards (tackle by Jihad Ward),2.790,2.780
2,9:29,2,6,NYG 38,0,10,Ryan Tannehill pass incomplete short right intended for Geoff Swaim,2.780,2.080
2,9:25,3,6,NYG 38,0,10,"Ryan Tannehill pass complete short right to Dontrell Hilliard for no gain (tackle by Adoree' Jackson). Penalty on Darnay Holmes: Defensive Holding, 5 yards (accepted) (no play)",2.080,3.380
2,9:12,1,10,NYG 33,0,10,Ryan Tannehill pass complete deep right to Cody Hollister for 22 yards,3.380,4.840
2,8:33,1,10,NYG 11,0,10,Derrick Henry right guard for 4 yards (tackle by Tae Crowder),4.840,4.890
2,7:50,2,6,NYG 7,0,10,Ryan Tannehill pass complete short left to Geoff Swaim for 2 yards (tackle by Aaron Robinson),4.890,4.440
2,7:07,3,4,NYG 5,0,10,Ryan Tannehill pass incomplete short right intended for Derrick Henry,4.440,3.010
2,7:00,4,4,NYG 5,0,13,Randy Bullock 23 yard field goal good,3.010,3.000
2,6:57,,,TEN 35,0,13,"Randy Bullock kicks off 65 yards, returned by Gary Brightwell for 17 yards (tackle by Cody Hollister and Tre Avery)",0.000,-0.060
2,6:51,1,10,NYG 17,0,13,Daniel Jones pass complete short right to Saquon Barkley for 7 yards (tackle by Zach Cunningham and Kevin Byard),-0.060,0.480
2,6:20,2,3,NYG 24,0,13,Saquon Barkley left end for 7 yards (tackle by Zach Cunningham and Ugo Amadi),0.480,1.000
2,5:29,1,10,NYG 31,0,13,Daniel Jones pass complete short middle to Saquon Barkley for 4 yards (tackle by David Long),1.000,1.000
2,4:56,2,6,NYG 35,0,13,Matt Breida up the middle for 3 yards (tackle by David Long and Denico Autry),1.000,0.700
2,4:14,3,3,NYG 38,0,13,Daniel Jones pass incomplete short left intended for Sterling Shepard (defended by Kevin Strong),0.700,-0.850
2,4:09,4,3,NYG 38,0,13,"Jamie Gillan punts 44 yards, fair catch by Kyle Philips at TEN-18",-0.850,-0.040
2,4:03,1,10,TEN 18,0,13,Derrick Henry right tackle for 2 yards (tackle by Jihad Ward),0.040,-0.130
2,3:16,2,8,TEN 20,0,13,Ryan Tannehill pass incomplete short right intended for Kyle Philips,-0.130,-0.910
2,3:12,3,8,TEN 20,0,13,Ryan Tannehill scrambles left end for 9 yards (tackle by Darnay Holmes),-0.910,0.870
2,2:33,1,10,TEN 29,0,13,Derrick Henry up the middle for 18 yards (tackle by Xavier McKinney),0.870,2.060
2,2:00,1,10,TEN 47,0,13,Derrick Henry right tackle for 6 yards (tackle by Jihad Ward and Adoree' Jackson),2.060,2.330
2,1:13,2,4,NYG 47,0,13,Ryan Tannehill pass incomplete short left intended for Kyle Philips,2.330,1.620
2,1:09,3,4,NYG 47,0,13,Ryan Tannehill pass incomplete short left intended for Kyle Philips,1.620,0.130
2,1:05,4,4,NYG 47,0,13,"Ryan Stonehouse punts 38 yards, fair catch by Richie James at NYG-9",0.130,0.380
2,0:59,1,10,NYG 9,0,13,Saquon Barkley up the middle for 13 yards (tackle by Kevin Byard and Denico Autry),-0.380,0.410
2,0:31,1,10,NYG 22,0,13,Daniel Jones scrambles up the middle for 11 yards (tackle by David Long and Kevin Byard),0.410,1.140
2,0:24,,,,,,Timeout #1 by New York Giants,,
2,0:24,1,10,NYG 33,0,13,"Daniel Jones pass complete short left to Saquon Barkley for no gain (tackle by David Long and Rashad Weaver). Penalty on Mark Glowinski: Offensive Holding, 10 yards (accepted) (no play)",1.140,0.480
2,0:16,1,20,NYG 23,0,13,Daniel Jones pass complete short right to Kenny Golladay for 15 yards (tackle by Roger McCreary),0.480,1.270
2,0:08,,,,,,Timeout #2 by New York Giants,,
2,0:08,2,5,NYG 38,0,13,Daniel Jones pass complete deep right to Richie James for 16 yards (tackle by Joshua Kalu),1.270,2.520
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,13,"Graham Gano kicks off 55 yards, returned by Trenton Cannon for 14 yards (tackle by Nick McCloud)",0.000,0.540
3,14:55,1,10,TEN 24,0,13,Derrick Henry left tackle for 7 yards (tackle by Xavier McKinney and Oshane Ximines),0.540,0.940
3,14:16,2,3,TEN 31,0,13,Derrick Henry right end for 2 yards (tackle by Dexter Lawrence and Oshane Ximines),0.940,0.500
3,13:35,3,1,TEN 33,0,13,"Derrick Henry aborted snap, recovered by Derrick Henry at TEN-29 Derrick Henry for -2 yards (tackle by Austin Calitro and Tae Crowder)",0.500,-1.310
3,12:58,4,3,TEN 31,0,13,"Ryan Stonehouse punts 62 yards, returned by Richie James for 3 yards (tackle by Tre Avery and Dontrell Hilliard)",-1.310,0.380
3,12:45,1,10,NYG 10,0,13,Saquon Barkley left end for 68 yards (tackle by Kevin Byard),-0.380,4.110
3,12:08,1,10,TEN 22,0,13,Matt Breida up the middle for 9 yards (tackle by Ugo Amadi and Kevin Byard),4.110,5.060
3,11:39,2,1,TEN 13,0,13,"Matt Breida right tackle for 4 yards (tackle by Kevin Byard). Penalty on Denico Autry: Illegal Use of Hands / Defense, 5 yards (accepted)",5.060,6.280
3,11:20,1,4,TEN 4,6,13,"Saquon Barkley up the middle for 4 yards, touchdown",6.280,7.000
3,11:16,,,TEN 15,6,13,"Two Point Attempt: Jamie Gillan rushes, conversion fails.",1.000,-1.000
3,11:16,,,NYG 35,6,13,"Graham Gano kicks off 64 yards, returned by Trenton Cannon for 19 yards (tackle by Cam Brown and Aaron Robinson). Penalty on Treylon Burks: Offensive Holding, 10 yards (accepted)",0.000,-0.380
3,11:07,1,10,TEN 10,6,13,Dontrell Hilliard right end for 5 yards (tackle by Aaron Robinson and Oshane Ximines),-0.380,-0.350
3,10:29,2,5,TEN 15,6,13,Dontrell Hilliard left end for 3 yards (tackle by Jihad Ward),-0.350,-0.480
3,9:44,3,2,TEN 18,6,13,Ryan Tannehill pass incomplete short right intended for Dontrell Hilliard,-0.480,-2.240
3,9:40,4,2,TEN 18,6,13,"Ryan Stonehouse punts 64 yards, returned by Richie James for 18 yards (tackle by Dylan Cole)",-2.240,-1.330
3,9:28,1,10,NYG 36,6,13,Saquon Barkley right tackle for -1 yards (tackle by David Long and Jeffery Simmons),1.330,0.660
3,8:58,2,11,NYG 35,12,13,"Daniel Jones pass complete deep left to Sterling Shepard for 65 yards, touchdown",0.660,7.000
3,8:48,,,TEN 15,13,13,Graham Gano kicks extra point good,0.000,0.000
3,8:48,,,NYG 35,13,13,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,8:48,1,10,TEN 25,13,13,Ryan Tannehill pass complete short right to Treylon Burks for 8 yards (tackle by Adoree' Jackson and Austin Calitro),0.610,1.140
3,8:06,2,2,TEN 33,13,13,Ryan Tannehill pass complete deep middle to Kyle Philips for 20 yards (tackle by Darnay Holmes),1.140,2.460
3,7:36,1,10,NYG 47,13,13,"Derrick Henry left guard for 2 yards (tackle by Adoree' Jackson). Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted)",2.460,1.930
3,7:17,1,18,TEN 45,13,13,Ryan Tannehill pass complete short middle to Treylon Burks for 27 yards (tackle by Adoree' Jackson),1.930,3.710
3,6:39,1,10,NYG 28,13,13,Derrick Henry left end for 5 yards (tackle by Aaron Robinson),3.710,3.840
3,5:52,2,5,NYG 23,13,13,Ryan Tannehill sacked by Tomon Fox for no gain,3.840,3.140
3,5:13,3,5,NYG 23,13,13,Ryan Tannehill pass complete short left to Kyle Philips for 5 yards (tackle by Julian Love),3.140,4.370
3,5:13,1,10,NYG 18,13,13,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",4.370,4.040
3,4:08,1,15,NYG 23,13,13,Derrick Henry left tackle for 5 yards (tackle by Tae Crowder and D.J. Davidson),4.040,3.800
3,3:27,2,10,NYG 18,13,13,"Ryan Tannehill pass incomplete short right intended for Robert Woods. Penalty on Adoree' Jackson: Defensive Pass Interference, 5 yards (accepted) (no play)",3.800,4.710
3,3:22,1,10,NYG 13,13,13,"Derrick Henry up the middle for no gain (tackle by Julian Love and Austin Calitro). Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted) (no play)",4.710,4.040
3,3:00,1,20,NYG 23,13,19,"Ryan Tannehill pass complete short left to Dontrell Hilliard for 23 yards, touchdown",4.040,7.000
3,2:54,,,NYG 15,13,20,Randy Bullock kicks extra point good,0.000,0.000
3,2:54,,,TEN 35,13,20,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,2:54,1,10,NYG 25,13,20,Saquon Barkley left tackle for 2 yards (tackle by Zach Cunningham and Kevin Strong),0.610,0.330
3,2:14,2,8,NYG 27,13,20,Saquon Barkley up the middle for 3 yards (tackle by Jeffery Simmons),0.330,0.040
3,1:36,3,5,NYG 30,13,20,Daniel Jones sacked by Rashad Weaver for -2 yards,0.040,-1.500
3,0:53,4,7,NYG 28,13,20,"Jamie Gillan punts 69 yards, returned by Kyle Philips for 11 yards (tackle by Julian Love)",-1.500,0.280
3,0:42,1,10,TEN 14,13,20,"Penalty on Nicholas Petit-Frere: False Start, 5 yards (accepted) (no play)",-0.280,-0.570
3,0:42,1,15,TEN 9,13,20,Derrick Henry up the middle for 3 yards (tackle by D.J. Davidson),-0.570,-0.930
Quarter,Time,Down,ToGo,Location,NYG,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,TEN 12,13,20,Ryan Tannehill pass complete short left to Kyle Philips for 9 yards (tackle by Darnay Holmes),-0.930,-0.560
4,14:41,3,3,TEN 21,13,20,Ryan Tannehill pass incomplete short left intended for Nick Westbrook-Ikhine (defended by Aaron Robinson),-0.560,-1.960
4,14:36,4,3,TEN 21,13,20,"Ryan Stonehouse punts 66 yards, returned by Richie James for 2 yards (tackle by Tre Avery and Trenton Cannon)",-1.960,0.220
4,14:23,1,10,NYG 15,13,20,Kadarius Toney left end for 19 yards (tackle by Kevin Byard),-0.220,1.200
4,13:38,1,10,NYG 34,13,20,Daniel Jones pass complete short left to Saquon Barkley for 4 yards (tackle by Amani Hooker),1.200,1.200
4,13:38,2,6,NYG 38,13,20,"Penalty on Ben Bredeson: False Start, 5 yards (accepted) (no play)",1.200,0.520
4,13:05,2,11,NYG 33,13,20,Daniel Jones pass complete to Saquon Barkley for 6 yards (tackle by Ugo Amadi),0.520,0.630
4,12:23,3,5,NYG 39,13,20,Daniel Jones pass complete short middle to Richie James for 6 yards (tackle by Kristian Fulton),0.630,1.930
4,11:52,1,10,NYG 45,13,20,Saquon Barkley right end for -6 yards (tackle by Jeffery Simmons),1.930,0.570
4,11:13,2,16,NYG 39,13,20,Daniel Jones pass complete short right to Sterling Shepard for 6 yards (tackle by Caleb Farley),0.570,0.700
4,10:44,3,10,NYG 45,13,20,Daniel Jones pass incomplete deep right intended for Richie James,0.700,-0.390
4,10:38,4,10,NYG 45,13,20,"Jamie Gillan punts 43 yards, recovered by Jason Pinnock at TEN-11",-0.390,4.840
4,10:28,1,10,TEN 11,13,20,Daniel Jones left end for 2 yards (tackle by Ugo Amadi),4.840,4.510
4,9:41,2,8,TEN 9,13,20,Saquon Barkley up the middle for 1 yard (tackle by Ugo Amadi),4.510,3.760
4,8:55,3,7,TEN 8,13,20,Daniel Jones pass short left intended for Saquon Barkley is intercepted by Amani Hooker in end zone and returned for no gain,3.760,-0.280
4,8:50,1,10,TEN 20,13,20,Derrick Henry for 1 yard (tackle by Oshane Ximines),0.280,-0.130
4,8:21,2,9,TEN 21,13,20,"Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 19 yards (tackle by Austin Calitro) NYG challenged the runner was down by contact ruling, and the original play was overturned. Ryan Tannehill pass complete short left to Chigoziem Okonkwo for 11 yards (tackle by Julian Love)",-0.130,1.070
4,8:00,1,10,TEN 32,13,20,Derrick Henry right end for 1 yard (tackle by Darnay Holmes and Julian Love),1.070,0.660
4,7:15,2,9,TEN 33,13,20,Ryan Tannehill pass complete to Geoff Swaim for 8 yards (tackle by Leonard Williams and Austin Calitro),0.660,1.030
4,6:26,3,1,TEN 41,13,20,Chigoziem Okonkwo left end for -4 yards (tackle by Austin Calitro and Tae Crowder),1.030,-0.910
4,5:40,4,5,TEN 37,13,20,"Ryan Stonehouse punts 58 yards, returned by Richie James for 22 yards (tackle by Zach Cunningham)",-0.910,-0.740
4,5:27,1,10,NYG 27,13,20,Saquon Barkley up the middle for 4 yards (tackle by Teair Tart and Jeffery Simmons),0.740,0.740
4,5:01,2,6,NYG 31,13,20,Daniel Jones pass complete short right to Richie James for 7 yards (tackle by Kevin Byard),0.740,1.470
4,4:31,1,10,NYG 38,13,20,Daniel Jones pass complete short left to Saquon Barkley for 3 yards (tackle by Zach Cunningham),1.470,1.330
4,4:00,2,7,NYG 41,13,20,Saquon Barkley up the middle for 33 yards. Saquon Barkley fumbles (forced by Kristian Fulton). Saquon Barkley fumbles out of bounds,1.330,3.840
4,3:27,1,10,TEN 26,13,20,Kadarius Toney left end for 4 yards (tackle by Kristian Fulton),3.840,3.840
4,2:48,2,6,TEN 22,13,20,Matt Breida up the middle for 3 yards (tackle by Kevin Strong),3.840,3.570
4,2:05,3,3,TEN 19,13,20,Daniel Jones left tackle for 2 yards (tackle by Kristian Fulton),3.570,2.460
4,2:00,4,1,TEN 17,13,20,Daniel Jones left end for 2 yards (tackle by Denico Autry),2.460,4.580
4,1:54,1,10,TEN 15,13,20,Saquon Barkley left guard for 5 yards (tackle by Rashad Weaver and Amani Hooker),4.580,4.840
4,1:23,2,5,TEN 10,13,20,Saquon Barkley up the middle for 7 yards (tackle by Zach Cunningham and Kevin Byard),4.840,6.510
4,1:16,,,,,,Timeout #1 by Tennessee Titans,,
4,1:16,1,3,TEN 3,13,20,Saquon Barkley up the middle for 2 yards (tackle by Teair Tart and David Long),6.510,5.910
4,1:09,,,,,,Timeout #2 by Tennessee Titans,,
4,1:09,2,1,TEN 1,19,20,"Daniel Jones pass complete short right to Chris Myarick for 1 yard, touchdown",5.910,7.000
4,1:06,,,TEN 2,21,20,Two Point Attempt: Daniel Jones pass complete to to Saquon Barkley for no gain,1.000,1.000
4,1:06,,,NYG 35,21,20,"Graham Gano kicks off 65 yards, touchback.",0.000,0.940
4,1:06,1,10,TEN 30,21,20,"Penalty on Taylor Lewan: False Start, 5 yards (accepted) (no play)",0.940,0.610
4,1:06,1,15,TEN 25,21,20,Ryan Tannehill pass complete short left to Kyle Philips for 8 yards (tackle by Aaron Robinson),0.610,0.800
4,0:45,2,7,TEN 33,21,20,Ryan Tannehill pass complete short left to Kyle Philips for 3 yards (tackle by Darnay Holmes),0.800,0.500
4,0:41,3,4,TEN 36,21,20,"Ryan Tannehill pass incomplete short middle intended for Treylon Burks (defended by Jihad Ward). Penalty on Austin Calitro: Defensive Holding, 5 yards (accepted) (no play)",0.500,1.660
4,0:37,1,10,TEN 41,21,20,Ryan Tannehill pass complete short right to Austin Hooper for 6 yards (tackle by Oshane Ximines),1.660,1.930
4,0:33,2,4,TEN 47,21,20,Ryan Tannehill pass incomplete short left intended for Austin Hooper (defended by Oshane Ximines),1.930,1.220
4,0:29,3,4,TEN 47,21,20,"Ryan Tannehill pass incomplete deep left intended for Kyle Philips. Penalty on Darnay Holmes: Defensive Holding, 5 yards (accepted) (no play)",1.220,2.390
4,0:23,,,,,,Timeout #1 by New York Giants,,
4,0:23,1,10,NYG 48,21,20,Ryan Tannehill pass complete deep left to Kyle Philips for 21 yards (tackle by Darnay Holmes),2.390,3.780
4,0:18,,,,,,Timeout #3 by Tennessee Titans,,
4,0:18,1,10,NYG 27,21,20,Ryan Tannehill right tackle for -2 yards (tackle by Justin Ellis),3.780,2.960
4,0:04,2,12,NYG 29,21,20,Ryan Tannehill spiked the ball,2.960,2.280
4,0:04,,,,,,Timeout #2 by New York Giants,,
4,0:04,3,12,NYG 29,21,20,Randy Bullock 47 yard field goal no good,2.280,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
