Quarter,Time,Down,ToGo,Location,KAN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,KAN 25,0,0,Alex Smith pass incomplete deep right intended for Jeremy Maclin,0.610,0.060
1,14:56,2,10,KAN 25,0,0,Alex Smith pass incomplete short right intended for De'Anthony Thomas (defended by Patrick Robinson),0.060,-0.620
1,14:50,3,10,KAN 25,0,0,Alex Smith pass complete short middle to Travis Kelce for 19 yards (tackle by Clayton Geathers and T.J. Green),-0.620,1.860
1,14:14,1,10,KAN 44,0,0,Spencer Ware middle for 1 yard (tackle by D'Qwell Jackson),1.860,1.450
1,13:41,2,9,KAN 45,0,0,Alex Smith pass complete short right to Travis Kelce for 11 yards (tackle by Clayton Geathers),1.450,2.650
1,13:05,1,10,IND 44,0,0,Alex Smith pass incomplete deep left intended for Jeremy Maclin (defended by Vontae Davis),2.650,2.110
1,12:59,2,10,IND 44,0,0,Tyreek Hill left end for 7 yards (tackle by Mike Adams),2.110,2.350
1,12:25,3,3,IND 37,0,0,Alex Smith pass complete short right to Travis Kelce for 15 yards (tackle by T.J. Green),2.350,4.110
1,11:38,1,10,IND 22,0,0,Alex Smith sacked by Edwin Jackson for 0 yards,4.110,3.560
1,11:07,2,10,IND 22,0,0,Spencer Ware middle for 7 yards (tackle by D'Qwell Jackson and T.J. Green),3.560,3.930
1,10:30,3,3,IND 15,0,0,Nick Foles pass incomplete short left intended for Jeremy Maclin,3.930,2.540
1,10:25,4,3,IND 15,3,0,Cairo Santos 33 yard field goal good,2.540,3.000
1,10:25,,,KAN 35,3,0,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
1,10:20,1,10,IND 25,3,0,Andrew Luck pass incomplete short right intended for Donte Moncrief (defended by Marcus Peters),0.610,0.060
1,10:13,2,10,IND 25,3,0,Andrew Luck pass incomplete short middle intended for Donte Moncrief,0.060,-0.620
1,10:09,3,10,IND 25,3,0,"Andrew Luck pass complete short middle to T.Y. Hilton for 40 yards (tackle by Marcus Peters). Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",-0.620,-2.350
