Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
K.J. Wright,SEA,0,5,5,100.0%,71,14.2,14.2,1,158.3,10.6,53,18,12,2,0,1.0,3,5,1,16.7%
Tre Flowers,SEA,0,6,5,83.3%,22,4.4,3.7,0,81.9,6.8,16,6,0,0,0,0.0,0,4,0,0.0%
Bobby Wagner,SEA,0,9,3,33.3%,16,5.3,1.8,0,42.4,10.0,0,16,5,0,1,0.0,1,4,2,33.3%
Ugo Amadi,SEA,0,4,3,75.0%,28,9.3,7.0,0,93.7,0.8,0,28,3,0,0,0.0,0,2,2,50.0%
Shaquill Griffin,SEA,0,8,3,37.5%,17,5.7,2.1,1,85.4,9.9,9,8,0,0,0,0.0,0,4,0,0.0%
Jordyn Brooks,SEA,0,5,3,60.0%,13,4.3,2.6,0,64.6,2.4,8,5,1,0,0,0.0,0,5,0,0.0%
Jamal Adams,SEA,0,3,2,66.7%,36,18.0,12.0,0,107.6,14.0,21,15,8,0,1,1.0,2,9,3,25.0%
Poona Ford,SEA,0,1,1,100.0%,3,3.0,3.0,0,79.2,-3.0,-3,6,0,0,2,1.0,3,4,0,0.0%
Jarran Reed,SEA,0,1,1,100.0%,-1,-1.0,-1.0,0,79.2,-6.0,-6,5,0,0,1,0.5,2,3,2,40.0%
Quandre Diggs,SEA,1,1,1,100.0%,16,16.0,16.0,0,79.2,13.0,13,3,0,0,0,0.0,0,3,0,0.0%
Carlos Dunlap,SEA,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%
Rasheem Green,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,1,50.0%
Benson Mayowa,SEA,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Darius Slay,PHI,0,13,10,76.9%,168,16.8,12.9,0,118.3,15.9,137,31,0,0,0,0.0,0,9,1,10.0%
Nickell Robey-Coleman,PHI,0,3,3,100.0%,32,10.7,10.7,0,111.1,3.3,10,22,1,0,0,0.0,0,3,0,0.0%
T.J. Edwards,PHI,0,2,2,100.0%,15,7.5,7.5,0,97.9,0.0,0,15,0,0,0,0.0,0,7,0,0.0%
Duke Riley,PHI,0,2,2,100.0%,-2,-1.0,-1.0,0,79.2,-1.5,-3,1,1,0,0,0.0,0,4,0,0.0%
Derek Barnett,PHI,0,1,1,100.0%,-5,-5.0,-5.0,0,79.2,-5.0,-5,0,0,0,1,1.0,2,3,0,0.0%
Avonte Maddox,PHI,0,2,1,50.0%,1,1.0,0.5,1,95.8,7.0,1,0,0,0,0,0.0,0,0,0,
Rodney McLeod,PHI,0,1,1,100.0%,7,7.0,7.0,0,95.8,-6.0,-6,13,0,0,0,0.0,0,4,0,0.0%
Will Parks,PHI,0,1,1,100.0%,8,8.0,8.0,0,100.0,6.0,6,2,0,0,0,0.0,0,1,1,50.0%
Alex Singleton,PHI,0,3,1,33.3%,6,6.0,2.0,0,42.4,-0.3,1,5,2,0,0,0.0,0,5,0,0.0%
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Josh Sweat,PHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,1,0,0.0%
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,1,0,1.0,2,5,1,16.7%
Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%
Jalen Mills,PHI,0,2,0,0.0%,,,0.0,,39.6,9.5,,,1,0,0,0.0,0,7,0,0.0%
Vinny Curry,PHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
