Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Elijah Wilkinson,G/T,81,100%,0,0%,8,24%
Garett Bolles,T,81,100%,0,0%,8,24%
Lloyd Cushenberry III,C,81,100%,0,0%,5,15%
Drew Lock,QB,81,100%,0,0%,0,0%
Noah Fant,TE,73,90%,0,0%,0,0%
DaeSean Hamilton,WR,70,86%,0,0%,0,0%
Jerry Jeudy,WR,65,80%,0,0%,0,0%
Netane Muti,G,61,75%,0,0%,8,24%
Melvin Gordon,RB,51,63%,0,0%,0,0%
Austin Schlottmann,G/C,45,56%,0,0%,8,24%
Dalton Risner,G,36,44%,0,0%,3,9%
Nick Vannett,TE,31,38%,0,0%,0,0%
Diontae Spencer,WR,30,37%,0,0%,10,29%
Royce Freeman,RB,29,36%,0,0%,4,12%
Tyrie Cleveland,WR,25,31%,0,0%,6,18%
Graham Glasgow,G,20,25%,0,0%,0,0%
Tim Patrick,WR,12,15%,0,0%,0,0%
Troy Fumagalli,TE,11,14%,0,0%,6,18%
Andrew Beck,FB/T,7,9%,0,0%,19,56%
LeVante Bellamy,RB,1,1%,0,0%,19,56%
Justin Simmons,S,0,0%,69,100%,5,15%
Kareem Jackson,S,0,0%,68,99%,0,0%
Josey Jewell,ILB,0,0%,67,97%,7,21%
Michael Ojemudia,CB,0,0%,67,97%,2,6%
Parnell Motley,CB,0,0%,67,97%,0,0%
Malik Reed,OLB,0,0%,61,88%,0,0%
Jeremiah Attaochu,OLB,0,0%,59,86%,9,26%
Alexander Johnson,ILB,0,0%,59,86%,0,0%
Dre'Mont Jones,DE,0,0%,57,83%,15,44%
Will Parks,S,0,0%,53,77%,0,0%
DeMarcus Walker,DE,0,0%,40,58%,15,44%
DeShawn Williams,DL,0,0%,39,57%,7,21%
Sylvester Williams,DL,0,0%,19,28%,5,15%
Alijah Holder,S,0,0%,12,17%,26,76%
Derrek Tuszka,LB,0,0%,10,14%,21,62%
McTelvin Agim,DL,0,0%,9,13%,0,0%
P.J. Locke,S,0,0%,2,3%,26,76%
Joseph Jones,ILB,0,0%,1,1%,26,76%
Austin Calitro,ILB,0,0%,0,0%,19,56%
Josh Watson,LB,0,0%,0,0%,19,56%
De'Vante Bausby,CB,0,0%,0,0%,16,47%
Brandon McManus,K,0,0%,0,0%,15,44%
Sam Martin,P,0,0%,0,0%,12,35%
Jacob Bobenmoyer,LS,0,0%,0,0%,12,35%
Calvin Anderson,T,0,0%,0,0%,8,24%
Nate Hairston,CB,0,0%,0,0%,5,15%
