Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,15,89,2,6,28,1.9,61,4.1,1,15.0
Devontae Booker,LVR,5,16,0,1,8,1.6,8,1.6,0,
Derek Carr,LVR,2,1,0,1,0,0.0,1,0.5,0,
Henry Ruggs III,LVR,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,26,93,1,3,40,1.5,53,2.0,0,
Royce Freeman,DEN,2,21,0,1,13,6.5,8,4.0,0,
Drew Lock,DEN,2,7,0,1,5,2.5,2,1.0,0,
LeVante Bellamy,DEN,1,0,0,,0,0.0,0,0.0,0,
Diontae Spencer,DEN,1,1,0,,0,0.0,1,1.0,0,
