Quarter,Time,Down,ToGo,Location,LVR,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,LVR 25,0,0,Josh Jacobs left tackle for 1 yard (tackle by Dre'Mont Jones and Jeremiah Attaochu),0.610,0.200
1,14:34,2,9,LVR 26,0,0,Josh Jacobs right end for 3 yards (tackle by Alexander Johnson),0.200,-0.100
1,13:51,3,6,LVR 29,0,0,Derek Carr pass incomplete short right intended for Nelson Agholor,-0.100,-1.440
1,13:47,4,6,LVR 29,0,0,"AJ Cole punts 56 yards, returned by Diontae Spencer for 13 yards (tackle by Derek Carrier and Keisean Nixon)",-1.440,-0.810
1,13:33,1,10,DEN 28,0,0,Melvin Gordon left tackle for 7 yards (tackle by Nicholas Morrow),0.810,1.210
1,12:55,2,3,DEN 35,0,0,Melvin Gordon left guard for 5 yards (tackle by Nicholas Morrow),1.210,1.600
1,12:15,1,10,DEN 40,0,0,"Penalty on Johnathan Hankins: Neutral Zone Infraction, 5 yards (no play)",1.600,2.330
1,12:15,1,5,DEN 45,0,0,Drew Lock pass complete short right to Jerry Jeudy for 7 yards (tackle by Trayvon Mullen),2.330,2.390
1,12:15,1,10,LVR 48,0,0,Melvin Gordon right guard for 3 yards (tackle by Jeff Heath and Johnathan Hankins),2.390,2.250
1,12:08,2,7,LVR 45,0,0,Drew Lock up the middle for 5 yards (tackle by Cory Littleton),2.250,2.210
1,11:25,3,2,LVR 40,0,0,Drew Lock pass complete short right to Tim Patrick for 17 yards (tackle by Trayvon Mullen),2.210,4.040
1,10:39,1,10,LVR 23,0,0,Drew Lock pass complete short right to Troy Fumagalli for 14 yards (tackle by Johnathan Abram),4.040,5.140
1,9:58,1,9,LVR 9,0,0,Drew Lock pass incomplete short right intended for Troy Fumagalli,5.140,4.380
1,9:52,2,9,LVR 9,0,0,Melvin Gordon left tackle for 5 yards (tackle by Nicholas Morrow),4.380,4.490
1,9:12,3,4,LVR 4,0,0,Drew Lock pass incomplete short left intended for Tim Patrick (defended by Jeff Heath),4.490,3.030
1,9:08,4,4,LVR 4,0,3,Brandon McManus 22 yard field goal good,3.030,3.000
1,9:05,,,DEN 35,0,3,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,9:05,1,10,LVR 25,0,3,Derek Carr pass incomplete short middle intended for Hunter Renfrow,0.610,0.060
1,9:00,2,10,LVR 25,0,3,Derek Carr pass complete short right to Darren Waller for 9 yards (tackle by Parnell Motley),0.060,0.560
1,8:27,3,1,LVR 34,0,3,Josh Jacobs up the middle for no gain (tackle by Jeremiah Attaochu),0.560,-1.110
1,7:49,4,1,LVR 34,0,3,Derek Carr up the middle for 2 yards (tackle by Dre'Mont Jones),-1.110,1.330
1,7:08,1,10,LVR 36,0,3,Derek Carr pass complete deep left to Nelson Agholor for 57 yards (tackle by Michael Ojemudia),1.330,5.600
1,6:16,,,,,,Timeout #1 by Las Vegas Raiders,,
1,6:16,1,7,DEN 7,0,3,"Derek Carr pass complete short right to Nelson Agholor for 7 yards. Penalty on Zay Jones: Offensive Pass Interference, 10 yards (no play)",5.600,4.260
1,6:11,1,17,DEN 17,0,3,Derek Carr pass incomplete short left,4.260,3.240
1,6:09,2,17,DEN 17,0,3,Josh Jacobs left guard for 2 yards (tackle by DeShawn Williams),3.240,2.930
1,5:34,3,15,DEN 15,0,3,Derek Carr pass complete short right to Darren Waller for 5 yards (tackle by Josey Jewell),2.930,2.760
1,4:53,4,10,DEN 10,0,3,"Penalty on Brandon Parker: False Start, 5 yards (no play)",2.760,2.440
1,4:38,4,15,DEN 15,3,3,Daniel Carlson 33 yard field goal good,2.440,3.000
1,4:34,,,LVR 35,3,3,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
1,4:34,1,10,DEN 25,3,3,Melvin Gordon right guard for no gain (tackle by Cory Littleton and Johnathan Hankins),0.610,0.060
1,3:53,2,10,DEN 25,3,3,Drew Lock pass incomplete deep left intended for Tim Patrick,0.060,-0.620
1,3:48,3,10,DEN 25,3,3,Drew Lock pass complete deep left to Tyrie Cleveland for 17 yards,-0.620,1.730
1,3:34,1,10,DEN 42,3,3,Royce Freeman up the middle for 20 yards (tackle by Jeff Heath),1.730,3.050
1,2:53,1,10,LVR 38,3,3,Diontae Spencer right end for 1 yard (tackle by Cory Littleton),3.050,2.640
1,2:09,2,9,LVR 37,3,3,Drew Lock pass complete short right to Tim Patrick for 29 yards (tackle by Nevin Lawson),2.640,5.370
1,1:37,1,8,LVR 8,3,3,Melvin Gordon left end for -1 yards (tackle by Damon Arnette),5.370,4.380
1,1:01,2,9,LVR 9,3,3,Melvin Gordon left end for 6 yards (tackle by Daryl Worley),4.380,4.720
1,0:26,3,3,LVR 3,3,3,"Drew Lock pass incomplete short left intended for Tyrie Cleveland. Penalty on Damon Arnette: Defensive Holding, 2 yards (no play)",4.720,6.970
1,0:22,1,1,LVR 1,3,9,"Drew Lock pass complete short left to Troy Fumagalli for 1 yard, touchdown",6.970,7.000
1,0:17,,,LVR 15,3,10,Brandon McManus kicks extra point good,0.000,0.000
1,0:17,,,DEN 35,3,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
