Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darren Waller,LVR,10,9,117,1,5,68,7.6,49,5.4,8.2,0,,0,0.0,1,109.2
Theo Riddick,LVR,5,4,40,0,1,15,3.8,25,6.3,3.0,0,,0,0.0,0,100.0
Henry Ruggs III,LVR,3,3,38,0,2,36,12.0,2,0.7,12.0,0,,0,0.0,0,118.7
Hunter Renfrow,LVR,7,3,24,0,1,7,2.3,17,5.7,5.1,0,,0,0.0,0,52.1
Bryan Edwards,LVR,2,2,51,1,2,40,20.0,11,5.5,20.0,0,,0,0.0,0,158.3
Foster Moreau,LVR,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8
Zay Jones,LVR,2,1,37,0,1,33,33.0,4,4.0,21.0,0,,0,0.0,0,95.8
Nelson Agholor,LVR,4,1,57,0,1,49,49.0,8,8.0,27.8,0,,0,0.0,1,39.6
Josh Jacobs,LVR,1,0,0,0,0,0,,0,,2.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jerry Jeudy,DEN,7,5,140,1,4,44,8.8,96,19.2,9.4,0,,0,0.0,0,153.3
Melvin Gordon,DEN,6,4,17,0,1,-16,-4.0,33,8.3,-2.8,0,,0,0.0,0,70.1
Noah Fant,DEN,6,4,48,0,2,16,4.0,32,8.0,5.5,0,,0,0.0,0,91.0
Tyrie Cleveland,DEN,5,4,45,0,3,43,10.8,2,0.5,9.0,0,,0,0.0,0,104.2
DaeSean Hamilton,DEN,6,2,18,0,1,10,5.0,8,4.0,14.7,0,,0,0.0,0,42.4
Tim Patrick,DEN,4,2,46,0,2,7,3.5,39,19.5,10.5,1,2.0,0,0.0,0,91.7
Troy Fumagalli,DEN,3,2,15,1,2,12,6.0,3,1.5,6.7,0,,0,0.0,0,118.1
Royce Freeman,DEN,1,1,1,0,0,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2
Diontae Spencer,DEN,2,1,9,0,,7,7.0,2,2.0,4.5,0,,0,0.0,0,62.5
