Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
1,1:54,3,10,TEN 41,10,0,Kerry Collins pass complete to Jerry Porter for 22 yards (tackle by Reynaldo Hill),1.620,4.310
1,1:24,1,10,TEN 19,10,0,LaMont Jordan right guard for 1 yard (tackle by Albert Haynesworth and Antwan Odom),4.310,3.880
1,0:43,2,9,TEN 18,16,0,"Kerry Collins pass complete to LaMont Jordan for 18 yards, touchdown",3.880,7.000
1,,,,TEN 2,17,0,Sebastian Janikowski kicks extra point good,0.000,0.000
1,,,,OAK 30,17,0,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
1,0:35,1,10,TEN 20,17,0,Chris Brown left tackle for 3 yards (tackle by Bobby Hamilton and Ted Washington),0.280,0.140
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,TEN 23,17,0,Steve McNair pass complete to Tyrone Calico for 6 yards (tackle by Renaldo Hill),0.140,0.230
2,14:15,3,1,TEN 29,17,0,Steve McNair pass complete to Courtney Roby for 7 yards (tackle by Fabian Washington). Penalty on Jarrod Cooper: Illegal Contact (Declined),0.230,1.330
2,13:51,1,10,TEN 36,17,0,Chris Brown left guard for 12 yards (tackle by Stuart Schweigert and Nnamdi Asomugha),1.330,2.130
2,13:13,1,10,TEN 48,17,0,Steve McNair pass complete to Erron Kinney for 18 yards (tackle by Renaldo Hill),2.130,3.310
2,12:27,1,10,OAK 34,17,0,Steve McNair pass incomplete intended for Roydell Williams (defended by Stuart Schweigert),3.310,2.770
2,12:21,2,10,OAK 34,17,0,Chris Brown right tackle for 6 yards (tackle by Kirk Morrison),2.770,2.870
2,11:38,3,4,OAK 28,17,0,Steve McNair pass complete to Courtney Roby for 6 yards (tackle by Fabian Washington),2.870,4.110
2,10:58,1,10,OAK 22,17,0,Chris Brown left guard for 3 yards (tackle by Warren Sapp),4.110,3.970
2,10:19,2,7,OAK 19,17,6,"Steve McNair pass complete to Courtney Roby for 19 yards, touchdown",3.970,7.000
2,,,,OAK 2,17,6,Rob Bironas kicks extra point no good,0.000,-1.000
2,,,,TEN 30,17,6,"Rob Bironas kicks off 71 yards, returned by Chris Carr for 43 yards (tackle by Sloan Thomas). Penalty on Zack Crockett: Offensive Holding, 10 yards",0.000,0.150
2,10:04,1,10,OAK 19,17,6,Zack Crockett up the middle for 2 yards (tackle by Peter Sirmon and Albert Haynesworth),0.150,-0.060
2,9:24,2,8,OAK 21,17,6,Kerry Collins pass incomplete intended for LaMont Jordan,-0.060,-0.810
2,9:18,3,8,OAK 21,17,6,Kerry Collins sacked by Travis LaBoy and Michael Waddell for -1 yards,-0.810,-2.030
2,8:54,4,9,OAK 20,17,6,"Shane Lechler punts 53 yards, returned by Adam Jones for 39 yards (tackle by Justin Fargas)",-2.030,-3.310
2,8:36,1,10,OAK 34,17,6,Steve McNair sacked by Danny Clark for -4 yards,3.310,2.230
2,8:07,2,14,OAK 38,17,12,"Chris Brown right end for 38 yards, touchdown",2.230,7.000
2,,,,,17,12,"Two Point Attempt: Steve McNair pass incomplete intended for Chris Brown, conversion fails",1.000,-1.000
2,,,,TEN 30,17,12,"Rob Bironas kicks off 75 yards, returned by Chris Carr for 25 yards (tackle by Bo Schobel)",0.000,0.280
2,7:53,1,10,OAK 20,17,12,Kerry Collins pass complete to John Paul Foschi for 5 yards (tackle by Brad Kassell),0.280,0.410
2,7:12,2,5,OAK 25,17,12,Kerry Collins pass incomplete intended for Jerry Porter,0.410,-0.300
2,7:08,3,5,OAK 25,17,12,Kerry Collins pass incomplete intended for Doug Gabriel,-0.300,-1.700
2,7:05,4,5,OAK 25,17,12,"Shane Lechler punts 57 yards, returned by Adam Jones for 82 yards",-1.700,0.380
2,6:46,1,10,TEN 9,17,12,Steve McNair pass complete to Bo Scaife for -2 yards (tackle by Renaldo Hill),-0.380,-0.930
2,5:59,2,12,TEN 7,17,12,Steve McNair pass incomplete intended for Erron Kinney (defended by Danny Clark),-0.930,-1.650
2,5:55,3,12,TEN 7,23,12,"Steve McNair sacked by Warren Sapp for -7 yards. Steve McNair fumbles (forced by Warren Sapp), recovered by Jarrod Cooper at TEN--8, touchdown",-1.650,-7.000
2,,,,TEN 2,24,12,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,24,12,"Sebastian Janikowski kicks off 58 yards, returned by Jarrett Payton for 24 yards (tackle by Omar Easy)",0.000,1.330
2,5:40,1,10,TEN 36,24,12,Chris Brown right tackle for 5 yards (tackle by Stuart Schweigert and Renaldo Hill),1.330,1.470
2,5:02,2,5,TEN 41,24,12,Steve McNair pass complete to Roydell Williams for 9 yards (tackle by Kirk Morrison),1.470,2.260
2,4:19,1,10,TEN 50,24,12,Chris Brown up the middle for 2 yards (tackle by Bobby Hamilton and Ted Washington),2.260,1.980
2,3:40,2,8,OAK 48,24,12,Steve McNair pass incomplete intended for Roydell Williams (defended by Nnamdi Asomugha),1.980,1.290
2,3:36,3,8,OAK 48,24,12,Steve McNair pass complete to Erron Kinney for 19 yards (tackle by Jarrod Cooper),1.290,3.640
2,2:54,,,,24,12,Timeout #1 by Oakland Raiders,0.000,3.640
2,2:54,1,10,OAK 29,24,12,"Chris Brown up the middle for 2 yards (tackle by Stuart Schweigert and Danny Clark). Penalty on Justin Hartwig: Offensive Holding, 10 yards",3.640,3.120
2,2:30,1,18,OAK 37,24,12,Steve McNair pass incomplete intended for Roydell Williams (defended by Nnamdi Asomugha),3.120,2.020
2,2:24,2,18,OAK 37,24,12,Steve McNair for 19 yards (tackle by Stuart Schweigert),2.020,4.370
2,2:00,1,10,OAK 18,24,12,Chris Brown up the middle for no gain (tackle by Danny Clark),4.370,3.800
2,1:26,2,10,OAK 18,24,12,Chris Brown right guard for 2 yards (tackle by Jarrod Cooper),3.800,3.300
2,1:16,,,,24,12,Timeout #1 by Tennessee Titans,0.000,3.300
2,1:16,3,8,OAK 16,24,12,Steve McNair sacked by Warren Sapp and Tommy Kelly for -5 yards,3.300,2.060
2,0:55,,,,24,12,Timeout #2 by Oakland Raiders,0.000,2.060
2,0:55,4,13,OAK 21,24,15,Rob Bironas 39 yard field goal good,2.060,3.000
2,,,,TEN 30,24,15,"Rob Bironas kicks off 75 yards, returned by Chris Carr for 33 yards (tackle by Rich Gardner)",0.000,0.810
2,0:44,1,10,OAK 28,24,15,Kerry Collins pass incomplete intended for Randy Moss,0.810,0.260
2,0:39,2,10,OAK 28,24,15,Kerry Collins pass complete to Jerry Porter for 12 yards (tackle by Michael Waddell). Penalty on Michael Waddell: Illegal Contact (Declined),0.260,1.600
2,0:33,1,10,OAK 40,24,15,Kerry Collins pass complete to John Paul Foschi for 9 yards (tackle by Rocky Boiman),1.600,2.270
2,0:28,2,1,OAK 49,24,15,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Tony Beckham),2.270,1.550
2,0:22,3,1,OAK 49,24,21,"Kerry Collins pass incomplete intended for Jerry Porter is intercepted by Reynaldo Hill at TEN-48 and returned for 52 yards, touchdown",1.550,-7.000
2,,,,OAK 2,24,22,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,24,22,Rob Bironas kicks off 43 yards,0.000,0.740
2,0:11,1,10,OAK 27,24,22,Kerry Collins kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,24,22,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,24,22,Steve McNair pass incomplete intended for Roydell Williams (defended by Stuart Schweigert),0.280,-0.270
3,14:55,2,10,TEN 20,24,22,Chris Brown right guard for 2 yards (tackle by Bobby Hamilton and Danny Clark),-0.270,-0.690
3,14:05,3,8,TEN 22,24,22,"Penalty on Steve McNair: Delay of Game, 5 yards (no play)",-0.690,-1.510
3,13:48,3,13,TEN 17,24,22,Steve McNair pass complete to Erron Kinney for 15 yards (tackle by Jarrod Cooper and Kirk Morrison),-1.510,1.070
3,13:02,1,10,TEN 32,24,22,Steve McNair pass complete to Bo Scaife for no gain,1.070,0.530
3,12:16,2,10,TEN 32,24,22,Steve McNair pass complete to Courtney Roby for 6 yards (tackle by Danny Clark and Tim Johnson),0.530,0.630
3,11:31,3,4,TEN 38,24,22,Steve McNair pass complete to Ben Troupe for 4 yards (tackle by Chris Carr),0.630,1.730
3,10:51,1,10,TEN 42,24,22,Chris Brown right guard for 9 yards (tackle by Bobby Hamilton and Stuart Schweigert),1.730,2.400
3,10:09,2,1,OAK 49,24,22,Chris Brown up the middle for no gain (tackle by Ted Washington and Tim Johnson),2.400,1.690
3,9:39,3,1,OAK 49,24,22,Steve McNair up the middle for 3 yards (tackle by Danny Clark),1.690,2.520
3,8:58,1,10,OAK 46,24,22,"Steve McNair pass complete to Roydell Williams for 15 yards (tackle by Stuart Schweigert). Penalty on Benji Olson: Offensive Holding, 10 yards (no play)",2.520,1.860
3,8:26,1,20,TEN 44,24,22,Steve McNair pass complete to Ben Troupe for 5 yards (tackle by Renaldo Hill),1.860,1.300
3,7:50,2,15,TEN 49,24,22,Steve McNair pass complete to Courtney Roby for 8 yards (tackle by Fabian Washington),1.300,1.680
3,7:08,3,7,OAK 43,24,22,"Steve McNair pass complete to Roydell Williams for 10 yards (tackle by Renaldo Hill). Steve McNair fumbles, recovered by Steve McNair at OAK-46",1.680,3.380
3,6:21,1,10,OAK 33,24,22,Chris Brown up the middle for -2 yards (tackle by Warren Sapp),3.380,2.570
3,5:38,2,12,OAK 35,24,22,"Steve McNair sacked by Tyler Brayton for -9 yards. Steve McNair fumbles (forced by Tyler Brayton), recovered by Bobby Hamilton at OAK-46 and returned for 8 yards (tackle by Brad Hopkins)",2.570,-2.520
3,5:29,1,10,TEN 46,24,22,LaMont Jordan left guard for 2 yards (tackle by Kyle Vanden Bosch),2.520,2.250
3,4:54,2,8,TEN 44,24,22,LaMont Jordan right guard for 20 yards,2.250,3.970
3,4:16,1,10,TEN 24,24,22,LaMont Jordan right guard for 4 yards (tackle by Randy Starks),3.970,3.970
3,3:42,2,6,TEN 20,24,22,Kerry Collins pass incomplete intended for Randy Moss,3.970,3.270
3,3:36,3,6,TEN 20,24,22,Kerry Collins pass complete to Jerry Porter for 9 yards (tackle by Reynaldo Hill),3.270,4.840
3,3:05,1,10,TEN 11,24,22,"Kerry Collins sacked by Rien Long for -6 yards. Kerry Collins fumbles (forced by Rien Long), recovered by Ron Stone at TEN-16",4.840,3.440
3,2:22,2,15,TEN 16,24,22,LaMont Jordan up the middle for 1 yard (tackle by Jared Clauss),3.440,2.970
3,1:37,3,14,TEN 15,24,22,Kerry Collins pass incomplete intended for Doug Gabriel (defended by Adam Jones),2.970,2.440
3,1:33,4,14,TEN 15,27,22,Sebastian Janikowski 32 yard field goal good,2.440,3.000
3,,,,OAK 30,27,22,"Sebastian Janikowski kicks off 70 yards, touchback. Penalty on Robert Reynolds: Unnecessary Roughness, 10 yards",0.000,-0.380
3,1:29,1,10,TEN 10,27,22,Steve McNair pass incomplete intended for Courtney Roby (defended by Fabian Washington),-0.380,-0.780
3,1:22,2,10,TEN 10,27,22,Chris Brown left guard for 5 yards (tackle by Ted Washington and Kirk Morrison),-0.780,-0.840
3,0:57,3,5,TEN 15,27,22,"Steve McNair pass incomplete intended for Courtney Roby (defended by Fabian Washington). Penalty on Derrick Burgess: Roughing the Passer, 15 yards (no play)",-0.840,0.940
3,0:53,1,10,TEN 30,27,22,Chris Brown right tackle for 2 yards (tackle by Warren Sapp and Derrick Burgess),0.940,0.660
3,0:14,2,8,TEN 32,27,22,Steve McNair pass complete to Chris Brown for 9 yards (tackle by Ted Washington and Renaldo Hill),0.660,1.660
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 41,27,22,Travis Henry up the middle for 2 yards (tackle by Tommy Kelly),1.660,1.390
4,14:14,2,8,TEN 43,27,22,Steve McNair pass complete to Chris Brown for 4 yards (tackle by Danny Clark),1.390,1.220
4,13:35,3,4,TEN 47,27,22,Steve McNair pass complete to Roydell Williams for 6 yards (tackle by Jarrod Cooper),1.220,2.460
4,12:53,1,10,OAK 47,27,22,Steve McNair pass complete to Bo Scaife for 19 yards (tackle by Danny Clark),2.460,3.710
4,12:06,1,10,OAK 28,27,22,"Steve McNair pass complete to Erron Kinney for 14 yards (tackle by Nnamdi Asomugha). Penalty on Brad Hopkins: Offensive Holding, 10 yards (no play)",3.710,3.050
4,11:39,1,20,OAK 38,27,22,Steve McNair pass complete to Erron Kinney for 13 yards (tackle by Kirk Morrison),3.050,3.570
4,10:59,2,7,OAK 25,27,22,Chris Brown left guard for 5 yards (tackle by Danny Clark and Tommy Kelly),3.570,3.530
4,10:17,3,2,OAK 20,27,22,Steve McNair pass complete to Gregg Guenther for 5 yards (tackle by Kirk Morrison),3.530,4.580
4,9:42,1,10,OAK 15,27,22,Steve McNair pass incomplete intended for Roydell Williams (defended by Nnamdi Asomugha),4.580,3.950
4,9:35,2,10,OAK 15,27,22,Chris Brown left guard for no gain (tackle by Ed Jasper),3.950,3.100
4,8:53,3,10,OAK 15,27,22,Steve McNair for 9 yards (tackle by Stanford Routt),3.100,3.020
4,7:51,4,1,OAK 6,27,25,Rob Bironas 24 yard field goal good,3.020,3.000
4,,,,TEN 30,27,25,"Rob Bironas kicks off 60 yards, returned by Doug Gabriel for 21 yards (tackle by Sloan Thomas)",0.000,1.000
4,7:42,1,10,OAK 31,27,25,LaMont Jordan up the middle for 1 yard (tackle by Randy Starks and Antwan Odom),1.000,0.600
4,7:09,2,9,OAK 32,27,25,Kerry Collins pass complete to LaMont Jordan for 14 yards,0.600,1.990
4,6:26,1,10,OAK 46,27,25,Kerry Collins pass complete to LaMont Jordan for 10 yards,1.990,2.650
4,5:40,1,10,TEN 44,27,25,LaMont Jordan left tackle for 5 yards (tackle by Keith Bulluck and Travis LaBoy),2.650,2.780
4,4:53,2,5,TEN 39,27,25,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",2.780,2.110
4,4:52,2,10,TEN 44,27,25,Kerry Collins pass incomplete,2.110,1.420
4,4:46,3,10,TEN 44,33,25,"Kerry Collins pass complete to Jerry Porter for 44 yards, touchdown",1.420,7.000
4,,,,TEN 2,34,25,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,34,25,"Sebastian Janikowski kicks off 70 yards, returned by Courtney Roby for 21 yards (tackle by Omar Easy)",0.000,0.340
4,4:31,1,10,TEN 21,34,25,Steve McNair pass incomplete intended for Roydell Williams,0.340,-0.200
4,4:26,2,10,TEN 21,34,25,Steve McNair pass complete to Erron Kinney for 4 yards (tackle by Danny Clark and Kirk Morrison),-0.200,-0.360
4,4:03,3,6,TEN 25,34,25,Steve McNair pass complete to Courtney Roby for 31 yards (tackle by Stuart Schweigert),-0.360,2.650
4,3:55,1,10,OAK 44,34,25,Steve McNair pass incomplete intended for Courtney Roby (defended by Fabian Washington),2.650,2.110
4,3:51,2,10,OAK 44,34,25,Steve McNair pass incomplete intended for Courtney Roby (defended by Ted Washington),2.110,1.420
4,3:48,3,10,OAK 44,34,25,Steve McNair sacked by Warren Sapp for -10 yards. Penalty on Benji Olson: Offensive Holding (Declined),1.420,-0.320
4,3:43,4,20,TEN 46,34,25,"Craig Hentrich punts 54 yards, touchback",-0.320,-0.280
4,3:34,1,10,OAK 20,34,25,LaMont Jordan up the middle for 5 yards (tackle by Keith Bulluck and Lamont Thompson),0.280,0.410
4,3:29,,,,34,25,Timeout #1 by Tennessee Titans,0.000,0.410
4,3:29,2,5,OAK 25,34,25,LaMont Jordan left guard for 4 yards (tackle by Lamont Thompson),0.410,0.230
4,3:23,,,,34,25,Timeout #2 by Tennessee Titans,0.000,0.230
4,3:23,3,1,OAK 29,34,25,"Penalty on Jerry Porter: False Start, 5 yards (no play)",0.230,-0.430
4,3:23,3,6,OAK 24,34,25,LaMont Jordan up the middle for 2 yards (tackle by Jared Clauss and Rien Long),-0.430,-1.630
4,3:18,,,,34,25,Timeout #3 by Tennessee Titans,0.000,-1.630
4,3:17,4,4,OAK 26,34,25,Shane Lechler punts 46 yards,-1.630,-0.810
4,3:07,1,10,TEN 28,34,25,Steve McNair pass complete to Courtney Roby for 6 yards (tackle by Jarrod Cooper and Denard Walker),0.810,1.070
4,2:42,2,4,TEN 34,34,25,Steve McNair sacked by Ed Jasper for -6 yards,1.070,-0.430
4,2:24,3,10,TEN 28,34,25,Steve McNair pass incomplete intended for Erron Kinney,-0.430,-1.500
4,2:20,4,10,TEN 28,34,25,Steve McNair pass incomplete intended for Courtney Roby,-1.500,-3.710
4,2:14,1,10,TEN 28,34,25,LaMont Jordan right guard for 2 yards (tackle by Brad Kassell and Jared Clauss),3.710,3.440
4,2:00,2,8,TEN 26,34,25,LaMont Jordan up the middle for no gain (tackle by Rocky Boiman),3.440,2.740
4,1:17,3,8,TEN 26,34,25,LaMont Jordan left tackle for -3 yards (tackle by Bo Schobel),2.740,1.500
4,0:30,4,11,TEN 29,34,25,"Penalty on Kerry Collins: Delay of Game, 5 yards (no play)",1.500,1.060
4,0:30,4,16,TEN 34,34,25,LaMont Jordan right guard for 2 yards (tackle by Brad Kassell and Robert Reynolds),1.060,-1.070
4,0:25,1,10,TEN 32,34,25,Steve McNair kneels for -1 yards,1.070,0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
