Player,Pos
Kerry Collins,QB
J.R. Redmond,RB
Ronald Curry,WR
Doug Gabriel,WR
Jerry Porter,WR
Doug Jolley,TE
Barry Sims,LT
Brad Badger,LG
Adam Treu,C
Jake Grove,RG
Robert Gallery,RT
Bobby Hamilton,DE
Grant Irons,DE
Warren Sapp,DT
Ted Washington,NT
Napoleon Harris,LB
Danny Clark,LB
Sam Williams,LB
Charles Woodson,CB
Phillip Buchanon,CB
Stuart Schweigert,SS
Ray Buchanan,FS
