Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,16,64,0,5,34,2.1,30,1.9,0,
Devontae Booker,NYG,8,56,0,3,28,3.5,28,3.5,0,
Mike Glennon,NYG,1,7,1,1,7,7.0,0,0.0,0,
Elijhaa Penny,NYG,1,8,0,1,5,5.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,12,67,1,4,50,4.2,17,1.4,0,
Joshua Kelley,LAC,10,33,0,2,16,1.6,17,1.7,2,5.0
Justin Jackson,LAC,9,35,0,1,23,2.6,12,1.3,0,
Justin Herbert,LAC,4,19,0,3,17,4.3,2,0.5,0,
Chase Daniel,LAC,2,-2,0,,-2,-1.0,0,0.0,0,
