Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3,5:32,1,10,TAM 49,24,21,"Charles Sims right end for 43 yards (tackle by Trent Robinson and William Compton). Penalty on Logan Mankins: Offensive Holding, 10 yards, Penalty on Mike Evans: Illegal Block Above the Waist (Declined) (no play)",2.190,1.530
3,5:04,1,20,TAM 39,24,21,Jameis Winston pass complete short middle to Luke Stocker for 6 yards (tackle by William Compton and Keenan Robinson),1.530,1.110
3,4:22,2,14,TAM 45,24,21,Jameis Winston pass complete short right to Mike Evans for 20 yards (tackle by Bashaud Breeland and Trent Robinson),1.110,3.250
3,3:40,1,10,WAS 35,24,21,Doug Martin left end for 5 yards (tackle by Dashon Goldson and Preston Smith),3.250,3.380
3,2:56,2,5,WAS 30,24,21,Doug Martin right guard for 3 yards (tackle by Keenan Robinson and William Compton),3.380,3.070
3,2:09,3,2,WAS 27,24,21,Doug Martin right tackle for 4 yards (tackle by Bashaud Breeland and Chris Baker),3.070,4.040
3,1:26,1,10,WAS 23,24,21,Doug Martin right guard for 3 yards (tackle by Chris Baker and Dashon Goldson),4.040,3.900
3,0:41,2,7,WAS 20,24,21,"Jameis Winston pass complete deep right to Mike Evans for 20 yards. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",3.900,2.550
3,0:29,2,17,WAS 30,24,21,Jameis Winston sacked by Stephen Paea and Terrance Knighton for -8 yards,2.550,0.830
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,25,WAS 38,24,21,Jameis Winston pass complete short left to Luke Stocker for 11 yards (tackle by Will Blackmon),0.830,1.670
4,13:57,4,14,WAS 27,27,21,Connor Barth 45 yard field goal good,1.670,3.000
4,13:57,,,TAM 35,27,21,"Connor Barth kicks off 65 yards, touchback",0.000,-0.280
4,13:51,1,10,WAS 20,27,21,"Matt Jones right guard for 11 yards (tackle by Bradley McDougald). Penalty on William Gholston: Unnecessary Roughness, 15 yards",0.280,1.990
4,13:28,1,10,WAS 46,27,21,Alfred Morris left tackle for 5 yards (tackle by Alterraun Verner and Lavonte David),1.990,2.130
4,12:52,2,5,TAM 49,27,21,Matt Jones left end for 4 yards (tackle by Clinton McDonald),2.130,1.950
4,12:12,3,1,TAM 45,27,21,Darrel Young middle for 1 yard (tackle by Lavonte David),1.950,2.650
4,11:33,1,10,TAM 44,27,21,Kirk Cousins pass incomplete short right intended for Jordan Reed,2.650,2.110
4,11:28,2,10,TAM 44,27,21,Kirk Cousins pass complete short left to Jordan Reed for 6 yards (tackle by Bradley McDougald and George Johnson),2.110,2.210
4,10:48,3,4,TAM 38,27,21,Kirk Cousins pass complete short middle to Pierre Garcon for 15 yards (tackle by Bradley McDougald and Mike Jenkins),2.210,4.040
4,10:06,1,10,TAM 23,27,21,Matt Jones left guard for -1 yards (tackle by William Gholston and Alterraun Verner),4.040,3.360
4,9:26,2,11,TAM 24,27,21,Kirk Cousins pass complete short left to Pierre Garcon for 2 yards (tackle by Lavonte David),3.360,2.940
4,8:38,3,9,TAM 22,27,21,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",2.940,2.280
4,8:18,3,14,TAM 27,27,21,Kirk Cousins pass complete short right to Jordan Reed for 10 yards (tackle by Lavonte David and Bradley McDougald),2.280,2.390
4,7:33,4,4,TAM 17,27,24,Dustin Hopkins 35 yard field goal good,2.390,3.000
4,7:33,,,WAS 35,27,24,"Dustin Hopkins kicks off 68 yards, returned by Bobby Rainey for 22 yards (tackle by Darrel Young). Penalty on Major Wright: Offensive Holding, 6 yards",0.000,0.380
4,7:22,1,10,TAM 6,27,24,Doug Martin middle for 3 yards (tackle by Dashon Goldson),-0.380,-0.560
4,6:45,2,7,TAM 9,27,24,Jameis Winston pass incomplete deep left intended for Mike Evans,-0.560,-1.070
4,6:40,3,7,TAM 9,27,24,Jameis Winston pass complete deep right to Mike Evans for 16 yards (tackle by Bashaud Breeland),-1.070,0.610
4,6:06,1,10,TAM 25,27,24,Doug Martin right guard for 2 yards (tackle by Trent Robinson),0.610,0.330
4,5:26,2,8,TAM 27,27,24,Jameis Winston pass complete short right to Luke Stocker for 5 yards (tackle by William Compton),0.330,0.330
4,4:45,2,8,TAM 27,27,24,Timeout #3 by Tampa Bay Buccaneers,0.330,0.300
4,4:45,3,3,TAM 32,27,24,Jameis Winston pass complete short middle to Mike Evans for 14 yards (tackle by Bashaud Breeland),0.300,1.990
4,4:10,1,10,TAM 46,27,24,Doug Martin right end for 49 yards (tackle by Bashaud Breeland),1.990,6.060
4,4:00,1,5,WAS 5,27,24,Doug Martin middle for 3 yards (tackle by Trent Robinson and Dashon Goldson),6.060,5.720
4,3:14,2,2,WAS 2,27,24,Doug Martin right end for 1 yard (tackle by Keenan Robinson),5.720,5.170
4,2:31,3,1,WAS 1,27,24,Charles Sims left tackle for -2 yards (tackle by Dashon Goldson and Chris Baker),5.170,5.170
4,2:27,3,1,WAS 1,27,24,Timeout #1 by Washington Redskins,5.170,3.040
4,2:27,4,3,WAS 3,30,24,Connor Barth 21 yard field goal good,3.040,3.000
4,2:27,,,TAM 35,30,24,"Connor Barth kicks off 65 yards, touchback",0.000,-0.280
4,2:24,1,10,WAS 20,30,24,Kirk Cousins pass complete short left to Matt Jones for 6 yards (tackle by Mike Jenkins),0.280,0.540
4,2:00,2,4,WAS 26,30,24,Kirk Cousins pass complete short middle to Jordan Reed for 5 yards (tackle by Kwon Alexander),0.540,1.000
4,1:58,1,10,WAS 31,30,24,Kirk Cousins pass complete short middle to Jordan Reed for 13 yards (tackle by Kwon Alexander and Alterraun Verner),1.000,1.860
4,1:38,1,10,WAS 44,30,24,Kirk Cousins pass complete short left to Andre Roberts for 8 yards (tackle by Mike Jenkins),1.860,2.400
4,1:32,2,2,TAM 48,30,24,Kirk Cousins pass complete short right to Pierre Garcon for 10 yards (tackle by Johnthan Banks),2.400,3.050
4,1:26,1,10,TAM 38,30,24,Kirk Cousins pass complete short middle to Jordan Reed for 7 yards (tackle by Bradley McDougald),3.050,3.450
4,1:03,2,3,TAM 31,30,24,"Penalty on George Johnson: Neutral Zone Infraction, 4 yards (no play)",3.450,3.780
4,1:03,1,10,TAM 27,30,24,Kirk Cousins pass complete short left to Andre Roberts for 3 yards (tackle by Mike Jenkins),3.780,3.640
4,0:58,2,7,TAM 24,30,24,Kirk Cousins pass complete deep right to Jamison Crowder for 18 yards (tackle by Mike Jenkins),3.640,3.640
4,0:36,2,7,TAM 24,30,24,Timeout #2 by Washington Redskins,3.640,5.830
4,0:36,1,6,TAM 6,30,24,Kirk Cousins pass incomplete short right intended for Jordan Reed,5.830,4.950
4,0:32,2,6,TAM 6,30,24,Kirk Cousins pass incomplete short left intended for Andre Roberts (defended by Chris Conte),4.950,4.040
4,0:28,3,6,TAM 6,30,30,"Kirk Cousins pass complete short middle to Jordan Reed for 6 yards, touchdown",4.040,7.000
4,0:28,,,TAM 6,30,31,Dustin Hopkins kicks extra point good,0.000,0.000
4,0:28,,,WAS 35,30,31,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
4,0:24,1,10,TAM 20,30,31,Jameis Winston pass complete deep left to Mike Evans for 16 yards (tackle by Dashon Goldson),0.280,1.330
4,0:18,1,10,TAM 36,30,31,Jameis Winston pass complete short left to Cameron Brate for 6 yards (tackle by William Compton),1.330,1.600
4,0:12,2,4,TAM 42,30,31,"Jameis Winston pass complete short middle to Charles Sims for 9 yards. Charles Sims fumbles, recovered by Chris Baker at WAS-49 (tackle by Jameis Winston)",1.600,-2.190
4,0:05,1,10,WAS 49,30,31,Kirk Cousins kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
