Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cole Beasley,BUF,12,11,112,0,5,46,4.2,66,6.0,6.1,0,,0,0.0,0,105.6
Stefon Diggs,BUF,11,6,48,0,3,36,6.0,12,2.0,10.4,0,,0,0.0,0,65.7
Tyler Kroft,BUF,4,4,64,0,3,37,9.3,27,6.8,9.3,0,,0,0.0,0,118.7
Zack Moss,BUF,3,3,25,0,1,4,1.3,21,7.0,1.3,1,3.0,0,0.0,0,101.4
Isaiah McKenzie,BUF,2,2,14,0,1,1,0.5,13,6.5,0.5,0,,0,0.0,0,95.8
Devin Singletary,BUF,5,2,18,0,1,-2,-1.0,20,10.0,-0.6,0,,0,0.0,0,50.4
Gabriel Davis,BUF,3,1,11,0,1,6,6.0,5,5.0,14.0,0,,0,0.0,0,45.1
Reggie Gilliam,BUF,1,1,15,0,1,7,7.0,8,8.0,7.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Braxton Berrios,NYJ,7,4,35,0,1,27,6.8,8,2.0,6.0,1,4.0,0,0.0,1,31.0
Denzel Mims,NYJ,7,4,42,0,2,31,7.8,11,2.8,8.3,0,,0,0.0,0,74.7
La'Mical Perine,NYJ,3,2,16,0,1,6,3.0,10,5.0,3.3,0,,0,0.0,0,79.9
Breshad Perriman,NYJ,2,2,27,0,1,17,8.5,10,5.0,8.5,0,,0,0.0,0,118.7
Jeff Smith,NYJ,1,0,0,0,,0,,0,,17.0,0,,0,0.0,1,0.0
Trevon Wesco,NYJ,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
