Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Donald Penn,T,75,100%,0,0%,4,14%
Gabe Jackson,G,75,100%,0,0%,4,14%
Austin Howard,T,75,100%,0,0%,4,14%
Rodney Hudson,C,75,100%,0,0%,0,0%
Derek Carr,QB,75,100%,0,0%,0,0%
Amari Cooper,WR,74,99%,0,0%,0,0%
Seth Roberts,WR,71,95%,0,0%,0,0%
Vadal Alexander,G,66,88%,0,0%,4,14%
Michael Crabtree,WR,64,85%,0,0%,0,0%
Latavius Murray,RB,52,69%,0,0%,0,0%
Clive Walford,TE,44,59%,0,0%,4,14%
Mychal Rivera,TE,23,31%,0,0%,4,14%
Jalen Richard,RB,17,23%,0,0%,5,17%
Andre Holmes,WR,12,16%,0,0%,19,66%
Jon Feliciano,G,9,12%,0,0%,8,28%
Menelik Watson,T,9,12%,0,0%,4,14%
Jamize Olawale,FB,7,9%,0,0%,19,66%
DeAndre Washington,RB,2,3%,0,0%,4,14%
Nate Allen,SS,0,0%,55,100%,15,52%
Reggie Nelson,FS,0,0%,55,100%,0,0%
Perry Riley,LB,0,0%,55,100%,0,0%
David Amerson,CB,0,0%,55,100%,0,0%
Malcolm Smith,LB,0,0%,55,100%,0,0%
Sean Smith,CB,0,0%,55,100%,0,0%
Khalil Mack,DE,0,0%,52,95%,6,21%
Denico Autry,DE,0,0%,48,87%,6,21%
Bruce Irvin,LB,0,0%,48,87%,6,21%
Jihad Ward,DE,0,0%,48,87%,0,0%
Dan Williams,DT,0,0%,25,45%,6,21%
T.J. Carrie,CB,0,0%,23,42%,11,38%
Justin Ellis,NT,0,0%,15,27%,6,21%
James Cowser,DE,0,0%,10,18%,13,45%
Branden Jackson,DE,0,0%,6,11%,10,34%
Daren Bates,LB,0,0%,0,0%,25,86%
Keith McGill,FS,0,0%,0,0%,21,72%
Cory James,LB,0,0%,0,0%,19,66%
Brynden Trawick,FS,0,0%,0,0%,19,66%
Taiwan Jones,RB,0,0%,0,0%,18,62%
Marquette King,P,0,0%,0,0%,13,45%
Jon Condo,LS,0,0%,0,0%,13,45%
Dexter McDonald,CB,0,0%,0,0%,8,28%
Sebastian Janikowski,K,0,0%,0,0%,8,28%
Johnny Holton,WR,0,0%,0,0%,7,24%
Tyrell Adams,LB,0,0%,0,0%,6,21%
