Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,9:20,1,10,MIA 33,0,0,Ricky Williams middle for 4 yards (tackle by James Wyche),1.140,1.130
1,8:44,2,6,MIA 37,0,0,Ted Ginn left end for 16 yards (tackle by Derek Cox),1.130,2.460
1,8:17,1,10,JAX 47,0,0,Ricky Williams middle for 3 yards (tackle by Greg Peterson),2.460,2.320
1,7:41,2,7,JAX 44,0,0,Ricky Williams middle for 2 yards (tackle by Daryl Smith),2.320,1.880
1,7:01,3,5,JAX 42,0,0,Chad Henne pass complete short middle to Davone Bess for 15 yards (tackle by Anthony Smith and Reggie Nelson),1.880,3.780
1,6:21,1,10,JAX 27,0,0,Chad Henne pass complete short right to Davone Bess for 1 yard (tackle by Tyron Brackenridge),3.780,3.370
1,5:45,2,9,JAX 26,0,0,Ricky Williams left end for 6 yards (tackle by Justin Durant),3.370,3.470
1,5:05,3,3,JAX 20,0,0,"Chad Henne pass complete short right to Ricky Williams for 2 yards (tackle by Tyron Brackenridge). Ricky Williams fumbles (forced by Tyron Brackenridge), ball out of bounds at JAX-18",3.470,2.400
1,4:46,4,1,JAX 18,0,0,Lousaka Polite middle for 4 yards (tackle by Montavious Stanley),2.400,4.650
1,4:09,1,10,JAX 14,0,0,"Ricky Williams left end for 4 yards (tackle by Gerald Alexander). Ricky Williams fumbles (forced by Gerald Alexander), ball out of bounds at JAX-10",4.650,4.710
1,3:56,2,6,JAX 10,0,0,Lousaka Polite middle for 5 yards (tackle by Terrance Knighton),4.710,4.960
1,3:15,3,1,JAX 5,0,0,Chad Henne pass complete short right to Lousaka Polite for 4 yards (tackle by Tyron Brackenridge),4.960,6.970
1,2:37,1,1,JAX 1,6,0,"Ricky Williams left end for 1 yard, touchdown",6.970,7.000
1,,,,JAX 2,7,0,"Dan Carpenter kicks extra point good. Penalty on JAX: Defensive 12 On-field, 5 yards",0.000,0.000
1,,,,MIA 35,7,0,"Dan Carpenter kicks off 63 yards, returned by Brian Witherspoon for 20 yards (tackle by Nate Jones)",0.000,0.410
1,2:28,1,10,JAX 22,7,0,David Garrard pass complete short left to Mike Sims-Walker for 6 yards (tackle by Vontae Davis),0.410,0.680
1,1:53,2,4,JAX 28,7,0,Maurice Jones-Drew middle for no gain (tackle by Gibril Wilson),0.680,-0.030
1,1:12,3,4,JAX 28,7,0,David Garrard pass incomplete short left intended for Mike Sims-Walker,-0.030,-1.500
1,1:07,4,4,JAX 28,7,0,"Adam Podlesh punts 49 yards, returned by Davone Bess for 3 yards (tackle by Greg Jones)",-1.500,-0.670
1,0:55,1,10,MIA 26,7,0,Ricky Williams middle for 6 yards (tackle by Clint Ingram),0.670,0.940
1,0:21,2,4,MIA 32,7,0,Ricky Williams middle for 2 yards (tackle by Derrick Harvey),0.940,0.500
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,MIA 34,7,0,Ricky Williams right end for 2 yards (tackle by Justin Durant),0.500,1.330
2,14:29,1,10,MIA 36,7,0,Chad Henne pass complete short left to Greg Camarillo for 14 yards (tackle by Derek Cox),1.330,2.260
2,13:52,1,10,,7,0,Lex Hilliard middle for 2 yards (tackle by Justin Durant),2.260,1.980
2,13:11,2,8,JAX 48,7,0,Chad Henne pass complete short right to Lex Hilliard for 7 yards (tackle by Russell Allen),1.980,2.210
2,12:29,3,1,JAX 41,7,0,Chad Henne pass complete short left to Brian Hartline for 3 yards (tackle by Clint Ingram),2.210,3.050
2,11:54,,,,7,0,Timeout #1 by Jacksonville Jaguars,0.000,3.050
2,11:54,1,10,JAX 38,7,0,Ricky Williams left end for -1 yards (tackle by Daryl Smith),3.050,2.370
2,11:11,2,11,JAX 39,7,0,Chad Henne pass complete deep middle to Brian Hartline for 25 yards (tackle by Justin Durant),2.370,4.650
2,10:29,1,10,JAX 14,7,0,Lousaka Polite middle for 5 yards,4.650,4.900
2,9:53,2,5,JAX 9,7,0,Chad Henne pass complete short right to Joey Haynos for 8 yards (tackle by Tyron Brackenridge),4.900,6.970
2,9:15,1,1,JAX 1,7,0,Ricky Williams middle for no gain (tackle by Daryl Smith),6.970,5.910
2,8:39,2,1,JAX 1,13,0,"Chad Henne right end for 1 yard, touchdown",5.910,7.000
2,,,,JAX 2,14,0,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,,,"Dan Carpenter kicks off 62 yards, returned by Brian Witherspoon for 18 yards",,
2,8:29,1,10,JAX 26,14,0,David Garrard pass complete short middle to Marcedes Lewis for 14 yards (tackle by Yeremiah Bell),0.670,1.600
2,7:53,1,10,JAX 40,14,0,"David Garrard for 6 yards (tackle by Kendall Langford). Penalty on Vontae Davis: Defensive Holding, 5 yards",1.600,2.320
2,7:24,1,10,MIA 49,14,0,David Garrard for 6 yards (tackle by Joey Porter),2.320,2.590
2,6:47,2,4,MIA 43,14,0,Maurice Jones-Drew middle for 3 yards (tackle by Paul Soliai),2.590,2.280
2,6:09,3,1,MIA 40,14,0,Maurice Jones-Drew middle for 9 yards (tackle by Yeremiah Bell),2.280,3.510
2,5:22,1,10,MIA 31,14,0,David Garrard left end for 6 yards (tackle by Akin Ayodele),3.510,3.780
2,4:41,2,4,MIA 25,14,0,Rashad Jennings middle for 10 yards (tackle by Channing Crowder),3.780,4.580
2,4:01,1,10,MIA 15,14,0,David Garrard pass complete short left to Maurice Jones-Drew for 7 yards (tackle by Gibril Wilson),4.580,5.220
2,3:27,2,3,MIA 8,14,0,David Garrard pass incomplete short right intended for Marcedes Lewis,5.220,4.450
2,3:24,,,,14,0,Timeout #2 by Jacksonville Jaguars,0.000,4.450
2,3:24,3,3,MIA 8,14,0,"David Garrard pass incomplete short middle intended for Zach Miller. Penalty on Gibril Wilson: Defensive Pass Interfere, 7 yards (no play)",4.450,6.970
2,3:20,1,1,MIA 1,14,0,Maurice Jones-Drew middle for no gain (tackle by Paul Soliai),6.970,5.910
2,2:41,2,1,MIA 1,14,0,David Garrard pass incomplete short middle intended for Marcedes Lewis,5.910,5.170
2,2:33,3,1,MIA 1,14,6,"Maurice Jones-Drew middle for 1 yard, touchdown",5.170,7.000
2,,,,MIA 2,14,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,14,7,"Josh Scobee kicks off 71 yards, returned by Ted Ginn for 19 yards (tackle by Sean Considine)",0.000,0.040
2,2:28,1,10,MIA 18,14,7,Ricky Williams middle for no gain (tackle by Quentin Groves),0.040,-0.490
2,2:00,2,10,MIA 18,14,7,Chad Henne pass complete short right to Greg Camarillo for 9 yards,-0.490,-0.020
2,1:56,3,1,MIA 27,14,7,Ricky Williams middle for 4 yards (tackle by Daryl Smith),-0.020,1.000
2,1:42,,,,14,7,Timeout #1 by Miami Dolphins,0.000,1.000
2,1:41,1,10,MIA 31,14,7,Chad Henne pass complete short right to Ted Ginn for 12 yards,1.000,1.800
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:37,1,10,MIA 43,14,7,Chad Henne pass complete to Greg Camarillo for 24 yards (tackle by Tyron Brackenridge),1.800,3.380
2,1:31,1,10,JAX 33,14,7,"Davone Bess left end for no gain (tackle by Gerald Alexander). Davone Bess fumbles (forced by Gerald Alexander), recovered by Anthony Smith at JAX-32 (tackle by Anthony Fasano)",3.380,-1.070
,,,,,,,"Replay Assistant challenged the loose ball recovery ruling, and the play was upheld.",,
2,1:23,1,10,JAX 32,14,7,David Garrard pass complete short right to Rashad Jennings for -4 yards (tackle by Reggie Torbor),1.070,-0.010
2,1:01,2,14,JAX 28,14,7,David Garrard for 10 yards (tackle by Gibril Wilson),-0.010,0.630
2,0:36,3,4,JAX 38,14,7,David Garrard pass incomplete short left intended for Mike Thomas (defended by Nate Jones),0.630,-0.850
2,0:34,4,4,JAX 38,14,7,Adam Podlesh punts 58 yards,-0.850,0.280
2,0:21,1,10,MIA 14,14,7,Chad Henne kneels for -1 yards,-0.280,-0.850
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,14,7,"Dan Carpenter kicks off 66 yards, returned by Mike Thomas for 18 yards (tackle by Lex Hilliard)",0.000,0.410
3,14:56,1,10,JAX 22,14,7,Maurice Jones-Drew middle for 3 yards (tackle by Paul Soliai),0.410,0.270
3,14:17,2,7,JAX 25,14,7,David Garrard pass incomplete deep middle intended for Marcedes Lewis,0.270,-0.430
3,14:13,3,7,JAX 25,14,7,David Garrard sacked by Joey Porter for -6 yards,-0.430,-2.140
3,13:50,4,13,JAX 19,14,7,"Adam Podlesh punts 62 yards, muffed catch by Davone Bess, recovered by Davone Bess and returned for 11 yards (tackle by Greg Jones)",-2.140,-0.940
3,13:36,1,10,MIA 30,14,7,Ricky Williams left end for 4 yards (tackle by Clint Ingram),0.940,0.930
3,13:06,2,6,MIA 34,14,7,Ricky Williams middle for 3 yards (tackle by Daryl Smith),0.930,0.630
3,12:28,3,3,MIA 37,14,7,Chad Henne pass complete short left to Brian Hartline for 6 yards (tackle by Reggie Nelson),0.630,1.800
3,11:49,1,10,MIA 43,14,7,Chad Henne pass complete deep right to Greg Camarillo for 23 yards (tackle by Tyron Brackenridge),1.800,3.310
3,11:13,1,10,JAX 34,14,7,Ricky Williams middle for 2 yards (tackle by Derrick Harvey),3.310,3.040
3,10:36,,,,14,7,Timeout #1 by Miami Dolphins,0.000,3.040
3,10:36,2,8,JAX 32,14,7,Ricky Williams right end for 11 yards (tackle by Anthony Smith),3.040,4.170
3,10:02,1,10,JAX 21,14,7,"Ricky Williams middle for -2 yards (tackle by Russell Allen). Penalty on Nate Garner: Offensive Holding, 10 yards (no play)",4.170,3.510
3,9:40,1,20,JAX 31,14,7,Chad Henne pass complete short right to Lousaka Polite for 9 yards (tackle by Clint Ingram),3.510,3.490
3,9:10,2,11,JAX 22,14,7,Chad Henne sacked by Derrick Harvey for -7 yards,3.490,1.880
3,8:35,3,18,JAX 29,14,7,Ricky Williams left end for 9 yards (tackle by Justin Durant),1.880,2.120
3,7:56,4,9,JAX 20,14,7,Dan Carpenter 38 yard field goal no good,2.120,-0.870
3,7:51,1,10,JAX 29,14,7,David Garrard pass incomplete deep right intended for Nate Hughes,0.870,0.330
3,7:44,2,10,JAX 29,14,7,Maurice Jones-Drew middle for -3 yards (tackle by Paul Soliai),0.330,-0.760
3,7:05,3,13,JAX 26,14,7,David Garrard pass complete deep right to Torry Holt for 63 yards (tackle by Tyrone Culver),-0.760,4.840
3,6:09,1,10,MIA 11,14,7,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",4.840,4.340
3,5:52,1,15,MIA 16,14,7,David Garrard pass complete short right to Torry Holt for 8 yards (tackle by Gibril Wilson),4.340,4.700
3,5:09,2,7,MIA 8,14,7,David Garrard pass incomplete short middle intended for Torry Holt,4.700,3.760
3,5:04,,,,14,7,Timeout #1 by Jacksonville Jaguars,0.000,3.760
3,5:04,3,7,MIA 8,14,7,David Garrard pass incomplete short left intended for Zach Miller,3.760,2.960
3,4:59,4,7,MIA 8,14,10,Josh Scobee 25 yard field goal good,2.960,3.000
3,,,,JAX 30,14,10,"Josh Scobee kicks off 73 yards, returned by Ted Ginn for 27 yards (tackle by William Middleton)",0.000,0.540
3,4:48,1,10,MIA 24,14,10,Ricky Williams middle for 2 yards (tackle by Justin Durant),0.540,0.270
3,4:11,2,8,MIA 26,14,10,Chad Henne pass complete short right to Greg Camarillo for 6 yards (tackle by Daryl Smith),0.270,0.370
3,3:29,3,2,MIA 32,14,10,Chad Henne pass complete short middle to Joey Haynos for 7 yards (tackle by Justin Durant). Penalty on Derek Cox: Illegal Contact (Declined),0.370,1.530
3,3:05,1,10,MIA 39,14,10,Chad Henne pass incomplete short right intended for Lousaka Polite,1.530,0.990
3,2:59,2,10,MIA 39,14,10,Chad Henne pass incomplete deep middle intended for Davone Bess,0.990,0.300
3,2:52,3,10,MIA 39,14,10,Chad Henne pass incomplete deep middle intended for Brian Hartline (defended by Daryl Smith),0.300,-0.780
3,2:46,4,10,MIA 39,14,10,"Brandon Fields punts 44 yards, returned by Maurice Jones-Drew for 7 yards (tackle by Jason Allen)",-0.780,-0.540
3,2:37,1,10,JAX 24,14,10,Maurice Jones-Drew middle for 5 yards (tackle by Tony McDaniel),0.540,0.670
3,2:05,2,5,JAX 29,14,10,David Garrard pass incomplete deep right intended for Nate Hughes,0.670,-0.030
3,1:58,3,5,JAX 29,14,10,David Garrard pass incomplete short left intended for Mike Thomas (defended by Phillip Merling),-0.030,-1.440
3,1:54,4,5,JAX 29,14,10,Adam Podlesh punts 24 yards,-1.440,-2.060
3,1:45,1,10,MIA 47,14,10,Ricky Williams left end for 1 yard (tackle by Russell Allen),2.060,1.650
3,1:05,2,9,MIA 48,14,10,Chad Henne pass complete short middle to Greg Camarillo for 17 yards (tackle by Reggie Nelson),1.650,3.250
3,0:25,1,10,JAX 35,14,10,Chad Henne pass incomplete deep right intended for Anthony Fasano (defended by Gerald Alexander),3.250,2.700
3,0:18,2,10,JAX 35,14,10,"Ricky Williams middle for 6 yards (tackle by Tyron Brackenridge). Ricky Williams fumbles (forced by Tyron Brackenridge), recovered by Gerald Alexander at JAX-29 (tackle by Greg Camarillo). Penalty on Nate Garner: Offensive Holding (Declined)",2.700,-0.870
3,0:07,1,10,JAX 29,14,10,Maurice Jones-Drew middle for 6 yards (tackle by Yeremiah Bell),0.870,1.140
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,JAX 35,14,10,Maurice Jones-Drew middle for 2 yards (tackle by Phillip Merling),1.140,0.700
4,14:22,3,2,JAX 37,14,10,Maurice Jones-Drew middle for no gain (tackle by Randy Starks),0.700,-0.910
4,13:43,4,2,JAX 37,14,10,"Adam Podlesh punts 43 yards, fair catch by Davone Bess",-0.910,-0.280
4,13:35,1,10,MIA 20,14,10,Chad Henne sacked by Terrance Knighton for -5 yards,0.280,-1.070
4,13:01,2,15,MIA 15,14,10,Ricky Williams middle for 12 yards (tackle by Tyron Brackenridge),-1.070,-0.030
4,12:20,3,3,MIA 27,14,10,Lex Hilliard middle for 1 yard (tackle by Derrick Harvey),-0.030,-1.500
4,11:44,4,2,MIA 28,14,10,"Brandon Fields punts 58 yards, returned by Maurice Jones-Drew for 12 yards (tackle by Jason Allen)",-1.500,-0.670
4,11:33,1,10,JAX 26,14,10,David Garrard pass incomplete deep right intended for Mike Sims-Walker (defended by Gibril Wilson),0.670,0.130
4,11:28,2,10,JAX 26,14,10,David Garrard sacked by Reggie Torbor for -8 yards,0.130,-1.800
4,10:52,3,18,JAX 18,14,10,David Garrard pass complete short right to Maurice Jones-Drew for 17 yards (tackle by Yeremiah Bell),-1.800,-1.040
4,10:04,4,1,JAX 35,14,10,Maurice Jones-Drew right end for 13 yards (tackle by Gibril Wilson),-1.040,2.130
4,9:36,1,10,JAX 48,14,10,David Garrard pass complete short right to Rashad Jennings for 2 yards (tackle by Jason Taylor),2.130,1.850
4,8:53,2,8,,14,10,David Garrard pass incomplete short left intended for Mike Sims-Walker,1.850,1.160
4,8:48,3,8,,14,10,David Garrard pass complete short right to Ernest Wilford for 5 yards (tackle by Yeremiah Bell),1.160,0.270
4,8:01,4,3,MIA 45,14,10,David Garrard pass incomplete short middle intended for Mike Sims-Walker (defended by Yeremiah Bell),0.270,-1.930
4,7:57,1,10,MIA 45,14,10,"Chad Henne pass incomplete short left intended for Anthony Fasano is intercepted by Derek Cox at JAX-41 and returned for 6 yards. Derek Cox fumbles (forced by Donald Thomas), recovered by Terrance Knighton at JAX-49",1.930,-2.190
4,7:43,1,10,JAX 49,14,10,Maurice Jones-Drew left end for 12 yards (tackle by Yeremiah Bell),2.190,2.980
4,7:05,1,10,MIA 39,14,10,Maurice Jones-Drew middle for no gain (tackle by Channing Crowder),2.980,2.440
4,6:41,2,10,MIA 39,14,10,David Garrard pass incomplete deep left intended for Mike Sims-Walker,2.440,1.750
4,6:36,3,10,MIA 39,14,10,David Garrard pass incomplete short middle intended for Mike Thomas (defended by Cameron Wake),1.750,0.660
4,6:30,4,10,MIA 39,14,10,"Adam Podlesh punts 25 yards, fair catch by Davone Bess",0.660,0.280
4,6:22,1,10,MIA 14,14,10,Ricky Williams left end for 6 yards (tackle by Reggie Nelson),-0.280,0.150
4,5:43,2,4,MIA 20,14,10,Chad Henne pass complete short right to Davone Bess for 6 yards (tackle by Tyron Brackenridge),0.150,0.670
4,5:02,1,10,MIA 26,14,10,Ricky Williams right end for 7 yards (tackle by Terrance Knighton),0.670,1.070
4,4:25,2,3,MIA 33,14,10,Ricky Williams middle for no gain (tackle by Quentin Groves),1.070,0.370
4,3:45,3,3,MIA 33,14,10,Chad Henne pass incomplete short middle intended for Greg Camarillo (defended by Terrance Knighton),0.370,-1.180
4,3:39,4,3,MIA 33,14,10,Brandon Fields punts 36 yards,-1.180,-1.000
4,3:30,1,10,JAX 31,14,10,David Garrard pass complete deep middle to Marcedes Lewis for 16 yards (tackle by Yeremiah Bell),1.000,2.060
4,2:54,1,10,JAX 47,14,10,David Garrard middle for 2 yards (tackle by Joey Porter),2.060,1.790
4,2:19,2,8,JAX 49,14,10,Maurice Jones-Drew middle for 4 yards (tackle by Phillip Merling),1.790,1.620
4,2:00,3,4,MIA 47,14,10,Maurice Jones-Drew right end for 1 yard (tackle by Reggie Torbor),1.620,0.200
4,1:26,4,3,MIA 46,14,10,David Garrard middle for -4 yards (tackle by Randy Starks),0.200,-2.260
4,1:20,1,10,,14,10,Chad Henne middle for -2 yards,2.260,1.440
4,1:16,,,,14,10,Timeout #2 by Jacksonville Jaguars,0.000,1.440
4,1:16,2,12,MIA 48,14,10,Ricky Williams middle for 3 yards (tackle by Terrance Knighton),1.440,1.160
4,1:10,,,,14,10,Timeout #3 by Jacksonville Jaguars,0.000,1.160
4,1:10,3,9,JAX 49,14,10,Chad Henne right end for 3 yards (tackle by Russell Allen),1.160,0.200
4,0:25,,,,14,10,Timeout #2 by Miami Dolphins,0.000,0.200
4,0:24,4,6,JAX 46,14,10,"Brandon Fields punts 46 yards, touchback",0.200,-0.280
4,0:17,1,10,JAX 20,14,10,David Garrard sacked by Cameron Wake for -3 yards,0.280,-0.790
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
