Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,JAX 36,3,0,"Chris Hanson punts 54 yards, returned by Justin Miller for -6 yards (tackle by Greg Jones)",-0.980,0.380
2,14:46,1,10,NYJ 4,3,0,Curtis Martin left tackle for -1 yards (tackle by Akin Ayodele),-0.380,-0.850
2,14:10,2,11,NYJ 3,3,0,Curtis Martin right end for 7 yards (tackle by Deon Grant),-0.850,-0.720
2,13:39,3,4,NYJ 10,3,0,Chad Pennington pass complete to Laveranues Coles for 6 yards (tackle by Deon Grant),-0.720,-0.140
2,13:06,1,10,NYJ 16,3,0,Curtis Martin left tackle for 1 yard (tackle by John Henderson and Mike Peterson),-0.140,-0.510
2,12:30,2,9,NYJ 17,3,0,Chad Pennington pass incomplete intended for Justin McCareins,-0.510,-1.200
2,12:25,3,9,NYJ 17,3,0,Chad Pennington pass incomplete intended for Justin McCareins (defended by Rashean Mathis),-1.200,-2.320
2,12:20,4,9,NYJ 17,3,0,"Ben Graham punts 58 yards, returned by Alvin Pearman for 10 yards (tackle by Jerricho Cotchery)",-2.320,-1.270
2,12:07,1,10,JAX 35,3,0,Fred Taylor left guard for 14 yards (tackle by Kerry Rhodes and Erik Coleman),1.270,2.190
2,11:26,1,10,JAX 49,3,0,"Byron Leftwich pass incomplete intended for Reggie Williams. Penalty on Ty Law: Defensive Offside, 5 yards, Penalty on Ty Law: Defensive Holding (Declined) (no play)",2.190,2.920
2,11:18,1,5,NYJ 46,3,0,Matt Jones pass incomplete intended for Fred Taylor,2.920,2.320
2,11:15,2,5,NYJ 46,3,0,Fred Taylor right guard for 1 yard (tackle by John Abraham and Lance Legree),2.320,1.750
2,10:35,3,4,NYJ 45,3,0,Alvin Pearman left tackle for 10 yards (tackle by Derrick Strait and Kerry Rhodes),1.750,3.250
2,9:51,1,10,NYJ 35,3,0,Byron Leftwich right tackle for 5 yards (tackle by Jonathan Vilma),3.250,3.380
2,9:06,2,5,NYJ 30,3,0,Fred Taylor up the middle for no gain (tackle by Bryan Thomas),3.380,2.680
2,8:25,3,5,NYJ 30,3,0,Byron Leftwich pass complete to Matt Jones for 4 yards (tackle by Derrick Strait),2.680,1.890
,,,,,,,"NYJ challenged the ruling, and the original play was overturned.",,
2,7:53,4,1,NYJ 26,3,0,Greg Jones right tackle for 2 yards (tackle by Eric Barton),1.890,3.970
2,7:19,1,10,NYJ 24,3,0,Greg Jones up the middle for 1 yard (tackle by Shaun Ellis),3.970,3.570
2,6:42,2,9,NYJ 23,3,0,Fred Taylor right guard for 2 yards (tackle by James Reed),3.570,3.140
2,5:55,,,,3,0,Timeout #1 by Jacksonville Jaguars,0.000,3.140
2,5:55,3,7,NYJ 21,9,0,"Byron Leftwich pass complete to Ernest Wilford for 21 yards, touchdown",3.140,7.000
2,,,,NYJ 2,10,0,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,10,0,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,5:50,,,,10,0,Timeout #2 by Jacksonville Jaguars,0.000,0.280
2,5:50,1,10,NYJ 20,10,0,Chad Pennington pass incomplete intended for Laveranues Coles,0.280,-0.270
2,5:43,2,10,NYJ 20,10,0,Chad Pennington pass complete to Chris Baker for 30 yards (tackle by Daryl Smith),-0.270,2.260
2,4:56,1,10,NYJ 50,10,0,Chad Pennington pass complete to Laveranues Coles for 8 yards (tackle by Rashean Mathis),2.260,2.790
2,4:37,2,2,JAX 42,10,0,Curtis Martin left tackle for 1 yard (tackle by Daryl Smith and Mike Peterson),2.790,2.210
2,4:02,3,1,JAX 41,10,0,Chad Pennington up the middle for 2 yards (tackle by Mike Peterson),2.210,2.980
2,3:27,1,10,JAX 39,10,0,"Chad Pennington pass incomplete intended for Justin McCareins. Penalty on Deke Cooper: Defensive Pass Interfere, 35 yards (no play)",2.980,6.280
2,3:20,1,4,JAX 4,10,0,Chad Pennington pass complete to Curtis Martin for no gain,6.280,5.340
2,2:44,2,4,JAX 4,10,0,Curtis Martin right guard for 3 yards (tackle by Mike Peterson),5.340,5.170
2,2:00,3,1,JAX 1,10,6,"Jerald Sowell left guard for 1 yard, touchdown",5.170,7.000
2,,,,JAX 2,10,7,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,10,7,Mike Nugent kicks off 55 yards,0.000,1.600
2,1:51,,,,10,7,Timeout #1 by New York Jets,0.000,1.600
2,1:51,1,10,JAX 40,10,7,"Fred Taylor right guard for no gain (tackle by Victor Hobson). Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",1.600,0.940
2,1:44,1,20,JAX 30,10,7,Fred Taylor up the middle for 7 yards (tackle by Jonathan Vilma and Erik Coleman),0.940,0.650
2,1:12,2,13,JAX 37,10,7,Fred Taylor right guard for 1 yard (tackle by Shaun Ellis and Jonathan Vilma),0.650,0.100
2,1:07,,,,10,7,Timeout #2 by New York Jets,0.000,0.100
2,1:07,3,12,JAX 38,10,7,Fred Taylor up the middle for no gain (tackle by John Abraham),0.100,-0.850
2,1:03,,,,10,7,Timeout #3 by New York Jets,0.000,-0.850
2,1:02,4,12,JAX 38,10,7,"Chris Hanson punts 50 yards, muffed catch by Justin Miller, recovered by Oliver Celestin and returned for no gain. Penalty on Gerald Sensabaugh: Player Out of Bounds on , 5 yards (no play)",-0.850,-1.180
2,0:52,4,17,JAX 33,10,7,"Chris Hanson punts 52 yards, returned by Justin Miller for 3 yards (tackle by Tony Gilbert)",-1.180,-0.040
2,0:39,1,10,NYJ 18,10,7,Curtis Martin right end for 16 yards (tackle by Deke Cooper and Mike Peterson),0.040,1.200
2,0:17,1,10,NYJ 34,10,7,Chad Pennington pass incomplete is intercepted by Deke Cooper at JAX-48,1.200,-2.390
2,0:07,1,10,NYJ 48,10,7,Byron Leftwich pass incomplete intended for Reggie Williams,2.390,1.850
2,0:03,2,10,NYJ 48,10,7,Byron Leftwich pass incomplete intended for Matt Jones (defended by Ty Law),1.850,1.160
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,10,7,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NYJ 20,10,7,Curtis Martin left guard for 4 yards (tackle by Rashean Mathis and Mike Peterson),0.280,0.270
3,14:25,2,6,NYJ 24,10,7,"Chad Pennington sacked by Paul Spicer for -5 yards. Chad Pennington fumbles (forced by Paul Spicer), recovered by Jerald Sowell at NYJ-19",0.270,-1.140
3,13:40,3,11,NYJ 19,10,7,"Chad Pennington sacked by Reggie Hayward for 0 yards. Chad Pennington fumbles (forced by Reggie Hayward), recovered by Chad Pennington at NYJ-17",-1.140,-2.320
3,13:08,4,13,NYJ 17,10,7,"Ben Graham punts 46 yards, fair catch by Alvin Pearman",-2.320,-1.400
3,13:04,1,10,JAX 37,10,7,Byron Leftwich pass complete to Reggie Williams for 3 yards (tackle by Kerry Rhodes),1.400,1.260
3,12:17,2,7,JAX 40,10,13,"Byron Leftwich sacked by John Abraham for -5 yards. Byron Leftwich fumbles (forced by John Abraham), recovered by James Reed at JAX-33 and returned for 33 yards, touchdown",1.260,-7.000
3,,,,JAX 2,10,14,Mike Nugent kicks extra point good,0.000,0.000
3,,,,NYJ 30,10,14,"Mike Nugent kicks off 67 yards, returned by Derrick Wimbush for 17 yards (tackle by Barry Gardner)",0.000,0.280
3,12:12,1,10,JAX 20,10,14,Fred Taylor left guard for 2 yards (tackle by John Abraham and Eric Barton),0.280,0.000
3,11:33,2,8,JAX 22,10,14,Fred Taylor up the middle for 3 yards (tackle by Jonathan Vilma),0.000,-0.300
3,10:53,3,5,JAX 25,10,14,Byron Leftwich pass complete to Matt Jones for 14 yards (tackle by Derrick Strait),-0.300,1.530
3,10:23,1,10,JAX 39,10,14,Fred Taylor left guard for 2 yards (tackle by Eric Barton and Bryan Thomas),1.530,1.260
3,9:42,2,8,JAX 41,10,14,Byron Leftwich pass complete to Reggie Williams for 16 yards (tackle by David Barrett),1.260,2.720
3,9:08,1,10,NYJ 43,10,14,Fred Taylor right tackle for 3 yards (tackle by Lance Legree and Eric Barton),2.720,2.580
3,8:32,2,7,NYJ 40,10,14,Fred Taylor right guard for -2 yards (tackle by James Reed),2.580,1.620
3,7:52,3,9,NYJ 42,10,14,Byron Leftwich pass complete to Ernest Wilford for 14 yards (tackle by Erik Coleman and Victor Hobson),1.620,3.710
3,7:06,1,10,NYJ 28,10,14,"Byron Leftwich pass complete to Alvin Pearman for 6 yards (tackle by Oliver Celestin). Penalty on Ephraim Salaam: Tripping, 10 yards (no play)",3.710,3.050
3,6:38,1,20,NYJ 38,10,14,Alvin Pearman up the middle for 4 yards (tackle by Oliver Celestin and Curtis Martin),3.050,2.360
3,5:56,2,16,NYJ 34,10,14,Alvin Pearman right guard for 12 yards (tackle by Kerry Rhodes and Erik Coleman),2.360,3.270
3,5:56,3,4,NYJ 22,10,14,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by David Barrett),3.270,2.070
3,5:56,4,4,NYJ 22,13,14,Josh Scobee 40 yard field goal good,2.070,3.000
3,,,,JAX 30,13,14,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
3,5:05,1,10,NYJ 20,13,14,Jay Fiedler pass complete to Chris Baker for 3 yards (tackle by Deon Grant and Daryl Smith),0.280,0.140
3,4:30,2,7,NYJ 23,13,14,Curtis Martin right tackle for 5 yards (tackle by Marcus Stroud and Mike Peterson),0.140,0.100
3,3:50,3,2,NYJ 28,13,14,Jay Fiedler pass incomplete intended for Justin McCareins,0.100,-1.500
3,3:46,4,2,NYJ 28,13,14,"Ben Graham punts 53 yards, muffed catch by Alvin Pearman, recovered by Terry Cousin and returned for no gain",-1.500,-0.150
3,3:35,1,10,JAX 19,13,14,Fred Taylor right guard for 3 yards (tackle by Bryan Thomas and Victor Hobson),0.150,0.070
3,2:51,2,7,JAX 22,13,14,Fred Taylor right guard for 4 yards (tackle by Bryan Thomas),0.070,-0.160
3,2:17,3,3,JAX 26,13,14,Byron Leftwich pass incomplete intended for Ernest Wilford,-0.160,-1.630
3,2:13,4,3,JAX 26,13,14,"Chris Hanson punts 47 yards, muffed catch by Justin Miller, recovered by Gerald Sensabaugh and returned for no gain",-1.630,4.510
3,2:02,1,10,NYJ 16,13,14,Fred Taylor up the middle for 14 yards (tackle by Kerry Rhodes and Erik Coleman),4.510,6.740
3,1:18,1,2,NYJ 2,13,14,Fred Taylor up the middle for -1 yards (tackle by Jonathan Vilma),6.740,5.530
3,0:38,2,3,NYJ 3,13,14,Fred Taylor right guard for no gain (tackle by Dewayne Robertson and Lance Legree),5.530,4.720
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,,13,14,Timeout #1 by New York Jets,0.000,4.720
4,15:00,3,3,NYJ 3,19,14,"Fred Taylor right guard for 3 yards, touchdown",4.720,7.000
4,,,,NYJ 2,20,14,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,20,14,"Josh Scobee kicks off 59 yards, returned by Justin Miller for 29 yards (tackle by Deke Cooper)",0.000,1.600
4,14:50,1,10,NYJ 40,20,14,Curtis Martin left tackle for 7 yards (tackle by Deke Cooper),1.600,2.000
4,14:12,2,3,NYJ 47,20,14,Curtis Martin right tackle for 6 yards (tackle by Akin Ayodele),2.000,2.460
4,13:32,1,10,JAX 47,20,14,Jay Fiedler pass complete to Justin McCareins for 16 yards (tackle by Rashean Mathis),2.460,3.510
4,12:57,1,10,JAX 31,20,14,"Curtis Martin right tackle for no gain (tackle by Marcus Stroud). Penalty on Chris Baker: Offensive Holding, 10 yards (no play)",3.510,2.850
4,12:30,1,20,JAX 41,20,14,Chad Pennington left end for 14 yards (tackle by Kenny Wright),2.850,3.510
4,11:56,2,6,JAX 27,20,14,Derrick Blaylock left tackle for 1 yard (tackle by Paul Spicer and Daryl Smith),3.510,2.940
4,11:16,3,5,JAX 26,20,14,"Chad Pennington pass incomplete intended for Derrick Blaylock. Penalty on Terry Cousin: Illegal Use of Hands, 5 yards (no play)",2.940,4.170
4,11:11,1,10,JAX 21,20,14,Derrick Blaylock up the middle for 4 yards (tackle by Deke Cooper and Daryl Smith),4.170,4.200
4,10:34,2,6,JAX 17,20,14,Derrick Blaylock up the middle for 1 yard (tackle by John Henderson and Marcus Stroud),4.200,3.630
4,9:56,3,5,JAX 16,20,14,Chad Pennington pass complete to Laveranues Coles for -1 yards (tackle by Rashean Mathis),3.630,2.340
4,9:56,4,6,JAX 17,20,17,Mike Nugent 35 yard field goal good,2.340,3.000
4,,,,NYJ 30,20,17,"Mike Nugent kicks off 69 yards, returned by Derrick Wimbush for 24 yards (tackle by Derrick Strait)",0.000,0.610
4,9:38,1,10,JAX 25,20,17,Fred Taylor up the middle for 3 yards (tackle by Kerry Rhodes),0.610,0.470
4,9:02,2,7,JAX 28,20,17,Alvin Pearman right end for -4 yards (tackle by Jonathan Vilma),0.470,-0.760
4,8:18,3,11,JAX 24,20,17,Byron Leftwich pass complete to Alvin Pearman for 8 yards (tackle by Jonathan Vilma and Bryan Thomas),-0.760,-1.240
4,7:42,4,3,JAX 32,20,17,Chris Hanson punts 30 yards,-1.240,-1.470
4,7:33,1,10,NYJ 38,20,17,Curtis Martin up the middle for 2 yards (tackle by Marcus Stroud and John Henderson),1.470,1.190
4,6:54,2,8,NYJ 40,20,17,Chad Pennington pass incomplete intended for Curtis Martin (defended by Paul Spicer),1.190,0.500
4,6:49,3,8,NYJ 40,20,17,Chad Pennington pass incomplete intended for Justin McCareins,0.500,-0.720
4,6:44,4,8,NYJ 40,20,17,"Ben Graham punts 48 yards, fair catch by Alvin Pearman",-0.720,0.350
4,6:36,1,10,JAX 12,20,17,Fred Taylor right tackle for 3 yards (tackle by James Reed and John Abraham),-0.350,-0.500
4,5:52,2,7,JAX 15,20,17,"Penalty on Byron Leftwich: Delay of Game, 5 yards (no play)",-0.500,-0.930
4,5:28,2,12,JAX 10,20,17,Fred Taylor up the middle for -1 yards (tackle by Dewayne Robertson and Victor Hobson),-0.930,-1.770
4,4:47,3,13,JAX 9,20,17,Byron Leftwich pass complete to Reggie Williams for 23 yards (tackle by Ty Law),-1.770,1.070
4,4:01,1,10,JAX 32,20,17,Fred Taylor up the middle for 3 yards (tackle by Jonathan Vilma and Dewayne Robertson),1.070,0.930
4,3:17,2,7,JAX 35,20,17,"Byron Leftwich pass complete to Reggie Williams for 3 yards (tackle by David Barrett). Reggie Williams fumbles (forced by David Barrett), recovered by David Barrett at NYJ-49 and returned for 30 yards (tackle by Byron Leftwich)",0.930,-4.170
4,3:02,1,10,JAX 21,20,17,"Curtis Martin right end for 6 yards. Penalty on Chris Baker: Offensive Holding, 10 yards (no play)",4.170,3.510
4,2:56,1,20,JAX 31,20,17,"Curtis Martin right guard for no gain (tackle by Deke Cooper). Penalty on Akin Ayodele: Defensive Offside, 5 yards (no play)",3.510,3.840
4,2:52,1,15,JAX 26,20,17,Chad Pennington pass complete to Curtis Martin for 4 yards (tackle by Mike Peterson),3.840,3.490
4,2:16,2,11,JAX 22,20,17,Chad Pennington pass complete to Chris Baker for 12 yards (tackle by Daryl Smith),3.490,4.910
4,2:00,1,10,JAX 10,20,17,Curtis Martin up the middle for no gain (tackle by Paul Spicer),4.910,4.190
4,1:30,2,10,JAX 10,20,17,Curtis Martin right guard for 3 yards (tackle by Rashean Mathis and Reggie Hayward),4.190,3.810
4,1:24,,,,20,17,Timeout #1 by Jacksonville Jaguars,0.000,3.810
4,1:24,3,7,JAX 7,20,17,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Deke Cooper),3.810,2.970
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,1:18,4,7,JAX 7,20,20,Mike Nugent 25 yard field goal good,2.970,3.000
4,,,,NYJ 30,20,20,"Mike Nugent kicks off 62 yards, returned by Derrick Wimbush for 18 yards (tackle by Ryan Myers)",0.000,0.670
4,1:09,1,10,JAX 26,20,20,Fred Taylor right tackle for 3 yards (tackle by Shaun Ellis and Oliver Celestin),0.670,0.540
4,0:46,2,7,JAX 29,20,20,Byron Leftwich pass complete to Brian Jones for 5 yards (tackle by Ty Law),0.540,0.500
4,0:38,,,,20,20,Timeout #2 by New York Jets,0.000,0.500
4,0:38,3,2,JAX 34,20,20,Fred Taylor up the middle for 2 yards (tackle by John Abraham and Erik Coleman),0.500,1.330
4,0:33,,,,20,20,Timeout #3 by New York Jets,0.000,1.330
4,0:33,1,10,JAX 36,20,20,Byron Leftwich pass incomplete intended for Matt Jones,1.330,0.790
4,0:27,2,10,JAX 36,20,20,Byron Leftwich pass complete to Matt Jones for 8 yards (tackle by David Barrett),0.790,1.160
4,0:21,3,2,JAX 44,20,20,Byron Leftwich pass incomplete intended for Jimmy Smith,1.160,-0.460
4,0:17,,,,20,20,Timeout #2 by Jacksonville Jaguars,0.000,-0.460
4,0:17,4,2,JAX 44,20,20,"Chris Hanson punts 56 yards, touchback",-0.460,-0.280
4,0:08,1,10,NYJ 20,20,20,Chad Pennington kneels for -1 yards,0.280,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,1,10,JAX 30,20,20,"Josh Scobee kicks off 68 yards, returned by Justin Miller for 29 yards (tackle by Ernest Wilford)",0.940,1.000
OT,14:49,1,10,NYJ 31,20,20,"Chad Pennington pass incomplete intended for Chris Baker. Penalty on Kenny Wright: Defensive Holding, 5 yards (no play)",1.000,1.330
OT,14:43,1,10,NYJ 36,20,20,Curtis Martin left guard for no gain (tackle by John Henderson and Mike Peterson),1.330,0.790
OT,14:01,2,10,NYJ 36,20,20,Chad Pennington pass incomplete intended for Justin McCareins is intercepted by Rashean Mathis at JAX-49 and returned for 5 yards,0.790,-2.520
OT,13:54,1,10,NYJ 46,20,20,Fred Taylor right end for -2 yards (tackle by Jonathan Vilma),2.520,1.710
OT,13:15,2,12,NYJ 48,20,20,Byron Leftwich pass complete to Reggie Williams for 9 yards (tackle by Ty Law),1.710,2.210
OT,12:30,3,3,NYJ 39,20,20,Byron Leftwich pass incomplete intended for Matt Jones is intercepted by Kerry Rhodes at NYJ-12,2.210,0.350
OT,12:19,1,10,NYJ 12,20,20,"Penalty on Brandon Moore: False Start, 5 yards (no play)",-0.350,-0.570
OT,12:19,1,15,NYJ 7,20,20,Curtis Martin left guard for 4 yards (tackle by Mike Peterson and Akin Ayodele),-0.570,-0.850
OT,11:44,2,11,NYJ 11,20,20,"Chad Pennington pass complete to Laveranues Coles for 20 yards (tackle by Kenny Wright). Penalty on Adrian Jones: Offensive Holding, 6 yards (no play)",-0.850,-1.290
OT,11:14,2,17,NYJ 5,20,20,Chad Pennington sacked by Paul Spicer for -4 yards,-1.290,-2.710
OT,10:40,3,21,NYJ 1,20,20,Chad Pennington pass incomplete intended for Justin McCareins,-2.710,-2.490
OT,10:34,4,21,NYJ 1,20,20,"Ben Graham punts 44 yards, returned by Alvin Pearman for 11 yards (tackle by Mark Brown)",-2.490,-3.310
OT,10:24,1,10,NYJ 34,20,20,Fred Taylor left end for -2 yards (tackle by Mark Brown and Ty Law),3.310,2.500
OT,9:48,2,12,NYJ 36,20,20,Fred Taylor right end for no gain (tackle by James Reed and Jonathan Vilma),2.500,1.820
OT,9:03,3,12,NYJ 36,26,20,"Byron Leftwich pass complete to Jimmy Smith for 36 yards, touchdown",1.820,6.000
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
