Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
1,7:38,1,10,GNB 20,0,3,Aaron Rodgers pass complete short middle to Jordy Nelson for 15 yards (tackle by Janoris Jenkins),0.280,1.270
1,7:17,1,10,GNB 35,0,3,Aaron Rodgers pass complete short left to Alex Green for 9 yards (tackle by Bradley Fletcher),1.270,1.940
1,6:50,2,1,GNB 44,0,3,Alex Green left guard for -2 yards (tackle by Michael Brockers),1.940,0.960
1,6:22,3,3,GNB 42,0,3,Aaron Rodgers pass complete deep right to Jordy Nelson for 52 yards (tackle by Janoris Jenkins). Penalty on Chris Long: Defensive Offside (Declined),0.960,5.830
1,5:57,1,6,STL 6,0,3,"Aaron Rodgers sacked by Kendall Langford for -11 yards. Penalty on Craig Dahl: Illegal Contact, 3 yards (no play)",5.830,6.510
1,5:28,1,3,STL 3,6,3,"Aaron Rodgers pass complete short left to Jordy Nelson for 3 yards, touchdown",6.510,7.000
1,5:28,,,STL 2,7,3,Mason Crosby kicks extra point good,0.000,0.000
1,5:23,,,GNB 35,7,3,"Mason Crosby kicks onside 16 yards, recovered by Jamari Lattimore (onside kick successful)",0.000,2.320
1,5:18,1,10,STL 49,7,3,Alex Green left tackle for 2 yards (tackle by Michael Brockers),2.320,2.050
1,4:41,2,8,STL 47,7,3,Randall Cobb left end for 19 yards (tackle by Bradley Fletcher),2.050,3.710
1,4:03,1,10,STL 28,7,3,Aaron Rodgers sacked by William Hayes for -2 yards,3.710,2.900
1,3:37,2,12,STL 30,7,3,(tackle by James Laurinaitis),2.900,2.870
1,2:56,3,7,STL 25,7,3,Aaron Rodgers sacked by Michael Brockers for -4 yards,2.870,1.500
1,2:23,4,11,STL 29,10,3,Mason Crosby 47 yard field goal good,1.500,3.000
1,2:17,,,GNB 35,10,3,"Mason Crosby kicks off 68 yards, returned by Chris Givens for 23 yards (tackle by Jarrett Bush)",0.000,0.280
1,2:11,1,10,STL 20,10,3,Daryl Richardson right tackle for 2 yards (tackle by Erik Walden),0.280,0.000
1,1:37,2,8,STL 22,10,3,Daryl Richardson up the middle for 6 yards (tackle by Charles Woodson),0.000,0.100
1,0:51,3,2,STL 28,10,3,Daryl Richardson left guard for 4 yards (tackle by Clay Matthews),0.100,1.070
1,0:09,1,10,STL 32,10,3,Sam Bradford pass complete deep right to Chris Givens for 19 yards (tackle by Charles Woodson),1.070,2.320
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 49,10,3,Daryl Richardson right end for 11 yards (tackle by Brad Jones),2.320,3.050
2,14:21,1,10,GNB 38,10,3,Daryl Richardson left end for 1 yard (tackle by Charles Woodson and Erik Walden),3.050,2.640
2,13:40,2,9,GNB 37,10,3,Sam Bradford pass complete short left to Brandon Gibson for 15 yards (tackle by Casey Hayward),2.640,4.110
2,13:08,1,10,GNB 22,10,3,Sam Bradford pass complete short right to Chris Givens for -2 yards (tackle by Erik Walden),4.110,0.000
2,12:23,,,,10,3,Timeout #1 by St. Louis Rams,0.000,3.290
2,12:23,2,12,GNB 24,10,3,Isaiah Pead right end for 1 yard (tackle by Morgan Burnett),3.290,2.740
2,11:39,3,11,GNB 23,10,3,"Penalty on Joseph Barksdale: False Start, 5 yards (no play)",2.740,2.080
2,11:15,3,16,GNB 28,10,3,Sam Bradford pass complete short right to Austin Pettis for 14 yards (tackle by Tramon Williams),2.080,2.630
2,10:32,4,2,GNB 14,10,3,Sam Bradford pass incomplete short left intended for Brandon Gibson (defended by Davon House),2.630,0.220
2,10:21,1,10,GNB 15,10,3,Alex Green left tackle for 2 yards (tackle by Chris Long and James Laurinaitis),-0.220,-0.440
2,9:54,2,8,GNB 17,10,3,Aaron Rodgers pass complete short right to James Jones for 10 yards (tackle by Janoris Jenkins),-0.440,0.740
2,9:25,1,10,GNB 27,10,3,Alex Green right guard for 3 yards (tackle by James Laurinaitis),0.740,0.600
2,8:47,2,7,GNB 30,10,3,Aaron Rodgers pass complete short right to Alex Green for 4 yards (tackle by Janoris Jenkins),0.600,0.430
2,8:10,3,3,GNB 34,10,3,Aaron Rodgers pass complete short left to Jordy Nelson for 8 yards (tackle by Bradley Fletcher),0.430,1.730
2,7:36,1,10,GNB 42,10,3,Alex Green left tackle for 3 yards (tackle by Kellen Heard),1.730,1.590
2,6:54,2,7,GNB 45,10,3,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Cortland Finnegan),1.590,1.690
2,6:15,3,1,STL 49,10,3,Aaron Rodgers pass incomplete deep right intended for James Jones,1.690,0.000
2,6:10,4,1,STL 49,10,3,"Tim Masthay punts 39 yards, fair catch by Austin Pettis",0.000,0.380
2,6:02,1,10,STL 10,10,3,Steven Jackson left tackle for 4 yards (tackle by Casey Hayward),-0.380,-0.460
2,5:24,2,6,STL 14,10,3,Steven Jackson left end for 19 yards (tackle by M.D. Jennings),-0.460,1.140
2,4:45,1,10,STL 33,10,3,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",1.140,0.810
2,4:27,1,15,STL 28,10,3,Sam Bradford pass complete short middle to Brandon Gibson for 11 yards (tackle by Tramon Williams and A.J. Hawk),0.810,1.400
2,3:45,2,4,STL 39,10,3,Sam Bradford pass incomplete deep left intended for Chris Givens,1.400,0.700
2,3:36,3,4,STL 39,10,3,Sam Bradford pass complete short right to Steve Smith for 6 yards (tackle by Tramon Williams),0.700,1.930
2,3:09,1,10,STL 45,10,3,Steven Jackson left tackle for 11 yards (tackle by Morgan Burnett),1.930,2.650
2,2:33,1,10,GNB 44,10,3,Steven Jackson right end for 3 yards (tackle by Erik Walden),2.650,2.520
2,2:00,2,7,GNB 41,10,3,Sam Bradford pass complete short right to Brandon Gibson for 14 yards (tackle by Tramon Williams),2.520,3.780
2,1:54,1,10,GNB 27,10,3,Sam Bradford pass complete short right to Lance Kendricks for no gain,3.780,3.230
2,1:21,2,10,GNB 27,10,3,Steven Jackson left tackle for 2 yards (tackle by Erik Walden),3.230,0.000
2,0:51,,,,10,3,Timeout #1 by Green Bay Packers,0.000,2.810
2,0:51,3,8,GNB 25,10,3,"Sam Bradford sacked by Dezman Moses for 0 yards. Sam Bradford fumbles, recovered by Sam Bradford at STL-GB",2.810,1.800
2,0:41,4,8,GNB 25,10,6,Greg Zuerlein 43 yard field goal good,1.800,3.000
2,0:40,,,STL 35,10,6,"Greg Zuerlein kicks off 73 yards, returned by Randall Cobb for 23 yards (tackle by Darian Stewart)",0.000,-0.220
2,0:36,1,10,GNB 15,10,6,Aaron Rodgers pass complete short middle to Jermichael Finley for 13 yards (tackle by James Laurinaitis),-0.220,0.000
2,0:30,,,,10,6,Timeout #2 by Green Bay Packers,0.000,0.810
2,0:30,1,10,GNB 28,10,6,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",0.810,0.480
2,0:30,1,15,GNB 23,10,6,Aaron Rodgers pass complete short middle to Randall Cobb for 14 yards (tackle by Quintin Mikell),0.480,0.000
2,0:23,,,,10,6,Timeout #3 by Green Bay Packers,0.000,1.480
2,0:23,2,1,GNB 37,10,6,Aaron Rodgers pass complete short right to Jermichael Finley for 18 yards (tackle by James Laurinaitis),1.480,2.590
2,0:17,1,10,STL 45,10,6,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by Janoris Jenkins),2.590,2.720
2,0:03,2,5,STL 40,10,6,Aaron Rodgers spiked the ball,2.720,0.000
2,0:03,,,,10,6,Timeout #2 by St. Louis Rams,0.000,2.010
2,0:03,3,5,STL 40,10,6,Mason Crosby 58 yard field goal no good,2.010,2.060
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,10,6,"Greg Zuerlein kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,10,6,Alex Green left tackle for 1 yard (tackle by James Laurinaitis),0.280,-0.130
3,14:24,2,9,GNB 21,10,6,Aaron Rodgers up the middle for 1 yard (tackle by Cortland Finnegan),-0.130,-0.690
3,13:44,3,8,GNB 22,10,6,Aaron Rodgers pass complete short left to Jordy Nelson for 18 yards (tackle by Bradley Fletcher and Craig Dahl),-0.690,1.600
3,13:09,1,10,GNB 40,10,6,Aaron Rodgers pass complete short left to James Jones for 13 yards (tackle by Quintin Mikell),1.600,2.460
3,12:36,1,10,STL 47,10,6,John Kuhn up the middle for 9 yards (tackle by Quintin Mikell),2.460,3.130
3,12:03,2,1,STL 38,10,6,Alex Green right guard for no gain (tackle by Quintin Mikell),3.130,2.410
3,11:17,3,1,STL 38,10,6,Aaron Rodgers pass complete deep right to James Jones for 17 yards (tackle by Janoris Jenkins),2.410,4.170
3,10:45,1,10,STL 21,10,6,Alex Green up the middle for 2 yards (tackle by Jermelle Cudjo),4.170,3.900
3,10:13,2,8,STL 19,10,6,Aaron Rodgers pass complete short right to James Jones for 2 yards (tackle by Quintin Mikell),3.900,3.460
3,9:29,3,6,STL 17,10,6,Aaron Rodgers pass complete short left to Jordy Nelson for 9 yards (tackle by Cortland Finnegan),3.460,5.370
3,8:53,1,8,STL 8,10,6,Aaron Rodgers pass complete short right to Alex Green for 3 yards (tackle by Jo-Lonn Dunbar),5.370,5.150
3,8:10,2,5,STL 5,16,6,"Aaron Rodgers pass complete short middle to Randall Cobb for 5 yards, touchdown",5.150,7.000
3,8:10,,,STL 2,17,6,Mason Crosby kicks extra point good,0.000,0.000
3,8:04,,,GNB 35,17,6,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,8:04,1,10,STL 20,17,6,Sam Bradford pass incomplete short left intended for Brit Miller,0.280,-0.270
3,7:56,2,10,STL 20,17,6,Sam Bradford sacked by Clay Matthews for -9 yards,-0.270,-2.470
3,7:20,3,19,STL 11,17,6,"Sam Bradford pass incomplete short right intended for Steven Jackson (defended by Dezman Moses). Penalty on Dezman Moses: Unnecessary Roughness, 15 yards (no play)",-2.470,0.670
3,7:13,1,10,STL 26,17,6,Steven Jackson left guard for 2 yards (tackle by A.J. Hawk),0.670,0.400
3,6:39,2,8,STL 28,17,6,Steven Jackson right end for -5 yards (tackle by Ryan Pickett),0.400,-0.960
3,5:55,3,13,STL 23,17,6,Sam Bradford pass complete short left to Lance Kendricks for 5 yards (tackle by Casey Hayward),-0.960,-1.500
3,5:08,4,8,STL 28,17,6,"John Hekker punts 55 yards, returned by Randall Cobb for 15 yards (tackle by Rocky McIntosh)",-1.500,-1.070
3,4:51,1,10,GNB 32,17,6,Aaron Rodgers pass complete short right to Randall Cobb for no gain,1.070,0.530
3,4:15,2,10,GNB 32,17,6,Alex Green right guard for 15 yards (tackle by Cortland Finnegan and Janoris Jenkins),0.530,2.060
3,3:34,1,10,GNB 47,17,6,John Kuhn right guard for 4 yards (tackle by James Laurinaitis),2.060,2.060
3,2:53,2,6,STL 49,17,6,Alex Green up the middle for 3 yards (tackle by James Laurinaitis),2.060,1.750
3,2:13,3,3,STL 46,17,6,Aaron Rodgers pass complete short left to Donald Driver for 2 yards (tackle by Bradley Fletcher and Craig Dahl),1.750,0.330
3,1:33,4,1,STL 44,17,6,"Tim Masthay punts 35 yards, fair catch by Austin Pettis",0.330,0.380
3,1:25,1,10,STL 9,17,6,Sam Bradford pass incomplete deep left intended for Chris Givens is intercepted by Casey Hayward at STL-42,-0.380,-2.790
3,1:17,1,10,STL 42,17,6,Aaron Rodgers pass incomplete short left intended for Alex Green (defended by Robert Quinn),2.790,2.240
3,1:12,2,10,STL 42,17,6,"Aaron Rodgers pass complete to Alex Green for 13 yards. Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",2.240,0.890
3,0:50,2,20,GNB 48,17,6,Aaron Rodgers pass complete short right to Alex Green for 13 yards (tackle by James Laurinaitis),0.890,1.950
3,0:04,3,7,STL 39,17,6,"Penalty on Chris Long: Neutral Zone Infraction, 5 yards (no play)",1.950,2.610
Quarter,Time,Down,ToGo,Location,GNB,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,STL 34,17,6,Aaron Rodgers pass complete short right to James Jones for 6 yards (tackle by Janoris Jenkins),2.610,3.710
4,14:26,1,10,STL 28,17,6,Aaron Rodgers pass complete short left to Randall Cobb for 6 yards (tackle by Bradley Fletcher),3.710,3.980
4,13:54,2,4,STL 22,17,6,Aaron Rodgers pass incomplete deep left intended for James Jones (defended by Craig Dahl),3.980,3.270
4,13:46,3,4,STL 22,17,6,"Aaron Rodgers pass complete short right to Jordy Nelson for 9 yards (tackle by Cortland Finnegan). Penalty on Cortland Finnegan: Unnecessary Roughness, 7 yards",3.270,5.830
4,13:28,1,6,STL 6,17,6,Alex Green up the middle for 1 yard (tackle by Quintin Mikell and Craig Dahl),5.830,5.150
4,12:43,2,5,STL 5,17,6,Alex Green right tackle for no gain (tackle by James Laurinaitis),5.150,4.260
4,12:01,3,5,STL 5,17,6,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Trumaine Johnson),4.260,3.010
4,11:55,4,5,STL 5,20,6,Mason Crosby 23 yard field goal good,3.010,3.000
4,11:52,,,GNB 35,20,6,"Mason Crosby kicks off 72 yards, touchback",0.000,0.280
4,11:50,1,10,STL 20,20,6,Sam Bradford pass complete short left to Chris Givens for 56 yards (tackle by Erik Walden),0.280,3.970
4,11:27,1,10,GNB 24,20,6,Daryl Richardson up the middle for 6 yards (tackle by Erik Walden),3.970,4.290
4,10:57,2,4,GNB 18,20,6,Daryl Richardson right guard for 3 yards (tackle by C.J. Wilson),4.290,0.000
4,10:11,,,,20,6,Timeout #1 by Green Bay Packers,0.000,4.170
4,10:11,3,1,GNB 15,20,6,Steven Jackson left guard for 3 yards (tackle by Ryan Pickett),4.170,4.780
4,9:30,1,10,GNB 12,20,6,Sam Bradford pass complete short middle to Steve Smith for 6 yards (tackle by A.J. Hawk),4.780,5.210
4,8:55,2,4,GNB 6,20,12,"Steven Jackson right guard for 6 yards, touchdown",5.210,7.000
4,8:55,,,GNB 2,20,13,Greg Zuerlein kicks extra point good,0.000,0.000
4,8:50,,,STL 35,20,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,8:50,1,10,GNB 20,20,13,Alex Green left tackle for no gain (tackle by James Laurinaitis),0.280,-0.270
4,8:13,2,10,GNB 20,20,13,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards (tackle by Justin Cole),-0.270,1.000
4,7:30,1,10,GNB 31,20,13,John Kuhn up the middle for 3 yards (tackle by James Laurinaitis),1.000,0.870
4,6:52,2,7,GNB 34,20,13,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.870,0.170
4,6:45,3,7,GNB 34,20,13,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Justin Cole),0.170,1.730
4,6:09,1,10,GNB 42,20,13,Alex Green left end for 2 yards (tackle by Jermelle Cudjo),1.730,1.460
4,5:27,2,8,GNB 44,20,13,Aaron Rodgers pass complete short right to John Kuhn for 16 yards (tackle by Rocky McIntosh),1.460,2.920
4,4:38,1,10,STL 40,20,13,Alex Green left end for 5 yards (tackle by Rocky McIntosh),2.920,3.050
4,3:55,2,5,STL 35,20,13,Alex Green right tackle for -4 yards (tackle by Jo-Lonn Dunbar),3.050,1.820
4,3:19,3,9,STL 39,26,13,"Aaron Rodgers pass complete deep right to Randall Cobb for 39 yards, touchdown. Penalty on Kendall Langford: Defensive Offside (Declined)",1.820,7.000
4,3:19,,,STL 2,27,13,Mason Crosby kicks extra point good,0.000,0.000
4,3:06,,,GNB 35,27,13,"Mason Crosby kicks off 73 yards, returned by Chris Givens for 27 yards (tackle by Terrell Manning)",0.000,0.150
4,2:59,1,10,STL 19,27,13,Sam Bradford pass incomplete short left intended for Steve Smith,0.150,-0.390
4,2:56,2,10,STL 19,27,13,Sam Bradford pass incomplete short left intended for Brandon Gibson,-0.390,-1.070
4,2:52,3,10,STL 19,27,13,Sam Bradford pass complete short right to Brandon Gibson for 5 yards (tackle by Charles Woodson),-1.070,-1.770
4,2:13,4,5,STL 24,27,13,Sam Bradford pass complete short middle to Steve Smith for 4 yards (tackle by Morgan Burnett),-1.770,-3.710
4,2:07,1,10,STL 28,27,13,Alex Green left tackle for -2 yards (tackle by Michael Brockers),3.710,0.000
4,2:04,,,,27,13,Timeout #1 by St. Louis Rams,0.000,2.900
4,2:04,2,12,STL 30,27,13,Alex Green left tackle for no gain (tackle by James Laurinaitis),2.900,2.210
4,1:59,3,12,STL 30,27,13,Aaron Rodgers pass incomplete deep left intended for James Jones,2.210,1.410
4,1:54,4,12,STL 30,30,13,Mason Crosby 48 yard field goal good,1.410,3.000
4,1:49,,,GNB 35,30,13,"Mason Crosby kicks off 74 yards, returned by Isaiah Pead for 32 yards (tackle by M.D. Jennings)",0.000,0.480
4,1:41,1,10,STL 23,30,13,Sam Bradford pass complete short right to Daryl Richardson for 20 yards (tackle by Morgan Burnett),0.480,1.800
4,1:16,1,10,STL 43,30,13,Sam Bradford pass incomplete short left intended for Brian Quick,1.800,1.250
4,1:11,2,10,STL 43,30,13,Sam Bradford pass complete short left to Daryl Richardson for 18 yards (tackle by M.D. Jennings and Jerron McMillian),1.250,0.000
4,1:01,,,,30,13,Timeout #2 by St. Louis Rams,0.000,2.980
4,1:01,1,10,GNB 39,30,13,Sam Bradford pass complete deep middle to Brian Quick for 22 yards (tackle by Tramon Williams),2.980,4.440
4,1:01,1,10,GNB 17,30,13,Sam Bradford spiked the ball,4.440,3.850
4,0:38,2,10,GNB 17,30,13,"Penalty on Shelley Smith: False Start, 5 yards (no play)",3.850,3.220
4,0:38,2,15,GNB 22,30,13,Sam Bradford pass complete short left to Brian Quick for 9 yards (tackle by Davon House). Penalty on Jerel Worthy: Defensive Offside (Declined),3.220,3.680
4,0:34,3,6,GNB 13,30,13,Sam Bradford pass incomplete short left intended for Brian Quick,3.680,2.590
4,0:29,4,6,GNB 13,30,13,Sam Bradford pass complete short middle to Steve Smith for 10 yards (tackle by Davon House),2.590,0.000
4,0:22,,,,30,13,Timeout #3 by St. Louis Rams,0.000,6.510
4,0:22,1,3,GNB 3,30,13,Sam Bradford pass incomplete short right intended for Steve Smith,6.510,5.530
4,0:19,2,3,GNB 3,30,19,"Sam Bradford pass complete short left to Austin Pettis for 3 yards, touchdown",5.530,7.000
4,0:19,,,GNB 2,30,20,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:15,,,STL 35,30,20,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,0:15,1,10,GNB 20,30,20,Aaron Rodgers kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
