Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
2,0:01,,,,14,17,Timeout #2 by Buffalo Bills,0.000,2.790
2,0:00,1,10,BUF 42,14,17,Rob Bironas 60 yard field goal no good,2.790,2.190
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,14,17,"Rob Bironas kicks off 70 yards, returned by Fred Jackson for 17 yards (tackle by Vincent Fuller)",0.000,-0.060
3,14:54,1,10,BUF 17,14,17,"Marshawn Lynch left tackle for 5 yards (tackle by William Hayes). Marshawn Lynch fumbles (forced by William Hayes), recovered by Shawn Nelson at BUF-22",-0.060,0.210
3,14:24,2,5,BUF 22,14,17,Trent Edwards pass incomplete,0.210,-0.620
3,14:16,3,5,BUF 22,14,17,Trent Edwards pass complete deep right to Terrell Owens for 37 yards,-0.620,2.850
3,13:56,1,10,TEN 41,14,17,Marshawn Lynch middle for 6 yards (tackle by Jacob Ford and David Thornton),2.850,3.120
3,13:19,2,4,TEN 35,14,17,Marshawn Lynch middle for 3 yards (tackle by Jovan Haye and Michael Griffin),3.120,2.810
3,12:41,3,1,TEN 32,14,17,Trent Edwards pass complete short left to Derek Fine for 8 yards (tackle by Keith Bulluck),2.810,3.970
3,12:15,1,10,TEN 24,14,17,Fred Jackson left guard for 5 yards (tackle by Keith Bulluck and William Hayes),3.970,4.120
3,11:39,2,5,TEN 19,14,17,Trent Edwards pass complete short right to Fred Jackson for 8 yards (tackle by Keith Bulluck),4.120,4.840
3,10:50,1,10,TEN 11,14,17,"Penalty on Seth McKinney: False Start, 5 yards (no play)",4.840,4.340
3,10:31,1,15,TEN 16,14,17,Trent Edwards middle for 2 yards (tackle by Keith Bulluck),4.340,3.690
3,9:47,2,13,TEN 14,14,17,Marshawn Lynch middle for 5 yards (tackle by Kyle Vanden Bosch),3.690,3.530
3,9:05,3,8,TEN 9,14,17,Trent Edwards left end for 2 yards (tackle by Sen'Derrick Marks),3.530,2.980
3,8:21,4,6,TEN 7,17,17,Rian Lindell 25 yard field goal good,2.980,3.000
3,,,,BUF 30,17,17,"Rian Lindell kicks off 67 yards, returned by Alvin Pearman for 20 yards (tackle by Ashlee Palmer)",0.000,0.480
3,8:11,1,10,TEN 23,17,17,Chris Johnson left guard for 22 yards (tackle by Bryan Scott),0.480,1.930
3,7:28,1,10,TEN 45,17,17,Chris Johnson right guard for 1 yard (tackle by Marcus Stroud),1.930,1.520
3,6:48,2,9,TEN 46,17,17,Vince Young right end for 14 yards (tackle by Reggie Corner),1.520,2.920
3,6:13,1,10,BUF 40,17,17,Chris Johnson left guard for 5 yards (tackle by Paul Posluszny and John McCargo),2.920,3.050
3,5:32,2,5,BUF 35,17,17,"Chris Johnson left tackle for 8 yards (tackle by Jairus Byrd). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",3.050,1.700
3,5:04,2,15,BUF 45,17,17,"Penalty on Chris Johnson: False Start, 5 yards (no play)",1.700,1.020
3,4:41,2,20,,17,17,Vince Young pass complete short middle to Chris Johnson for 4 yards (tackle by Reggie Corner and Paul Posluszny),1.020,0.890
3,4:01,3,16,BUF 46,17,17,Vince Young pass complete short right to Chris Johnson for 10 yards (tackle by Bryan Scott),0.890,0.880
3,3:18,4,6,BUF 36,17,17,Brett Kern punts 25 yards,0.880,0.370
3,3:08,1,10,BUF 11,17,17,Fred Jackson middle for 4 yards (tackle by Kyle Vanden Bosch),-0.370,-0.430
3,2:38,2,6,BUF 15,17,17,Trent Edwards pass complete short middle to Shawn Nelson for 5 yards (tackle by Keith Bulluck),-0.430,-0.370
3,1:57,3,1,BUF 20,17,17,Trent Edwards middle for no gain (tackle by Jovan Haye),-0.370,-2.030
3,0:59,4,1,BUF 20,17,17,"Brian Moorman punts 36 yards, fair catch by Alvin Pearman",-2.030,-1.860
3,0:52,1,10,TEN 44,17,17,Vince Young pass incomplete deep middle intended for Kenny Britt,1.860,1.320
3,0:46,2,10,TEN 44,17,17,Chris Johnson left end for 2 yards (tackle by Spencer Johnson),1.320,0.890
3,0:07,3,8,TEN 46,17,17,Vince Young pass complete short left to Bo Scaife for 10 yards (tackle by George Wilson),0.890,2.650
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 44,17,17,"Vince Young for no gain. Vince Young fumbles, recovered by Vince Young at BUF-44",2.650,1.840
4,14:33,2,12,BUF 46,17,17,Vince Young pass complete short middle to Chris Johnson for 10 yards (tackle by Paul Posluszny and George Wilson),1.840,2.480
4,13:51,,,,17,17,Timeout #1 by Buffalo Bills,0.000,2.480
4,13:51,3,2,BUF 36,17,17,Chris Johnson right end for 23 yards (tackle by Paul Posluszny),2.480,4.710
4,13:05,1,10,BUF 13,17,17,Chris Johnson left tackle for no gain (tackle by John McCargo),4.710,4.050
4,12:26,2,10,BUF 13,17,17,Vince Young pass incomplete short right intended for Bo Scaife,4.050,3.120
4,12:20,3,10,BUF 13,17,17,Vince Young right end for 12 yards (tackle by Paul Posluszny),3.120,6.970
,,,,,,,"TEN challenged the runner broke the plane ruling, and the play was upheld.",,
4,11:33,1,1,BUF 1,17,17,Chris Johnson right tackle for no gain (tackle by Chris Kelsay),6.970,5.910
4,10:56,2,1,BUF 1,17,17,Vince Young pass incomplete short right intended for Alge Crumpler,5.910,5.170
4,10:49,3,1,BUF 1,17,23,"Chris Johnson right tackle for 1 yard, touchdown",5.170,7.000
4,,,,BUF 2,17,24,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,17,24,"Rob Bironas kicks off 67 yards, returned by Fred Jackson for 26 yards (tackle by Craig Stevens)",0.000,0.870
4,10:34,1,10,BUF 29,17,24,Marshawn Lynch right tackle for 1 yard (tackle by Keith Bulluck and Sen'Derrick Marks),0.870,0.460
4,9:58,2,9,BUF 30,17,24,Trent Edwards pass incomplete short middle intended for Derek Fine (defended by Sen'Derrick Marks),0.460,-0.230
4,9:55,3,9,BUF 30,17,24,Trent Edwards sacked by William Hayes for -2 yards,-0.230,-1.500
4,9:32,4,11,BUF 28,17,24,"Brian Moorman punts 43 yards, returned by Alvin Pearman for 12 yards (tackle by Bryan Scott)",-1.500,-1.660
4,9:21,1,10,TEN 41,17,24,Vince Young pass complete short middle to Chris Johnson for 4 yards (tackle by Bryan Scott),1.660,1.660
4,8:43,2,6,TEN 45,17,24,Chris Johnson left end for 3 yards (tackle by Chris Draft),1.660,1.360
4,7:38,3,3,TEN 48,17,24,"Vince Young right end for 3 yards (tackle by Paul Posluszny). Penalty on Drayton Florence: Illegal Contact, 5 yards",1.360,2.650
4,7:30,1,10,BUF 44,17,24,Chris Johnson middle for 4 yards (tackle by Reggie Corner),2.650,2.650
4,6:58,2,6,BUF 40,17,24,Chris Johnson left guard for 2 yards (tackle by Spencer Johnson and Bryan Scott),2.650,2.210
4,6:13,3,4,BUF 38,17,24,"Vince Young left end for 4 yards (tackle by George Wilson). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",2.210,0.890
4,5:45,3,14,BUF 48,17,24,Vince Young pass complete short middle to Chris Johnson for 15 yards (tackle by George Wilson and Jairus Byrd),0.890,3.380
4,4:54,1,10,BUF 33,17,24,LenDale White left tackle for 2 yards (tackle by John McCargo),3.380,3.110
4,4:15,2,8,BUF 31,17,24,LenDale White middle for 2 yards (tackle by Spencer Johnson and Bryan Scott),3.110,2.680
4,3:31,3,6,BUF 29,17,24,Chris Johnson left end for -4 yards (tackle by Drayton Florence). Penalty on Bo Scaife: Offensive Holding (Declined),2.680,1.150
4,3:23,4,10,BUF 33,17,27,Rob Bironas 51 yard field goal good,1.150,3.000
4,,,,TEN 30,17,27,"Rob Bironas kicks off 70 yards, muffed catch by Fred Jackson, recovered by Fred Jackson and returned for no gain. Penalty on Jon Corto: Offensive Holding, 10 yards",0.000,0.280
4,3:13,1,10,BUF 20,17,27,Trent Edwards pass incomplete short left intended for Terrell Owens,0.280,-0.270
4,3:07,2,10,BUF 20,17,27,Trent Edwards pass incomplete short left intended for Terrell Owens,-0.270,-0.960
4,3:02,3,10,BUF 20,17,33,"Trent Edwards pass incomplete short left intended for Josh Reed is intercepted by Vincent Fuller at BUF-26 and returned for 26 yards, touchdown. Penalty on Jason Jones: Unnecessary Roughness, 15 yards",-0.960,-7.000
4,,,,BUF 2,17,34,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 15,17,34,"Rob Bironas kicks off 65 yards, returned by Fred Jackson for 29 yards (tackle by Kevin Kaesviharn)",0.000,2.190
4,2:47,1,10,BUF 49,17,34,"Ryan Fitzpatrick pass complete short left to Marshawn Lynch for 1 yard (tackle by Keith Bulluck). Penalty on Roderick Hood: Unnecessary Roughness (Offsetting), Penalty on Seth McKinney: Unnecessary Roughness (Offsetting)",2.190,1.780
4,2:35,2,9,,17,34,Ryan Fitzpatrick pass incomplete short right intended for Fred Jackson (defended by Jason Jones),1.780,1.090
4,2:29,3,9,,17,34,Ryan Fitzpatrick pass incomplete deep right intended for Terrell Owens,1.090,-0.060
4,2:21,4,9,,17,34,"Penalty on Andy Levitre: False Start, 5 yards (no play)",-0.060,-0.390
4,2:21,4,14,BUF 45,17,34,Ryan Fitzpatrick pass incomplete deep middle intended for Lee Evans,-0.390,-2.590
4,2:16,1,10,BUF 45,17,34,Chris Johnson middle for 5 yards (tackle by Paul Posluszny and Ryan Denney),2.590,2.720
4,2:00,2,5,BUF 40,17,34,Chris Johnson left end for -6 yards (tackle by Chris Draft),2.720,1.220
4,1:51,,,,17,34,Timeout #2 by Buffalo Bills,0.000,1.220
4,1:51,3,11,BUF 46,17,34,Chris Johnson middle for 1 yard (tackle by Spencer Johnson),1.220,0.270
4,1:46,,,,17,34,Timeout #3 by Buffalo Bills,0.000,0.270
4,1:46,4,10,BUF 45,17,34,"Brett Kern punts 36 yards, returned by Fred Jackson for 9 yards (tackle by Kevin Kaesviharn)",0.270,-0.040
4,1:34,1,10,BUF 18,17,34,Ryan Fitzpatrick pass complete short middle to Josh Reed for 5 yards (tackle by Keith Bulluck),0.040,0.280
4,1:06,2,5,BUF 23,17,34,Ryan Fitzpatrick pass incomplete short middle intended for Josh Reed,0.280,-0.530
4,1:02,3,5,BUF 23,17,40,"Ryan Fitzpatrick pass incomplete short left intended for Terrell Owens is intercepted by Roderick Hood at BUF-31 and returned for 31 yards, touchdown",-0.530,-7.000
4,,,,BUF 2,17,41,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,17,41,"Rob Bironas kicks off 64 yards, returned by Justin Jenkins for 18 yards (tackle by Craig Stevens)",0.000,0.540
4,0:46,1,10,BUF 24,17,41,Fred Jackson middle for 6 yards (tackle by Kevin Kaesviharn and Sen'Derrick Marks),0.540,0.810
4,0:21,2,4,BUF 30,17,41,"Fred Jackson right tackle for 14 yards (tackle by Keith Bulluck). Penalty on Keith Bulluck: Horse Collar, 15 yards",0.810,2.850
4,0:09,1,10,TEN 41,17,41,Fred Jackson middle for 8 yards (tackle by Kevin Kaesviharn and Keith Bulluck),2.850,3.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
