Quarter,Time,Down,ToGo,Location,NYG,CIN,Detail,EPB,EPA
1,3:29,2,14,CIN 17,0,7,Jon Kitna sacked by Reggie Torbor and Fred Robbins for -2 yards,-0.860,-1.960
1,2:59,3,16,CIN 15,0,7,Jon Kitna pass incomplete intended for Kelley Washington,-1.960,-2.440
1,2:51,4,16,CIN 15,0,7,"Kyle Larson punts 45 yards, returned by Ike Hilliard for 3 yards (tackle by Marcus Wilkins)",-2.440,-1.800
1,2:40,1,10,NYG 43,0,7,Eli Manning pass incomplete intended for Amani Toomer,1.800,1.250
1,2:34,2,10,NYG 43,0,7,Tiki Barber right tackle for 9 yards (tackle by Kim Herring),1.250,1.750
1,1:52,3,1,CIN 48,0,7,Tiki Barber up the middle for 3 yards (tackle by Anthony Mitchell),1.750,2.590
1,1:14,1,10,CIN 45,0,7,Eli Manning pass incomplete intended for Amani Toomer (defended by Tory James),2.590,2.040
1,1:06,2,10,CIN 45,0,7,Eli Manning pass incomplete intended for Marcellus Rivers,2.040,1.360
1,1:00,3,10,CIN 45,0,7,Eli Manning pass complete to Jeremy Shockey for 8 yards (tackle by Keiwan Ratliff),1.360,0.790
1,0:14,,,,0,7,Timeout #1 by New York Giants,0.000,0.790
1,0:14,4,2,CIN 37,0,7,Eli Manning pass complete to Ike Hilliard for 20 yards (tackle by Kim Herring),0.790,4.440
Quarter,Time,Down,ToGo,Location,NYG,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 17,0,7,Tiki Barber right tackle for 6 yards (tackle by Kim Herring),4.440,4.890
2,14:20,2,4,CIN 11,0,7,Tiki Barber up the middle for 4 yards (tackle by Landon Johnson),4.890,5.600
2,13:36,1,7,CIN 7,0,7,Eli Manning pass complete to Jeremy Shockey for 6 yards (tackle by Kim Herring),5.600,5.910
2,12:56,2,1,CIN 1,6,7,"Tiki Barber left guard for 1 yard, touchdown",5.910,7.000
2,,,,CIN 2,7,7,Steve Christie kicks extra point good,0.000,0.000
2,,,,NYG 30,7,7,"Steve Christie kicks off 45 yards, returned by Langston Moore for no gain. Penalty on Marcellus Rivers: Face Mask (15 Yards), 15 yards",0.000,1.930
2,12:44,1,10,CIN 45,7,7,Jon Kitna pass complete to T.J. Houshmandzadeh for 16 yards,1.930,2.980
2,12:13,1,10,NYG 39,7,7,Rudi Johnson right tackle for 8 yards (tackle by Nick Greisen),2.980,3.520
2,11:33,2,2,NYG 31,7,7,Rudi Johnson left guard for 11 yards (tackle by Will Allen),3.520,4.240
2,10:56,1,10,NYG 20,7,7,Rudi Johnson right guard for 2 yards (tackle by Lance LeGree and Brent Alexander),4.240,3.960
2,10:15,2,8,NYG 18,7,7,Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Kevin Lewis),3.960,3.220
2,10:10,3,8,NYG 18,7,7,Jon Kitna sacked by Reggie Torbor and Fred Robbins for -6 yards,3.220,1.870
2,9:51,4,14,NYG 24,7,10,Shayne Graham 42 yard field goal good,1.870,3.000
2,,,,CIN 30,7,10,"Shayne Graham kicks off 58 yards, returned by Willie Ponder for 21 yards (tackle by Caleb Miller)",0.000,1.140
2,9:40,1,10,NYG 33,7,10,Tiki Barber right tackle for 2 yards (tackle by Landon Johnson),1.140,0.860
2,9:02,2,8,NYG 35,7,10,Ron Dayne up the middle for 11 yards (tackle by Madieu Williams and Brian Simmons),0.860,1.990
2,8:26,1,10,NYG 46,7,10,Tiki Barber up the middle for 5 yards (tackle by Madieu Williams),1.990,2.130
2,7:50,2,5,CIN 49,7,10,Eli Manning pass incomplete intended for Ike Hilliard (defended by Keiwan Ratliff),2.130,1.420
2,7:46,3,5,CIN 49,7,10,Eli Manning pass complete to Jeremy Shockey for 27 yards (tackle by Kevin Kaesviharn),1.420,4.110
2,6:57,1,10,CIN 22,7,10,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",4.110,3.780
2,6:39,1,15,CIN 27,7,10,Tiki Barber left tackle for 8 yards (tackle by Kevin Kaesviharn),3.780,3.970
2,6:10,2,7,CIN 19,7,10,Eli Manning pass incomplete intended for Marcellus Rivers,3.970,3.260
2,6:03,3,7,CIN 19,7,10,Eli Manning pass complete to Ike Hilliard for 6 yards (tackle by Madieu Williams),3.260,2.720
2,5:26,4,1,CIN 13,10,10,Steve Christie 31 yard field goal good,2.720,3.000
2,,,,NYG 30,10,10,"Steve Christie kicks off 63 yards, returned by Cliff Russell for 40 yards (tackle by Reggie Torbor)",0.000,2.060
2,5:14,1,10,CIN 47,10,10,Jon Kitna sacked by Nick Greisen for -8 yards,2.060,0.440
2,4:41,2,18,CIN 39,10,10,Jon Kitna pass complete to Rudi Johnson for 11 yards (tackle by Curry Burns),0.440,1.220
2,4:13,3,7,CIN 50,10,10,"Jon Kitna pass incomplete intended for T.J. Houshmandzadeh (defended by Brent Alexander). Penalty on Frank Walker: Roughing the Passer, 15 yards (no play)",1.220,3.250
2,4:04,1,10,NYG 35,10,10,Rudi Johnson left end for no gain (tackle by Nick Greisen),3.250,2.700
2,3:37,2,10,NYG 35,10,10,Jon Kitna pass incomplete intended for Kelley Washington (defended by Will Allen),2.700,2.010
2,3:31,3,10,NYG 35,10,10,Jon Kitna pass incomplete,2.010,0.970
2,3:23,4,10,NYG 35,10,10,Jon Kitna pass incomplete intended for Chad Ochocinco is intercepted by Frank Walker at NYG-23 and returned for 10 yards (tackle by Kenny Watson),0.970,-1.140
2,3:13,1,10,NYG 33,10,10,Eli Manning pass complete to Jim Finn for 2 yards (tackle by Tory James),1.140,0.860
2,2:32,2,8,NYG 35,10,10,Eli Manning pass complete to Jeremy Shockey for 9 yards (tackle by Kevin Hardy),0.860,1.860
2,2:00,1,10,NYG 44,10,10,Eli Manning pass complete to Tiki Barber for 6 yards (tackle by Brian Simmons),1.860,2.130
2,1:36,2,4,CIN 50,10,10,Eli Manning pass incomplete intended for Jeremy Shockey,2.130,1.420
2,1:32,3,4,CIN 50,10,10,Eli Manning pass complete to David Tyree for 25 yards (tackle by Brian Simmons),1.420,3.910
2,1:21,,,,10,10,Timeout #2 by New York Giants,0.000,3.910
2,1:21,1,10,CIN 25,10,10,Tiki Barber up the middle for 3 yards (tackle by Carl Powell),3.910,3.770
2,0:58,2,7,CIN 22,10,10,Eli Manning pass complete to Ike Hilliard for 6 yards (tackle by Keiwan Ratliff),3.770,4.060
2,0:38,3,1,CIN 16,10,10,Eli Manning pass complete to Jeremy Shockey for 6 yards (tackle by Landon Johnson),4.060,4.910
2,0:26,1,10,CIN 10,10,10,Eli Manning spiked the ball,4.910,4.190
2,0:24,2,10,CIN 10,10,10,Eli Manning sacked by Madieu Williams for -8 yards,4.190,2.630
2,0:04,,,,10,10,Timeout #3 by New York Giants,0.000,0.000
2,0:04,,,,10,10,Timeout #2 by Cincinnati Bengals,0.000,2.630
2,0:04,3,18,CIN 18,13,10,Steve Christie 36 yard field goal good,2.630,3.000
Quarter,Time,Down,ToGo,Location,NYG,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,13,10,"Steve Christie kicks off 44 yards, returned by Reggie Kelly for 14 yards (tackle by Jack Brewer)",0.000,1.600
3,14:55,1,10,CIN 40,13,10,Rudi Johnson up the middle for no gain (tackle by William Joseph),1.600,1.050
3,14:16,2,10,CIN 40,13,10,"Rudi Johnson right tackle for 5 yards (tackle by Kevin Lewis). Penalty on Osi Umenyiora: Defensive Offside, 5 yards (no play)",1.050,1.730
3,13:58,2,5,CIN 45,13,10,Rudi Johnson right tackle for -4 yards (tackle by William Joseph),1.730,0.500
3,13:17,3,9,CIN 41,13,10,Jon Kitna pass complete to Matt Schobel for 13 yards (tackle by Carlos Emmons),0.500,2.520
3,12:38,1,10,NYG 46,13,10,Jon Kitna pass incomplete intended for Reggie Kelly,2.520,1.980
3,12:34,2,10,NYG 46,13,10,Rudi Johnson right tackle for 9 yards (tackle by Reggie Torbor and Carlos Emmons),1.980,2.480
3,11:56,3,1,NYG 37,13,10,Rudi Johnson right tackle for no gain (tackle by Lance LeGree and Carlos Emmons),2.480,0.790
3,11:26,4,1,NYG 37,13,10,Rudi Johnson right tackle for -2 yards (tackle by William Joseph and Kevin Lewis),0.790,-1.600
3,11:21,1,10,NYG 40,13,10,Tiki Barber left end for 8 yards (tackle by Brian Simmons),1.600,2.130
3,10:58,2,2,NYG 48,13,10,Tiki Barber right guard for -2 yards (tackle by John Thornton),2.130,1.160
3,10:18,3,4,NYG 46,13,10,Eli Manning pass complete to Ike Hilliard for 14 yards (tackle by John Thornton),1.160,2.920
3,9:35,1,10,CIN 40,13,10,Ron Dayne right guard for 11 yards (tackle by Kevin Kaesviharn). Penalty on Langston Moore: Defensive Offside (Declined),2.920,3.640
3,9:11,1,10,CIN 29,13,10,Ron Dayne left guard for no gain (tackle by Justin Smith),3.640,3.100
3,8:28,,,,13,10,Timeout #1 by Cincinnati Bengals,0.000,3.100
3,8:28,2,10,CIN 29,13,10,"Tiki Barber right tackle for 3 yards (tackle by Brian Simmons). Tiki Barber fumbles (forced by Brian Simmons), recovered by David Diehl at CIN-26",3.100,2.810
3,7:45,3,7,CIN 26,13,10,Eli Manning pass incomplete intended for David Tyree,2.810,1.740
3,7:40,4,7,CIN 26,16,10,Steve Christie 44 yard field goal good,1.740,3.000
3,,,,NYG 30,16,10,"Steve Christie kicks off 64 yards, returned by Cliff Russell for 36 yards (tackle by Steve Christie)",0.000,1.730
3,7:28,1,10,CIN 42,16,10,Rudi Johnson up the middle for -2 yards (tackle by William Joseph),1.730,0.920
3,6:47,2,12,CIN 40,16,10,Rudi Johnson right guard for 3 yards (tackle by Lance LeGree),0.920,0.630
3,6:08,3,9,CIN 43,16,10,Jon Kitna pass complete to Kelley Washington for 13 yards (tackle by Will Allen),0.630,2.650
3,5:28,1,10,NYG 44,16,10,Jon Kitna pass complete to Chad Ochocinco for 9 yards (tackle by Carlos Emmons),2.650,3.330
3,4:49,2,1,NYG 35,16,10,Jon Kitna pass complete to Chad Ochocinco for 4 yards (tackle by Will Allen),3.330,3.510
3,4:07,1,10,NYG 31,16,10,Jon Kitna pass complete to Chad Ochocinco for 6 yards (tackle by Will Allen),3.510,3.780
3,3:22,2,4,NYG 25,16,10,Rudi Johnson right tackle for 3 yards (tackle by Nick Greisen),3.780,3.470
3,2:45,3,1,NYG 22,16,10,Jon Kitna pass complete to Kenny Watson for 21 yards (tackle by Osi Umenyiora),3.470,6.970
3,1:59,,,,16,10,Timeout #1 by New York Giants,0.000,6.970
3,1:59,1,1,NYG 1,16,10,Rudi Johnson right end for no gain (tackle by Will Allen),6.970,5.910
3,1:25,2,1,NYG 1,16,16,"Rudi Johnson right tackle for 1 yard, touchdown",5.910,7.000
3,,,,NYG 2,16,17,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,16,17,"Shayne Graham kicks off 61 yards, returned by Willie Ponder for 29 yards (tackle by Caleb Miller)",0.000,1.470
3,1:14,1,10,NYG 38,16,17,Tiki Barber right guard for 21 yards (tackle by Keiwan Ratliff),1.470,2.850
3,0:53,1,10,CIN 41,16,17,Ron Dayne right guard for 2 yards (tackle by John Thornton),2.850,2.580
3,0:17,2,8,CIN 39,16,17,Eli Manning pass complete to Amani Toomer for 11 yards (tackle by Kevin Kaesviharn),2.580,3.710
Quarter,Time,Down,ToGo,Location,NYG,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 28,16,17,Eli Manning pass complete to Amani Toomer for 16 yards (tackle by Kevin Kaesviharn),3.710,4.780
4,14:20,1,10,CIN 12,16,17,"Tiki Barber left tackle for 3 yards (tackle by Madieu Williams). Penalty on Luke Petitgout: Offensive Holding, 10 yards (no play)",4.780,4.110
4,13:56,1,20,CIN 22,16,17,Eli Manning pass complete to Tiki Barber for 8 yards (tackle by Tory James),4.110,3.790
4,13:12,2,12,CIN 14,16,17,Eli Manning pass incomplete intended for Tiki Barber,3.790,3.060
4,13:07,3,12,CIN 14,16,17,Eli Manning sacked by Justin Smith for -9 yards,3.060,1.930
4,12:44,4,21,CIN 23,19,17,Steve Christie 41 yard field goal good,1.930,3.000
4,,,,NYG 30,19,17,"Steve Christie kicks off 64 yards, returned by Cliff Russell for 26 yards (tackle by Curry Burns). Penalty on Anthony Mitchell: Offensive Holding, 10 yards",0.000,-0.350
4,12:33,1,10,CIN 12,19,17,T.J. Houshmandzadeh left end for 7 yards (tackle by Will Allen),-0.350,0.100
4,11:46,2,3,CIN 19,19,17,Jon Kitna pass complete to Chad Ochocinco for 5 yards (tackle by Will Allen),0.100,0.540
4,11:11,1,10,CIN 24,19,17,Rudi Johnson left tackle for 1 yard (tackle by Curry Burns),0.540,0.130
4,10:34,2,9,CIN 25,19,17,Jon Kitna pass complete to T.J. Houshmandzadeh for 5 yards (tackle by Will Allen),0.130,0.100
4,9:56,3,4,CIN 30,19,17,Jon Kitna pass complete to Kevin Walter for 10 yards (tackle by Brent Alexander),0.100,1.600
4,9:18,1,10,CIN 40,19,17,Jon Kitna pass incomplete intended for Chad Ochocinco,1.600,1.050
4,9:11,2,10,CIN 40,19,17,Jon Kitna pass complete to Chad Ochocinco for 10 yards (tackle by Will Allen),1.050,2.260
4,8:35,1,10,CIN 50,19,17,"Jeremi Johnson right guard for 4 yards (tackle by Nick Greisen). Jeremi Johnson fumbles (forced by Nick Greisen), recovered by Brent Alexander at NYG-43 and returned for 29 yards (tackle by Eric Steinbach)",2.260,-3.710
4,8:20,1,10,CIN 28,19,17,Eli Manning pass complete to Jeremy Shockey for 8 yards (tackle by Landon Johnson),3.710,4.250
4,7:44,2,2,CIN 20,19,17,Tiki Barber left end for 6 yards (tackle by Kevin Kaesviharn),4.250,4.650
4,7:15,1,10,CIN 14,19,17,Ron Dayne right guard for 9 yards (tackle by Madieu Williams),4.650,5.670
4,6:33,2,1,CIN 5,19,17,Ron Dayne left guard for no gain (tackle by Landon Johnson),5.670,4.960
4,5:40,3,1,CIN 5,19,17,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",4.960,3.820
4,5:23,3,6,CIN 10,19,17,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Kevin Kaesviharn),3.820,2.790
4,5:17,4,6,CIN 10,22,17,Steve Christie 28 yard field goal good,2.790,3.000
4,,,,NYG 30,22,17,"Steve Christie kicks off 57 yards, returned by Cliff Russell for 21 yards (tackle by Jim Finn)",0.000,1.200
4,5:08,1,10,CIN 34,22,17,Jon Kitna pass incomplete,1.200,0.660
4,4:59,2,10,CIN 34,22,17,Jon Kitna pass complete to Jeremi Johnson for 6 yards (tackle by Carlos Emmons),0.660,0.760
4,4:18,3,4,CIN 40,22,17,Jon Kitna pass incomplete intended for Kenny Watson (defended by Carlos Emmons),0.760,-0.720
4,4:14,4,4,CIN 40,22,17,"Kyle Larson punts 43 yards, returned by Ike Hilliard for 14 yards (tackle by Anthony Mitchell). Penalty on Frank Walker: Offensive Holding, 10 yards",-0.720,0.380
4,4:03,1,10,NYG 7,22,17,Tiki Barber right guard for 3 yards (tackle by Justin Smith),-0.380,-0.560
4,3:21,2,7,NYG 10,22,17,Eli Manning pass complete to Amani Toomer for 8 yards (tackle by Brian Simmons),-0.560,0.040
4,2:36,1,10,NYG 18,22,17,Tiki Barber right tackle for 4 yards (tackle by Madieu Williams),0.040,0.140
4,2:30,,,,22,17,Timeout #2 by Cincinnati Bengals,0.000,0.140
4,2:30,2,6,NYG 22,22,17,Tiki Barber left tackle for 1 yard (tackle by Shaun Smith),0.140,-0.530
4,2:23,,,,22,17,Timeout #3 by Cincinnati Bengals,0.000,-0.530
4,2:23,3,5,NYG 23,22,17,Eli Manning pass incomplete intended for Amani Toomer (defended by John Thornton),-0.530,-1.830
4,2:19,4,5,NYG 23,22,17,"Jeff Feagles punts 43 yards, returned by Keiwan Ratliff for 42 yards (tackle by Marcellus Rivers). Penalty on Curtis DeLoatch: Player Out of Bounds on Punt (Declined)",-1.830,-3.970
4,2:05,1,10,NYG 24,22,17,Jon Kitna pass incomplete intended for Rudi Johnson,3.970,3.430
4,2:00,2,10,NYG 24,22,17,Jon Kitna pass incomplete intended for Matt Schobel,3.430,2.740
4,1:55,3,10,NYG 24,22,17,Jon Kitna pass incomplete intended for Chad Ochocinco,2.740,1.870
4,1:51,4,10,NYG 24,22,17,Jon Kitna pass complete to T.J. Houshmandzadeh for 19 yards (tackle by Brent Alexander),1.870,6.060
4,1:28,1,5,NYG 5,22,17,Kenny Watson left guard for 1 yard (tackle by Fred Robbins),6.060,5.340
4,0:52,2,4,NYG 4,22,23,"Jon Kitna pass complete to Chad Ochocinco for 4 yards, touchdown",5.340,7.000
4,,,,,22,23,"Two Point Attempt: Jon Kitna pass incomplete intended for Kelley Washington, conversion fails",1.000,-1.000
4,,,,CIN 30,22,23,"Shayne Graham kicks off 57 yards, returned by Willie Ponder for 35 yards (tackle by Shayne Graham). Penalty on Reggie Myles: Offside on Free Kick, 5 yards",0.000,2.460
4,0:36,1,10,CIN 47,22,23,Eli Manning pass incomplete is intercepted by Carl Powell at CIN-47 and returned for -2 yards (tackle by Shaun O'Hara),2.460,-1.930
4,0:28,1,10,CIN 45,22,23,Jon Kitna kneels for -1 yards,1.930,1.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
