Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
1,5:01,3,7,SFO 12,3,0,David Garrard up the middle for 6 yards (tackle by Keith Lewis),3.580,3.020
1,4:13,,,,3,0,Timeout #1 by Jacksonville Jaguars,0.000,3.020
1,4:13,4,1,SFO 6,3,0,Greg Jones up the middle for no gain (tackle by Marques Douglas and Marques Anderson),3.020,0.380
1,4:00,1,10,SFO 6,3,0,Frank Gore up the middle for 4 yards (tackle by Rob Meier),-0.380,-0.490
1,3:15,2,6,SFO 10,3,0,Frank Gore right end for 14 yards (tackle by Deon Grant),-0.490,0.540
1,2:49,1,10,SFO 24,3,0,"Frank Gore left end for no gain (tackle by Kenny Wright). Penalty on Terry Jones: Offensive Holding, 10 yards (no play)",0.540,-0.500
1,2:27,1,20,SFO 14,3,0,Maurice Hicks right tackle for no gain (tackle by Paul Spicer),-0.500,-1.470
1,1:46,2,20,SFO 14,3,0,"Alex Smith left end for 11 yards (tackle by Terry Cousin). Penalty on Adam Snyder: Offensive Holding, 7 yards (no play)",-1.470,-2.020
1,1:14,2,27,SFO 7,3,0,Frank Gore up the middle for 18 yards (tackle by Deke Cooper),-2.020,-0.560
1,0:27,3,9,SFO 25,3,0,Alex Smith pass incomplete intended for Jason McAddley,-0.560,-1.700
1,0:22,4,9,SFO 25,3,0,"Andy Lee punts 34 yards, returned by Alvin Pearman for 13 yards (tackle by Corey Smith)",-1.700,-2.520
1,0:13,1,10,SFO 46,3,0,Fred Taylor left tackle for 5 yards (tackle by Derek Smith),2.520,2.650
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,SFO 41,3,0,David Garrard pass incomplete intended for Jimmy Smith,2.650,1.950
2,14:55,3,5,SFO 41,3,0,David Garrard pass complete to Matt Jones for 4 yards (tackle by Jim Maxwell),1.950,0.790
2,14:55,4,1,SFO 37,3,0,"Penalty on David Garrard: Delay of Game, 4 yards (no play)",0.790,0.530
2,13:58,4,5,SFO 41,3,0,"Chris Hanson punts 41 yards, touchback",0.530,-0.280
2,13:49,1,10,SFO 20,3,0,Alex Smith sacked by Rob Meier for -6 yards,0.280,-1.180
2,13:17,2,16,SFO 14,3,0,Alex Smith pass incomplete intended for Brandon Lloyd,-1.180,-2.030
2,13:13,3,16,SFO 14,3,0,Alex Smith pass incomplete intended for Brandon Lloyd,-2.030,-2.470
2,13:07,4,16,SFO 14,3,0,"Andy Lee punts 50 yards, returned by Alvin Pearman for 3 yards (tackle by Jason McAddley). Penalty on Pat Thomas: Illegal Block Above the , 10 yards",-2.470,-0.870
2,12:56,1,10,JAX 29,3,0,Greg Jones up the middle for 9 yards (tackle by Derrick Johnson and Derek Smith),0.870,1.540
2,12:21,2,1,JAX 38,3,0,Greg Jones up the middle for 3 yards (tackle by Marques Douglas),1.540,1.660
2,11:46,1,10,JAX 41,3,0,David Garrard pass complete to Jimmy Smith for 7 yards (tackle by B.J. Tucker),1.660,2.070
2,11:24,2,3,JAX 48,3,0,David Garrard pass complete to Greg Jones for 4 yards (tackle by Derek Smith),2.070,2.390
2,10:42,1,10,SFO 48,3,0,Greg Jones left tackle for 10 yards (tackle by B.J. Tucker and Brandon Moore),2.390,3.050
2,10:02,1,10,SFO 38,3,0,David Garrard pass complete to Kyle Brady for 5 yards (tackle by Brandon Moore),3.050,3.180
2,9:33,2,5,SFO 33,3,0,Greg Jones up the middle for 3 yards (tackle by Travis Hall),3.180,2.870
2,8:52,3,2,SFO 30,3,0,David Garrard pass complete to Derrick Wimbush for 6 yards (tackle by Julian Peterson),2.870,3.970
2,8:18,1,10,SFO 24,3,0,Greg Jones left end for 2 yards (tackle by Derrick Johnson),3.970,3.700
2,7:57,2,8,SFO 22,3,0,Fred Taylor left tackle for 6 yards (tackle by B.J. Tucker),3.700,3.950
2,7:18,3,2,SFO 16,3,0,Greg Jones right tackle for 3 yards (tackle by Marques Douglas),3.950,4.710
2,6:35,1,10,SFO 13,3,6,"David Garrard right end for 13 yards, touchdown",4.710,7.000
2,,,,SFO 2,3,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,3,7,"Josh Scobee kicks off 64 yards, returned by Jason McAddley for 17 yards (tackle by Derrick Wimbush)",0.000,0.480
2,6:21,1,10,SFO 23,3,7,Alex Smith pass incomplete intended for Brandon Lloyd,0.480,-0.070
2,6:15,2,10,SFO 23,3,7,Frank Gore left end for -2 yards (tackle by Daryl Smith),-0.070,-1.020
2,5:30,3,12,SFO 21,3,7,Alex Smith pass incomplete intended for Brandon Lloyd,-1.020,-1.960
2,5:23,4,12,SFO 21,3,7,"Andy Lee punts 40 yards, returned by Alvin Pearman for 10 yards (tackle by Brandon Moore)",-1.960,-2.190
2,5:12,1,10,JAX 49,3,7,David Garrard pass incomplete intended for Fred Taylor (defended by Marques Douglas),2.190,1.650
2,5:06,2,10,JAX 49,3,7,David Garrard pass incomplete intended for Jimmy Smith,1.650,0.960
2,5:00,3,10,JAX 49,3,7,David Garrard pass incomplete intended for Ernest Wilford (defended by Derrick Johnson),0.960,-0.130
2,4:54,4,10,JAX 49,3,7,"Chris Hanson punts 51 yards, touchback",-0.130,-0.280
2,4:45,1,10,SFO 20,3,7,Frank Gore left tackle for no gain (tackle by Bobby McCray),0.280,-0.270
2,4:05,2,10,SFO 20,3,7,"Penalty on Terry Jones: False Start, 5 yards (no play)",-0.270,-1.070
2,3:41,2,15,SFO 15,3,7,Alex Smith pass complete to Jason McAddley for 38 yards (tackle by Rashean Mathis),-1.070,2.460
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
2,3:28,1,10,JAX 47,3,7,Frank Gore up the middle for 4 yards (tackle by Daryl Smith),2.460,2.450
2,2:49,2,6,JAX 43,3,7,Frank Gore up the middle for 2 yards (tackle by Gerald Sensabaugh and Akin Ayodele),2.450,2.010
2,2:07,3,4,JAX 41,3,7,Alex Smith sacked by Mike Peterson for -10 yards,2.010,-0.130
2,2:00,4,14,SFO 49,3,7,"Andy Lee punts 33 yards, fair catch by Alvin Pearman",-0.130,-0.040
2,1:54,1,10,JAX 18,3,7,David Garrard pass complete to Reggie Williams for 14 yards (tackle by B.J. Tucker),0.040,1.070
2,1:32,1,10,JAX 32,3,7,David Garrard pass complete to Fred Taylor for 4 yards (tackle by Bruce Thornton),1.070,1.070
2,1:23,2,6,JAX 36,3,7,David Garrard pass incomplete intended for Jimmy Smith,1.070,0.370
2,1:16,3,6,JAX 36,3,7,David Garrard right end for 10 yards (tackle by Bruce Thornton),0.370,1.990
2,1:08,1,10,JAX 46,3,7,Fred Taylor up the middle for 6 yards (tackle by Derek Smith),1.990,2.260
2,0:50,2,4,SFO 48,3,7,David Garrard pass incomplete intended for Jimmy Smith,2.260,1.550
2,0:45,3,4,SFO 48,3,7,David Garrard sacked by Ben Emanuel and Anthony Adams for -14 yards,1.550,-0.850
2,0:31,,,,3,7,Timeout #1 by San Francisco 49ers,0.000,-0.850
2,0:31,4,18,JAX 38,3,7,"Chris Hanson punts 43 yards, fair catch by Rasheed Marshall",-0.850,-0.150
2,0:24,1,10,SFO 19,3,7,Alex Smith pass complete to Frank Gore for 4 yards (tackle by Mike Peterson),0.150,0.210
2,0:17,2,6,SFO 23,3,7,Alex Smith pass complete to Frank Gore for 47 yards (tackle by Deon Grant),0.210,3.580
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:06,,,,3,7,Timeout #2 by San Francisco 49ers,0.000,3.580
2,0:06,1,10,JAX 30,6,7,Joe Nedney 47 yard field goal good,3.580,3.000
2,,,,SFO 30,6,7,"Joe Nedney kicks off 33 yards, muffed catch by Greg Jones, recovered by Greg Jones and returned for no gain",0.000,0.940
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,6,7,"Joe Nedney kicks off 62 yards, returned by Derrick Wimbush for 16 yards (tackle by Bruce Thornton). Penalty on Pat Thomas: Offensive Holding, 10 yards, Penalty on Akin Ayodele: Offensive Holding (Declined)",0.000,-0.280
3,14:53,1,10,JAX 14,6,7,Greg Jones right tackle for 5 yards (tackle by Andre Carter),-0.280,-0.040
3,14:22,2,5,JAX 19,6,7,Fred Taylor up the middle for 1 yard (tackle by Derrick Johnson),-0.040,-0.680
3,13:45,3,4,JAX 20,6,7,David Garrard pass complete to Ernest Wilford for 7 yards (tackle by Derrick Johnson),-0.680,0.740
3,13:04,1,10,JAX 27,6,7,Greg Jones up the middle for 1 yard (tackle by Derek Smith),0.740,0.330
3,12:28,2,9,JAX 28,6,7,"David Garrard pass complete to Greg Jones for 7 yards (tackle by Julian Peterson). Penalty on Bruce Thornton: Defensive Holding, 6 yards (no play)",0.330,1.200
3,12:02,1,10,JAX 34,6,7,David Garrard pass incomplete intended for George Wrighster (defended by Derrick Johnson),1.200,0.660
3,11:57,2,10,JAX 34,6,7,David Garrard pass complete to Ernest Wilford for 21 yards (tackle by Keith Lewis),0.660,2.590
3,11:09,1,10,SFO 45,6,7,Fred Taylor right tackle for 4 yards (tackle by Andre Carter),2.590,2.580
3,10:36,2,6,SFO 41,6,7,Fred Taylor right tackle for 1 yard (tackle by Bruce Thornton),2.580,2.010
3,9:58,3,5,SFO 40,6,7,David Garrard pass incomplete intended for Matt Jones (defended by Keith Lewis),2.010,0.590
3,9:54,4,5,SFO 40,6,7,"Chris Hanson punts 26 yards, muffed catch by Rasheed Marshall, recovered by Rasheed Marshall and returned for no gain",0.590,0.280
3,9:46,1,10,SFO 14,6,7,Frank Gore up the middle for 5 yards (tackle by Marcus Stroud),-0.280,-0.040
3,9:11,2,5,SFO 19,6,7,Frank Gore up the middle for 1 yard (tackle by Mike Peterson),-0.040,-0.680
3,9:11,3,4,SFO 20,6,7,Frank Gore up the middle for 3 yards (tackle by Marcus Stroud),-0.680,-1.830
3,7:48,4,1,SFO 23,6,7,"Andy Lee punts 43 yards, returned by Alvin Pearman for 7 yards (tackle by Brian Jennings). Penalty on Tony Gilbert: Offensive Holding, 10 yards",-1.830,-0.540
3,7:39,1,10,JAX 24,6,7,David Garrard pass incomplete intended for Jimmy Smith,0.540,0.000
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
3,7:30,2,10,JAX 24,6,7,Fred Taylor left tackle for 8 yards (tackle by Derrick Johnson),0.000,0.370
3,6:50,3,2,JAX 32,6,7,David Garrard pass complete to Jimmy Smith for 19 yards (tackle by B.J. Tucker),0.370,2.320
3,6:13,1,10,SFO 49,6,7,Fred Taylor up the middle for 3 yards (tackle by Bryant Young),2.320,2.190
3,5:33,2,7,SFO 46,6,7,David Garrard pass complete to Reggie Williams for 10 yards (tackle by Bruce Thornton),2.190,3.180
3,4:57,1,10,SFO 36,6,7,Fred Taylor left tackle for 3 yards (tackle by Derrick Johnson),3.180,3.040
3,4:18,2,7,SFO 33,6,7,David Garrard pass incomplete intended for Ernest Wilford (defended by Bruce Thornton),3.040,2.350
3,4:10,3,7,SFO 33,6,7,David Garrard pass incomplete intended for Reggie Williams,2.350,1.150
3,4:03,,,,6,7,Timeout #2 by Jacksonville Jaguars,0.000,1.150
3,4:02,4,7,SFO 33,6,7,Josh Scobee 52 yard field goal no good,1.150,-1.730
3,3:58,1,10,SFO 42,6,7,Frank Gore left end for 4 yards (tackle by Kenny Wright),1.730,1.730
3,3:23,2,6,SFO 46,6,7,Frank Gore up the middle for 7 yards (tackle by Akin Ayodele),1.730,2.460
3,2:42,1,10,JAX 47,6,7,"Alex Smith pass incomplete intended for Jason McAddley. Penalty on Rashean Mathis: Defensive Holding, 5 yards (no play)",2.460,2.790
3,2:33,1,10,JAX 42,6,7,Alex Smith pass complete to Terry Jackson for -5 yards (tackle by Rob Meier),2.790,1.570
3,1:49,2,15,JAX 47,6,7,"Alex Smith pass complete to Johnnie Morton for 28 yards (tackle by Deke Cooper). Penalty on Deke Cooper: Unnecessary Roughness, 10 yards",1.570,5.140
3,1:28,1,9,JAX 9,6,7,Frank Gore up the middle for 2 yards (tackle by Gerald Sensabaugh),5.140,4.760
3,0:50,2,7,JAX 7,6,7,"Alex Smith pass incomplete intended for Jason McAddley. Penalty on Terry Jones: Offensive Pass Interfere, 10 yards (no play)",4.760,3.240
3,0:44,2,17,JAX 17,6,7,Alex Smith pass complete to Terry Jones for -1 yards (tackle by Daryl Smith),3.240,2.630
3,0:03,,,,6,7,Timeout #1 by San Francisco 49ers,0.000,2.630
3,0:03,3,18,JAX 18,6,7,Alex Smith for 2 yards (tackle by Akin Ayodele),2.630,2.380
Quarter,Time,Down,ToGo,Location,SFO,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,JAX 16,9,7,Joe Nedney 33 yard field goal good,2.380,3.000
4,,,,SFO 30,9,7,Joe Nedney kicks off 67 yards,0.000,1.600
4,14:56,1,10,JAX 40,9,7,David Garrard pass complete to Jimmy Smith for 10 yards (tackle by Derek Smith),1.600,2.260
4,14:24,1,10,JAX 50,9,7,Greg Jones left tackle for 1 yard (tackle by Derek Smith),2.260,1.850
4,13:45,2,9,SFO 49,9,7,David Garrard pass complete to Greg Jones for 6 yards (tackle by Derek Smith),1.850,1.950
4,13:03,3,3,SFO 43,9,7,"David Garrard pass incomplete intended for Jimmy Smith. Penalty on Bruce Thornton: Defensive Pass Interfere, 8 yards (no play)",1.950,3.250
4,12:59,1,10,SFO 35,9,7,Greg Jones up the middle for no gain (tackle by Brandon Moore),3.250,2.700
4,12:19,2,10,SFO 35,9,7,"Penalty on Chris Naeole: False Start, 5 yards (no play)",2.700,2.030
4,11:56,2,15,SFO 40,9,7,David Garrard pass complete to Matt Jones for 7 yards (tackle by Andre Carter),2.030,2.280
4,11:29,3,8,SFO 33,9,7,David Garrard pass complete to Jimmy Smith for 13 yards (tackle by Julian Peterson),2.280,4.240
4,10:53,1,10,SFO 20,9,7,Greg Jones up the middle for 7 yards (tackle by Keith Lewis),4.240,4.830
4,10:27,2,3,SFO 13,9,7,David Garrard sacked by Brandon Moore for 0 yards,4.830,4.100
4,9:49,3,3,SFO 13,9,7,David Garrard pass incomplete intended for Matt Jones,4.100,2.670
4,9:44,4,3,SFO 13,9,10,Josh Scobee 32 yard field goal good,2.670,3.000
4,,,,JAX 30,9,10,"Josh Scobee kicks off 68 yards, returned by Maurice Hicks for 31 yards (tackle by Rashean Mathis)",0.000,1.140
4,9:35,1,10,SFO 33,9,10,Frank Gore right tackle for 3 yards (tackle by Rashean Mathis),1.140,1.000
4,8:54,2,7,SFO 36,9,10,Alex Smith pass incomplete intended for Terry Jones (defended by Gerald Sensabaugh),1.000,0.300
4,8:48,3,7,SFO 36,9,10,Alex Smith pass incomplete intended for Jason McAddley,0.300,-0.980
4,8:43,4,7,SFO 36,9,10,"Andy Lee punts 49 yards, returned by Alvin Pearman for 9 yards (tackle by Terry Jackson)",-0.980,-0.540
4,8:30,1,10,JAX 24,9,10,Fred Taylor up the middle for 1 yard (tackle by Julian Peterson),0.540,0.130
4,7:47,2,9,JAX 25,9,10,Fred Taylor left tackle for 4 yards (tackle by Ronald Fields),0.130,-0.030
4,7:03,3,5,JAX 29,9,10,David Garrard pass incomplete intended for Reggie Williams,-0.030,-1.440
4,6:56,4,5,JAX 29,9,10,"Chris Hanson punts 37 yards, returned by Rasheed Marshall for 1 yard (tackle by Derrick Wimbush)",-1.440,-1.270
4,6:45,1,10,SFO 35,9,10,Alex Smith pass incomplete intended for Frank Gore,1.270,0.720
4,6:40,2,10,SFO 35,9,10,Maurice Hicks up the middle for 1 yard (tackle by John Henderson),0.720,0.170
4,5:59,3,9,SFO 36,9,10,Alex Smith pass incomplete intended for Terry Jones is intercepted by Kenny Wright at JAX-36 and returned for 4 yards,0.170,-1.600
4,5:46,1,10,JAX 40,9,10,Fred Taylor up the middle for 1 yard (tackle by Marques Douglas),1.600,1.190
4,5:03,2,9,JAX 41,9,10,"David Garrard pass incomplete intended for Fred Taylor. Penalty on Maurice Williams: Tripping, 10 yards (no play)",1.190,-0.160
4,4:59,2,19,JAX 31,9,10,David Garrard pass complete to Alvin Pearman for 8 yards (tackle by Derrick Johnson),-0.160,0.230
4,4:14,3,11,JAX 39,9,10,David Garrard pass incomplete intended for Ernest Wilford. Penalty on Maurice Williams: Illegal Use of Hands (Declined),0.230,-0.780
4,4:09,4,11,JAX 39,9,10,Chris Hanson punts 32 yards,-0.780,-0.870
4,4:02,1,10,SFO 29,9,10,"Penalty on Billy Bajema: False Start, 5 yards (no play)",0.870,0.540
4,4:02,1,15,SFO 24,9,10,Frank Gore up the middle for 4 yards (tackle by Akin Ayodele),0.540,0.190
4,3:22,2,11,SFO 28,9,10,Alex Smith pass incomplete intended for Johnnie Morton,0.190,-0.490
4,3:16,3,11,SFO 28,9,10,Alex Smith pass incomplete (defended by Terry Cousin),-0.490,-1.500
4,3:09,4,11,SFO 28,9,10,"Andy Lee punts 47 yards, returned by Alvin Pearman for no gain",-1.500,-0.610
4,3:00,1,10,JAX 25,9,10,David Garrard pass complete to Reggie Williams for 11 yards (tackle by Derrick Johnson),0.610,1.330
4,2:53,,,,9,10,Timeout #2 by San Francisco 49ers,0.000,1.330
4,2:53,1,10,JAX 36,9,10,David Garrard pass incomplete intended for Derrick Wimbush,1.330,0.790
4,2:49,2,10,JAX 36,9,10,David Garrard pass complete to Jimmy Smith for 15 yards (tackle by Bruce Thornton),0.790,2.320
4,2:39,,,,9,10,Timeout #3 by San Francisco 49ers,0.000,2.320
4,2:39,1,10,SFO 49,9,10,Fred Taylor up the middle for 5 yards (tackle by Ben Emanuel),2.320,2.460
4,2:00,2,5,SFO 44,9,10,Fred Taylor up the middle for 2 yards (tackle by Andre Carter),2.460,2.020
4,1:21,3,3,SFO 42,9,10,David Garrard pass incomplete intended for Derrick Wimbush,2.020,0.460
4,1:13,4,3,SFO 42,9,10,"Chris Hanson punts 42 yards, touchback",0.460,-0.280
4,1:06,1,10,SFO 20,9,10,Alex Smith for 7 yards (tackle by Terry Cousin),0.280,0.680
4,0:58,2,3,SFO 27,9,10,Alex Smith pass incomplete intended for Jason McAddley (defended by Daryl Smith),0.680,-0.030
4,0:54,3,3,SFO 27,9,10,Alex Smith pass incomplete intended for Johnnie Morton,-0.030,-1.570
4,0:47,4,3,SFO 27,9,10,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-1.570,-1.900
4,0:47,4,8,SFO 22,9,10,Alex Smith pass incomplete intended for Rasheed Marshall,-1.900,-4.110
4,0:43,1,10,SFO 22,9,10,David Garrard kneels for -1 yards,4.110,3.430
4,0:17,2,11,SFO 23,9,10,David Garrard kneels for -1 yards,3.430,2.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
