Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Cowboys,-7.0,4.81,4.58,1.7,-15.64,-9.53,-6.9,-2.63,0.0,-6.01,-7.82,5.97,0.68,-1.11,-3.73
Titans,7.0,9.53,6.9,2.63,0.0,-4.81,-4.58,-1.7,15.64,6.01,-5.97,7.82,1.11,-0.68,3.73
