Quarter,Time,Tm,Detail,HOU,IND
1.0,5:56,Texans,Kendrick Lewis 27 yard interception return (Randy Bullock kick),7,0
2.0,14:53,Colts,Hakeem Nicks 26 yard pass from Andrew Luck (Adam Vinatieri kick),7,7
,6:21,Colts,Dwayne Allen 3 yard pass from Andrew Luck (Adam Vinatieri kick),7,14
4.0,13:40,Texans,Randy Bullock 53 yard field goal,10,14
,2:11,Colts,Adam Vinatieri 29 yard field goal,10,17
